dates,satname,nzd0401-0000,nzd0401-0001,nzd0401-0002,nzd0401-0003,nzd0401-0004,nzd0401-0005,nzd0401-0006,nzd0401-0007,nzd0401-0008,nzd0401-0009
1999-09-04 22:00:33+00:00,L7,313.89,316.36,331.83,331.97,326.98,312.62,324.61,327.48,326.21,337.06
1999-10-22 22:00:28+00:00,L7,328.55,331.01,340.39,335.33,335.68,331.53,333.19,332.60,329.96,333.53
1999-12-25 22:00:28+00:00,L7,313.98,315.65,324.40,323.58,328.18,313.78,315.17,,,
2000-01-26 22:00:26+00:00,L7,316.29,322.08,329.87,328.34,328.10,314.12,315.28,321.89,322.80,329.81
2000-02-11 22:00:21+00:00,L7,315.26,317.24,325.63,330.56,324.68,314.42,316.44,319.25,323.01,326.22
2000-02-27 22:00:16+00:00,L7,314.64,317.64,324.53,326.88,330.74,316.99,318.66,323.54,326.74,330.65
2000-03-30 22:00:09+00:00,L7,323.66,329.93,336.18,330.77,330.34,321.00,329.97,331.31,327.41,337.13
2000-04-15 21:59:55+00:00,L7,318.43,319.92,334.51,332.69,325.09,316.35,331.28,334.22,327.67,334.86
2000-05-01 21:59:54+00:00,L7,324.31,330.13,341.59,335.35,335.18,322.54,333.94,331.11,330.38,332.59
2000-05-17 21:59:43+00:00,L7,,318.78,337.40,334.14,331.48,312.86,326.14,329.48,325.31,322.69
2000-06-18 21:59:27+00:00,L7,,317.38,339.04,335.91,330.06,308.97,333.47,341.12,,328.99
2000-08-05 21:58:44+00:00,L7,315.33,319.25,327.43,330.81,317.97,308.77,327.62,335.89,324.14,328.71
2000-09-06 21:58:22+00:00,L7,313.43,322.41,334.50,332.47,318.64,314.45,327.51,329.32,327.53,335.55
2000-10-08 21:58:00+00:00,L7,327.79,324.12,339.20,334.09,335.31,320.82,331.46,332.55,328.01,334.25
2000-11-25 21:57:58+00:00,L7,322.97,319.73,330.68,327.35,334.24,325.20,323.07,323.52,321.43,328.68
2001-05-20 21:57:28+00:00,L7,323.02,323.12,339.51,333.13,332.01,313.54,327.69,330.01,324.14,327.75
2001-06-05 21:57:16+00:00,L7,,318.95,341.46,334.79,335.18,309.85,326.88,326.99,,328.91
2001-07-07 21:57:00+00:00,L7,,322.75,342.04,335.66,336.67,311.97,334.16,340.33,325.94,330.55
2001-09-25 21:56:04+00:00,L7,319.80,318.64,335.36,328.95,330.15,314.94,316.46,324.01,322.63,330.05
2002-02-16 21:56:30+00:00,L7,307.01,305.71,320.28,314.05,315.03,305.96,313.83,320.66,317.52,327.82
2002-03-20 21:56:24+00:00,L7,315.06,320.58,325.85,315.69,324.16,,326.73,325.77,326.95,320.00
2002-05-07 21:56:27+00:00,L7,316.56,324.68,337.76,334.99,333.43,321.27,337.34,344.54,335.86,334.08
2002-10-14 21:55:19+00:00,L7,323.76,320.53,329.06,331.18,330.26,321.15,327.25,329.60,327.57,332.80
2002-10-30 21:55:25+00:00,L7,326.09,322.73,332.77,329.54,325.55,319.22,328.62,330.57,327.55,335.50
2003-04-08 21:56:23+00:00,L7,312.61,316.84,322.24,321.67,313.10,308.31,317.06,317.52,316.35,320.51
2003-05-10 21:56:22+00:00,L7,316.04,318.78,333.44,328.72,329.16,313.03,327.35,328.34,323.96,331.76
2003-07-21 21:44:09+00:00,L5,309.76,311.33,321.92,322.88,313.01,306.45,318.36,316.04,317.65,326.88
2003-07-29 21:56:05+00:00,L7,315.08,322.12,332.31,329.24,307.65,310.73,327.89,327.10,327.16,328.93
2003-08-30 21:55:58+00:00,L7,312.81,323.61,328.51,327.69,316.29,308.34,326.79,330.66,,
2003-10-17 21:55:51+00:00,L7,318.41,324.27,331.41,333.27,330.79,322.97,330.21,333.08,325.72,332.52
2003-11-18 21:56:15+00:00,L7,313.72,314.63,322.68,316.30,318.89,310.66,315.51,323.28,313.91,327.77
