,dates,per0111-0000,per0111-0001,per0111-0002,per0111-0003,per0111-0004,per0111-0005,per0111-0006,per0111-0007,per0111-0008,per0111-0009,per0111-0010,per0111-0011,per0111-0012,per0111-0013,per0111-0014,per0111-0015,per0111-0016,per0111-0017,per0111-0018,per0111-0019,per0111-0020,per0111-0021,per0111-0022,per0111-0023,per0111-0024,per0111-0025,per0111-0026,per0111-0027,per0111-0028,per0111-0029,per0111-0030,per0111-0031,per0111-0032,per0111-0033,per0111-0034,per0111-0035,per0111-0036,per0111-0037,per0111-0038,per0111-0039,per0111-0040,per0111-0041,per0111-0042,per0111-0043,per0111-0044,per0111-0045,per0111-0046,per0111-0047,per0111-0048,per0111-0049,per0111-0050,per0111-0051,per0111-0052,per0111-0053,per0111-0054,per0111-0055,per0111-0056,per0111-0057,per0111-0058,per0111-0059,per0111-0060,per0111-0061,per0111-0062,per0111-0063,per0111-0064,per0111-0065
0,1984-05-06 14:44:03+00:00,,,,,,,,,,77.51275180431583,,,,,,,,,,,85.37195573181727,,,,,,,,,,,120.48846617518436,,,,,,,81.79534753979635,,,,,,,,,,,,,,,,,,,,,,,138.31594171435702,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-03-22 14:47:32+00:00,,,,,0.2064268755480323,,20.33261386488572,47.02476449225973,,67.06797742537567,82.89267757228896,85.87117306477697,83.64018676469733,86.32265842073254,74.25769763473805,73.69394949232887,99.15250500830166,103.20130930979208,114.6938453577894,116.76613122084649,113.53082816215279,109.12605003260026,99.5481297604517,90.42244729955999,88.0830172254131,96.06219352976385,95.86634345573573,101.69107333031027,90.19530743278324,96.16690776219241,102.09451861803691,103.43697944507275,93.59191009218006,99.6475357351247,104.17820438220187,109.13734323813924,96.32739029472863,91.82616358866744,82.25554900431297,105.88179564239746,103.12534018855547,109.06590129085424,109.56725488583353,107.03367705181938,102.63094611295638,,113.89308770873464,124.0261257242374,102.47927149163087,,114.29132117878116,125.54069121061403,120.70371608938603,108.83362910672847,109.8047667738137,104.79399200269881,,145.286642162597,135.01581201623034,152.03872584336452,155.55545597330774,148.00777489676406,165.2390019272848,173.11582146505265,185.8789828271764,
3,1986-04-10 14:42:16+00:00,118.71718543619897,66.60764117932686,38.87787677755332,36.76800923608982,40.13104411956091,58.70444599338956,54.09678643945519,63.720042336756876,113.0573570233392,98.38385260503699,96.56148120320535,100.05887282037568,103.05754034444105,100.86493217402477,88.94284967136147,106.58625788303877,119.66599810385912,87.3915145257494,124.86389177130496,121.61467879001805,116.11991931892078,99.24270243985397,112.07184048006465,108.63542314334373,75.40807374830561,80.02195574350782,93.61621372679248,99.28819575259392,112.93624820686782,103.96204646508465,117.2605387027358,114.76794772501947,97.98217030112355,100.40130686247439,101.11084745039278,109.54633944866254,96.26935367059038,103.23970790803745,116.76615752782533,130.5804654245654,132.34272367600852,131.94895363486296,125.55142412877866,110.74983064024599,129.85026174580423,145.58664172286055,130.52762942380735,106.0057350786528,116.97392441900044,137.9667953494275,135.08770533025773,131.26295261003247,147.76709524186694,143.4652637597547,145.14506907600273,139.60937750659608,157.17870636711885,150.1677418349234,165.54937461773352,158.81807552036355,169.14758749026456,168.46033139623697,166.0627866123961,173.56118847221035,193.45702029918982,250.16983942059926
4,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,112.46891111804598,83.08498247112597,46.59862196961893,18.65296015244879,23.665685384210004,52.23927466300311,60.570510099765954,72.42694390752433,110.89516463294471,109.18038131771499,104.51709504975253,101.86632961859819,92.40025320758201,89.28462409296611,106.29715324898673,92.4115477851889,88.09720323113712,80.31343782843379,99.41376693054414,107.99215005452817,125.13549493789668,98.91024205313234,109.67011643208468,127.08556362903079,93.4633019118005,92.56671861966723,88.97507108802482,104.04091717181595,89.0055769970478,98.16541525305897,117.69193508930626,110.78905619520859,94.064697812991,86.57291470457254,111.45766006618265,116.11006678776131,102.19222286891122,103.1820937002648,98.74666430465135,95.65336436831964,118.70388624578108,127.1629496030342,141.98141121701207,139.24826116681396,121.20905593761196,110.37226969534642,100.57528067568104,104.66257778100211,124.34184668803485,143.1040216717138,136.8048838948467,147.07539350473533,119.67911894922997,133.7588862805124,140.54611799720237,138.2831564692894,140.70195224953335,159.1353943752374,157.65986644250512,162.1463893172901,145.3899351594479,137.14317105435788,164.21959985044657,159.25095011567927,174.3232458978316,266.60662340705505
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.60573475003895,
8,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9049354157408,,145.90741899290083,,,,,103.43260986461323,138.36970524641177,126.49142094901023,83.46028488569901,,158.25752947923996,,136.22998431426248,,,145.32189667405376,,,,,,,171.94757644914023,193.4329191983256,
9,1987-04-29 14:40:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9129113664051,,92.12927923301177,116.2643881037318,143.6213400073048,,,,,,,,,,,,190.02934135163193,,253.5351365531929
10,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
