,dates,per0111-0000,per0111-0001,per0111-0002,per0111-0003,per0111-0004,per0111-0005,per0111-0006,per0111-0007,per0111-0008,per0111-0009,per0111-0010,per0111-0011,per0111-0012,per0111-0013,per0111-0014,per0111-0015,per0111-0016,per0111-0017,per0111-0018,per0111-0019,per0111-0020,per0111-0021,per0111-0022,per0111-0023,per0111-0024,per0111-0025,per0111-0026,per0111-0027,per0111-0028,per0111-0029,per0111-0030,per0111-0031,per0111-0032,per0111-0033,per0111-0034,per0111-0035,per0111-0036,per0111-0037,per0111-0038,per0111-0039,per0111-0040,per0111-0041,per0111-0042,per0111-0043,per0111-0044,per0111-0045,per0111-0046,per0111-0047,per0111-0048,per0111-0049,per0111-0050,per0111-0051,per0111-0052,per0111-0053,per0111-0054,per0111-0055,per0111-0056,per0111-0057,per0111-0058,per0111-0059,per0111-0060,per0111-0061,per0111-0062,per0111-0063,per0111-0064,per0111-0065
0,1984-05-06 14:44:03+00:00,,,,,,,,,,80.07561964921578,,,,,,,,,,,89.5366159797797,,,,,,,,,,,124.93077043967762,,,,,,,90.12466803572121,,,,,,,,,,,,,,,,,,,,,,,147.83516513827115,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-03-22 14:47:32+00:00,,,,,-2.2036960692928163,,19.36856468694938,45.541611910819206,,66.32640113465541,81.40952499084844,84.38802048333645,81.88737007754035,83.56823219805729,72.11536612821286,72.31673638099124,97.94744353588123,99.98781205000428,113.0870967278955,114.83803286497381,112.32576668973236,108.28774639961215,98.70982612746359,89.13704839564487,86.4762685955192,94.68498041842622,93.93824509986305,99.28095038546942,87.78518448794239,93.41248153951716,100.34170193087994,102.15158054115763,91.44957858565486,97.23741279028386,100.96470712241407,105.92384597835144,93.57296407205338,88.61266632887964,79.84542605947212,103.73946413587227,100.98300868203027,106.65577834601339,106.81282866315829,104.62355410697853,99.87651989028113,,111.13866148605939,121.27169950156215,100.06914854679002,,111.53689495610591,122.32719395082623,117.94928986671079,106.07920288405322,107.05034055113845,102.38386905785796,,142.87651921775614,131.80231475644254,149.28429962068927,152.8010297506325,145.2533486740888,162.48457570460954,170.3613952423774,182.6654855673886,
3,1986-04-10 14:42:16+00:00,119.1510121490207,67.11377234428555,39.15394832207624,36.95780842294933,40.510642493279924,59.04186677002868,54.24862578894279,63.95364133596858,113.43695539705821,98.50065210464284,96.79508020241705,100.29247181958739,103.33361188896397,101.2987588868465,89.28027044800059,106.80317123944964,119.85579729071863,87.89764569070809,125.1169573537843,121.91835748899325,116.30971850578028,99.37473665679971,112.20387469701039,108.8378756093272,75.66113933078495,80.23886909991869,93.91989242576769,99.66779412631294,113.31584658058684,104.39587317790638,117.53661024725872,114.97040019100294,98.31959107776267,100.7809052361934,101.61697861535147,110.05247061362122,96.7031803834121,103.74583907299613,117.14575590154435,130.91788620120454,132.68014445264765,132.32855200858197,125.98525084160039,111.12942901396501,130.28408845862597,146.0204684356823,130.9614561366291,106.43956179147453,117.35352279271946,138.4729265143862,135.52153204307947,131.76908377499115,148.20092195468868,143.89909047257643,145.57889578882447,139.98897588031508,157.6125330799406,150.5473402086424,166.0555057826922,159.2519022331853,169.5814142030863,168.8941581090587,166.49661332521785,173.9950151850321,193.9631514641485,250.77719681854967
4,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,112.3789050586586,82.9799754018407,46.54134538637242,18.613582501466816,23.586930082246052,52.169269950146266,60.53900797898037,72.37847910631575,110.81640933098076,109.1561489171107,104.46863024854395,101.8178648173896,92.3429766243355,89.19461803357873,106.22714853612989,92.36654475549521,88.05782558015514,80.20843075914853,99.3612633959015,107.929145812957,125.0961172869147,98.88284890462313,109.64272328357548,127.04356080131669,93.41079837715786,92.52171558997354,88.91206684645365,103.962161869852,88.92682169508385,98.07540919367159,117.63465850605975,110.74705336749449,93.99469310013416,86.49415940260859,111.35265299689739,116.00505971847605,102.10221680952384,103.07708663097954,98.6679090026874,95.5833596554628,118.63388153292424,127.08419430107026,141.8914051576247,139.16950586485,121.11904987822459,110.28226363595904,100.48527461629367,104.57257172161474,124.2630913860709,142.99901460242853,136.71487783545933,146.97038643545005,119.5891128898426,133.66888022112502,140.456111937815,138.20440116732544,140.61194619014597,159.05663907327346,157.55485937321984,162.05638325790272,145.29992910006052,137.0531649949705,164.1295937910592,159.1609440562919,174.21823882854633,266.48061492391275
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.40966860565555,
8,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.77113292746208,,141.25689119358728,,,,,98.11772095111202,133.05481633291055,121.84089314969668,77.25958115328093,,152.0568257468219,,130.91509540076126,,,140.00700776055254,,,,,,,166.632687535639,187.23221546590753,
9,1987-04-29 14:40:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.85253576681241,,95.55884103348696,119.20401250413911,147.05090180778,,,,,,,,,,,,192.96896575203922,,257.6506107137631
10,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-07-02 14:41:39+00:00,71.4880620854921,,,,,,33.61137709698903,81.75152110500308,75.921479536398,,,71.04514831541107,91.69241031248775,88.72220043176166,91.59519044055564,87.86732781717356,84.49994634146337,81.61548747029178,87.40296422835503,104.30851166012451,93.69373677018181,91.41884725316322,91.57760407811844,103.51916940679864,78.66617510941157,62.766837767124805,101.37803758080493,96.41083347718597,100.13937774054301,102.43862967098256,85.97524307354267,102.12566326371308,120.06848421956212,111.5273185674266,112.33904259263929,109.11432328743851,100.07173967793962,106.9703418210587,106.74798220512308,112.54047868561781,105.1110691864939,116.13774782076929,111.55169366546944,120.34895988458484,122.51365660106303,125.29700644957846,134.0020256979341,160.62142000388727,161.01933422366187,138.7347195597513,147.19909635052778,142.93974065831262,150.22345567378238,158.17112013619163,126.70857482868867,144.22517978435783,157.4053738243082,164.1023775259478,159.76719907561616,132.41302497117758,144.50893084668343,174.98438052346575,185.24331841374405,180.48906069008495,,
14,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1987-09-20 14:43:42+00:00,96.71080560701493,65.00514103130654,49.6203442391403,32.47731437255528,23.90982349164541,52.631998412547425,61.299286619519755,69.40534132476503,99.01427716656318,99.84779820888453,94.1644350573257,95.09819094787716,95.52301685008814,84.39292746170456,80.41697826138599,102.62628845910538,102.81434489476105,102.15833180361962,106.60605495116508,93.89972515418982,100.70516491046295,105.31923808702732,89.25868353678544,112.38578264710955,109.32617136388048,92.69894020669375,99.46560485034631,98.22145282559597,83.26291024278291,92.99116476557568,106.59072228893017,91.14750690796211,94.07913672136533,110.18628183075569,123.68309105261731,92.15549269766093,70.58756876882576,87.96169574138695,104.57151640819893,116.89532586063555,131.86882861458673,128.54592778368655,100.5505181948729,107.1636280542581,128.2088891119161,126.01518918928402,122.38804971038901,137.35984816613762,118.03605942580307,132.09149847984386,133.39292662499375,106.58998759012651,107.02627484727704,131.0551026396862,142.30252909745002,135.9228429567941,147.90312668963136,152.5651211057643,156.91899751825989,153.90553876987192,137.37533119863025,126.54746458400395,138.1930738719861,169.2651928161033,169.15470511390603,244.84228240274948
16,1987-11-23 14:45:21+00:00,78.92696487342498,44.29716520663155,31.401228095023477,3.7073248129735386,29.83181404631216,32.480236780796375,58.86557470660329,78.78747004667858,82.28368738356069,71.22592073774157,,75.51600224934656,93.15645067383502,67.37500910460427,59.79756477300312,84.9050452866935,79.17443689706299,83.97940650627706,107.98036328227354,106.45288562010612,106.52726255607904,77.7301455100232,70.09587204654088,78.91785233533841,112.34384690192203,102.8825809719656,79.92280153374263,72.31357525791067,74.16981754201451,68.05775935466575,87.88021018908074,69.62458012192967,65.56104995708226,81.55110560043342,97.8301068698201,88.29690010581476,75.98221489975259,80.28363321613655,85.47004604961728,103.5416203025758,105.59097818961187,98.06086559292144,93.24510231177106,118.08624895409157,116.82729983441214,88.8603843199329,94.35208835361904,103.06272396710268,112.68099745219872,119.33130376784877,113.5562105001259,116.01748306879776,107.19579886063866,104.17118853886618,113.20748684037048,134.58942157420566,138.61989899466138,147.35629912512636,135.84238884797267,114.2435776372791,123.60002093801788,140.57850101357118,148.1621394930827,150.5163026354042,147.30233524392563,
17,1988-03-14 14:46:39+00:00,95.95593221031675,59.26527092720389,40.03786338539514,45.18770411999486,35.4912509326365,35.24816026260955,78.33761081255464,90.77469483940969,107.52161459727378,106.17362994344359,99.4057007676679,83.72533931959536,91.93669608464965,100.41511713323885,104.99189758463405,107.8251431005554,112.89484205727598,124.40851974116411,133.50032931896527,128.91972404875102,138.672625412862,135.98803400952667,99.75651104266457,109.40388084547672,103.17633036894136,115.53599082468673,124.6578609494268,134.88533959661808,140.86980574032293,116.91004824023358,102.59820869143864,115.3391485757516,139.1366911597061,126.99873793508706,154.1486241476559,131.81126715564045,132.79817489614865,142.28238380717954,139.18762265593617,151.28171276972495,141.28441708009143,162.42585864059473,,,,159.23152747502138,132.60908201439563,163.29115920120427,,152.24502559233235,,154.43841617440023,162.56832616975052,,,161.09672747444748,171.41230746069124,182.38678775586837,169.8022930557623,169.07966477905197,,,,,,
18,1988-03-30 14:46:46+00:00,84.83513216717631,44.260207611066846,34.554403624839566,21.131387978516265,0.029378256551127357,63.14997029301839,72.34462260390725,84.72325260087774,110.68538441345702,95.18040657845833,71.9050429752836,71.49395743009354,93.59044823336764,90.466253487582,97.04777105292905,102.6621173987563,107.46792034217728,98.19199820597174,113.20402611910743,113.5238284689038,134.10047079875739,124.56685966865378,125.71097193168843,117.2526661726298,88.70654777927227,70.01645293780334,111.08784592888442,122.26153185236235,102.45767919955865,90.85069116260107,96.83125977449951,111.40708941322617,120.18954020322894,111.73485670525274,127.50910607733886,108.82935662596972,115.81751998893856,115.44429282931935,111.96933846146798,112.99340621426393,122.80075934189668,151.94444712141487,141.42926127335966,136.21674936890574,130.9755971018474,122.09134876645271,126.77818936776981,146.13828139126252,120.13862074562904,119.3709338646087,117.96646627594734,121.98948946659445,135.69138494601347,128.73689496952483,125.26223605091343,149.8850322292181,128.05328744605,142.63569002022982,146.61434129336757,134.7113914882998,135.0904285025311,158.81705988189634,164.32704726821314,160.85593667384714,151.68084666856734,
