dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0063,nzd0269-0064,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0074,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0080,nzd0269-0081,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126
2007-10-28 21:56:22+00:00,L7,354.51,353.45,349.26,340.14,335.38,333.70,320.51,,,320.43,324.39,322.49,323.42,316.18,317.26,315.39,309.15,308.49,312.87,309.28,,,322.79,323.27,313.17,307.74,295.38,302.12,297.49,295.96,302.12,298.42,301.53,,288.10,279.90,274.05,281.00,294.61,295.48,295.87,293.68,292.34,294.83,298.21,,,300.06,304.41,301.95,297.43,295.83,296.68,293.43,287.53,267.29,,,,292.35,304.46,317.30,325.02,333.89,332.82,325.12,319.03,316.36,308.48,303.26,,191.11,302.12,297.66,295.28,278.00,286.81,285.37,289.35,282.41,280.61,288.98,,,,295.40,299.16,292.65,297.89,303.04,300.67,304.16,300.88,301.93,304.95,,,315.38,323.89,322.49,308.34,301.40,301.05,304.63,302.21,308.50,318.99,324.62,,,323.22,302.84,297.94,301.69,312.77,312.64,313.76,308.53,316.97,311.42,,,322.73,311.23,308.70,305.15,297.87
2007-12-31 21:56:47+00:00,L7,466.86,419.48,417.73,,,381.98,393.04,380.80,385.52,391.12,396.34,398.94,396.60,392.61,396.81,396.89,,,372.42,365.57,371.35,376.96,417.28,410.16,406.83,406.99,390.29,381.87,385.51,,,368.96,372.66,373.09,376.47,362.47,363.50,394.57,402.07,395.60,400.77,,,342.77,373.10,376.20,372.51,369.44,394.08,369.33,367.86,386.08,372.00,381.57,,407.50,329.56,390.67,404.85,324.70,383.44,416.86,414.26,420.81,422.70,407.78,,173.52,400.63,397.64,399.05,400.60,405.28,383.96,374.98,365.74,363.69,352.34,360.49,,362.23,356.95,351.55,357.48,378.20,380.03,372.83,378.53,357.28,378.04,393.56,,,370.04,382.01,390.28,378.06,365.36,359.35,372.47,369.15,380.01,382.36,379.98,,378.64,395.76,407.66,423.79,421.79,442.96,342.68,337.86,342.31,361.61,373.16,,,393.68,385.17,367.34,413.92,418.67,373.56,361.98,362.64,357.26
2008-02-01 21:56:45+00:00,L7,399.15,394.46,382.62,387.31,362.79,368.28,375.00,364.89,349.82,,,369.69,379.92,380.82,378.48,377.34,366.09,358.12,338.11,345.67,340.10,,,355.16,322.77,318.93,355.57,351.95,343.20,328.48,332.83,345.75,336.54,,,,,,,,,,,338.30,331.19,330.65,338.29,,,349.06,342.97,344.93,348.56,346.04,325.34,312.38,79.68,266.37,305.86,,,361.43,386.38,390.61,393.51,373.78,365.14,371.72,374.51,367.46,368.58,348.15,,362.27,350.45,329.87,321.84,327.75,335.32,336.53,324.39,334.88,338.56,334.75,,,339.60,347.16,351.33,355.91,348.73,336.93,320.06,342.62,343.00,353.34,330.63,,,347.00,333.67,338.89,341.82,344.48,348.88,362.40,363.80,364.63,368.07,,,327.33,323.01,329.48,345.13,353.77,343.56,336.14,329.75,321.48,,,,,,,
2008-02-25 21:56:48+00:00,L5,343.48,347.62,341.75,338.89,334.87,336.16,338.78,346.57,340.15,333.96,333.00,328.86,333.24,330.75,328.87,333.16,339.81,334.31,337.56,332.45,334.73,331.74,332.41,330.36,324.90,318.84,299.77,296.93,303.83,293.54,301.04,304.43,301.40,306.20,300.06,288.76,278.62,293.36,305.12,304.11,307.04,311.88,318.99,315.68,312.59,296.16,301.90,302.64,299.18,313.05,307.70,310.71,310.77,309.11,298.26,286.78,,229.80,273.47,289.13,313.15,324.14,339.81,347.55,355.85,347.27,341.44,342.39,344.81,334.93,328.15,329.38,335.19,324.95,321.31,311.08,301.82,307.25,308.64,307.74,308.22,306.63,310.59,315.72,311.69,311.20,310.75,316.63,320.20,318.55,314.97,319.93,319.47,309.61,309.27,306.76,297.50,316.85,323.36,315.38,299.23,293.61,287.72,296.78,279.80,,,299.07,,,,,,,,,,,,,,,,,,,
2008-03-20 21:56:34+00:00,L7,340.49,357.27,361.96,354.15,351.48,342.35,343.06,344.53,347.56,,,336.41,339.27,343.15,342.46,342.75,340.60,336.34,333.45,332.57,332.42,,,,349.09,342.97,326.18,329.20,325.01,311.46,314.02,315.72,315.83,,,,,,,,,309.43,311.94,310.41,308.05,303.10,272.63,,,303.75,316.18,317.07,314.37,307.49,295.72,282.38,,216.13,262.23,,,329.02,337.94,344.95,345.94,343.33,349.25,339.46,332.83,334.63,324.73,320.81,,315.51,309.54,295.81,298.52,296.85,303.10,304.39,304.11,305.74,307.37,307.39,,,315.91,317.15,325.19,326.19,322.46,322.54,322.64,315.98,320.40,317.11,306.26,,,332.12,326.71,320.85,322.05,323.07,311.53,317.62,328.25,345.99,353.09,,,307.64,303.37,282.84,270.20,278.35,301.26,321.70,331.40,331.22,330.48,334.09,,,322.07,316.15,320.13
2008-05-07 21:56:28+00:00,L7,321.66,327.34,338.47,335.78,340.23,336.17,333.42,,,,362.09,351.75,321.98,325.25,332.16,331.83,335.71,338.09,336.37,330.78,,,329.62,335.00,334.63,329.82,321.73,329.72,333.78,326.05,329.56,328.39,326.55,,,303.94,304.71,295.98,304.77,310.80,310.06,313.67,312.79,312.28,310.45,,,287.00,281.12,303.05,307.60,313.07,308.10,309.79,310.03,291.58,,219.75,,,290.11,309.76,318.55,333.30,333.82,342.81,340.51,339.25,339.62,331.67,,,,,,,,,,,,,,,,314.10,312.37,312.15,328.58,327.93,325.64,327.33,328.09,321.74,321.76,,,312.63,329.65,326.90,319.93,308.26,310.20,317.42,310.53,319.76,321.11,343.75,,,335.58,314.06,301.50,302.05,311.35,325.37,333.27,328.29,333.51,339.51,329.45,,,331.42,331.96,320.07,312.17
2008-08-27 21:55:30+00:00,L7,352.14,337.80,336.60,336.40,346.85,357.51,360.99,360.34,349.74,334.20,303.75,306.58,,338.52,345.01,339.31,337.79,328.92,329.36,331.06,333.65,338.01,340.89,343.36,,,336.12,328.91,326.29,312.57,321.08,319.34,320.36,325.50,333.44,333.11,303.15,,,314.77,311.41,315.21,318.54,328.29,327.14,300.89,,,290.79,,,314.20,307.64,328.99,315.65,292.36,79.92,267.36,312.44,314.04,318.09,318.87,,,363.22,362.93,348.95,338.89,340.81,335.92,332.77,328.95,324.72,322.67,,,306.27,311.67,313.29,312.61,306.59,309.25,308.24,313.43,324.01,323.55,325.17,,,334.03,327.91,327.80,320.88,329.91,330.36,331.47,322.63,327.20,342.91,,,,318.73,327.89,316.31,313.13,324.01,348.19,364.93,371.37,368.72,342.61,,,328.94,339.82,348.87,335.92,341.19,340.30,332.23,345.92,351.07,340.56,,,318.28
2008-09-12 21:55:21+00:00,L7,336.50,336.07,333.24,332.52,338.40,346.21,,,,327.20,305.81,317.32,320.24,331.31,328.37,326.70,325.55,318.88,319.05,,,329.25,330.22,333.68,331.78,327.90,312.81,308.26,308.50,300.51,308.83,,,,306.08,307.83,293.77,296.18,305.09,305.88,306.09,308.30,312.75,310.35,,,297.98,304.32,297.75,299.95,303.17,313.94,316.86,320.01,303.70,281.90,,,288.27,302.16,307.56,307.51,315.30,332.47,335.33,338.32,334.27,329.82,335.73,,,322.85,316.90,315.51,306.53,287.28,298.80,296.10,301.36,295.30,294.47,295.39,,,319.28,321.67,315.68,318.67,328.63,324.34,316.34,315.06,312.53,315.03,322.63,,298.82,312.59,329.76,329.25,320.85,317.25,317.82,326.46,317.64,316.48,323.29,,,359.10,355.37,322.20,316.15,310.13,320.96,324.29,338.67,334.19,340.33,335.11,,,335.55,324.70,324.58,318.47,311.75
2008-10-14 21:55:06+00:00,L7,322.56,335.93,340.52,336.91,,339.20,344.71,351.69,345.04,334.11,302.25,306.46,317.73,329.13,329.67,326.51,,,314.88,314.83,320.21,327.31,328.77,333.66,331.67,326.18,307.06,305.89,305.08,,,310.51,311.09,310.54,299.37,290.36,285.38,289.53,299.02,296.68,297.03,,,306.06,307.83,302.72,297.42,302.52,298.61,299.16,297.00,305.83,306.20,312.23,,186.29,,,261.69,298.11,305.44,302.69,309.27,335.18,338.39,325.21,,,327.24,322.75,318.67,318.88,315.71,310.57,299.88,277.77,297.54,290.76,288.38,,,294.94,293.89,301.79,313.74,317.72,315.07,313.28,317.72,315.67,308.54,,,,318.76,317.62,304.26,306.74,344.64,328.12,315.11,314.63,317.04,321.29,,,327.50,345.64,355.80,350.24,342.84,311.35,305.90,299.90,310.22,314.31,,,,333.38,329.64,331.61,339.95,332.86,329.10,316.07,302.06
2009-11-26 21:56:52+00:00,L5,358.02,372.61,380.13,393.53,372.42,366.89,361.15,357.41,360.02,367.09,348.13,351.73,344.45,361.03,347.65,341.57,345.73,342.40,343.80,340.07,339.70,342.25,341.42,339.89,335.07,344.35,337.30,327.68,325.62,324.04,333.10,326.69,312.80,312.49,308.53,299.35,302.96,316.73,343.03,327.44,335.62,331.09,332.90,333.14,321.55,322.61,327.27,336.30,343.28,340.49,339.19,342.42,349.29,341.96,343.04,327.67,95.38,279.77,301.35,314.55,334.75,325.34,339.54,357.62,368.65,362.24,356.44,347.00,343.09,329.93,333.83,327.82,329.02,337.79,337.51,343.34,345.24,329.70,324.55,319.37,310.85,312.44,316.22,326.24,337.42,349.98,353.23,335.21,340.71,341.46,329.15,331.93,351.95,349.05,336.98,331.17,325.05,344.57,351.69,348.44,344.38,346.75,353.13,346.87,337.74,342.53,354.94,357.61,371.23,375.02,370.10,331.37,323.14,327.25,335.93,354.08,355.40,357.67,370.99,352.43,339.71,345.68,352.24,347.02,345.11,335.61,337.76
2010-01-05 21:57:48+00:00,L7,417.95,411.02,390.00,388.87,374.62,380.85,371.90,371.66,379.88,383.56,,,344.56,352.29,346.85,339.10,350.92,340.38,332.46,333.32,336.04,341.34,,,346.24,340.48,324.85,321.74,336.45,342.99,330.35,,334.91,337.03,,,,,308.99,309.44,325.82,324.66,331.64,332.19,328.02,333.14,338.70,331.65,,331.26,334.88,335.27,338.73,339.39,347.65,343.30,256.96,287.65,299.31,314.47,,,355.46,359.89,366.37,359.25,359.10,357.34,354.69,352.92,345.21,340.06,,,346.67,347.65,321.33,329.46,316.18,316.60,318.17,304.73,312.77,329.51,335.86,,,330.81,328.09,342.92,331.87,335.13,350.86,344.50,355.73,346.65,325.58,340.00,,350.28,341.29,336.90,340.99,334.68,328.48,340.23,352.40,355.77,368.65,378.70,,,336.23,327.11,326.10,343.74,349.01,348.27,364.33,355.11,344.29,366.71,361.37,,,336.13,340.24
2010-01-13 21:57:13+00:00,L5,334.55,356.73,359.93,351.43,347.35,343.03,346.41,342.96,341.04,344.13,336.25,329.46,326.10,333.43,325.12,323.91,325.69,319.73,317.46,323.64,325.98,330.55,331.79,334.86,330.77,319.55,310.70,311.15,306.85,301.02,308.88,305.87,306.91,306.53,299.18,296.54,284.03,295.17,300.53,302.39,302.14,304.28,305.64,301.05,300.27,294.71,297.41,308.38,305.39,315.25,312.54,307.59,308.36,310.62,298.21,282.12,189.50,248.93,270.58,280.35,289.77,311.76,315.55,338.94,341.82,341.08,328.48,328.87,323.91,319.76,313.37,311.02,314.50,312.28,319.06,307.38,303.16,301.30,300.49,289.39,294.05,294.78,294.73,300.44,312.27,320.92,320.25,314.70,316.16,316.43,319.11,319.90,320.18,320.68,315.69,316.84,303.10,317.90,337.45,331.26,320.98,319.21,317.10,315.89,303.65,313.56,322.13,342.11,349.86,346.04,334.48,315.72,312.81,304.11,312.41,325.84,325.04,324.26,331.97,332.14,326.22,326.47,339.73,330.01,329.21,322.14,308.19
2010-01-29 21:57:17+00:00,L5,322.15,343.17,349.43,343.55,340.41,337.34,334.54,334.61,338.40,336.11,329.01,322.90,321.92,321.78,319.78,317.34,325.89,317.33,317.74,313.30,324.37,322.51,322.48,327.46,328.21,318.98,298.41,299.65,300.75,300.17,303.08,303.76,305.00,298.94,291.86,287.64,276.58,282.03,293.22,292.85,298.36,303.16,304.45,296.64,298.75,294.55,287.49,295.33,294.77,294.32,296.24,304.08,296.45,298.01,290.36,276.73,,,259.65,275.53,289.69,298.09,308.84,327.95,330.47,332.28,321.29,327.73,322.63,318.11,308.25,303.63,299.40,304.42,302.79,282.82,293.01,295.87,294.87,286.97,292.03,293.74,294.52,300.85,302.57,306.80,306.20,307.24,305.53,303.29,308.84,316.67,319.33,314.98,314.81,306.81,298.68,305.03,324.27,318.24,312.01,307.29,309.51,311.50,304.88,311.57,315.97,335.51,346.22,344.96,329.78,304.45,297.01,298.82,306.45,314.72,330.85,323.07,331.04,328.72,328.10,321.44,337.78,324.37,328.64,313.75,291.58
2010-05-13 21:58:33+00:00,L7,331.85,,338.96,340.23,338.63,330.85,338.02,336.31,340.88,,325.42,337.62,307.01,,,292.92,319.75,314.40,314.46,312.66,321.90,325.94,320.37,,329.63,321.89,,,301.65,283.05,300.43,301.12,303.39,302.92,294.96,280.18,272.54,272.78,,,,301.43,302.64,297.55,253.34,286.75,261.93,279.12,286.01,289.21,304.52,,,297.75,289.43,282.19,,225.67,255.92,295.94,300.29,309.30,312.74,319.79,,322.59,330.68,328.58,327.57,313.83,317.71,318.64,306.38,312.60,311.54,269.93,,,302.54,301.27,296.17,297.84,297.02,304.58,306.55,315.15,308.49,297.50,,,,,,,,,,,,,,,,,,,,,,,,313.59,308.77,293.00,,,315.39,315.58,324.11,326.71,318.23,322.74,335.33,325.11,320.39,316.55,
2010-05-29 21:58:33+00:00,L7,352.02,351.78,,,341.22,343.07,346.76,342.05,351.50,352.66,356.78,358.22,356.33,347.12,,,,327.83,331.60,333.88,333.08,337.41,346.05,,338.41,333.85,313.70,,,,312.53,314.13,317.49,314.65,316.49,309.63,302.21,289.51,304.31,,,,309.66,308.42,296.99,258.79,248.67,289.47,282.61,276.55,,326.05,,,,,,,,,,,,,,,,95.30,216.91,340.52,345.90,332.30,341.97,336.57,325.15,316.24,307.36,,,303.00,307.14,312.76,315.89,314.74,329.14,334.71,337.02,320.73,323.60,333.14,,,,,,,,,,,,,,,,,313.10,332.31,353.21,352.89,349.35,330.09,341.48,324.88,321.64,,,,,321.57,,,,322.66,327.73,316.96,324.30
2010-06-14 21:58:34+00:00,L7,,,,,,,,,336.97,,283.62,321.37,278.48,248.41,251.25,293.28,324.80,,312.57,,251.44,292.49,307.72,,322.79,324.60,302.21,298.03,303.02,283.60,303.48,305.90,,304.55,292.35,274.58,267.56,275.32,299.31,296.25,,,306.66,299.23,,,238.23,254.51,263.36,270.19,289.72,,,,271.56,282.55,236.76,,247.96,289.82,299.34,312.83,313.10,322.91,328.65,326.23,328.45,332.45,327.64,,,309.91,305.59,308.41,302.48,285.50,306.98,299.97,306.64,296.27,294.46,,,,304.89,,256.06,275.58,306.04,318.55,,318.36,305.32,303.47,,,295.46,,,,,,303.22,312.82,314.00,305.55,,,,344.14,338.05,312.49,305.18,297.74,314.68,324.19,328.35,321.11,327.57,,,322.05,330.97,,327.08,313.25,
2010-06-30 21:58:37+00:00,L7,357.47,349.56,351.19,343.02,353.92,361.31,361.58,,,365.51,361.65,358.03,336.95,342.04,253.50,336.39,343.65,339.96,334.95,,,342.61,342.23,,347.98,348.90,342.64,,319.97,318.74,315.61,320.90,,,318.62,328.48,305.05,311.65,320.39,315.66,318.47,322.62,319.72,323.95,,,255.17,274.54,282.33,,331.86,324.42,323.19,328.53,339.71,335.84,80.61,,,319.79,335.28,343.85,351.58,346.59,355.39,343.10,347.93,347.58,329.12,,,349.16,349.46,344.71,347.51,337.09,331.20,328.27,314.40,312.39,307.07,312.68,,,328.92,324.35,335.17,278.19,320.61,348.39,349.12,343.80,346.31,351.44,,,,,,,,,307.41,321.79,317.19,305.65,310.53,,,365.73,356.46,346.76,319.84,312.84,333.51,331.40,335.33,330.14,334.12,326.28,,,345.67,,340.46,334.67,
2010-10-04 21:58:41+00:00,L7,362.39,343.00,354.17,357.45,365.93,369.36,371.16,366.43,362.96,366.35,,,336.48,333.06,329.30,330.27,336.88,338.12,343.73,340.82,336.91,345.02,351.65,,,338.61,319.16,329.08,326.52,312.02,327.62,329.49,321.30,327.11,322.45,,,309.14,318.59,306.77,319.41,315.90,315.39,318.59,316.48,316.58,321.76,315.13,,,312.75,310.73,313.48,321.12,309.08,299.70,85.81,226.55,263.53,304.11,,,352.95,356.02,351.07,344.01,345.55,348.79,334.97,336.87,342.99,340.40,343.67,,324.62,321.22,310.40,310.66,311.34,315.35,320.89,335.35,334.35,335.06,336.56,,,325.63,328.21,333.94,327.08,326.38,332.48,338.32,337.62,329.43,329.36,339.63,,,319.85,320.97,326.30,327.59,320.42,325.22,339.41,354.07,363.56,369.07,362.43,,,327.85,336.81,345.63,338.94,334.93,349.40,346.03,336.65,348.51,350.48,,,331.15,306.89
2010-11-21 21:59:14+00:00,L7,,,,,,,,,,328.94,326.90,323.90,317.17,,,311.51,317.46,315.75,317.17,315.89,323.63,324.65,324.28,324.49,328.93,,,,301.87,295.06,299.24,297.74,298.79,301.37,291.39,278.52,271.46,276.94,,,295.81,300.69,300.30,300.68,298.90,303.38,294.04,299.18,294.84,289.88,293.44,,,295.82,290.45,273.74,,,,272.71,298.83,309.48,316.60,,,334.68,327.94,323.25,317.45,317.17,315.81,311.00,309.12,307.80,301.00,279.45,,,288.60,292.13,289.85,289.55,288.85,298.83,306.51,309.32,299.09,304.76,,,309.50,314.76,313.99,306.20,307.54,303.71,296.64,311.33,330.63,330.44,316.80,,,316.86,307.97,311.30,324.12,342.28,350.05,339.22,328.16,306.33,299.12,,,314.70,326.68,321.95,326.22,328.88,323.72,322.71,332.91,327.25,323.12,310.23,
2010-12-07 21:59:24+00:00,L7,327.35,342.17,341.51,293.14,288.05,,335.18,340.55,344.90,,,346.34,332.19,330.23,332.32,324.00,327.82,323.32,328.79,327.02,331.14,332.13,,,332.97,331.50,311.85,308.81,310.75,308.96,309.53,312.59,310.63,314.42,,,275.81,289.53,299.72,300.61,303.21,308.13,310.40,313.03,312.74,305.94,308.29,,,300.53,298.60,297.85,295.98,297.07,297.70,284.32,,,,,,320.19,325.75,338.60,341.18,335.40,330.48,330.59,329.56,330.14,322.14,321.83,,318.12,310.58,295.03,298.83,300.60,301.46,299.91,303.19,304.08,304.73,309.56,,,311.32,319.39,317.55,323.50,315.85,327.08,323.77,322.91,328.53,315.26,,,,,,,319.05,316.03,309.68,312.43,325.61,336.23,354.46,,,311.77,311.06,311.69,316.15,323.10,334.27,332.22,337.65,335.25,330.10,330.92,,,326.92,322.53,313.99
2011-01-08 21:59:40+00:00,L7,,398.57,397.19,391.47,367.69,351.51,361.04,374.14,388.34,385.13,393.56,376.95,,,358.13,349.70,345.50,346.70,346.87,347.11,343.64,351.99,347.23,357.45,351.19,,,347.34,336.02,336.02,333.59,326.94,326.20,327.08,323.69,330.21,333.52,,,316.55,324.10,331.43,329.71,329.15,334.63,331.61,333.52,330.42,321.38,322.73,,,332.46,322.00,337.10,302.62,75.53,266.50,296.30,309.96,324.72,342.83,351.55,,373.05,371.56,366.23,370.35,372.20,352.45,348.09,350.76,352.91,344.77,351.44,,217.29,329.30,313.40,314.00,317.95,318.97,322.85,334.84,335.94,329.20,336.68,,,345.29,357.02,350.01,350.01,351.73,344.20,338.94,340.90,348.35,351.64,353.74,,,344.51,337.84,328.15,331.95,343.04,357.61,369.85,370.03,356.71,342.46,347.72,,344.07,352.25,351.23,354.97,359.26,354.54,346.11,353.98,354.86,346.64,346.54,,
2011-01-16 21:56:21+00:00,L5,349.95,374.16,374.69,362.74,345.95,341.45,342.98,347.61,356.63,358.97,371.24,367.07,358.13,350.65,347.24,347.33,335.56,330.34,329.46,330.12,333.41,334.73,348.29,354.35,353.02,344.04,338.48,331.78,324.28,323.09,319.24,312.56,308.61,313.21,309.03,311.66,310.50,303.65,311.47,307.81,320.94,316.94,318.66,324.49,326.88,314.18,315.46,321.66,311.50,315.03,317.32,328.38,322.44,314.33,311.87,292.80,75.18,248.76,291.97,306.29,314.79,330.30,329.73,341.40,350.32,362.46,343.60,349.47,348.52,338.52,332.69,329.12,341.03,337.85,332.26,327.57,325.33,317.97,312.57,306.93,308.78,309.59,312.69,321.61,327.09,333.94,334.45,341.13,342.53,342.42,346.62,338.23,332.05,335.20,330.12,327.96,324.38,335.22,352.26,346.30,339.20,338.12,341.03,330.78,313.41,316.32,328.83,344.58,355.29,356.03,351.44,333.41,323.37,319.74,321.96,342.69,343.25,338.72,341.18,342.89,333.19,340.09,347.58,339.14,337.15,329.33,321.79
2011-01-24 21:59:47+00:00,L7,397.61,401.67,411.15,406.81,380.96,366.19,363.14,372.91,388.19,393.49,402.27,,,385.07,368.97,362.15,363.52,364.22,359.85,346.03,340.70,357.58,363.27,,,,357.34,361.58,351.79,346.17,351.59,351.07,341.64,342.25,347.68,347.70,,,327.64,328.68,340.28,349.29,350.72,358.84,364.55,353.06,345.67,348.65,325.90,,,339.08,336.12,341.94,337.13,317.74,86.62,299.30,307.15,312.79,321.99,,,362.17,373.80,381.95,371.15,372.04,376.26,372.75,356.88,363.12,362.73,354.13,,349.03,348.60,338.69,331.46,336.56,340.96,343.19,342.29,356.58,363.72,340.70,,,359.28,378.55,377.37,356.39,365.27,367.67,348.02,342.56,365.60,360.46,359.65,,,350.68,356.31,359.33,345.17,341.43,355.71,357.96,371.02,374.31,365.74,350.24,,341.94,340.59,346.06,352.26,350.35,365.26,362.37,352.16,369.30,361.93,356.61,,,358.23
2011-02-09 21:59:51+00:00,L7,363.98,372.23,,,364.88,350.99,346.27,342.32,348.38,362.30,358.66,362.66,369.10,361.35,,,338.00,335.41,336.03,340.53,334.75,341.32,349.26,350.19,346.61,344.10,316.72,,,313.44,323.91,328.38,320.41,322.01,301.43,302.47,,,299.44,,,,312.87,317.24,313.78,,325.77,318.00,293.78,309.56,323.86,324.17,,,311.67,302.41,,255.95,290.73,305.27,311.55,318.76,330.91,348.70,352.40,,343.70,351.20,350.67,332.03,335.47,342.91,336.07,342.58,343.64,333.23,329.27,,,307.23,311.57,316.20,319.80,329.56,318.45,323.51,329.13,328.76,341.83,337.32,,,335.53,343.67,337.62,328.18,313.03,328.11,344.66,345.71,342.04,335.39,,,,318.32,330.70,346.27,361.06,362.98,348.20,324.44,320.60,318.95,333.57,,,335.37,344.35,339.08,333.52,341.68,341.31,331.93,338.56,332.78,329.60
2011-03-29 22:00:02+00:00,L7,,173.25,360.08,354.67,359.85,358.65,353.34,336.09,344.97,361.07,383.80,374.47,,,,343.87,343.59,342.26,340.21,340.60,341.53,345.19,343.57,348.20,344.58,,,326.37,338.19,327.37,332.08,320.84,329.31,321.66,316.12,304.17,313.61,290.67,,,312.10,315.37,318.60,314.74,315.68,316.40,325.81,317.99,300.20,315.52,,,320.48,313.90,307.50,290.54,,240.57,281.70,303.79,317.56,319.71,306.30,,354.80,351.53,341.24,353.76,355.35,333.09,333.84,326.31,320.84,327.45,330.34,,,332.01,331.77,320.42,317.43,314.77,319.02,318.70,320.30,325.31,325.62,322.31,,,333.06,342.88,340.79,351.83,346.19,338.64,347.25,342.62,352.05,350.73,,,337.48,338.92,327.67,327.89,338.16,351.10,357.47,356.35,349.84,325.01,320.68,,,337.87,344.90,344.88,350.17,348.89,339.37,343.05,350.60,335.65,335.32,334.34,
2011-09-21 21:59:41+00:00,L7,364.68,,410.68,404.24,370.64,,,,,273.38,388.29,389.22,396.95,,,371.76,357.76,359.40,348.31,344.51,338.81,340.88,351.08,347.82,348.37,347.73,,,349.24,345.49,337.36,332.83,330.36,337.96,349.95,355.84,357.04,,,,,330.04,333.31,332.75,321.47,340.04,345.94,349.90,359.86,353.18,354.39,,,354.53,364.32,366.10,378.22,282.31,308.78,305.86,326.92,336.93,365.74,354.08,,374.31,372.37,366.67,368.09,368.50,368.60,349.27,331.20,346.66,349.82,355.23,,,353.88,343.53,334.50,341.66,352.43,372.85,356.00,335.11,341.16,344.79,,,,359.75,365.86,355.89,367.61,356.22,367.09,359.12,358.87,369.71,358.04,,,351.63,350.19,347.45,368.31,391.31,418.79,412.96,415.62,356.22,337.10,342.07,,,382.38,370.37,390.91,383.48,360.46,413.27,406.68,357.74,351.47,357.70,
2012-02-12 22:00:33+00:00,L7,442.13,413.84,376.58,364.11,357.23,348.55,,,367.70,368.79,370.07,381.41,385.53,406.19,402.13,387.60,368.98,374.10,,,357.35,355.24,355.53,362.98,363.87,363.51,360.85,358.59,354.85,359.35,337.63,,,337.92,346.70,346.32,348.49,348.96,331.87,336.93,331.99,344.03,340.34,,,341.85,342.86,348.46,343.37,346.72,349.20,356.15,343.04,348.72,355.93,350.73,,284.00,303.80,308.65,318.28,328.08,323.88,345.22,343.48,349.92,355.03,369.60,,,346.49,340.30,345.37,341.17,338.17,334.48,327.00,331.17,342.55,347.41,347.09,,,344.03,340.41,345.40,351.82,351.70,347.12,363.25,367.88,353.04,352.51,364.40,,351.51,345.74,354.68,356.87,354.52,350.72,356.87,352.85,346.65,342.30,347.56,,,384.38,380.34,364.96,340.32,339.81,339.27,334.42,346.96,363.95,365.35,,,,368.12,361.61,353.53,353.96,338.53,342.10
