dates,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0063,nzd0269-0064,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0074,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0080,nzd0269-0081,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,satname
2008-05-07 21:56:28+00:00,362.97,362.84,371.71,363.28,354.96,358.85,362.53,361.51,357.91,356.24,356.79,364.17,362.03,369.13,363.58,362.26,355.52,354.66,348.28,347.27,347.15,351.61,340.08,345.92,343.64,339.41,347.77,349.22,343.68,325.67,327.45,338.07,335.62,334.39,304.50,322.32,338.23,308.27,315.41,317.17,319.01,325.14,331.73,327.59,334.90,329.53,325.62,322.91,305.26,335.47,335.50,342.20,337.80,337.20,323.52,307.67,,265.39,294.14,303.91,314.00,344.04,367.21,373.31,375.06,370.03,355.25,361.15,365.52,359.67,358.46,352.47,339.19,350.42,342.82,328.96,324.47,324.05,329.62,323.03,327.74,328.78,329.33,331.33,339.22,323.98,339.09,339.74,341.93,346.35,345.77,333.88,329.76,336.69,339.98,344.01,330.84,333.69,339.14,344.19,335.16,334.19,335.31,337.70,332.03,349.19,358.23,362.08,383.87,405.19,356.67,327.80,321.31,318.76,325.62,351.17,338.29,335.35,344.83,343.00,349.92,381.12,,354.44,344.98,337.40,339.85,L7
2008-08-27 21:55:30+00:00,354.95,349.63,354.10,355.35,357.09,360.79,361.27,364.90,360.22,337.20,307.50,350.11,359.85,356.23,360.47,353.41,352.29,352.98,345.42,346.91,346.53,339.31,343.99,349.26,363.77,360.30,343.45,343.54,342.62,332.14,333.13,335.41,334.15,328.00,336.77,333.08,320.30,319.18,322.62,322.14,320.82,326.01,331.27,326.75,335.81,318.19,314.63,308.09,300.51,332.62,338.19,335.37,328.57,332.27,330.30,309.37,,280.75,310.48,315.47,316.01,337.75,357.47,361.04,360.02,368.22,355.06,357.73,356.29,350.92,346.75,339.61,327.72,339.34,346.29,328.48,318.60,320.46,322.92,320.07,321.55,322.23,320.27,323.91,326.74,329.74,340.98,334.88,347.12,342.62,337.69,336.19,334.17,334.90,336.53,335.86,329.18,327.62,342.52,349.75,343.55,336.47,329.35,333.69,322.54,327.74,338.72,358.33,372.51,374.37,364.06,333.02,318.88,307.91,311.92,341.33,342.06,336.36,350.81,351.27,342.31,358.00,353.38,343.69,340.86,327.85,332.30,L7
2008-09-12 21:55:21+00:00,352.79,347.52,350.11,351.57,354.00,359.39,361.27,364.90,360.22,337.60,313.40,344.62,350.65,353.00,355.44,348.98,347.69,347.16,340.62,346.91,346.53,336.63,341.80,346.84,356.11,352.78,338.04,336.80,336.17,326.48,328.75,335.41,334.15,328.00,327.42,328.66,315.96,313.08,318.01,319.29,318.68,323.51,329.10,324.07,335.81,318.19,314.02,311.12,303.59,325.73,330.12,333.01,328.34,331.66,327.02,305.50,,280.75,308.22,311.38,316.47,332.89,347.41,354.52,355.64,363.45,351.15,353.45,353.85,350.92,346.75,337.30,327.71,335.90,333.16,313.88,315.60,315.94,319.01,314.38,316.12,316.55,320.27,323.91,327.92,330.05,338.03,332.25,343.73,339.98,334.16,332.41,330.26,331.73,334.86,335.86,322.33,324.73,339.98,345.68,338.76,333.06,328.27,333.47,322.74,326.51,336.94,358.33,372.51,372.13,364.44,332.00,320.22,310.77,315.41,338.05,343.29,336.94,350.44,349.31,342.31,358.00,348.62,339.48,337.32,326.06,329.41,L7
2008-10-14 21:55:06+00:00,348.90,342.50,345.05,347.72,349.08,359.15,362.54,369.48,359.89,347.10,323.02,337.78,344.43,350.22,352.97,345.46,342.51,340.96,336.42,341.72,341.51,338.16,343.88,349.70,351.03,347.97,333.81,331.47,331.69,323.32,327.53,334.34,333.19,332.61,329.93,327.98,318.31,315.90,319.89,319.35,319.42,321.20,325.91,323.32,336.70,319.31,328.27,317.95,311.24,325.17,324.59,330.93,326.95,333.44,325.21,302.32,,276.31,309.28,312.04,320.98,326.96,338.82,351.98,354.19,359.57,347.12,348.32,353.10,347.75,345.17,337.44,334.38,335.33,329.95,306.30,316.14,314.78,314.89,308.88,307.43,313.74,314.53,322.19,332.89,333.63,338.63,331.63,341.90,337.81,331.11,330.25,327.35,330.45,334.88,337.05,322.45,324.94,344.95,345.02,335.56,331.71,327.45,333.41,321.32,323.71,337.25,358.79,374.95,375.50,366.31,333.34,321.60,316.97,325.71,337.45,349.76,337.94,348.62,350.35,342.57,358.21,353.94,342.53,340.12,326.35,325.44,L7
2009-11-26 21:56:52+00:00,345.84,366.23,374.04,383.96,364.54,355.72,349.98,347.10,350.45,353.69,331.38,338.33,329.56,346.14,332.76,330.40,335.42,329.00,334.87,328.90,328.53,336.42,332.49,329.58,323.90,332.17,326.13,317.37,315.31,312.87,324.73,316.38,303.23,301.32,293.64,284.46,286.21,303.33,332.72,317.87,325.31,321.52,320.72,326.09,306.66,309.21,308.13,324.12,328.39,325.60,325.79,327.53,335.89,329.78,326.29,312.78,,246.27,282.21,308.17,322.57,311.94,324.65,346.45,359.72,348.84,350.06,333.60,329.69,317.75,318.94,315.64,315.62,321.04,320.76,328.45,331.84,316.30,312.37,309.80,297.45,300.26,305.91,315.07,325.24,338.81,336.48,324.90,330.40,331.89,320.22,324.49,344.51,340.12,328.05,321.60,312.87,336.69,345.31,338.13,334.07,335.58,344.20,338.99,330.69,334.65,344.63,348.68,360.06,361.62,357.92,323.00,314.76,319.37,329.84,345.15,345.09,352.09,359.82,342.12,331.33,330.79,341.93,339.14,338.06,330.65,326.59,L5
2010-01-05 21:57:48+00:00,345.84,386.20,379.70,382.77,366.58,364.04,356.69,355.46,361.52,363.52,331.38,338.33,331.39,343.55,334.14,330.50,339.25,329.59,330.26,326.86,328.03,336.67,332.49,329.58,330.82,331.69,321.24,315.63,321.96,323.68,324.36,316.38,315.43,314.92,293.64,284.46,286.21,303.33,316.93,310.01,321.64,319.44,321.55,326.45,311.68,316.07,316.13,323.25,328.39,322.76,325.24,325.74,332.21,329.95,330.60,322.38,222.96,254.21,283.48,308.89,322.57,311.94,334.39,348.92,359.64,348.94,352.15,340.37,337.09,330.70,326.41,323.22,315.62,321.04,327.34,332.38,321.49,317.78,309.64,309.56,302.71,297.86,305.42,318.04,325.91,338.81,336.48,323.93,325.32,333.76,322.64,326.98,344.85,338.91,338.49,330.48,314.59,335.35,345.31,340.28,333.75,331.99,339.19,333.84,326.90,334.44,344.59,348.83,360.11,365.06,357.92,323.00,322.31,320.24,325.65,341.04,343.12,348.05,357.82,344.69,334.62,343.09,347.73,339.14,338.06,331.50,329.16,L7
2010-01-13 21:57:13+00:00,350.28,379.90,376.47,377.61,364.52,363.20,359.43,356.98,359.98,364.46,347.69,345.00,337.85,348.40,339.36,334.47,340.42,333.70,330.93,331.95,333.52,337.84,339.54,340.76,336.97,334.37,323.89,319.83,322.61,322.29,323.82,319.66,317.87,318.29,308.75,302.83,299.00,310.35,317.16,312.76,320.83,319.68,322.97,321.88,316.10,316.35,320.46,325.02,329.23,328.48,328.40,327.91,331.66,330.23,329.05,317.18,222.96,254.21,289.75,302.90,316.26,322.95,336.33,351.76,358.64,353.72,347.78,343.94,340.10,333.78,330.29,325.88,326.16,330.53,333.83,332.27,322.78,319.69,313.32,308.12,307.22,303.56,307.55,318.34,328.09,339.12,342.24,326.55,327.96,333.27,326.40,328.73,340.74,337.77,335.82,331.22,317.49,333.88,346.66,342.97,335.19,333.90,336.76,332.21,323.04,331.83,342.80,351.52,362.86,366.12,356.29,326.30,323.77,319.22,324.60,340.91,342.79,343.21,355.37,346.20,336.45,345.77,350.75,341.11,339.48,331.12,328.34,L5
2010-01-29 21:57:17+00:00,351.51,374.88,373.69,375.35,363.64,364.03,360.50,358.12,360.83,366.12,356.05,349.30,343.59,351.47,344.19,337.48,343.52,338.36,333.47,334.58,338.52,337.81,341.63,345.30,342.07,338.48,324.81,321.51,323.88,324.06,324.10,323.34,320.90,320.75,316.08,310.73,306.11,312.58,317.90,314.03,321.94,321.80,326.30,320.18,321.48,319.65,324.72,325.55,330.70,329.67,329.11,331.68,331.61,330.13,330.31,316.79,222.96,254.21,294.72,300.23,318.01,326.33,339.18,353.10,357.43,357.11,345.33,348.63,344.48,337.82,334.50,328.27,328.91,336.41,337.01,329.63,324.08,322.48,316.66,309.08,312.18,309.06,311.02,321.26,329.67,338.07,344.81,328.45,329.08,332.02,327.84,330.57,340.25,337.90,336.40,331.37,320.74,331.82,344.76,343.51,336.12,334.54,335.78,332.18,323.11,331.92,342.82,353.35,365.99,369.58,358.06,326.31,322.55,319.26,324.04,340.19,346.53,341.82,356.58,348.56,339.83,349.41,354.24,342.39,342.00,330.02,326.44,L5
2010-05-13 21:58:33+00:00,352.78,374.88,369.22,372.21,361.84,361.93,360.54,357.94,360.73,366.12,356.89,353.18,342.32,351.47,344.19,333.10,342.95,339.01,333.29,334.73,339.73,337.81,340.85,345.30,344.12,340.11,324.81,321.51,323.62,320.39,322.77,323.01,321.29,321.72,318.36,310.65,306.21,309.43,317.90,314.03,321.94,321.61,326.51,318.51,313.90,318.51,319.93,321.21,327.09,327.62,329.63,331.68,331.61,328.60,328.94,315.91,222.96,267.36,294.73,301.96,319.76,328.87,339.94,350.97,357.43,355.65,344.99,350.06,346.54,337.97,337.19,331.29,330.07,338.96,338.71,323.74,324.08,322.48,318.78,311.41,314.41,311.76,312.40,322.46,329.99,338.00,344.23,326.44,329.08,332.02,327.84,330.57,340.25,337.90,336.40,331.37,320.74,331.82,344.76,343.51,336.12,334.54,335.78,332.18,323.11,331.92,342.82,353.35,365.99,369.58,358.06,327.38,323.19,317.21,324.04,340.19,344.49,338.84,354.62,348.37,338.91,350.12,354.64,342.07,340.18,329.34,326.44,L7
2010-05-29 21:58:33+00:00,359.60,374.03,368.01,369.27,359.91,363.26,363.76,360.50,364.25,371.66,370.49,363.95,345.51,358.16,347.99,333.78,344.83,343.41,335.73,339.59,344.51,340.02,348.11,353.16,350.89,344.66,326.54,322.90,325.69,322.27,323.23,326.91,327.45,328.25,330.51,323.39,317.46,311.77,315.26,312.75,320.82,321.63,328.52,317.42,317.12,313.07,314.67,318.50,322.09,322.96,330.60,337.75,330.18,328.31,329.60,316.70,222.96,277.91,297.87,300.40,318.83,334.52,343.76,352.10,356.66,357.35,343.72,354.18,350.75,346.74,347.73,338.84,342.46,350.09,345.39,326.45,323.76,324.54,320.38,313.36,320.99,318.48,317.97,326.26,334.99,341.81,351.62,329.18,331.85,336.48,330.38,332.60,338.82,337.16,339.19,334.62,323.36,330.19,344.48,345.31,336.81,334.19,332.98,329.91,320.58,331.00,339.40,353.12,369.11,373.20,362.23,332.77,331.44,321.04,324.63,338.54,344.34,335.52,353.32,347.83,340.81,354.95,357.82,341.36,340.65,328.32,330.70,L7
2010-06-14 21:58:34+00:00,359.60,374.03,368.01,369.27,359.91,363.26,363.76,360.50,362.25,371.66,370.49,359.71,336.86,358.16,347.99,329.24,344.12,343.41,334.25,339.59,344.51,340.02,342.88,353.16,349.18,344.56,325.24,320.80,324.45,318.10,322.17,326.00,327.45,327.27,327.64,318.38,312.83,308.76,315.36,312.45,320.82,321.63,328.12,316.27,317.12,313.07,307.02,311.08,315.10,318.13,326.70,337.75,330.18,328.31,323.34,314.62,222.96,277.91,294.00,300.33,318.82,334.44,342.38,349.83,353.23,355.41,342.70,354.11,350.41,346.74,347.73,337.26,339.37,347.11,342.70,323.59,324.69,323.75,321.53,313.06,320.14,318.48,317.97,326.26,333.21,341.81,351.62,329.18,329.98,335.95,330.38,332.01,333.42,332.31,339.19,334.62,321.25,330.19,344.48,345.31,336.81,334.19,329.10,328.78,321.75,327.79,339.40,353.12,369.11,371.67,361.05,331.39,329.29,319.26,324.58,338.52,344.43,334.42,351.74,347.83,340.81,353.13,355.74,341.36,340.19,327.13,330.70,L7
2010-06-30 21:58:37+00:00,359.97,369.56,365.05,364.65,359.34,363.55,364.01,360.50,362.25,371.31,369.82,360.17,337.69,355.91,347.99,331.05,344.60,343.57,334.77,339.59,344.51,340.77,343.26,353.16,349.53,345.75,328.75,320.80,324.27,318.82,321.62,325.71,327.45,327.27,326.95,320.88,312.45,309.98,316.76,313.72,321.08,322.46,327.49,317.70,317.12,313.07,300.51,306.43,310.45,318.13,328.29,336.06,329.53,329.15,326.99,318.98,159.12,277.91,294.00,303.92,322.91,337.21,344.73,349.90,354.25,354.09,343.93,353.76,347.59,346.74,347.73,339.53,341.78,347.62,344.17,326.22,326.51,325.53,321.00,313.41,318.90,318.18,317.97,326.26,333.17,339.05,349.43,329.18,328.98,338.55,335.80,334.86,336.49,336.72,339.19,334.62,321.25,330.19,344.48,345.31,336.81,334.19,325.35,327.90,321.30,323.88,334.30,353.12,369.11,371.41,360.93,334.41,328.33,318.71,326.41,337.68,343.48,334.02,349.41,344.81,340.81,353.13,354.63,341.36,340.62,328.44,330.70,L7
2010-10-04 21:58:41+00:00,363.53,352.59,352.98,354.57,358.07,362.69,365.92,361.34,361.01,370.91,370.78,362.86,329.62,351.19,329.97,324.38,341.57,343.93,337.70,343.29,344.80,343.77,343.84,,350.58,347.53,329.76,322.01,323.10,310.52,321.54,326.12,326.20,327.39,326.04,319.38,310.65,307.04,320.19,312.51,320.86,320.98,324.78,317.63,307.83,304.37,287.10,296.52,299.75,305.24,323.11,330.85,320.83,325.56,319.19,314.96,91.55,293.67,279.23,308.80,327.70,339.66,347.48,347.50,350.90,347.38,344.53,352.75,343.22,345.86,354.42,344.05,344.77,349.39,341.46,323.06,326.38,321.77,320.91,316.63,320.51,327.25,328.83,332.29,335.18,339.96,349.73,327.70,329.15,342.36,339.76,334.40,332.92,336.94,338.02,329.86,322.41,339.98,,,320.31,321.47,318.18,325.91,321.84,317.32,328.24,351.12,368.30,370.36,362.85,337.64,330.72,320.30,332.30,339.61,339.81,331.02,344.97,340.80,336.12,349.32,350.92,338.71,338.94,328.20,325.51,L7
2010-11-21 21:59:14+00:00,365.84,352.59,353.82,352.02,359.22,365.75,367.67,363.39,361.24,367.26,371.36,359.48,332.21,351.19,329.97,329.07,341.04,344.31,338.27,344.42,345.43,343.47,344.65,345.57,350.44,347.76,329.76,322.01,323.19,313.56,321.32,325.48,324.72,327.04,325.37,319.02,310.44,307.91,320.19,312.51,319.54,320.78,324.35,318.28,323.09,309.98,293.57,300.57,302.01,305.54,320.39,330.85,320.83,324.98,319.51,312.90,91.55,,271.46,303.01,327.27,339.79,348.50,349.17,350.90,350.45,343.88,351.47,340.75,347.04,353.86,342.55,345.36,348.25,339.40,325.01,326.38,321.77,317.47,314.83,319.28,325.22,326.16,330.43,335.20,338.07,346.68,330.17,329.15,342.36,335.77,333.30,332.00,333.83,331.91,326.57,322.12,333.72,343.68,351.52,329.10,321.47,318.18,327.68,321.97,319.84,332.48,354.27,369.83,369.61,360.89,335.86,328.34,323.12,332.30,337.95,342.67,332.64,345.54,341.38,338.94,349.39,350.35,339.84,339.65,326.96,325.51,L7
2010-12-07 21:59:24+00:00,358.16,349.67,353.50,352.02,361.40,367.42,364.31,363.33,359.47,364.40,364.15,356.96,337.77,346.22,345.04,332.22,342.24,343.64,337.95,342.63,345.28,342.34,340.44,345.57,349.46,347.59,329.67,324.02,324.55,316.81,320.95,325.45,322.86,327.36,321.15,313.56,304.41,308.28,319.38,314.00,320.26,322.08,324.82,319.39,329.00,326.30,306.01,298.07,299.88,314.20,321.03,322.11,320.88,323.68,321.40,312.74,91.55,,271.46,303.01,327.27,341.14,349.51,351.74,352.64,352.44,343.58,352.29,343.51,344.12,346.61,340.79,340.41,344.20,336.94,321.17,324.70,322.73,318.82,314.47,318.85,323.46,322.90,329.20,331.45,330.08,338.86,330.18,327.99,340.27,334.95,334.83,333.13,334.98,336.34,328.75,322.12,333.72,343.68,351.52,329.10,321.47,322.56,328.29,322.15,321.30,335.95,355.97,370.74,367.99,358.50,331.56,321.02,320.09,331.13,338.31,344.84,334.64,348.12,345.15,341.20,351.71,350.35,343.37,339.69,328.20,321.11,L7
2011-01-08 21:59:40+00:00,356.51,366.14,368.95,376.53,368.51,362.85,364.35,368.27,372.73,371.21,380.61,368.26,348.24,345.87,351.33,340.99,343.11,345.52,343.84,344.83,345.95,344.77,348.43,353.51,353.69,346.70,326.17,336.31,329.98,325.14,326.59,327.88,324.62,329.62,324.81,322.48,317.60,309.54,319.00,315.31,321.82,324.43,327.18,323.02,331.86,328.93,335.19,324.97,326.22,325.71,319.26,318.51,324.24,322.23,326.77,306.26,90.34,279.50,284.06,300.87,326.60,343.37,352.88,357.98,361.95,360.96,349.48,357.79,353.10,347.39,348.43,344.23,346.30,347.56,340.10,318.20,317.41,323.79,316.93,315.74,322.52,325.22,323.89,331.70,336.40,332.84,339.70,330.18,332.73,341.58,337.06,337.64,338.14,339.49,339.18,332.23,332.36,339.61,348.90,354.63,329.10,321.47,336.80,333.14,324.21,328.78,344.24,357.25,371.60,370.51,359.16,332.18,331.30,327.30,337.01,343.62,348.97,342.08,355.25,352.37,343.24,355.20,354.60,346.53,342.30,327.85,321.11,L7
2011-01-16 21:56:21+00:00,356.20,368.88,371.09,373.41,362.21,357.44,360.30,364.30,369.81,369.70,380.07,369.51,352.44,349.76,352.03,343.29,342.55,343.73,341.79,342.92,344.48,343.30,349.43,355.38,354.82,347.69,332.00,336.37,329.80,325.76,325.90,325.77,322.31,327.37,322.58,321.17,317.76,309.62,318.08,314.54,322.60,323.82,326.60,323.97,332.24,327.22,333.01,325.56,323.61,324.76,320.33,324.10,325.34,321.78,325.34,304.95,92.17,271.88,289.65,302.96,324.54,341.65,349.63,354.17,360.07,362.50,348.89,357.37,353.42,346.74,346.66,342.33,346.53,347.07,340.08,322.26,322.12,323.88,317.19,314.86,321.01,323.22,322.60,330.71,335.48,334.93,340.32,334.11,337.58,342.89,339.80,338.45,337.61,339.46,338.19,332.26,331.78,339.43,351.00,353.44,334.05,332.38,338.89,333.40,322.71,327.02,342.11,355.54,369.37,368.44,358.64,333.46,330.29,326.00,333.95,344.26,348.78,341.93,353.47,351.43,342.00,353.55,354.03,345.29,341.83,328.79,323.06,L5
2011-01-24 21:59:47+00:00,364.78,374.70,378.39,380.37,365.75,358.00,359.57,364.82,372.38,372.90,383.18,369.51,352.44,356.42,353.68,345.35,345.05,345.84,343.93,342.36,342.77,345.12,351.16,355.38,354.82,347.69,336.71,340.21,332.46,328.08,329.37,328.99,324.60,328.77,325.87,325.63,317.76,309.62,318.97,316.26,324.55,327.13,329.44,329.09,336.18,330.22,333.27,328.76,322.01,324.76,320.33,325.68,325.94,323.96,325.68,305.63,84.28,274.52,291.24,304.18,322.13,341.65,349.63,354.55,361.78,364.44,351.98,358.52,355.93,349.89,346.91,344.62,348.21,346.53,340.08,325.88,326.79,325.28,318.38,317.55,323.04,325.37,324.88,333.94,339.71,334.75,340.32,334.11,341.51,348.91,345.20,340.71,341.50,343.30,338.96,333.05,337.12,342.72,352.24,353.44,334.05,336.31,341.33,336.95,325.76,328.66,343.38,355.08,368.56,368.05,358.64,335.84,330.29,328.83,334.57,343.69,348.36,342.79,354.36,352.25,342.88,354.73,354.41,346.97,341.83,328.79,330.23,L7
2011-02-09 21:59:51+00:00,363.35,373.73,378.39,380.37,364.75,355.43,356.38,360.17,367.54,369.96,376.53,366.74,354.21,355.85,353.68,345.35,343.27,343.35,342.14,341.26,340.79,344.14,350.06,352.74,352.01,345.20,331.54,340.21,332.46,325.16,327.96,328.13,323.29,326.97,320.50,319.44,317.76,309.62,313.99,316.26,324.55,327.13,326.17,326.88,331.87,330.22,330.77,325.90,314.81,320.17,319.63,323.82,325.94,323.96,322.43,304.06,84.28,265.50,289.14,303.81,318.74,335.67,345.21,352.21,359.44,364.44,350.33,356.47,354.18,346.43,344.17,343.46,345.02,344.42,339.21,325.81,325.89,325.28,318.38,315.36,320.40,323.15,323.39,332.48,335.11,331.33,336.33,331.97,340.50,346.15,345.20,340.71,340.09,342.68,338.10,331.64,337.12,339.60,350.06,350.16,334.71,334.62,341.33,336.95,325.76,326.59,340.80,353.15,366.66,366.04,355.84,333.21,327.48,326.03,333.87,343.69,348.36,341.31,352.09,349.60,340.92,351.76,351.33,343.14,340.44,329.07,328.93,L7
2011-03-29 22:00:02+00:00,363.35,373.73,378.39,375.40,364.05,356.14,356.09,356.86,364.44,368.86,377.99,368.23,354.21,355.85,353.68,345.28,343.43,343.37,342.00,341.31,341.00,344.34,349.25,352.01,350.94,345.20,331.54,338.06,333.41,325.56,328.57,327.34,324.15,326.43,320.06,317.12,317.23,306.07,313.99,316.26,322.90,325.58,325.36,325.44,330.01,328.42,330.36,324.93,312.60,319.62,319.63,323.82,325.23,322.68,320.75,302.54,84.28,261.12,288.18,303.89,318.73,333.21,339.84,352.21,358.89,362.77,349.26,356.28,354.47,344.90,343.04,341.46,341.74,342.21,338.16,325.81,325.89,326.61,320.45,316.10,320.18,322.24,322.96,330.88,333.15,330.50,334.80,330.51,340.50,346.15,343.58,341.12,340.26,343.93,339.21,332.62,338.99,340.13,350.48,350.46,334.71,334.62,340.82,337.34,326.13,326.84,340.58,353.00,365.64,364.83,355.14,332.15,326.47,326.03,333.87,342.98,348.00,341.82,351.98,349.63,340.82,350.83,351.36,342.01,339.69,330.02,328.93,L7
2011-09-21 21:59:41+00:00,349.77,,403.23,374.03,360.77,359.65,354.34,337.01,345.83,362.27,376.55,374.25,378.73,,,351.48,344.82,343.23,339.19,336.22,333.83,339.73,342.26,342.16,340.14,332.82,,327.29,337.87,330.10,329.97,320.99,324.41,323.48,324.59,321.56,325.83,291.87,,,313.02,317.28,319.04,319.75,310.13,320.62,325.01,327.03,321.58,325.90,337.99,,321.68,327.31,326.41,319.88,,242.44,284.38,301.21,315.33,320.72,327.57,340.41,355.60,355.32,353.19,352.62,354.12,343.88,342.77,330.88,318.42,327.56,330.58,337.01,,333.21,335.92,326.55,318.37,321.31,329.88,339.44,331.24,323.88,323.89,327.70,,,333.86,347.10,349.11,348.79,351.84,342.00,350.26,346.40,351.84,354.37,345.42,,338.28,340.81,334.93,333.20,347.38,366.14,381.80,377.06,350.93,335.87,324.14,332.42,,338.67,357.79,354.46,364.21,360.34,345.16,369.72,372.79,342.23,339.39,343.20,,L7
2012-02-12 22:00:33+00:00,349.77,,388.77,376.53,357.64,344.38,,,364.13,363.79,365.81,374.62,379.35,400.63,396.57,370.76,355.13,356.05,337.38,330.84,339.16,343.41,346.17,347.16,347.20,345.89,356.68,354.74,343.81,343.50,330.81,320.21,318.65,329.02,336.44,339.19,339.39,343.96,328.02,333.36,328.14,329.39,327.10,324.12,303.25,330.25,329.12,339.45,339.73,338.06,341.10,350.59,338.04,341.89,346.75,346.52,,256.40,291.00,302.16,312.87,321.80,332.92,340.73,340.15,351.42,358.61,357.44,351.69,353.59,345.65,335.06,327.59,330.54,330.62,332.97,322.00,326.17,338.49,337.83,330.10,326.75,339.81,349.52,338.48,331.34,333.12,340.01,343.27,359.68,364.55,350.45,353.24,353.01,356.68,346.23,346.69,350.61,352.77,353.88,346.14,352.70,349.52,342.85,340.62,341.21,355.69,380.38,392.66,385.95,360.41,341.58,331.77,334.38,332.15,343.63,364.93,363.40,377.24,370.86,350.21,378.81,375.91,349.34,347.08,344.15,337.93,L7
2012-03-15 22:00:33+00:00,349.77,,388.77,376.53,356.40,345.70,344.95,353.29,364.97,369.45,364.00,370.43,373.99,385.33,396.57,370.76,351.81,352.79,347.21,341.52,339.59,343.12,347.64,347.71,349.65,349.79,351.88,354.74,343.81,346.24,333.94,328.91,321.94,331.77,336.74,337.44,342.33,338.22,325.83,321.30,328.14,329.39,333.95,328.74,321.88,327.36,329.60,337.33,337.49,335.85,341.89,347.67,338.04,341.89,353.02,358.78,,256.40,291.00,302.16,310.12,324.27,327.68,336.01,344.67,351.42,358.61,352.50,351.61,345.38,343.15,333.34,327.81,327.64,329.16,331.42,321.93,326.17,338.49,342.27,333.20,331.97,334.65,341.84,337.25,331.15,333.74,338.72,341.88,352.02,364.55,350.45,354.47,358.49,356.71,344.68,342.19,346.34,350.23,350.93,344.83,350.01,349.52,342.85,341.13,341.76,357.00,380.22,393.96,389.66,360.41,335.31,331.77,334.38,332.15,343.63,364.93,363.40,377.24,370.86,350.21,378.81,375.91,349.34,347.08,344.15,337.93,L7
2012-04-16 22:00:29+00:00,382.15,360.36,366.52,358.94,354.10,345.70,339.29,347.30,361.04,365.51,361.37,366.89,364.82,374.36,372.76,367.50,351.29,357.68,357.04,337.06,340.47,343.15,345.72,347.54,350.56,351.52,342.88,337.62,338.81,353.45,337.35,330.53,323.00,328.98,330.44,331.50,336.52,327.25,319.23,316.24,320.12,325.08,341.72,333.35,323.65,324.00,328.87,330.17,327.81,329.76,338.02,345.26,340.39,345.67,357.62,364.23,,257.98,294.02,297.63,305.56,320.49,313.01,330.69,338.10,338.76,344.75,353.61,351.52,332.67,334.23,327.10,327.08,322.23,322.87,324.43,321.39,323.88,333.05,340.87,340.75,337.19,320.89,325.23,327.15,328.96,337.89,339.69,339.37,347.50,348.27,346.06,353.33,365.25,343.55,337.89,330.61,339.14,344.64,342.66,339.17,342.17,328.91,335.16,336.47,343.75,358.31,362.34,378.09,374.90,353.10,323.90,323.48,321.22,323.87,338.15,352.21,363.27,,341.78,333.44,351.76,347.62,337.19,341.54,328.83,335.24,L7
