,dates,chi0525-0000,chi0525-0001,chi0525-0002,chi0525-0003,chi0525-0004,chi0525-0005,chi0525-0006,chi0525-0007,chi0525-0008,chi0525-0009,chi0525-0010,chi0525-0011,chi0525-0012,chi0525-0013,chi0525-0014,chi0525-0015,chi0525-0016,chi0525-0017,chi0525-0018,chi0525-0019,chi0525-0020,chi0525-0021,chi0525-0022,chi0525-0023,chi0525-0024,chi0525-0025,chi0525-0026,chi0525-0027,chi0525-0028,chi0525-0029,chi0525-0030,chi0525-0031,chi0525-0032,chi0525-0033,chi0525-0034,chi0525-0035,chi0525-0036,chi0525-0037,chi0525-0038,chi0525-0039,chi0525-0040,chi0525-0041,chi0525-0042
0,1986-09-09 13:58:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-12-23 13:50:55+00:00,161.9578561763526,,,,167.19837574437452,137.98749677922933,149.97642650535872,,104.72923855162918,107.87675744417679,104.37970719678627,93.88180484685972,103.8279957339141,132.4607122999207,,,,,,,,,,,,,,,114.14042143578216,134.10235877131714,,130.82749673932295,115.60299737393015,90.18018880821955,93.27454555568269,120.77726983057764,110.39502975739214,,,,,112.34479690467862,107.8866296254095
2,1987-01-08 13:51:23+00:00,181.5028868554981,,,,181.84854911928346,153.34234853178904,159.68393166929445,141.51523265190247,127.09309095599386,121.2581142161123,118.11175903791552,108.76833299799264,118.2427679026073,151.3743057701,279.30629849509614,,,,,,,,,124.64804993743527,114.87115129420857,123.88239507482326,111.5374364415288,136.31635786971373,150.80842766777707,153.32828178710315,131.2854817251145,137.65494331990817,132.78406100066852,127.26698488807149,127.72569731594517,128.87353615124044,128.21764302876227,131.35740090776454,134.8001363244544,134.9131740887175,123.76208259661898,114.50613178879387,113.74037541207127
3,1998-02-14 14:14:11+00:00,,275.06998925230465,285.75725659882033,,,,,176.55812303936827,,,,,,201.52735039369767,308.5432824769156,,,182.43409815796068,,,,,192.20986193926112,,,,,,,,,,,,,,,,,,,,
4,1998-04-28 14:09:02+00:00,201.14016995299045,,,213.434079161365,196.47259259537034,163.01418267702218,166.18132578261012,139.9053516200778,127.94015002028851,132.03589969950002,134.86516659152028,,,164.30971905016156,,156.1800144899687,151.8123086171091,146.14966731755828,142.65413184744318,131.96416022001924,131.87639001295815,140.74800973182013,,,,,,,,161.65059152693033,169.35248379086937,,,,,,,,,,,,
5,1998-05-05 14:15:21+00:00,202.65253439066754,,,,,,,,,,,,,,,148.9891421684256,150.2036889972365,142.5400829557503,129.57949666485706,127.95639259405934,154.5275043520879,160.46156332374068,157.8001604170267,146.89404708915998,144.2621471970116,145.87230412981592,139.39676267850672,149.8243327540917,159.58425032177644,167.58325121021397,155.8217752475919,156.050527268225,160.87486811479505,,,,,,,,,,
6,1998-09-10 14:16:46+00:00,208.04216775623212,247.01815487511556,257.75942215071547,240.7014599772434,227.58402297707607,181.74831051135445,203.30024585436414,150.2053462105307,139.7191516751949,138.0189922650652,124.20627062315363,125.55541072543416,135.9985239178697,133.45771130548002,300.28797587432865,161.39480047321908,149.56805548474682,142.63882838276052,133.8531700098699,117.9843848039257,128.44040891263086,125.88605099288621,127.9998648982737,113.11565300811107,133.09418461360005,151.79059720901728,119.22684383722742,111.15197706300188,131.8884428612744,139.46191872343013,126.8968354854573,123.93670384139284,119.39665812515494,121.08820098488806,114.85187596129074,125.0739256087559,,,,,,,
7,1999-03-05 14:17:13+00:00,,,,,,,,,,,138.5153316843817,127.29988519428139,139.98044967938029,144.20757518794076,290.20993685466624,158.7091950330883,145.4463623367083,144.15569106148362,130.2927218864459,133.5043141945301,135.6700841928735,143.62211989285618,135.15414797284353,120.66268107347179,135.74041661324355,144.40659750679023,128.82877137797527,131.35743990021717,149.2119798481222,,,,,,,,,,,,,,
8,1999-07-12 14:24:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1999-08-12 14:15:42+00:00,,,251.85048566420687,231.24416034880795,211.81942331092253,183.98918899086794,176.70945573845978,154.00514933942057,132.44516307946333,133.68944758040593,151.71519130661423,154.75280387700707,157.84377964694463,154.2653813948358,301.34729847919596,,170.63815170582072,152.68542674115298,133.14783297867712,138.95809128580044,135.91772187028693,142.4238513058891,136.35124735987765,146.22333345293208,148.0702109968721,163.44322184393025,131.70201080364274,138.25011830079927,161.22468544799364,165.3483052847718,153.48991753911088,143.0162395849469,149.8199580189463,151.59029962961023,148.71436222596378,157.10632983856556,147.57320146674863,142.50520121569053,141.31176629280452,137.23649965010623,130.85102415574573,123.80851990409754,119.22579097943374
10,1999-08-20 14:30:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1999-10-08 14:08:30+00:00,196.08829953747468,218.53461123451783,223.41793430029978,205.86811759771717,190.2331791374792,162.68687229374353,170.3158573417009,138.53509110157313,128.11327671173802,128.98988272653762,135.3136444125782,127.87583655286032,140.71089142771328,145.7229403374862,269.1191882301382,161.57930286588189,149.89738999106524,142.5719531059193,125.79027348068863,120.68524753271511,128.10113961570863,136.72983243568115,133.01435682088737,130.34864289273062,133.91653382731278,141.0493656982843,131.5897402292019,121.30550386938407,145.03968515721624,146.56252476938573,146.7458909934916,138.97518328872147,133.10447683330358,132.9914885976308,134.74667647157955,138.1666147398506,138.33272767359665,135.88260450193326,133.24441138173557,128.18640785587775,114.69185203210728,108.18656297781516,110.44951170387009
12,1999-10-31 14:14:18+00:00,209.44353427587043,239.9787958377445,245.9503389929195,225.55957523664642,210.13375946954102,179.55369434504576,188.4894754945553,152.8546549396568,142.30868832728606,144.0999491209216,141.71056957490202,141.34733896082253,143.8622569962567,155.69875567558793,292.9302434689698,194.13365387997177,152.5558193666064,153.80073584380267,159.61542483020105,145.44497427399688,144.6453008149375,158.355297987177,147.55879467320267,142.4524622425774,142.2414733675608,155.6216812074919,156.05691095739985,151.68446497873464,157.63782906414528,154.75754034639397,151.53546804589365,147.79687300152534,141.02577872879164,136.91727085232327,140.21903118817994,150.34164135823872,160.2634756818053,160.7434447535805,148.82970501114522,139.46868254365705,144.30785336869957,133.3016953058791,130.45814935377825
13,1999-12-26 14:30:53+00:00,209.57311375692197,240.09204831687754,256.59824641109884,237.34106066673894,,168.47579898022107,190.41235358493927,136.11766986368042,129.94513266114194,125.23587875695081,125.16043145286649,113.71452520749804,120.87746047764267,142.89085004889512,290.5706966325389,,139.4292837131251,134.61197292938238,146.26693540643203,131.69363970008652,127.880980759641,129.52093428407815,129.55427348536477,114.15459849983486,126.7604183197282,139.7817974255922,132.91533247448132,128.7308247230456,138.25719956749424,149.18419044005404,166.97819447561528,159.91888462082713,150.514699575542,141.01791620699748,149.61779487672433,140.04922584334392,128.98452423838614,133.7695345859301,139.59084515713624,135.60712682565375,118.80473594956126,115.66471672791914,123.29298493779982
14,2000-05-02 14:30:20+00:00,206.76119242573145,219.08871378848542,236.25638065450823,214.75147250611334,200.51649696544632,177.35587567985138,174.40218946775437,156.74659436364757,137.51394590938463,135.57880908160115,142.67183434914665,125.88820374802525,132.84777930607828,159.59504717446444,299.29225208003106,164.65801715466745,157.25085057025842,149.14556932687574,148.39722280984003,140.46468969474233,143.0635410698523,151.71148630373526,145.90933000141447,140.6509363004578,143.56471613161793,151.44012789852673,144.51295865956342,147.2888476114875,159.01992846069717,147.07394447805487,157.24199959786952,140.75360617787635,140.55984640613667,136.30317857296347,138.27511820013075,149.19316119321343,142.69003647851076,140.7064516911887,140.81680867599988,143.56491270406178,131.0020320736987,127.5725625342566,129.32826232370348
15,2000-06-12 14:23:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2000-07-14 14:23:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2000-08-22 14:29:04+00:00,,,271.1617025582242,246.81935277027992,235.15480161551392,199.40020387548358,,167.7147277311259,161.07014737663215,157.36081584422473,166.17444593056135,154.9721738306252,161.2445069415125,171.63754553797082,315.34087340570284,,179.84169191431062,175.92106115268203,159.90732062309215,160.95432952509756,163.5408894779862,163.72542479961783,158.01809218156572,159.00108674173956,165.44232476106566,170.3629867436607,168.97141494033224,176.5280762034496,186.46709596285024,189.1987886321029,185.59514382130268,178.59070473217758,183.43548911360475,169.3381136690557,175.6465452807189,168.59411458074794,161.37619408080857,168.1298940102654,175.42054540216765,179.98722116783745,166.8767823482006,157.9058350780873,156.05317165352596
18,2000-08-23 14:09:37+00:00,177.77771989314655,193.4798613379608,233.9060893479681,214.0307737315092,,163.09942420214247,165.04985046212792,142.01209034094623,129.14764096471524,130.82616015283077,137.07382559863157,132.61348589385938,141.99795714326115,140.6574564478921,290.3981681901091,159.86850850286913,155.46161763769214,152.20988060968543,122.62215354280436,127.84809404858936,131.5554204768649,136.3371826957896,137.94757320692526,130.93247956005763,145.391396851724,141.99099736512022,,146.5469945997086,156.01385677740453,161.79427903987798,156.35922852937566,159.79544915151203,153.3265478553078,139.46967657939837,146.57150221551487,150.0640316392602,136.7818723458223,141.3974660665443,143.99345136842305,153.4646196794667,138.464972000283,133.2752752911458,131.29884206900027
19,2000-09-16 14:22:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2000-10-01 14:16:31+00:00,223.774976794112,,270.1171195085579,253.08769945539774,235.37923105770514,,,167.12725778660283,162.3412475736827,166.82743340395604,149.96286701320173,147.1167388303844,155.64122934648026,,304.161339660917,,167.27740816736426,166.08058961542818,158.588177384499,149.26828636664268,161.0574130407319,169.37554420871064,153.70550117218409,149.79798758002315,157.43637197957773,166.7026188911148,172.69381180943486,169.65789342230372,179.51186928878423,181.15835787728776,179.65487040941107,165.03104701358632,171.09679861832774,162.88006733831006,167.504967989424,167.76387202795348,167.2485834345387,165.474896599479,167.99748426561035,160.93772283609053,165.14522258125146,,159.3923165137319
21,2000-11-11 14:10:47+00:00,187.20234817504945,205.29347467044173,,200.25237083471103,188.47238418187857,161.63544531135744,169.74005910693924,137.15666465251465,128.04820371147827,129.25767454530887,125.93491904572936,116.40803029642484,119.1987164168185,133.72874319467104,274.2033112108656,147.806984252631,138.57409758036428,134.42963875766108,123.99497723216541,126.23241541987366,126.2338977480753,142.6475320292177,114.9241849154745,,121.74689923721157,129.03457508308026,132.3453304967798,137.04690812838345,148.47461623609308,138.4050263437145,140.27039400995116,133.60233162719504,126.40190610292812,125.20123152438023,140.73447516489054,149.11529616816998,143.00681479989993,119.39000559802093,,139.01105064256538,138.9015268968514,120.75834685127101,114.36772964995788
22,2001-03-27 14:22:02+00:00,214.71095839812526,237.3370468154847,254.6249575156781,231.42590047447942,220.6368188027549,182.01648802835564,193.94337307913503,167.68897581803844,155.72902560473358,145.17478343185996,142.9849628228308,134.75416484566628,146.86644091694728,168.19240273886507,304.48054549862434,202.53641489422634,164.782818090528,166.49331286190846,156.72753206912512,147.42934759046742,149.89809685013446,156.13528663640642,149.33096215350014,151.86682775269213,152.20863888887925,161.53334284506855,144.5050458092026,154.76081306968905,159.52296759696264,156.4687488073982,152.71317037259473,140.0944236074999,142.54337257993825,153.02518493366262,157.57619833248347,165.35938164842548,164.3735021287706,157.3245251688772,158.9368278227272,160.09367353333448,149.67157444888772,128.53038879819795,132.3126720914668
23,2001-04-04 14:11:49+00:00,192.94004237147132,266.43087736741796,,,185.43367776645465,162.13267545412754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2001-04-27 14:18:13+00:00,207.08922746652635,265.0554084972107,270.2178469203713,259.1517109994588,,,,156.43683287997771,142.53392147893533,141.4831299221142,134.71762297758448,133.17024588374395,139.02690753027724,155.4080117807481,297.5060154387128,224.3886352856741,155.12549451798142,154.4705797716519,141.36567334224895,136.78957508121965,142.6326175725837,156.0096808664822,142.31475464301514,140.76561092647236,135.10410366186437,146.71061522632797,132.8895345669503,138.84851353966084,152.01956971906924,161.89134010390137,149.52875710936252,142.58388420634836,147.9469084261831,138.4524868929481,148.9763767769054,153.6810716826072,148.6873973015181,134.21598099337396,141.09374863161784,139.4646353876908,140.3743760144399,140.3440232571714,135.39216214107475
