,dates,jap0126-0000,jap0126-0001,jap0126-0002,jap0126-0003,jap0126-0004,jap0126-0005,jap0126-0006,jap0126-0007,jap0126-0008,jap0126-0009,jap0126-0010,jap0126-0011,jap0126-0012,jap0126-0013,jap0126-0014,jap0126-0015,jap0126-0016,jap0126-0017,jap0126-0018,jap0126-0019,jap0126-0020
0,1984-08-16 00:45:13+00:00,,156.2651951193605,,135.67299101798096,129.41043337818525,136.8548379560253,160.75957955400668,146.46536777725777,173.31716409952574,189.13808391999993,193.61688955805872,171.31309403826265,151.01778343563592,183.2592006609126,216.78398286849557,238.42958371793117,220.5831923034126,219.61711447622918,218.4062974777415,221.18906095189382,
1,1984-09-17 00:45:32+00:00,,129.34651606247905,,129.430803079213,138.2579670093973,136.4538407492514,131.4851921210438,,179.3325757118953,181.22092454749202,187.1729963630239,177.62034063433612,165.6832525470632,184.07310225320532,194.67267322433122,229.68045154397322,228.65562291026762,226.09182116246672,,228.94511601846588,230.02816771863772
2,1984-11-04 00:45:22+00:00,227.11712638734227,182.8941568963997,162.45685534004235,139.16088531230528,166.18880602839351,165.5340504941297,148.56631030192432,144.22652929324266,169.91418120482155,,198.37747150390646,182.58103166571553,171.86131964054726,,202.996682706123,223.9249544302955,212.44059709415325,219.2286351286258,213.9571490314827,220.60957423063044,
3,1985-01-07 00:45:42+00:00,229.39197989531823,177.26780310006154,169.61430576276058,164.39603765754185,159.929477657813,160.45182763514325,,,,,,,,,,226.84160941600314,228.923540989072,223.15374389965845,,,236.26348172137872
4,1985-06-16 00:45:31+00:00,175.76746899559103,150.99852224235775,151.15142428495952,143.6133910490045,143.0769117821988,149.1434449116051,164.03346962927287,173.22975659102354,192.65060225064076,185.58655351737633,187.81265060020746,184.6467296506989,,197.81561001326352,218.6418527269568,233.17574463829664,220.15087873183043,216.8189843322288,226.50380531421433,,229.27027926706137
5,1985-09-04 00:44:51+00:00,183.40539273882771,152.06987100513658,154.7492857953852,164.2741514716192,164.2865394747776,173.46887295799138,188.4328800503768,194.6112764218893,191.17085633836263,198.32170218493135,200.3739637506705,188.06756347020087,183.67454836207492,191.52932301295616,209.48949302476325,231.68745183606845,217.86191368957859,213.79865938232336,211.130311270682,,
6,1986-01-10 00:42:55+00:00,211.89049364712469,188.88207789775848,181.3428718706158,179.81320777403178,175.1955884169206,178.7163114276067,201.25117119413434,207.00604026056243,208.92864376565007,209.496019603088,216.04933612853307,203.3441623743421,197.07073228143273,208.04044940494242,233.25061078113325,248.47948536936212,245.63071500197705,227.51153555134408,226.80069891286237,,
7,1986-04-16 00:40:50+00:00,165.47220888174033,,,,111.53512961763747,,127.60230513293664,134.85130644135373,146.59159665417752,155.28587289889526,,152.15690514317455,145.45272619904543,,,,,,,170.15094612325223,176.0082343481076
8,1986-07-30 00:31:29+00:00,189.79370087543566,170.59672621464017,152.86516668427245,148.65336389570865,143.93042760766454,157.7951599963128,165.24221927584395,168.35063145154373,168.9445936104042,,197.03116280148205,175.7111372834979,170.6623183676704,188.21609832616332,207.9195225889513,221.19893330237102,209.39842382839677,211.36654005555366,215.41282011542478,204.95750576903262,
9,1986-09-23 00:35:44+00:00,167.46305082942183,155.87163201808227,151.03687584206594,149.0713846633968,150.45981752937743,153.77443166098132,172.99375190604746,182.85288661317,174.8076755133395,160.11672634669296,167.672841353397,170.23678092812904,157.97319617320824,159.17006352333638,179.2670202837051,210.56001494684097,202.30439617174872,194.47675426117124,199.90966878239456,203.07322156891092,182.1351388589153
