dates,satname,sar2466-0000,sar2466-0001,sar2466-0002,sar2466-0003,sar2466-0004
1984-05-06 09:33:03+00:00,L5,,,,,
1984-05-31 09:27:59+00:00,L5,,,,,
1984-06-07 09:33:54+00:00,L5,,,,,
1984-07-18 09:28:22+00:00,L5,249.36,212.12,169.60,229.97,261.29
1984-08-03 09:29:20+00:00,L5,256.66,203.68,161.10,230.69,259.50
1984-08-26 09:35:45+00:00,L5,,,,,
1984-09-04 09:29:37+00:00,L5,250.72,194.93,158.19,236.22,260.51
1984-09-11 09:35:50+00:00,L5,252.38,201.81,158.71,229.63,258.56
1984-09-20 09:30:04+00:00,L5,259.53,204.00,159.38,229.85,266.39
1984-10-13 09:35:49+00:00,L5,,,,,
1984-10-22 09:29:36+00:00,L5,252.90,206.30,159.46,236.89,259.81
1984-11-07 09:29:29+00:00,L5,252.53,202.87,158.78,230.19,255.20
1985-01-17 09:36:05+00:00,L5,253.04,201.38,158.53,229.80,258.34
1985-02-02 09:36:09+00:00,L5,,,,,
1985-04-23 09:35:59+00:00,L5,,,,,
1985-06-10 09:35:50+00:00,L5,,,,,
1985-06-26 09:35:47+00:00,L5,,,,,
1985-07-05 09:29:33+00:00,L5,,,,,
1985-08-13 09:35:25+00:00,L5,,,,,
1985-08-22 09:29:32+00:00,L5,259.77,208.18,158.42,227.58,264.60
1985-11-10 09:28:33+00:00,L5,255.11,202.57,161.72,228.31,256.84
1985-12-03 09:33:55+00:00,L5,253.49,203.52,158.81,226.58,259.73
1986-01-04 09:33:20+00:00,L5,132.72,246.71,102.11,176.58,152.99
1986-01-13 09:27:22+00:00,L5,248.70,206.36,168.20,226.77,257.82
1986-02-21 09:32:17+00:00,L5,,,,,
1986-03-25 09:31:37+00:00,L5,,,,,
1986-05-12 09:30:29+00:00,L5,,,,,
1986-06-06 09:23:59+00:00,L5,,,,,
1986-06-22 09:23:04+00:00,L5,,,,,
1986-07-08 09:22:57+00:00,L5,,,,,
1986-07-31 09:27:55+00:00,L5,,,,,
1986-08-16 09:27:20+00:00,L5,,,,,
1986-09-10 09:20:39+00:00,L5,249.12,201.16,300.21,131.30,256.59
1986-09-17 09:26:13+00:00,L5,,,,,
1987-01-07 09:25:13+00:00,L5,,,,,
1987-01-16 09:19:18+00:00,L5,321.16,204.06,128.83,292.14,220.66
1987-02-01 09:19:48+00:00,L5,,,,,
1987-03-21 09:21:38+00:00,L5,253.85,202.73,157.85,234.46,266.51
1987-04-06 09:22:12+00:00,L5,256.00,202.46,160.03,228.34,265.07
1987-04-29 09:29:06+00:00,L5,,,,,
1987-05-15 09:29:33+00:00,L5,,,,,
1987-06-16 09:30:19+00:00,L5,,,,,
1987-06-25 09:24:20+00:00,L5,253.31,206.33,161.52,228.58,260.59
1987-07-02 09:30:39+00:00,L5,,,,,
1987-07-18 09:30:57+00:00,L5,,,,,
1987-08-03 09:31:25+00:00,L5,,,,,
1987-08-19 09:31:54+00:00,L5,,,,,
1987-09-04 09:32:19+00:00,L5,,,,,
1987-09-20 09:32:42+00:00,L5,,,,,
1987-10-06 09:33:02+00:00,L5,256.37,199.47,160.11,227.23,262.73
