dates,sar2466-0000,sar2466-0001,sar2466-0002,sar2466-0003,sar2466-0004,satname
1984-07-18 09:28:22+00:00,249.36,212.12,169.60,229.97,261.29,L5
1984-08-03 09:29:20+00:00,253.01,207.90,165.35,230.33,260.39,L5
1984-09-04 09:29:37+00:00,252.25,203.58,162.96,232.29,260.43,L5
1984-09-11 09:35:50+00:00,252.28,203.13,161.90,231.63,259.97,L5
1984-09-20 09:30:04+00:00,253.73,203.31,161.40,231.27,261.25,L5
1984-10-22 09:29:36+00:00,253.59,203.81,161.07,232.21,261.01,L5
1984-11-07 09:29:29+00:00,253.44,203.67,160.75,231.92,260.18,L5
1985-01-17 09:36:05+00:00,253.97,202.14,159.16,231.90,259.76,L5
1985-08-22 09:29:32+00:00,259.77,208.18,158.42,227.58,264.60,L5
1985-11-10 09:28:33+00:00,257.44,205.38,160.07,227.94,260.72,L5
1985-12-03 09:33:55+00:00,256.12,204.76,159.65,227.49,260.39,L5
1986-01-13 09:27:22+00:00,254.27,205.16,161.79,227.31,259.75,L5
1986-09-10 09:20:39+00:00,249.12,201.16,,,256.59,L5
1987-01-16 09:19:18+00:00,249.12,202.61,128.83,,238.62,L5
1987-03-21 09:21:38+00:00,253.85,203.39,143.34,234.46,243.59,L5
1987-04-06 09:22:12+00:00,254.93,203.08,148.90,231.40,250.75,L5
1987-06-25 09:24:20+00:00,254.39,203.90,152.06,230.46,253.21,L5
1987-10-06 09:33:02+00:00,254.84,202.90,160.81,227.91,261.66,L5
1987-11-16 09:27:39+00:00,254.24,204.12,159.78,226.37,260.07,L5
1987-12-02 09:28:18+00:00,252.56,204.29,160.01,226.90,258.36,L5
1988-01-19 09:28:41+00:00,244.32,203.61,165.80,226.34,257.61,L5
1988-02-11 09:35:17+00:00,244.92,201.12,163.89,229.20,258.63,L5
1988-04-15 09:35:50+00:00,245.80,204.17,163.61,227.99,258.43,L5
1988-07-13 09:30:39+00:00,245.50,203.36,164.16,229.36,262.17,L5
1988-08-14 09:30:16+00:00,253.44,207.52,163.43,224.30,257.82,L5
1988-09-06 09:36:31+00:00,251.66,207.52,174.76,226.89,258.16,L5
1988-09-15 09:30:17+00:00,250.67,204.73,173.32,227.31,258.48,L5
1988-12-04 09:30:05+00:00,250.30,203.99,174.02,228.11,258.81,L5
1988-12-11 09:36:09+00:00,251.38,203.44,170.54,228.62,259.98,L5
1989-01-12 09:35:56+00:00,249.81,201.78,172.48,230.56,258.47,L5
1989-02-06 09:29:35+00:00,250.17,202.30,171.77,230.36,258.30,L5
1989-03-26 09:28:29+00:00,252.19,201.80,162.29,231.63,260.30,L5
1989-05-29 09:28:17+00:00,251.85,202.77,162.10,230.73,259.84,L5
1989-06-14 09:27:46+00:00,252.36,202.79,162.80,229.29,259.73,L5
1989-07-16 09:27:19+00:00,256.91,203.14,160.34,228.64,262.85,L5
1989-09-25 09:31:28+00:00,258.00,202.23,161.97,228.50,262.97,L5
1989-10-04 09:25:12+00:00,257.70,202.06,161.70,228.14,263.04,L5
1989-10-11 09:31:06+00:00,257.18,201.39,160.82,228.53,263.52,L5
1989-10-27 09:30:27+00:00,256.23,200.51,159.73,229.67,263.52,L5
1989-12-14 09:29:14+00:00,253.86,198.85,161.48,230.56,261.67,L5
1989-12-23 09:22:46+00:00,248.63,198.85,157.92,236.29,259.59,L5
1990-01-31 09:27:43+00:00,245.61,199.53,159.89,236.24,260.69,L5
1990-03-04 09:26:38+00:00,245.86,198.77,158.61,236.24,260.54,L5
1990-05-16 09:19:49+00:00,242.12,204.32,157.55,236.43,258.24,L5
1990-06-01 09:19:44+00:00,242.75,204.36,159.18,236.32,258.64,L5
1990-06-17 09:19:42+00:00,243.15,205.89,159.62,235.86,259.15,L5
1990-07-19 09:19:37+00:00,250.53,205.71,162.84,227.74,262.04,L5
1990-08-11 09:25:43+00:00,251.09,205.10,160.62,227.55,259.59,L5
1990-08-20 09:19:30+00:00,251.51,205.14,160.64,227.22,259.50,L5
1990-09-12 09:25:35+00:00,252.36,207.51,162.43,226.84,259.19,L5
1990-11-15 09:25:13+00:00,251.79,206.17,161.80,227.81,259.97,L5
1991-01-11 09:20:03+00:00,254.28,205.66,161.65,227.11,260.05,L5
1991-04-01 09:21:34+00:00,256.02,207.79,164.82,223.81,258.53,L5
1991-05-26 09:28:22+00:00,253.95,205.03,163.79,228.37,259.27,L5
1991-06-20 09:22:54+00:00,254.30,204.64,162.79,227.72,258.75,L5
