,dates,per0097-0000,per0097-0001,per0097-0002,per0097-0003,per0097-0004,per0097-0005,per0097-0006,per0097-0007,per0097-0008,per0097-0009,per0097-0010,per0097-0011,per0097-0012,per0097-0013,per0097-0014,per0097-0015,per0097-0016,per0097-0017,per0097-0018,per0097-0019,per0097-0020,per0097-0021,per0097-0022,per0097-0023,per0097-0024,per0097-0025,per0097-0026,per0097-0027,per0097-0028,per0097-0029,per0097-0030,per0097-0031,per0097-0032,per0097-0033,per0097-0034
0,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-12-16 14:46:50+00:00,162.01684568874546,142.16294920336856,126.6109413122507,135.7553462179489,156.85010996556758,169.23958661493688,172.72957850728073,176.02474706102086,182.89301376580107,139.30557107648514,138.43774738793493,136.54935730603358,127.59314765812296,144.36656958582392,140.4501592157235,134.62204640683058,152.49414339006418,135.72304127209253,123.62405832173673,132.13332944862344,141.6525004721029,157.37341298507178,159.96976391197657,168.50829213108085,167.1123845024686,139.80171395698326,,129.57926060587505,120.48603337568008,135.7747668746927,133.63066612474205,128.27983772275837,125.47403728400053,130.0376236699662,139.96662726932178
2,1986-01-20 14:44:00+00:00,186.96687921262395,146.49388899584952,126.69141174414108,123.34822356504498,137.73218058368178,153.55269420064232,175.58428302587922,188.13769926707946,170.40481614629024,149.10233093151905,136.1185080294518,162.35892975459294,124.76813954189343,121.63537888863142,140.98734205146383,124.22049156121363,155.08397622817844,149.41768548580822,126.65894928336975,125.77310285120511,145.76568416308126,136.00555835834695,166.48463342980122,148.95869742949105,128.2294055834837,162.6957674163725,167.38254385533753,148.50515833963092,128.92330336506947,135.12090564690735,141.01979322554413,124.73836697349932,111.86725384588897,103.49016867268574,101.74321178115918
3,1986-04-10 14:42:16+00:00,216.90939382505093,179.12971375541443,157.68147392905848,146.29972567645655,143.2350666751567,169.32844441495743,202.75943467682234,206.74856938006758,199.01307817676005,179.88627338440293,182.00386422473136,175.35193629762688,161.94678128706488,154.18424616740478,161.79031365879771,161.8801508369837,146.79741852558124,140.24026988488325,155.43581028457493,148.18137617569585,175.61185999109892,168.32028890602263,162.39987743537208,187.283246747742,178.87621310105186,151.5755276113227,163.76443221672193,165.6447053127067,149.1291454196303,133.16741936057016,118.32698030231116,117.44407285912376,110.65418896386697,106.32581902240604,111.15338067749357
4,1986-04-26 14:41:53+00:00,205.91565789812668,176.65361616416806,151.35546825089875,138.05771706822125,154.58348188824627,183.5252018835603,205.97424031975635,202.83383468812897,194.09580942132234,181.46197550554953,196.90483787758606,175.4267175112887,152.39274207615236,145.64295003177372,150.96556358489752,155.84946975864867,152.3429097231855,152.57637819246904,141.17580495135104,149.1603180083439,159.32786056911678,175.82630397497428,173.7656065252794,166.05960461783957,176.6561772709723,166.34812916469534,147.55921784190605,122.60903723059742,126.20174418196214,122.26937070661235,122.99318017627367,114.23553875087522,91.85389319025894,99.08758947946687,101.59547542696532
5,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-12-06 14:35:14+00:00,212.64864684199472,175.19510347230525,166.11284369552342,163.818117686968,178.9253356198461,209.31215624721742,228.99609799655815,220.48316513338253,200.2592100410086,193.8779139919527,196.73375843741533,185.77495824733532,182.99056417111032,162.62892333286254,184.64289375972527,161.2540381386012,158.53846956257192,173.28008200227342,157.70002990064344,162.69182626788213,190.13532076492473,177.95115906086497,161.52672713035253,167.67191777317433,151.55412751738592,164.87127670475172,155.13361522439,126.22504853541362,115.00547130206999,112.13413165765871,123.00179386986284,127.53080634009672,119.41443399842956,115.80987686885062,120.32866964996367
8,1986-12-22 14:35:44+00:00,,,175.975279221197,164.693159566592,169.3638553665783,,,,,,,,167.8890318512615,165.96074320114337,184.61679211328607,152.21787483076503,167.95551970591012,172.68843570216296,163.17613487894818,171.2961337605907,179.23705569185546,188.66377155490193,162.06048148308315,155.79499968909883,158.74039262228538,159.40955107960357,156.20040981134326,141.660903954968,117.32036451653538,106.83884165834561,130.54158493388653,127.76119686140018,120.89132122318502,120.6761421811751,124.80880960775153
9,1987-01-07 14:36:13+00:00,,,,,,,,,,,228.98494874692872,205.2885201735295,,,,142.62680009466214,149.52659909435584,142.06139688065375,148.78090734477885,148.2206282929585,167.7754178956814,,,118.39873621476461,124.48755098971667,124.34265084148458,,95.31969307404877,,109.55975349360881,110.40432473786106,101.40953539813373,117.89555920602461,111.35747630565794,100.67909813673786
10,1987-01-23 14:36:40+00:00,,,,,,,,,,,232.52124583580613,217.67763253783414,,,,,,,,,,,,,,,,,,,,,,,
11,1987-02-08 14:37:16+00:00,250.5876015827764,207.5303045390179,188.79024216201287,179.91420590538235,191.43172170503755,212.28066345575732,239.46504247385516,231.05213168771147,218.61514852787278,200.74244027612696,195.08080917572192,186.55052540061388,184.74936834512965,170.08090079288988,178.730343781371,175.88630495431048,155.91948952565485,153.2052601323611,146.44934283035357,179.75788329063982,156.97089209879277,178.99325434225258,181.34427253869552,144.26003509941083,160.94377056807417,172.8167040146304,121.92740066442695,126.55206056215734,131.57272055931455,134.57587083354596,113.41974237360557,106.2435672792359,105.31307787115689,97.79962394359086,105.49969412008977
12,1987-03-28 14:39:04+00:00,,,215.33605147992714,,,,,,,,,,,,,,,,,,,,211.55876087370387,,,192.9307399739424,,,,,,,,,
13,1987-04-13 14:39:36+00:00,,185.97486339366264,177.9814619601984,182.73732485733316,188.59146523958196,216.44575683512,242.22296551038465,230.61300221416303,,220.25523131119957,209.07343440328884,199.21527692760333,189.57469708061373,175.0338119075592,194.28678186030896,,,,,179.66042354234693,184.11275542032953,184.08239623885632,167.23594926165546,158.64361504662352,185.08251507291425,161.13545197366673,137.97410984299177,136.7509251090357,137.88889415553626,135.3632802620565,129.10831220036292,119.66040814027049,85.78549772123739,121.66523391797415,108.35841653186687
14,1987-04-29 14:40:06+00:00,,139.52904327582095,131.30717578601875,132.2632545290238,161.78391915517173,186.1530087124547,215.7156485204318,217.11290507772907,206.86220785912622,190.98521037648536,181.3767448753935,170.94270839801845,168.92865414430557,173.61216049296306,171.8145554203044,166.58228445876,157.9667303850118,167.7140832108302,169.1253571701941,166.89468553345077,179.50133216577836,175.4202181962414,167.59156194378383,175.05943237724028,174.77658334600372,161.98847441285272,139.67308683958424,117.65206959103824,121.92007691082004,124.71191328496697,121.271079495155,117.40264370382695,109.51805077241133,110.88941391410083,114.81781839447181
15,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1987-08-03 14:42:25+00:00,,146.2997861967457,142.2683235329978,140.18920863785291,166.303009634001,184.84934749131912,208.8133400348953,204.04997442167254,181.70091470337562,158.35923578406604,162.4478755004192,171.52737091090123,,,,,,,,,194.51345797188094,165.06640222686187,147.5004827702139,145.8453099365414,,,,,,,,,126.93978973504828,,
17,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1987-09-20 14:43:42+00:00,211.50837650440715,165.89451334346134,151.47676271135248,164.40804541073592,173.3446841060958,179.8521507459689,205.8262335195769,205.7151546560408,202.75614408485714,189.8626435480854,174.109978617922,172.72247978384956,175.21054746491555,177.11824944883676,164.40355300294908,143.38050397017022,151.32243232294553,167.71731145414753,172.97021213122008,162.00273655322115,168.41903971335105,189.2939647905141,166.08247039646415,158.0514929082791,160.09990139455059,144.88786226834105,125.31189368535118,127.80758268556974,121.94373663568435,127.25911331035971,126.03173384365127,113.48190027049446,95.34701194205772,124.60938654794987,123.78740673218377
19,1987-10-06 14:44:02+00:00,186.99794456074136,153.16680053563266,146.40084087145186,134.03860477246369,158.34144163784606,185.94550606673752,206.44179373123873,195.1214229763556,187.06865918554752,179.9112975958276,162.86770313332292,158.67696896207391,164.07149238464714,167.60414940837174,158.41927731670418,146.91447037176314,140.9761988741014,154.21275268075186,162.08073788812735,153.3239039849561,153.22824130095557,182.3728849588293,165.9776258229545,148.2004117473021,146.25355341677727,144.3531523835179,123.81796444763876,120.70931428704436,119.53973928312851,121.72264144834121,112.2107261815029,103.80745763936723,103.61367106314421,110.1363812575942,112.62854283209941
20,1987-11-23 14:44:57+00:00,200.67686827896753,154.9128664277116,141.18264382916817,148.49327147981552,169.24774671103137,182.99891262695985,201.81948251041092,195.29341509070514,192.16324100897668,188.70540153964782,161.23068515333244,153.4887193159118,163.93773869217318,157.81015599131743,170.97621291834326,156.73604599164372,151.89262508080293,163.10091331504208,164.48751712347024,169.3830861591448,156.3575371581062,166.20946926595954,169.353384960195,151.7395339196443,155.8335380876408,135.49387713518252,146.914168936609,148.9684577661468,116.34582421733586,92.18348700040816,116.76193672084155,116.52007810207424,106.5298430293132,110.57351196687331,106.89294506593536
21,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1988-03-14 14:46:39+00:00,227.3194329853133,188.75472034832538,178.0279021515694,181.67695247108082,202.9775395280485,222.50505925552847,245.40328005871763,237.9199191293359,223.87827867155664,211.8520913344608,201.72206624176837,193.91324964892212,186.23710849656933,181.5700362584027,184.0799153279109,177.88070281970155,181.97687699070727,179.79004771006993,183.79045206081724,180.7334048828709,180.57691438603777,184.7692194500391,180.01603973984416,176.96616679941596,171.60791322037753,161.84434926086607,166.06539487458411,165.3824774014995,172.07968863858844,,,,,,
23,1988-03-30 14:46:46+00:00,225.7285166010176,182.37717440407005,170.78065626444766,183.17212720351924,211.13056724882054,230.50657769913323,248.80446963927815,246.5119849208804,232.8245583545402,206.19435356150046,196.62889449060816,190.82914810222405,186.60306831516678,184.2654079422087,189.95626548475389,190.3076109430982,181.72730843105347,183.32430637989663,187.23451201123459,191.2501860798892,196.07115786086786,188.78791847715024,175.20006821222591,182.22490276879378,180.01562650708797,155.01420404649238,139.42909563829764,140.9854211751603,147.41094667168716,136.93885350169418,125.38925175024788,113.69506067809276,118.39519840850582,121.29624963661387,129.42752329576436
24,1988-05-01 14:46:57+00:00,245.7038602012993,195.7421546447825,177.33484479001064,183.127160144485,205.69822670519275,232.63070994682693,261.47374079616463,242.25189640592518,230.71359365762973,218.31135883631663,204.85067227883445,203.7291066857141,202.04817416312068,200.36789265128346,195.44700673854908,187.42880342505288,187.2612505977492,189.70931870677538,197.8937171312743,195.7166560107496,199.2741250241552,194.73994788178985,201.87948833244528,181.83161004158075,161.6459996610107,164.78908168619614,162.0514487702336,162.41051432420386,141.5989685491558,121.29909071174512,127.1638033430475,132.69423040590644,104.49494752697142,108.1823213494793,138.96517971565044
25,1988-05-17 14:47:08+00:00,211.14724886747197,176.12956785438078,166.63557295389677,176.34980301720333,208.13645862424232,234.99625762557946,248.85798364949,235.9899715947614,225.86853840747742,212.5127417349605,205.4138441364696,213.27821354363203,203.29791410019553,200.77771007961226,196.5809566847456,189.55448121042448,192.7242694615114,195.69855730972156,193.93098804236843,197.19292140535893,204.72670895708006,211.69955886230062,193.91969327976793,177.4472135010374,177.08434331837424,174.50797726374697,167.75306359151813,162.62584428740044,157.53444067583067,137.22176323773124,127.0494952454726,132.9788407622866,123.59118244716913,134.58122236239265,136.18964219777212
26,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1988-08-21 14:47:29+00:00,196.1899208853924,159.07295138696497,145.6020581411625,142.55221236264524,,196.9267868058687,221.65873415864036,219.133918086498,206.9742895871982,195.17719582449848,189.4808958932315,177.59269041515304,177.7127795147721,179.31231917030678,185.21346671381346,186.72487392227143,185.3453645453959,182.81232201724083,183.9942186851038,195.98594566908434,197.42432554306515,191.1209035385556,188.46936746512222,180.75724144416597,168.1640797193572,152.39695732232187,147.5222086510183,135.0594913102875,132.26622523261065,119.51060046255087,117.34426913252891,117.8405934150489,115.08490277098272,118.12113047812662,138.27717741032268
28,1988-10-24 14:47:17+00:00,211.55857488541795,166.2754622929467,154.43486249921955,151.7010611999325,177.92093238248384,209.56872044974,230.1918647331071,227.34358713998756,224.08390489856598,213.91883369021383,203.29248582292988,193.4904179624754,192.72150669711837,179.66715509806195,191.47299711349413,197.53372188400445,193.06021415352566,180.93211646929126,190.00573120069922,207.39948357712458,210.02001495794488,206.94555015462717,199.72514259277932,194.25243380073994,188.7695787209353,183.05283096020005,165.89335682972623,152.47982474074837,141.92722253720643,149.04379432710556,144.70958080112572,131.43160390602722,121.92561699029936,133.08858862314818,153.24222333104294
29,1988-12-11 14:47:08+00:00,200.25930926861662,160.63163297290458,142.24556353851872,145.1988011143049,165.3294348305722,197.8088866710992,223.85083940956707,225.54603734018758,216.52620148230477,203.82575424323386,192.6177799220429,177.87938863581005,180.38955862749245,179.75819864364576,181.96439002193952,184.4488668905572,185.4999611146627,180.33155827405557,196.75245459362728,197.1390838573196,199.474046195765,194.29529047117416,198.4802275367036,188.05163889297404,178.1298823855915,177.60369559271692,171.81867563486628,164.63321599593468,158.42129642884024,147.77615282113953,139.7954463959053,134.69589902565008,129.30399495821555,131.53164778591326,137.50395530478863
30,1988-12-27 14:47:03+00:00,240.36638876521178,185.51346532203613,167.87402314790862,184.02851631623076,206.61230634347174,234.3013707942691,266.3855655620357,246.2490898667564,231.26422078534907,224.42058759308276,218.44246196301725,215.63638001888776,211.0787831500324,209.3302162656139,210.74598507698428,211.75409866455462,208.6212352832782,206.809438065723,213.23372435829938,224.2119619659017,231.16277203577042,228.18389728917745,222.8793558250606,216.8546877407785,209.43534175065773,209.1807205820528,200.877744798116,198.7891734750131,195.97003047694443,187.6358284641,180.65788662321873,170.8450285992881,165.7765842690737,167.4710507108289,178.97086830824864
31,1989-03-01 14:46:29+00:00,192.52278842516327,157.43528629129352,148.69558233780748,155.74855649038068,176.38715089892023,221.05015551449193,225.41008560175501,218.64441550841948,211.98296789508498,192.65785274027215,194.5670648155755,184.45347857245469,186.40186550237613,180.33792944959518,187.33147192230302,192.28656585279515,197.781456586128,200.98816302750856,199.95984867666894,216.1225359002895,216.07292133993172,206.95727451149767,202.7787028826466,209.06878129255932,196.8405779466567,199.22300207262018,197.57874564535365,191.34286069470582,180.94519058183045,171.97393151785224,160.4119244540518,153.65407028183589,145.13134227332722,149.9431524605064,160.49166261900243
32,1989-03-17 14:45:49+00:00,211.70318167106524,165.8057406271102,160.96290058257355,150.176213370798,175.13905463065083,216.55569074346442,240.7457231486799,238.36932965655743,228.51665880513028,210.79746434051395,200.34566582369075,192.3915497317574,198.8909523204081,193.84227384891594,198.6593849463445,203.27442393679326,204.8018228498797,200.1513779095342,204.56771292467323,210.17351951933355,222.42816733722816,222.04641976527986,218.884625053644,205.46953590182596,202.93105724413638,194.5083922017739,188.3161177392009,181.46535969973766,170.12598890431926,164.59117646141755,156.78305802154014,144.9217809343368,138.8736591796812,141.5569835737298,150.59413749001996
33,1989-05-20 14:45:08+00:00,,121.47398298862194,,,157.89900486737622,217.01784805498636,211.99939279729304,208.20306692732638,189.735082197528,179.50875942421231,169.5262568535577,161.07665638911644,,161.29436502080466,165.4059864637358,173.95306749113453,167.92565671691617,182.2586647504332,192.39429883857895,204.7421157024679,218.98180967380526,239.75904862763284,,240.4084560360454,,,,,,,,,,,
34,1989-12-14 14:40:13+00:00,,147.30672569360797,156.45706643681052,149.8199370120799,177.71788114846944,209.8016962936875,234.941431672356,230.81979563047528,211.41021495250155,201.94886335538726,198.18960944428275,187.0162785158868,192.14330710634064,187.72447578955402,187.34531738988755,191.62236700617262,192.10557625492243,192.93956711778415,207.42164706352236,212.61069078234092,216.10332804806646,211.26557201168305,203.21928240172596,195.40435205725237,186.4418459970008,183.1440025821032,175.87656864577198,168.9230116334321,158.01320609252278,147.76748675883942,136.56991904974703,119.78575366862093,110.92709822206686,116.95366404620988,113.38850865402453
35,1989-12-30 14:39:43+00:00,227.7068682180953,173.69810877130408,157.2803509493195,151.40208252949714,175.64159157388056,210.80777284109135,238.2827045268996,231.15940056595045,208.29179564322638,206.38291367756744,193.98325631178452,185.15358361510738,187.8201418993889,194.2030259752483,199.3545197486756,201.86211103483154,202.47575954941573,200.58971856349328,211.65508947797332,217.30255442501513,220.8851157012265,225.7479883324228,218.12467844254178,206.70360308624768,201.28443013689144,194.61931305857306,186.52429651486187,179.22176946558352,168.8300352451862,157.88039231640823,151.1579536171503,142.39740681855153,136.79485049222495,133.39758483178684,131.11494803708692
36,1990-01-15 14:39:12+00:00,240.80276761874651,191.6576792052014,167.78018410151304,167.19460018543032,187.424858053661,227.02510629959747,247.3899396829854,242.78935133300968,222.76172881265686,219.8044019097903,212.47513307490402,205.73723345804424,205.0981933174064,205.27227239525578,206.14995573641826,205.03235718218977,208.1353886769975,213.52945587479186,221.01661313609878,232.27285707361582,234.40678648406666,232.74744659868333,225.51767022585966,214.4693863954093,212.37297770851833,204.2460197178254,199.04652600835695,192.76098714392853,181.66941043472008,173.87051825591803,160.6788235312303,152.05225457404686,145.6090207561712,139.8108058561672,137.48015258925005
37,1990-04-21 14:36:58+00:00,,157.25402646953606,146.71547061662312,155.2031209349943,184.43340363945896,214.2407572156072,228.11532171629472,226.84837694887472,232.9929559802878,227.9774459188775,227.81025028018152,215.49080155893958,204.6906586151461,201.60174395615073,197.11627460215098,207.40674566422797,206.1161652357302,214.96295723565225,209.48751663679832,187.17701569633869,227.26386711561958,234.14810517095253,225.49396941909077,220.77899493702037,211.15262884870086,210.59499532295308,197.50703709297133,179.4714994497505,173.25125285300302,170.5494168005573,160.88265587197446,145.79641700890147,137.43587452496524,140.82264415645707,141.40117293147492
38,1990-06-08 14:36:54+00:00,,157.54065151359907,147.38412116059123,141.48367820911028,153.08377736238026,184.15051602984894,203.1784358041526,202.61838923037087,198.73665448086098,192.84560237284512,186.69556796874227,182.54206315775076,185.9360012163423,189.543140017754,192.83487693860928,191.3842357568352,194.1301846369563,194.33160773662865,197.94560087920388,208.13083728282936,213.9562645760257,214.5328551626987,210.37723555585188,203.06485928575898,200.34098592378018,191.43305722090992,181.83113653384783,176.69951620770206,169.08086757853954,166.00637966050678,156.25493248542836,146.54707759617628,139.82257965868453,137.99009846235506,141.89566242634578
39,1990-07-10 14:36:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1990-10-30 14:36:10+00:00,,136.87208180617282,118.92060900769467,120.77959736254222,147.04284159662737,166.42461590904142,197.8134440159881,197.74981548060103,193.708405142297,184.14684272129543,169.73335743039698,163.88294275152765,164.43767977660013,168.4552377394082,170.38018254321346,168.75448139930566,172.96196317201432,175.01909189791044,184.299191619165,185.6341079015231,194.36146193735428,194.62858530205008,192.240225092032,185.87408113770272,181.13248797059492,180.65353158050152,171.71333264560647,159.52839988265265,148.50675215687215,148.84988017359538,153.05386088509093,143.82409429820413,132.20035386869694,126.57901299125886,125.33964420991246
41,1990-11-15 14:36:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1991-01-02 14:36:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1991-01-18 14:37:05+00:00,,,,,160.5526880942075,184.92161265969253,221.87240259717197,214.89633609710262,203.28775516351078,191.02032900734542,180.64615060343914,179.17962259409228,174.87175720265725,178.05131167354838,185.0212547264153,186.27460942154244,191.66389795305662,192.87227483203333,204.96280417262093,210.0454710214227,216.27524800806594,221.2106921042665,215.75326744742915,218.0761569890866,212.7670361621183,208.9250418524165,201.0632867486756,190.17276181255724,187.67641726332323,175.94968237515067,158.70759526115174,154.9878441436878,139.7737184043238,139.66976252176917,138.70609057609803
44,1991-02-19 14:37:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1991-04-08 14:38:31+00:00,229.51960590372593,195.63147408051273,181.0919214749713,,193.77044195036697,222.4643275991911,241.96045092482433,234.9134457057779,223.6361963654989,216.07546577568974,206.71263447861406,206.09662418170217,205.220664506287,209.05700503781478,215.0643706262167,217.63732812952446,220.31965240492605,228.3994557767029,229.6915233474171,236.95664825899766,249.86042030185942,249.8438504330849,247.9530640755216,243.34317590102532,244.4946458839909,238.84545538607094,236.05056972520268,231.67135958796493,223.34958139163464,214.4155561254612,195.13799515994833,182.56407397095685,176.901096117444,180.2803967302606,190.9100178077695
46,1991-04-24 14:38:45+00:00,229.755300585322,175.7508595197935,160.94871510050723,,,,,,242.4435103862088,238.4970907517445,,,,,,,,,,,,,,,,,,,,,,,,,
47,1991-05-26 14:39:21+00:00,,141.3240215648521,135.21694691380577,144.58387066202485,160.44611737707385,179.62641774373458,201.45596998339747,196.43185663321884,187.61070424389888,180.13064379002685,173.5558552943465,171.449486023493,175.81173827589754,177.45209611079443,181.30948808525108,186.6095132546992,195.05980453994152,199.5849562379552,208.16620699556952,216.63626030970062,224.0750095485907,225.6547255093299,221.5660220616632,219.74990218565907,211.70181625227934,218.35747555997128,207.93723486160312,206.82860292135456,205.80408062468328,198.408580115536,188.43250346161332,178.68454764827288,166.8106973827017,159.81960097403322,155.01540987687625
48,1991-07-13 14:39:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1991-08-14 14:40:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1991-08-30 14:40:24+00:00,,,94.92376385173472,102.55167141149269,,135.11251498279003,169.06640688069444,161.34820993779613,154.71050570424586,147.36825616065227,140.169927846613,133.18738862011872,132.63373124432178,140.7739850784314,149.3772130964877,146.91060288661672,,,165.19850376950458,172.5768667425241,181.7780793086425,191.8922794649655,189.35820131029948,,186.53832771346342,,,,,,148.75254675683792,,,131.4079064101583,130.87589166521965
51,1991-10-17 14:40:53+00:00,,,99.95835713008378,105.57915560701316,,145.69147720199885,167.5957378745111,162.23881527558592,144.824803870038,139.52033165330454,129.12257608398326,138.10217019684467,133.77697497445982,139.26167154931963,137.0189798399959,134.638236008441,,,162.9797749535147,167.58432302901534,178.60536667800648,174.3340231348905,164.98314086614644,,154.67543317792115,,,,,,132.68985122717768,,,99.04769265729624,
52,1991-11-18 14:40:56+00:00,187.8139249579895,144.47718915514804,129.25328893620338,128.47075182651412,153.41454012330885,173.72515057926415,205.22151922826927,198.9121083313488,191.27415067636906,184.98321980024375,173.38456776344265,168.35852015068113,167.47786570050295,167.20232508222307,170.7515738295178,171.8216303138602,179.24095732658466,185.25435018589982,193.68344247470318,202.6483744215133,209.06921765248998,214.19812915144416,,204.67755821988922,198.69070347798,204.59585023586882,205.72821016719868,194.86764945013033,189.09396351678,181.05428139208755,166.50960233220027,155.85923043702832,146.73016809284206,151.7821578813564,163.49778518623953
53,1991-12-04 14:41:11+00:00,203.63499972469208,156.5795082962372,142.55159031107044,145.96601199370252,168.86641482296974,188.42401099393547,209.00480841273443,206.27030775843295,197.32414082305024,188.61816800819383,181.84107710248833,172.19690651206847,175.32778627066736,175.77809135489707,173.5742339229473,179.75586458353214,183.6477258336897,191.44233335459802,200.38300724323457,201.19761305856238,199.15159131764636,184.41783703992655,166.27784934152166,187.13231749258858,195.919270219813,207.80373404003615,197.40380845903468,171.03523303009925,187.26921779024465,199.05706592443366,198.1987822730887,,,168.1615758676588,176.67149635070527
54,1991-12-20 14:41:03+00:00,228.7052108663566,192.06118844766772,169.8725321961543,164.86183737494116,183.50422783234058,200.62557528330422,224.94803461641018,220.84605330381837,213.0558723429357,204.0567442057233,197.12626905862308,199.94880049982595,199.2475838119478,199.32351184961826,203.2039352163146,207.49056634226937,209.29772272260388,207.58656080463533,218.2036192093426,224.7089886157296,226.36582885511802,226.626007490812,,215.55164531231904,213.86462669878648,210.62759935725524,203.45541423767855,199.96608136456697,203.5443344044129,185.5342313613438,173.7159724334305,168.5686814601473,154.33380088019942,159.13691375997374,175.2240920160602
