,dates,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047
0,1999-08-08 22:19:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5862072592491,,,,,,147.39930903488263,,,,,,,,,,,,,
1,1999-09-16 22:25:58+00:00,181.51378395320702,200.16754396837,189.4205428392851,168.37433882767144,148.80662756835656,161.81112109424882,173.5234340070311,169.66798643113648,159.3964641687257,162.2922620584717,163.52187682904957,165.05689800583608,170.93927710640338,184.53369125116188,,,,,185.72284357591587,177.57834257695455,182.10923722283874,182.50299288163907,187.6253907298246,188.09669431445352,184.92040655687353,182.43257090482422,177.97030356068115,170.63174694170334,163.9254862319989,165.2706475006932,164.8758405857305,165.184632609256,165.0822160061416,162.87001190925525,160.99593372311188,172.21368786020486,170.55332664254377,157.11781451490515,170.93693012423847,157.1581778052646,161.2881414305562,159.38545973273443,159.21629616295206,162.90698860077654,174.29270667199398,168.2544739151564,170.5297448356014,161.95173350610554
2,1999-10-02 22:26:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.13892103854604,166.41203988333703,156.74932555807243,157.7940487930473,154.85756940475946,153.1892560242134,154.86152486423578,152.6193152476105,156.8564288908983,153.6594639961295,151.78809513735362,155.53238652167408,149.5354736268656
3,1999-12-30 22:19:45+00:00,168.11114048008417,186.45971466222304,171.1764370696459,147.93389860992778,137.74009815355373,149.7629764921442,162.4616309224975,157.07332864433764,154.1073638995197,145.61075277775737,142.5954978293138,146.52591771589823,149.2897969579506,156.54326123898386,162.85286176613536,174.63069939104503,173.64899030332995,172.62729403763038,166.89488526070363,163.3120314431183,159.86957060407923,161.76962485687991,164.34997723372518,164.65979333831524,164.69558891083128,165.20104654881405,164.6161485143668,158.47052313329186,154.03044373334197,148.89194368062974,151.6614604924936,144.94012010624508,147.15255166158025,149.80102932967588,156.37102938519533,156.660010890903,156.59963616922718,151.90429657320314,147.09677493887713,147.7678944662091,148.20633121716503,146.0737474261816,147.52803480181828,143.60215564189883,145.17058461917924,146.77771391584847,146.54089592826034,150.20332064483938
4,2000-04-27 22:25:27+00:00,175.13805909316295,185.54661206294847,163.62142143521376,138.15202883017193,120.1827074660077,143.64536753754993,136.7298221413638,145.94201771072747,149.5634101937472,133.19740061740487,132.07002535591715,141.38022782628542,137.21962071171376,148.18232731223742,144.25326631219187,164.85579799011944,157.86605857745252,158.92472505511023,152.58884441809548,148.75849758127785,149.61524673633235,155.9303013462389,148.80102522115715,151.14982016239944,153.99378913619574,159.46600326695946,156.83044346499136,150.58504013607555,144.15855756734754,135.92923887500592,138.89136463242022,138.51284305125944,140.78268032131055,136.76949495131512,136.55160813802178,142.74852504895566,141.362417912397,136.02850918304185,143.38298763153324,137.6603960182225,148.06364545471575,151.6020370314587,148.23050033785964,150.17420515494447,154.22979289321506,152.09182258807752,148.8332735255774,138.03864157944471
5,2000-08-01 22:24:18+00:00,177.07986702823683,188.615549553177,177.41496266633456,,115.42117984509424,166.0392912451018,172.93398089036276,161.75106984388327,162.08106345049265,150.25748197176694,138.56004107503642,114.96901211748397,135.21146338517417,164.52149503401228,,160.96204298504145,177.06197815969543,179.595810524244,175.2842994345361,164.11677198747884,148.94300742878696,,,,153.8573773818352,162.84376090265792,164.96175270097334,165.83917576952402,,151.02510197171674,143.21452708932017,138.83882806699864,,149.3881064242848,143.84805271977478,145.16428342732883,154.36458578676724,,,,,,121.61099006791481,142.33619727425074,144.52516793142374,,,
6,2000-08-10 22:18:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-09-02 22:23:58+00:00,187.40186059819905,196.9020933752064,,,,158.50714626009895,174.2158973381259,178.97318614621958,175.21131955697248,176.87291746440835,,,,,,,,,,,,,,,,,193.59107227906296,186.69488664440192,,172.21140273940517,172.685453929342,,,176.11485785716167,,,,,,,,,,,,,,
8,2000-09-27 22:17:24+00:00,163.14565673011626,185.84037298146686,183.7578372824375,150.2942425384262,131.0240891713702,153.72080165118837,148.5213472251256,141.97959596105798,143.8741272796349,137.99551470326975,138.9266286129503,140.8871087698913,152.92645576802587,161.49575467033216,167.32557804154575,168.01834883218314,173.98825403666658,166.81225596726773,165.29573092545252,159.9867822045939,158.8333691987555,153.32468948989032,152.89646083301574,149.65396893428357,148.84979904912262,149.2758521580315,150.32146628162656,143.96451505445597,142.49946340593445,143.13426630278096,150.7938292955132,148.9306253280996,143.90247379581217,145.05685911384637,148.1763182128817,153.3328506915101,147.78083192739206,147.58505755752492,144.06790626384583,150.2460946545496,149.585292974102,149.59837348178363,152.4137040089954,150.49383422573976,157.0617628788408,158.12018856688917,158.16747442578398,162.8370149918057
9,2000-10-29 22:17:19+00:00,166.94352827434534,185.63845907030193,171.3053809950359,142.54914641403047,140.00557825839255,153.3557495028991,159.30750801791547,149.5509612145841,145.04444599703234,138.80462754211518,137.91020323568603,141.07658187109303,144.85043730379542,160.10378476909113,164.53117231528717,175.66969043123305,175.09411940919995,173.13268103444815,171.1984126686125,165.34702243636343,159.52863961844437,159.90535974148906,159.48615208018282,155.39630977993832,158.21138435953097,159.18324081118593,164.7889347115989,154.57196130851833,150.1574380773507,148.19872277292365,152.8461064432048,151.65800977001825,156.20477289870752,156.31123503774484,155.31377860632554,158.20810053429494,160.33505316664474,157.1137900255754,154.10638191361141,153.70759342040222,148.48297582680775,151.96661772493786,149.10069103063682,155.69177122612894,149.17756363809016,149.30787640373268,152.2726703835037,149.69178600695304
