,dates,mex0130-0000,mex0130-0001,mex0130-0002,mex0130-0003,mex0130-0004,mex0130-0005,mex0130-0006,mex0130-0007,mex0130-0008,mex0130-0009,mex0130-0010,mex0130-0011,mex0130-0012,mex0130-0013,mex0130-0014,mex0130-0015,mex0130-0016,mex0130-0017,mex0130-0018,mex0130-0019,mex0130-0020,mex0130-0021,mex0130-0022,mex0130-0023,mex0130-0024,mex0130-0025,mex0130-0026,mex0130-0027,mex0130-0028,mex0130-0029,mex0130-0030,mex0130-0031,mex0130-0032,mex0130-0033,mex0130-0034,mex0130-0035,mex0130-0036,mex0130-0037,mex0130-0038
0,1984-12-23 16:24:48+00:00,213.614041353771,198.78713295884992,193.8680299799506,178.59635954475183,183.99111148206924,188.79236607541338,202.20839003240764,205.28550814138893,194.23502021737832,194.28542667142676,185.54905140461014,189.49014593813155,194.51779668813833,,,178.29360917252416,158.57486099507219,180.73144116585948,206.19114519414617,223.42220197572516,223.97885412743335,220.9988418394483,213.76277465253418,220.52260278004917,213.53646942800447,213.60660423145515,221.91801482867385,227.52344228596974,233.11047819685152,214.29362258330954,200.79047668541315,189.8206417520878,196.54634482731427,196.954354583461,211.28612441668102,220.6739285641691,228.65793589795743,238.03099168542127,258.14742938354925
1,1984-12-30 16:30:38+00:00,206.56458454191758,198.66434324038988,184.7751119479685,187.9116130463009,179.9559121279523,188.22198480587136,197.73139532221768,204.11461968323272,190.8971446749037,203.4048533348295,197.32071748045453,192.5345492272279,204.0855311341544,214.24890228519442,204.97456696824645,183.16413359413048,172.3573701031506,188.97220385882815,215.0532446423984,219.61769114010593,232.25674284425483,229.592304754361,225.9956669481885,230.9322860865759,221.7961911587575,218.139143181202,214.42773448014762,226.10861159006902,225.30485738334477,211.06411876295385,201.29659003548238,197.17009695899498,196.36066438059004,202.8080178515338,215.64029011946096,222.23106753957666,230.71477454549225,242.6870113145874,265.3254494201141
2,1985-01-31 16:30:48+00:00,219.2998269068534,207.54143579931633,201.5509960427648,189.49209594557723,194.05516687832244,201.20407099735593,201.29847074877233,205.75578843386626,194.5171673246589,195.86066583455778,198.23281423648797,189.73361259007316,201.88126083619687,213.0468455154413,206.64474411102017,192.01405593628968,180.41389838076643,190.5726387640088,207.16119390997792,227.4269910987864,231.12805369888753,224.17672938234588,223.04323796213384,226.60780263359453,218.89903066507026,215.1739943656242,210.94370489363413,220.77778087608036,221.78640032186135,206.22861015838737,196.15791011817643,194.44414541400462,193.63820720934763,201.480254877282,210.4323021927944,218.5692558909237,223.4441018535893,238.86217101183587,263.67481046793836
3,1985-10-30 16:29:10+00:00,203.2340574104986,189.17216520766976,181.84206042176814,172.60393128916473,174.91796508632478,181.0198536303639,192.14825398885066,197.40580221303662,183.35565946417702,186.4790904889004,188.95072405122545,177.641295031363,199.16229349687245,199.1950411264207,202.5347961506207,180.46153708918865,163.95632295371217,166.75831834459362,207.94550805198799,226.28035905686318,226.78840243757855,216.06801686221013,220.59960276101512,218.62307689803538,211.70721276325085,199.7570146581411,209.0166037909618,211.1230080976464,214.56949699325165,196.02578882853118,190.23514868397547,182.3608244539546,186.0402533287672,186.23786144809722,200.31453723454138,210.19548477071788,221.6004846280419,215.80062100592895,225.74889577279401
4,1986-01-27 16:21:44+00:00,213.8478773732089,210.6765884798282,198.7545210908057,189.77328144222395,180.11341330504538,182.42589936917955,197.0220511756998,201.73934878910103,194.2459738734713,198.35570307655672,200.65787373947842,192.16535012099675,206.12011113108224,211.0833481536343,210.24570890937284,185.63062330967017,179.89653837925326,190.53084907947388,213.5681881793298,220.9024944581111,230.18594907395038,221.33531911062283,217.62167286197882,217.7890593072077,213.15684171133697,204.910265616879,206.19559656683867,215.66948656854143,213.86083057574064,204.02520360737154,186.06332096368828,191.93856877334375,187.6696297816726,191.73847898451035,203.44140654153998,213.0979655129769,220.55904264360248,220.53456433398904,215.85782199321432
5,1986-03-16 16:20:40+00:00,213.44097182777898,207.17609786002632,197.6777278789115,186.85609023465616,180.55366946790122,183.4000298496317,198.0190985441186,205.62481917059074,194.78024291302688,204.169735640667,193.4191142824563,192.79810558506605,200.0759800528682,214.29509973592047,208.16158095977505,195.75328381164272,178.45263977885224,189.34786418228177,219.32405005448322,234.88755364501634,232.4106275017708,226.36190731031462,222.03412945575343,221.66034148543085,216.3554936113075,208.8878978614664,217.19797129662965,222.03261609904501,222.94387767698205,203.87891036316955,199.87126642638216,188.21443501426967,197.50273943962543,195.25676967276462,195.55295984977798,204.4383237107209,213.6911251029311,215.92275530459187,221.72859454221657
6,1986-03-23 16:26:19+00:00,,,,,,,,,197.90650945853935,199.04532151559383,200.88187649771933,194.88719349532113,207.84329665812223,218.15703806624552,220.33798273553913,195.35968300424065,192.32965497713025,195.03298342995782,218.81879128183857,236.018210063014,236.6137836939801,227.07327189759326,220.32475440081882,222.16430432493922,214.74934474186725,207.80490800320348,215.94185376628056,217.60738739145563,216.64834053145051,198.91841213428145,196.49637699929198,190.3451094566748,194.39118689640657,192.70691680825377,206.88979248159933,218.65982371862137,225.6438980014471,224.7273334466644,235.17533298999925
7,1987-07-16 16:25:35+00:00,210.53274327073802,209.1680405714108,194.4835081210064,186.3055855571479,184.27148511355693,180.02453565434666,182.09169355741017,179.8047793226549,174.2905780410699,181.36983835022477,182.18819746828723,174.8859249350776,193.11440481467497,195.3116685209895,194.31250196999613,174.97437391259098,163.82833816723513,171.08294117159426,200.8980368307444,214.92975064068332,222.68388162604077,217.44778847003073,210.4532096090658,211.30143567309528,202.0723985832175,194.0115766778465,194.5079623306571,197.85627227001095,201.22942789014766,185.78540941978667,182.9310366762395,177.85471194652126,183.07731319037958,186.70896441086177,201.81936121592668,212.58565110711277,218.42005263743295,214.4612731409759,218.18760040740344
8,1987-08-17 16:26:31+00:00,189.326564396038,182.49365115746008,178.67680483663108,167.49483318479844,173.13175450713652,181.27638221010352,194.86544590016513,190.74983838539572,170.76724457488106,176.16885269851917,176.07853672931154,169.31955945797196,175.89321795775348,180.88388110347586,178.72360802540445,163.55769989535185,160.16153466422497,167.37712568509576,195.11954022306566,203.45463266556976,205.31112624478527,197.69908458336468,194.99296229019933,208.6080536729908,197.70493441576804,190.23420441762318,189.8486464423947,197.04431274696248,199.3154363112222,188.2169191068399,179.12336837850725,183.88538085279725,188.52194190017576,191.24935881530888,205.99202967584853,205.32010652795066,200.419838431125,194.02750343467778,190.80282717566197
9,1990-03-11 16:15:17+00:00,215.62060945685135,200.8247299516094,184.57585955656384,175.9296842873467,174.60487379696772,180.93694048654794,196.19464816463295,205.82288334707022,187.0514181127878,186.64205362209782,192.21198521047268,185.90041780854042,199.3299885379492,210.2147410606506,211.25056962452015,193.222770308287,177.81394953385157,182.27605233219418,210.58710626352834,221.79038555618354,223.90961795659547,217.03909287344806,210.8303882841205,205.82249049831267,207.43290486178975,199.6282181059463,208.21133773155384,212.04928552717413,215.83911308055025,188.3559436675011,177.9432259603904,165.4827579243814,171.40829313507703,182.9911118662808,192.897763084704,204.36837316449913,218.8206898143911,225.09283400980843,228.87828586017326
