dates,satname,sar2298-0000,sar2298-0001,sar2298-0002,sar2298-0003,sar2298-0004,sar2298-0005,sar2298-0006
1984-06-14 09:40:12+00:00,L5,223.77,206.74,209.72,296.52,209.14,218.93,221.26
1984-06-30 09:40:25+00:00,L5,212.33,194.18,207.66,289.62,188.67,216.39,214.05
1984-07-16 09:40:39+00:00,L5,393.49,355.79,331.95,241.45,326.29,402.85,336.91
1984-09-11 09:36:14+00:00,L5,219.39,202.03,207.58,297.74,198.90,226.73,227.43
1984-10-04 09:42:01+00:00,L5,278.10,199.27,193.55,304.44,196.59,219.40,244.63
1984-10-13 09:36:13+00:00,L5,215.62,203.81,208.36,293.48,193.38,216.84,215.44
1984-10-29 09:36:08+00:00,L5,213.79,199.62,209.16,295.15,200.81,218.10,219.13
1984-12-07 09:41:55+00:00,L5,,-39.72,,,,,
1985-01-17 09:36:29+00:00,L5,219.25,199.40,202.65,297.37,198.15,224.18,220.91
1985-03-13 09:42:20+00:00,L5,215.82,201.73,202.65,288.59,202.36,228.03,215.67
1985-04-23 09:35:59+00:00,L5,346.40,,,,,,
1985-05-25 09:36:15+00:00,L5,200.57,188.31,198.98,292.33,192.32,218.69,214.03
1985-06-17 09:42:00+00:00,L5,205.18,195.25,201.36,224.29,190.59,215.63,211.71
1985-08-04 09:41:41+00:00,L5,207.77,196.56,202.90,281.26,183.45,215.92,218.37
1985-08-13 09:35:48+00:00,L5,215.20,201.11,210.04,289.07,193.79,220.75,218.11
1985-08-20 09:41:31+00:00,L5,218.76,194.34,203.39,289.91,200.16,223.48,222.92
1985-08-29 09:35:38+00:00,L5,,,,,,,
1985-09-05 09:41:19+00:00,L5,220.83,194.86,198.57,297.59,202.21,232.07,231.84
1985-09-14 09:35:25+00:00,L5,215.38,195.90,209.41,289.78,194.12,223.99,218.11
1985-09-21 09:41:07+00:00,L5,217.54,197.93,209.04,295.82,200.76,222.43,222.96
1985-10-23 09:40:46+00:00,L5,218.58,203.78,218.56,295.54,203.88,217.00,215.02
1985-12-03 09:34:19+00:00,L5,217.33,201.83,208.55,290.14,188.09,220.58,214.72
1986-01-04 09:33:44+00:00,L5,217.06,206.01,209.95,296.93,199.33,215.52,208.85
1986-01-20 09:33:24+00:00,L5,216.33,198.48,201.31,297.22,187.88,221.68,215.47
1986-03-16 09:37:58+00:00,L5,218.16,204.71,210.27,296.45,207.52,217.47,216.60
1986-03-25 09:32:01+00:00,L5,219.28,202.76,207.92,296.34,192.50,228.34,218.44
1986-04-10 09:31:17+00:00,L5,,,,,,,
1986-05-12 09:30:53+00:00,L5,221.31,205.79,210.72,298.67,199.34,226.76,220.79
1986-05-28 09:30:02+00:00,L5,219.51,206.63,209.27,287.71,189.42,213.02,216.39
1986-07-22 09:34:25+00:00,L5,,-41.95,-18.46,277.66,188.35,217.72,222.33
1986-07-31 09:28:19+00:00,L5,218.80,204.02,205.98,293.63,199.01,217.97,224.03
1986-08-23 09:33:15+00:00,L5,209.81,193.47,197.83,200.52,184.48,217.66,216.71
1986-09-17 09:26:37+00:00,L5,217.26,203.03,209.75,292.73,188.64,220.78,215.63
1986-09-24 09:32:11+00:00,L5,216.90,199.86,201.12,286.22,187.03,217.74,216.12
1987-01-23 09:26:04+00:00,L5,228.19,207.43,210.09,296.13,188.98,222.58,218.00
1987-02-08 09:26:31+00:00,L5,223.38,202.45,207.18,297.99,202.84,226.14,219.32
1987-03-03 09:33:20+00:00,L5,213.80,195.19,195.02,204.03,183.10,215.08,217.96
1987-04-20 09:35:01+00:00,L5,221.61,202.46,208.32,296.44,199.03,220.38,220.93
1987-05-22 09:35:55+00:00,L5,208.00,195.46,205.07,274.74,184.47,213.31,210.21
1987-05-31 09:29:57+00:00,L5,,,,,,,
1987-06-07 09:36:18+00:00,L5,213.98,197.86,207.88,289.96,189.04,215.03,215.73
1987-06-16 09:30:43+00:00,L5,218.90,203.18,208.92,293.63,200.09,216.65,215.55
1987-06-23 09:36:39+00:00,L5,223.69,203.61,211.60,296.19,207.47,229.93,225.65
1987-07-18 09:31:20+00:00,L5,220.40,205.49,213.26,295.91,197.99,218.73,224.47
1987-08-03 09:31:49+00:00,L5,223.23,205.45,209.15,298.29,193.74,220.90,229.56
1987-08-10 09:37:49+00:00,L5,206.03,196.39,194.29,211.85,184.88,217.93,220.65
1987-08-19 09:32:18+00:00,L5,224.86,199.55,203.46,298.39,191.39,227.18,225.51
1987-08-26 09:38:16+00:00,L5,216.61,201.61,207.45,295.39,186.44,223.34,231.01
1987-09-11 09:38:40+00:00,L5,219.42,203.54,210.67,291.36,203.38,228.61,223.90
1987-09-20 09:33:05+00:00,L5,216.69,203.82,210.22,300.54,199.12,220.60,229.87
1987-10-06 09:33:26+00:00,L5,220.21,193.12,197.95,208.29,195.97,226.54,226.71
1988-01-10 09:35:05+00:00,L5,224.52,204.31,208.21,275.78,193.83,217.54,215.42
1988-02-11 09:35:41+00:00,L5,225.50,197.75,204.34,292.29,202.38,233.02,230.13
1988-03-14 09:36:03+00:00,L5,218.59,196.13,210.17,293.07,199.65,222.77,215.31
