,dates,jap0012-0000,jap0012-0001,jap0012-0002,jap0012-0003,jap0012-0004,jap0012-0005,jap0012-0006,jap0012-0007,jap0012-0008,jap0012-0009,jap0012-0010,jap0012-0011,jap0012-0012,jap0012-0013,jap0012-0014,jap0012-0015,jap0012-0016,jap0012-0017,jap0012-0018,jap0012-0019,jap0012-0020,jap0012-0021,jap0012-0022,jap0012-0023,jap0012-0024,jap0012-0025,jap0012-0026,jap0012-0027,jap0012-0028,jap0012-0029,jap0012-0030,jap0012-0031,jap0012-0032,jap0012-0033,jap0012-0034,jap0012-0035,jap0012-0036,jap0012-0037,jap0012-0038,jap0012-0039,jap0012-0040
0,1984-09-28 00:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.77327380243096,125.792424797378,,137.95495550350677,,
1,1985-07-29 00:24:43+00:00,107.65167471722884,,,,,97.75412426697662,94.68013609599441,88.66277185217515,,,84.67094030358336,,,36.45627410151123,,,,80.13817755926242,,70.74649191514922,,,,,,,,,,,,,,,,83.317285044447,,,,,
2,1985-08-14 00:24:34+00:00,,155.32572808091345,,156.21161145962907,140.4670080164209,136.18125751891705,128.7547045695251,126.39679207322081,118.117982950835,125.53039790909567,116.61398137682838,115.25080800324722,98.64634580230222,62.66447547633794,99.52757847713494,114.95252305686043,115.2584349402882,117.45580265637491,113.84474858889888,109.98396120320481,108.64550577386704,112.68051137939244,110.97256586946826,113.42328790671199,106.82978943235136,113.57948779359299,115.6876153412777,114.47743045883189,113.02443675559427,112.43998297035924,115.848043996021,119.17510038005534,,125.6616734759951,132.6270142868767,129.59805205223856,133.2936564730918,146.53868854233946,128.5298649300942,130.03716572449653,103.39679559218494
3,1986-05-13 00:19:38+00:00,117.28658144603412,,117.43370281488141,,116.77669051312395,,,,112.26055923123008,107.44596087308129,108.66600509371145,98.24567116965706,83.37163548714676,81.38762793891281,86.80742098309969,92.40773511294205,96.20052193028341,100.28062289225173,97.20517742729155,96.41915541120618,93.75942401359295,87.26078788874041,99.2246982889795,99.60798906082334,100.4462025781045,95.19835715271509,88.66340201771234,101.06181791560314,93.41868162146567,104.14093334478069,101.99110048976398,102.90672456757677,,110.36181521179284,118.29077799586034,117.42317702559568,124.61008086431414,142.00483274891582,92.15580596674596,113.48839115252763,99.72572231628664
4,1986-08-01 00:17:04+00:00,126.74293847062972,128.76666375523118,135.94829282331506,141.671837652083,142.28744505293898,133.8148671794436,125.24784031806114,128.21537518653236,124.67826727813576,121.62018345484074,117.7162867067847,114.49124427380904,108.45847705169629,99.11092602823263,105.5217667900962,109.891917173272,109.70002993510921,111.44890856889948,112.3835682342911,102.8967894824236,109.91417486399254,109.25965713412606,112.64584727718197,113.66248653484661,110.6209238118245,106.65052834738393,113.24278693257708,110.03865726182312,115.18672781844172,110.22596954125022,118.30212886061713,124.36060248377626,134.2254112137314,124.52306179814562,135.7925337254775,134.99075093470384,142.9788780655031,150.02342015881516,135.30780775373552,137.41262853797787,119.29224495049162
5,1986-10-20 00:14:19+00:00,126.45835156464514,125.6418101348105,130.28508274106255,135.2355060116398,127.07745234709566,127.51828469188528,120.13020899176664,120.38032190314374,114.92503501269161,112.80315990004107,116.06599694716267,106.00158963120244,107.68547250307486,81.14302001843473,90.07664195340831,101.94084701647618,109.70096913681866,110.44604600695536,105.95481421861348,100.53752032362685,98.0166549255928,,107.48229265336302,105.69459183420075,103.20699655476095,102.1286083912502,100.16951613407234,91.52727447655172,95.54770462069435,104.16221807801607,113.40657400541924,112.41354108639325,124.16285669071128,113.66534630491223,129.20943394979935,123.1861421900872,132.37195119261213,142.11434342370313,129.2290166221934,121.50383389764335,96.01987677252094
6,1987-06-01 00:19:08+00:00,128.6527867906213,131.81378637150632,129.36054355015983,129.74270100845504,132.3725456030363,129.91176136554753,126.22632623812802,125.61886102829739,118.37848504082949,116.38295265547401,112.89217784749353,108.42036588423326,100.13500327425774,83.32796850593536,92.64075603242398,106.82744720164965,106.42129361396165,108.28244156379064,111.61170947937251,104.13803946318754,99.01654600279181,,105.42272661235175,108.24297007273412,106.61288229892244,103.59676578684468,103.99801957460033,103.21283428362142,105.18670218459172,109.92189175107238,112.94825042515545,121.90208142579364,127.39086324703095,124.90711434478702,126.83463379457814,142.70755429752882,141.77719627979536,154.13498781218487,146.14320543880757,151.49580873076906,115.89743273051525
7,1987-07-03 00:19:49+00:00,93.9959246220198,,95.33699874092252,96.20762146052749,100.96220363464337,107.05229777215987,109.84310881290016,107.88296605687731,105.66361259844312,,,,,,,,,,,,,,,,,,,,,,,,95.24574328659983,93.41717606883606,100.13946993204648,,103.64614500776854,126.93221584168202,121.24485040248052,98.85720197066374,69.5593836335496
8,1987-11-24 00:23:08+00:00,,,,,,,,,,,,89.47319296262526,123.80251829143351,,,,,,,,86.53194552615012,,,,,,,,87.6588370377684,111.64653976583119,110.81457779273613,88.89484874392436,70.922098180194,,,,119.71585623624719,145.7474099365981,119.78823975873274,,67.55992223329928
9,1988-09-07 00:25:41+00:00,124.40496924831302,124.74948868746434,131.7656917711908,128.98553528566376,124.46656270826298,125.63903492318575,121.22871765515026,120.8310110482886,115.0961974846845,113.1590042060781,114.05690125670674,108.34071495355292,95.7319006081299,85.74650917869347,89.57570949996432,98.18932229475713,100.64746720468021,108.28994059823981,99.44862809888028,100.11610453466349,102.52801243749916,,106.87219299295236,106.81332655136964,107.50049192575504,106.86519940621913,96.75045471139653,93.13976877626456,100.93113278727559,99.69203336819338,111.232387767647,114.55951996249726,,116.49622264474569,123.06018468171197,123.71184086017048,126.62647554140446,142.05732444763714,125.78659616312945,127.93200764264532,106.09301816955613
10,1989-01-13 00:25:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
