dates,satname,nzd0505-0000,nzd0505-0001,nzd0505-0002,nzd0505-0003,nzd0505-0004,nzd0505-0005,nzd0505-0006
1999-08-26 22:07:32+00:00,L7,260.97,354.21,354.25,352.72,356.71,366.22,370.50
2000-03-21 22:07:12+00:00,L7,388.50,372.07,359.16,348.59,353.38,365.58,386.80
2000-05-08 22:06:44+00:00,L7,179.43,291.95,328.85,335.61,344.91,354.63,459.56
2000-06-25 22:06:19+00:00,L7,167.18,121.22,100.10,293.69,309.88,339.53,459.46
2000-07-11 22:06:05+00:00,L7,171.11,146.61,276.20,306.96,325.62,332.40,333.34
2000-12-18 22:05:01+00:00,L7,340.39,333.06,322.81,313.61,324.78,329.84,333.96
2001-04-09 22:04:41+00:00,L7,314.69,356.70,345.51,335.57,345.93,356.18,370.97
2001-06-28 22:03:56+00:00,L7,180.45,135.90,274.06,290.91,307.23,329.35,331.09
2001-07-14 22:03:57+00:00,L7,169.99,136.12,279.90,300.17,327.88,335.31,339.24
2001-08-15 22:03:26+00:00,L7,178.64,311.68,323.57,315.34,323.02,333.52,339.86
2001-11-03 22:02:58+00:00,L7,353.35,355.48,342.62,332.33,339.99,338.55,345.47
2002-03-11 22:03:31+00:00,L7,346.15,345.04,341.35,330.45,343.23,352.20,366.66
2002-04-12 22:03:25+00:00,L7,280.02,347.16,341.15,336.07,344.22,351.95,366.06
2002-05-30 22:03:13+00:00,L7,179.20,115.14,300.02,303.20,317.52,324.38,340.73
2002-06-15 22:03:07+00:00,L7,163.96,121.09,89.79,290.43,311.37,334.31,444.15
2002-08-18 22:02:45+00:00,L7,183.02,310.81,309.43,301.89,312.56,323.83,330.39
2002-12-08 22:02:51+00:00,L7,337.11,335.40,329.77,323.34,329.33,,256.67
2003-03-14 22:03:20+00:00,L7,354.50,353.64,346.89,337.65,344.30,351.52,348.02
2003-08-29 21:51:49+00:00,L5,308.98,345.19,,,,354.23,358.78
2003-09-30 21:52:18+00:00,L5,317.90,326.68,320.05,315.86,324.78,329.23,329.65
2003-10-24 22:02:58+00:00,L7,363.91,361.87,354.69,348.59,349.50,360.93,367.63
