,dates,usa_CA_0211-0000,usa_CA_0211-0001,usa_CA_0211-0002,usa_CA_0211-0003,usa_CA_0211-0004
0,1984-05-02 18:13:15+00:00,203.76712381645328,219.5247681150227,206.50065093088386,191.2122374292627,274.13671670304836
1,1984-06-03 18:14:10+00:00,234.79780194575343,225.486133820648,208.59976185772936,200.89700376019775,304.587910121307
2,1984-09-07 18:16:09+00:00,238.85141238578004,219.73743590334402,198.9534576719911,191.5724725207661,273.9667883526314
3,1984-09-23 18:16:11+00:00,213.19095454118667,203.60411578161617,181.5620930873221,171.37666706994617,304.5393506521346
4,1984-10-25 18:16:05+00:00,205.65632974934647,198.40906558398558,185.91212016454728,179.4461861196599,
5,1984-11-17 18:22:07+00:00,181.11970989001006,200.25118166731897,184.8371652017846,198.67361741989242,320.2911454380744
6,1984-12-12 18:16:08+00:00,,,,,
7,1985-04-19 18:16:20+00:00,211.8775872209087,204.2496305152312,200.05393727181067,189.9784879581415,
8,1985-07-24 18:15:56+00:00,245.98225726662864,233.050979811162,222.1341049366494,218.7566141042561,335.0563707149212
9,1985-10-12 18:15:03+00:00,217.5096023372982,215.79850098261,199.97595824363964,190.51549525342676,365.6458344235948
10,1985-10-28 18:14:51+00:00,209.50630105960715,212.05196137789048,200.28895758024015,183.93838238254926,380.94939111402147
11,1986-02-01 18:13:04+00:00,,186.61311432902846,184.52978989400455,171.65708144411346,
12,1986-03-21 18:12:01+00:00,210.4017929401082,199.36189327957257,186.50787501876675,199.26080510442063,350.33085439729336
13,1986-05-08 18:10:55+00:00,214.6172029872506,200.15113779183199,180.1555769748672,188.7611020589918,
14,1986-05-24 18:10:28+00:00,227.9673543021655,212.26848859913048,196.6122477419411,199.87908701158295,353.79948003279463
15,1986-06-09 18:10:00+00:00,207.0177735657101,195.39167007925326,181.48029169084612,189.7991288942859,
16,1986-07-11 18:08:57+00:00,224.02685873145992,212.59896173304108,194.23591005067323,203.27184277394105,
17,1986-10-31 18:05:05+00:00,190.46153573188406,195.35678876402727,179.70736985561877,181.41759375860505,366.5157313394208
18,1986-12-02 18:04:29+00:00,165.50288507530198,171.1929241052238,172.82915218739672,154.66298911482693,366.01438893345943
19,1987-01-10 18:11:50+00:00,,179.84367074116335,194.77256067413833,193.26556622293288,335.0964409005894
