dates,satname,sar2409-0000,sar2409-0001
2001-01-21 09:56:15+00:00,L7,253.42,264.82
2001-02-06 09:56:08+00:00,L7,251.57,264.82
2001-02-23 09:40:02+00:00,L5,,
2001-03-03 09:49:53+00:00,L7,250.53,256.27
2001-03-10 09:56:04+00:00,L7,249.12,
2001-03-19 09:50:10+00:00,L7,253.56,258.97
2001-04-04 09:50:00+00:00,L7,251.72,261.14
2001-04-11 09:55:50+00:00,L7,245.81,251.22
2001-05-13 09:55:39+00:00,L7,248.38,252.00
2001-05-29 09:55:31+00:00,L7,250.02,252.96
2001-06-06 09:46:06+00:00,L5,,
2001-06-07 09:49:12+00:00,L7,250.86,255.98
2001-06-15 09:39:53+00:00,L5,,
2001-06-23 09:48:58+00:00,L7,246.04,253.66
2001-06-30 09:55:05+00:00,L7,249.71,253.64
2001-07-09 09:49:19+00:00,L7,251.96,258.20
2001-07-25 09:49:12+00:00,L7,253.97,258.37
2001-08-01 09:54:52+00:00,L7,252.21,254.75
2001-08-10 09:48:30+00:00,L7,251.65,264.83
2001-08-25 09:45:58+00:00,L5,,
2001-08-26 09:48:43+00:00,L7,254.25,260.58
2001-09-03 09:40:07+00:00,L5,,
2001-09-11 09:48:07+00:00,L7,251.59,257.17
2001-09-18 09:54:11+00:00,L7,253.91,259.21
2001-10-04 09:53:59+00:00,L7,251.06,255.83
2001-10-13 09:48:08+00:00,L7,252.82,264.82
2001-11-05 09:54:07+00:00,L7,,
2001-11-13 09:45:18+00:00,L5,,
2001-11-14 09:48:26+00:00,L7,,238.93
2001-11-22 09:39:05+00:00,L5,,
2001-11-29 09:45:17+00:00,L5,,
2001-12-07 09:54:17+00:00,L7,251.64,262.38
2001-12-23 09:54:25+00:00,L7,237.72,251.06
2001-12-31 09:44:56+00:00,L5,,
2002-01-08 09:54:28+00:00,L7,237.20,245.39
2002-01-17 09:48:21+00:00,L7,250.00,237.16
2002-02-02 09:48:23+00:00,L7,,260.13
2002-02-09 09:54:38+00:00,L7,239.91,253.21
2002-03-06 09:48:28+00:00,L7,253.72,259.53
2002-03-13 09:54:38+00:00,L7,250.02,252.94
2002-03-21 09:43:47+00:00,L5,,
2002-04-23 09:48:18+00:00,L7,252.80,264.83
2002-04-30 09:54:34+00:00,L7,250.74,255.22
2002-05-09 09:48:46+00:00,L7,250.74,264.83
2002-05-16 09:54:27+00:00,L7,251.23,258.09
2002-05-25 09:48:37+00:00,L7,252.67,257.81
2002-06-01 09:54:21+00:00,L7,250.94,256.89
2002-06-17 09:54:14+00:00,L7,245.66,251.64
2002-06-25 09:41:43+00:00,L5,,
2002-06-26 09:48:22+00:00,L7,256.28,262.49
2002-07-03 09:54:10+00:00,L7,249.08,253.18
2002-07-12 09:47:56+00:00,L7,253.35,260.99
2002-07-19 09:54:03+00:00,L7,250.35,252.34
2002-07-28 09:48:12+00:00,L7,252.91,264.83
2002-08-04 09:53:55+00:00,L7,253.74,255.32
2002-08-13 09:47:44+00:00,L7,250.47,261.20
2002-08-20 09:53:52+00:00,L7,251.99,262.39
2002-08-29 09:47:32+00:00,L7,253.83,257.97
2002-09-05 09:53:43+00:00,L7,,258.78
2002-09-21 09:53:30+00:00,L7,249.99,252.71
2002-09-30 09:47:41+00:00,L7,253.66,260.82
2002-10-07 09:53:26+00:00,L7,,264.82
2002-10-16 09:47:17+00:00,L7,253.70,264.82
2002-12-19 09:48:14+00:00,L7,249.37,260.52
2002-12-26 09:54:05+00:00,L7,245.29,247.30
2003-01-04 09:47:53+00:00,L7,,
2003-01-20 09:48:02+00:00,L7,,234.80
2003-01-27 09:54:14+00:00,L7,251.28,257.48
2003-03-16 09:54:27+00:00,L7,253.38,264.85
2003-03-25 09:48:35+00:00,L7,253.78,264.82
2003-04-01 09:54:27+00:00,L7,251.75,264.84
2003-04-26 09:48:18+00:00,L7,251.95,264.82
2003-05-28 09:48:39+00:00,L7,250.83,256.51
2003-06-28 09:41:50+00:00,L5,,
2003-07-14 09:42:07+00:00,L5,,
2003-07-23 09:36:06+00:00,L5,,
2003-07-30 09:42:25+00:00,L5,,
2003-08-31 09:42:59+00:00,L5,,
2003-09-16 09:43:16+00:00,L5,,
2003-09-17 09:47:47+00:00,L7,,
2003-10-02 09:43:28+00:00,L5,,
2003-10-10 09:53:47+00:00,L7,,
2003-11-04 09:47:57+00:00,L7,250.06,250.14
2003-11-27 09:54:24+00:00,L7,,
2003-12-13 09:54:30+00:00,L7,250.02,257.27
2003-12-22 09:48:48+00:00,L7,235.86,
2004-01-06 09:44:30+00:00,L5,,
2004-01-22 09:44:33+00:00,L5,,
2004-01-30 09:54:48+00:00,L7,251.86,257.29
2004-02-08 09:48:40+00:00,L7,250.42,253.93
2004-02-16 09:38:28+00:00,L5,,
2004-02-23 09:44:42+00:00,L5,,
2004-03-26 09:44:50+00:00,L5,,
2004-05-13 09:46:14+00:00,L5,,
2004-05-14 09:49:08+00:00,L7,252.74,257.79
2004-05-29 09:46:40+00:00,L5,,
2004-06-06 09:54:50+00:00,L7,250.03,252.97
2004-06-15 09:48:34+00:00,L7,252.35,264.83
2004-06-30 09:47:37+00:00,L5,,
2004-07-16 09:48:04+00:00,L5,,
2004-07-24 09:54:39+00:00,L7,,
2004-08-01 09:48:25+00:00,L5,,
2004-08-25 09:54:30+00:00,L7,250.05,254.85
2004-08-26 09:43:16+00:00,L5,,
2004-09-02 09:49:14+00:00,L5,,
2004-09-11 09:43:41+00:00,L5,,
2004-09-18 09:49:39+00:00,L5,,
2004-10-05 09:48:06+00:00,L7,252.13,259.77
2004-11-05 09:50:39+00:00,L5,,
2004-11-22 09:48:58+00:00,L7,249.99,262.36
2004-12-23 09:51:34+00:00,L5,,
2004-12-24 09:49:14+00:00,L7,,
2005-01-17 09:45:41+00:00,L5,,
2005-02-25 09:52:27+00:00,L5,,
2005-03-14 09:49:39+00:00,L7,254.22,260.19
2005-03-29 09:52:48+00:00,L5,,
2005-04-06 09:55:22+00:00,L7,253.29,264.83
2005-04-22 09:55:16+00:00,L7,,
2005-05-01 09:49:32+00:00,L7,255.94,264.31
2005-05-16 09:53:02+00:00,L5,,
2005-05-25 09:47:19+00:00,L5,,
2005-06-02 09:49:30+00:00,L7,251.70,254.05
2005-07-03 09:53:21+00:00,L5,,
2005-07-19 09:53:32+00:00,L5,,
2005-09-05 09:53:51+00:00,L5,,
2005-09-14 09:47:40+00:00,L5,,
2005-10-15 09:54:51+00:00,L7,,
2005-10-24 09:48:48+00:00,L7,258.73,273.43
2005-10-31 09:55:04+00:00,L7,250.01,
2005-11-08 09:53:58+00:00,L5,,
2005-11-09 09:49:23+00:00,L7,251.84,264.85
2005-12-18 09:55:21+00:00,L7,254.84,264.72
2006-01-12 09:49:48+00:00,L7,251.62,264.78
2006-02-12 09:56:12+00:00,L5,,
2006-02-21 09:50:13+00:00,L5,,
2006-03-09 09:50:34+00:00,L5,,
2006-05-12 09:52:01+00:00,L5,,
2006-05-28 09:52:13+00:00,L5,,
2006-06-04 09:58:08+00:00,L5,,
2006-06-12 09:55:45+00:00,L7,,
2006-06-13 09:52:30+00:00,L5,,
2006-07-14 09:55:32+00:00,L7,253.74,261.95
2006-07-22 09:58:52+00:00,L5,,
2006-07-30 09:55:25+00:00,L7,253.56,252.27
2006-07-31 09:53:12+00:00,L5,,
2006-08-15 09:55:24+00:00,L7,245.46,251.35
2006-08-23 09:59:15+00:00,L5,,
2006-09-01 09:53:10+00:00,L5,,
2006-10-10 09:59:49+00:00,L5,,
2006-10-11 09:48:58+00:00,L7,254.64,264.83
2006-10-27 09:49:38+00:00,L7,254.87,264.81
2006-11-03 09:55:31+00:00,L7,253.19,264.82
2006-11-19 09:55:43+00:00,L7,250.60,256.35
2006-12-06 09:54:10+00:00,L5,,
2007-01-06 09:55:57+00:00,L7,244.66,249.85
2007-01-23 09:54:52+00:00,L5,,
2007-01-30 10:00:41+00:00,L5,,
2007-03-03 10:00:43+00:00,L5,,
2007-03-04 09:50:03+00:00,L7,254.17,262.24
2007-05-06 10:00:20+00:00,L5,,
2007-06-23 09:59:38+00:00,L5,,
2007-07-01 09:55:58+00:00,L7,248.94,252.36
2007-07-09 09:59:27+00:00,L5,,
2007-07-17 09:55:55+00:00,L7,,
2007-07-25 09:59:19+00:00,L5,,
2007-08-02 09:55:51+00:00,L7,,
2007-08-26 09:58:58+00:00,L5,,
2007-08-27 09:49:54+00:00,L7,253.43,257.56
2008-01-25 09:56:04+00:00,L7,250.00,255.43
2008-02-10 09:56:02+00:00,L7,252.07,264.83
2008-02-19 09:50:13+00:00,L7,251.62,258.13
2008-02-26 09:55:57+00:00,L7,250.67,253.98
2008-03-13 09:55:52+00:00,L7,250.95,256.64
2008-03-14 09:50:00+00:00,L5,,
2008-03-29 09:55:53+00:00,L7,,264.73
2008-04-06 09:55:15+00:00,L5,,
2008-05-08 09:54:25+00:00,L5,,
2008-06-09 09:53:35+00:00,L5,,
2008-07-11 09:52:41+00:00,L5,,
2008-07-19 09:55:05+00:00,L7,249.37,252.73
2008-07-27 09:52:12+00:00,L5,,
2008-08-04 09:54:58+00:00,L7,,
2008-08-13 09:48:43+00:00,L7,252.84,264.82
2008-08-28 09:51:18+00:00,L5,,
2008-08-29 09:48:36+00:00,L7,258.52,264.86
2008-10-16 09:48:15+00:00,L7,248.51,252.35
2008-11-01 09:48:54+00:00,L7,242.28,185.82
2008-11-08 09:54:48+00:00,L7,253.10,258.00
2008-11-09 09:43:04+00:00,L5,,
2009-02-12 09:55:37+00:00,L7,219.99,
2009-02-28 09:55:46+00:00,L7,,
2009-03-08 09:52:07+00:00,L5,,
2009-04-10 09:49:52+00:00,L7,252.88,258.41
2009-05-11 09:53:25+00:00,L5,,
2009-05-19 09:56:10+00:00,L7,248.91,256.88
2009-05-20 09:47:25+00:00,L5,,
2009-06-04 09:56:10+00:00,L7,,
2009-06-05 09:47:40+00:00,L5,,
2009-06-12 09:54:00+00:00,L5,,
2009-06-28 09:54:17+00:00,L5,,
2009-07-07 09:48:40+00:00,L5,,
2009-07-14 09:54:33+00:00,L5,,
2009-08-15 09:55:03+00:00,L5,,
2009-08-31 09:55:17+00:00,L5,,
2009-10-02 09:55:42+00:00,L5,,
2009-10-03 09:50:04+00:00,L7,254.01,264.83
2009-10-11 09:49:37+00:00,L5,,
2009-10-19 09:50:10+00:00,L7,,268.17
2009-10-26 09:56:03+00:00,L7,,
2009-11-04 09:50:25+00:00,L7,249.84,253.99
2009-11-11 09:56:18+00:00,L7,,
2010-02-23 09:56:40+00:00,L5,,
2010-03-28 09:52:08+00:00,L7,250.25,252.95
2010-04-20 09:57:56+00:00,L7,252.77,263.09
2010-04-29 09:51:44+00:00,L7,255.18,264.83
2010-05-22 09:57:50+00:00,L7,250.04,261.85
2010-06-08 09:50:13+00:00,L5,,
2010-06-23 09:57:54+00:00,L7,248.29,251.66
2010-07-10 09:50:29+00:00,L5,,
2010-09-03 09:56:00+00:00,L5,,
2010-09-12 09:49:46+00:00,L5,,
2010-09-19 09:55:54+00:00,L5,,
2010-11-06 09:55:32+00:00,L5,,
2010-11-07 09:52:34+00:00,L7,251.71,
2010-12-17 09:49:49+00:00,L5,,
2011-01-02 09:49:28+00:00,L5,,
2011-01-25 09:55:40+00:00,L5,,
2011-02-26 09:55:41+00:00,L5,,
2011-03-14 09:55:37+00:00,L5,,
2011-03-23 09:49:22+00:00,L5,,
2011-04-07 09:59:21+00:00,L7,254.35,263.41
2011-05-01 09:55:22+00:00,L5,,
2011-05-18 09:53:30+00:00,L7,253.06,262.05
2011-08-13 09:59:08+00:00,L7,,
2011-08-29 09:59:06+00:00,L7,252.39,264.83
2011-09-06 09:54:21+00:00,L5,,
2011-09-14 09:59:00+00:00,L7,255.13,264.77
2011-09-22 09:54:07+00:00,L5,,
2011-09-30 09:58:59+00:00,L7,252.26,258.56
2011-10-09 09:53:10+00:00,L7,252.08,259.07
2011-11-01 09:59:05+00:00,L7,,
2011-11-10 09:53:28+00:00,L7,250.98,254.13
2011-11-26 09:53:39+00:00,L7,224.31,
2011-12-03 09:59:29+00:00,L7,246.84,249.85
2011-12-19 09:59:36+00:00,L7,249.63,260.67
2012-02-14 09:53:41+00:00,L7,254.92,264.90
2012-04-09 09:59:47+00:00,L7,,
2012-04-25 10:00:02+00:00,L7,,
2012-05-11 10:00:25+00:00,L7,,
2012-05-27 10:00:16+00:00,L7,251.68,262.32
2012-08-15 10:00:52+00:00,L7,251.14,258.00
2012-08-24 09:54:46+00:00,L7,255.31,264.84
2012-09-09 09:55:21+00:00,L7,252.42,258.29
2012-09-16 10:01:10+00:00,L7,256.22,264.86
2012-10-02 10:01:21+00:00,L7,251.02,253.89
2012-12-30 09:55:43+00:00,L7,240.04,245.58
2013-01-06 10:01:54+00:00,L7,249.91,256.75
2013-01-22 10:01:55+00:00,L7,240.91,254.79
2013-02-16 09:56:09+00:00,L7,250.20,254.75
2013-04-28 10:01:39+00:00,L7,250.63,255.73
2013-05-07 09:55:50+00:00,L7,251.17,259.95
2013-05-14 10:01:36+00:00,L7,,
2013-05-30 10:01:30+00:00,L7,248.52,251.23
2013-06-07 10:07:46+00:00,L8,,
2013-06-15 10:01:24+00:00,L7,248.37,251.98
2013-07-01 10:01:15+00:00,L7,249.99,254.40
2013-07-09 10:07:43+00:00,L8,,
2013-07-25 10:07:42+00:00,L8,,
2013-08-02 10:00:59+00:00,L7,251.98,264.84
2013-08-10 10:07:45+00:00,L8,,
2013-08-11 09:54:46+00:00,L7,251.70,
2013-08-18 10:01:03+00:00,L7,252.84,257.82
2013-09-03 10:01:15+00:00,L7,,
2013-09-11 10:07:44+00:00,L8,,
2013-09-27 10:07:36+00:00,L8,,
2013-10-29 10:07:27+00:00,L8,,
2013-11-06 10:01:52+00:00,L7,240.60,248.44
2013-11-14 10:07:26+00:00,L8,,
2013-12-16 10:07:15+00:00,L8,,
2013-12-17 09:56:16+00:00,L7,241.70,252.81
2013-12-24 10:02:07+00:00,L7,231.06,
2014-01-01 10:07:07+00:00,L8,,
2014-01-25 10:02:30+00:00,L7,256.08,275.71
2014-02-03 09:56:51+00:00,L7,,
2014-02-11 10:00:26+00:00,L8,,
2014-02-26 10:02:27+00:00,L7,,
2014-03-06 10:06:18+00:00,L8,,
2014-03-07 09:56:45+00:00,L7,252.22,261.23
2014-03-22 10:06:07+00:00,L8,,
2014-03-30 10:02:42+00:00,L7,,
2014-04-07 10:05:52+00:00,L8,,
2014-04-08 09:56:55+00:00,L7,252.16,258.25
2014-04-23 10:05:36+00:00,L8,,
2014-05-09 10:05:21+00:00,L8,,
2014-05-17 10:03:04+00:00,L7,250.06,252.82
2014-05-25 10:05:15+00:00,L8,,
2014-05-26 09:57:19+00:00,L7,250.01,253.44
2014-06-02 10:03:08+00:00,L7,251.03,256.67
2014-06-10 10:05:25+00:00,L8,,
2014-06-11 09:57:22+00:00,L7,252.88,264.78
2014-06-18 10:03:08+00:00,L7,,264.83
2014-07-12 10:05:36+00:00,L8,,
2014-07-28 10:05:39+00:00,L8,,
2014-08-13 10:05:47+00:00,L8,,
2014-08-14 09:57:36+00:00,L7,250.32,254.01
2014-08-21 10:03:22+00:00,L7,250.22,253.50
2014-08-30 09:57:11+00:00,L7,252.13,264.83
2014-09-06 10:03:23+00:00,L7,251.29,255.77
2014-09-14 10:05:53+00:00,L8,,
2014-09-30 10:05:53+00:00,L8,,
2014-10-01 09:57:25+00:00,L7,,174.82
2014-10-08 10:03:40+00:00,L7,252.51,263.05
2014-10-24 10:03:49+00:00,L7,252.22,264.83
2014-11-01 10:05:55+00:00,L8,,
2014-11-02 09:57:44+00:00,L7,250.80,
2014-11-26 09:59:45+00:00,L8,,
2014-12-03 10:05:55+00:00,L8,,
2014-12-11 10:04:09+00:00,L7,,
2014-12-19 10:05:52+00:00,L8,,
2014-12-20 09:58:05+00:00,L7,243.62,252.28
2015-01-04 10:05:46+00:00,L8,,
2015-01-05 09:58:30+00:00,L7,241.59,258.30
2015-01-12 10:04:18+00:00,L7,250.52,254.27
2015-01-21 09:58:06+00:00,L7,245.26,249.85
2015-01-28 10:04:23+00:00,L7,,
2015-02-06 09:58:39+00:00,L7,224.62,246.09
2015-04-02 10:04:49+00:00,L7,250.78,254.10
