,dates,aus0367-0000,aus0367-0001,aus0367-0002,aus0367-0003,aus0367-0004,aus0367-0005,aus0367-0006,aus0367-0007,aus0367-0008,aus0367-0009,aus0367-0010,aus0367-0011,aus0367-0012,aus0367-0013,aus0367-0014,aus0367-0015,aus0367-0016,aus0367-0017
0,1987-05-22 23:08:56+00:00,170.58230736423317,204.03421207255738,166.6188823128587,158.29825568866008,156.75417910396234,172.8420753206552,165.97044519749377,171.84566770445576,171.81452039873759,180.5688491426429,192.594896614882,194.36214348653436,191.72302169204872,187.35342934635298,186.6031074770875,191.6746626810446,181.6828062736519,186.73933380311095
1,1987-08-17 23:17:12+00:00,202.2586491294877,201.40930851245145,189.86012620568732,193.09130567272632,185.93406794405323,189.3205357809103,187.66072416594062,190.872219028867,205.42806383660647,209.85204415329594,220.63238805460855,218.6946711494857,211.40676178664722,209.18011782213313,212.9496145946059,204.0416379753916,196.18917707813458,194.0979355429672
2,1987-09-27 23:12:03+00:00,192.42623422082795,203.21165763702416,196.3674904506315,199.67935474061818,192.06135474049992,187.5754334178322,187.040605527889,200.5441529674959,210.9330432167015,209.6406128067145,221.54111449891832,221.09092607799118,214.94297404499088,211.98827196403266,216.89846604969574,203.92920475212065,193.92568992764836,197.34511175046188
3,1987-10-04 23:18:22+00:00,171.86388548391798,173.63026923458213,169.80838326892504,162.77662194805634,,,,173.54378208377804,180.93826639123088,185.3457712062057,197.5135935547247,195.91338780417337,195.4383015550355,196.6852725657533,192.29830584255387,180.4383250360603,171.78076260170494,189.70307281997182
4,1987-10-29 23:12:37+00:00,205.83394411344833,,197.14720133567926,195.31481183415497,192.43713108290257,193.86898232600666,197.96964421179877,193.55066009732255,202.35165140109714,205.1517852648114,231.63942215595856,225.8910948952606,231.8930773507666,208.8977977311141,207.99287621625436,,,203.67694067407996
5,1988-02-18 23:14:35+00:00,196.9162220809355,198.58437778607413,168.85443236386894,170.61909113257846,176.75154929312865,178.5732308111306,184.73776567386932,186.46990739719013,186.08684650956832,196.46522152439934,210.26870375230902,204.03984378347934,193.64061527689495,194.1047688952491,200.78786433829848,202.55288481175373,174.60285558996392,184.93260046964414
6,1988-02-25 23:20:50+00:00,193.3960710006391,206.3754763591993,165.99563708088743,174.9442372041223,181.307847000649,184.7243792400567,187.43554780579925,192.60941448521294,193.46823310909815,204.55728104555013,222.66432678692394,209.00473353171452,207.9052136533936,204.2162031862248,213.08853639151627,208.71621633336954,183.12094891644918,191.11756498489405
7,1988-03-05 23:14:45+00:00,202.30983960031682,202.98984027396153,178.69308953361053,179.12173660662222,184.92597671250377,180.43676059702227,188.60734245302007,194.5148532100087,203.00938798862992,216.588353184021,224.9887090662364,215.98189140656473,208.5927767328873,204.8923055646222,214.47104130512503,213.95671384613973,183.8682918579441,190.02143412196838
8,1988-04-13 23:21:11+00:00,192.33779206509578,191.01077666582353,170.5523458168321,173.21818561954944,176.67884651336328,180.1127923689419,189.51568795498025,191.65666094690815,192.39068227306944,203.21215530964088,211.13776003678808,207.30712419678372,205.96617884816789,206.03009271430943,209.484980253827,201.41316191165964,187.33994165639967,191.03957653563623
9,1988-04-22 23:15:04+00:00,192.39778833421465,193.40924304910072,162.3678470177787,167.06839143222152,172.88815420527422,177.03189467050615,185.39685344655197,185.33081852684012,189.25130497345341,208.66971587681311,205.12596125880813,208.19418971513352,203.4128991895624,205.084442866621,205.17405778892902,199.46749284373968,182.94127592721125,188.22204617433994
10,1988-05-31 23:21:35+00:00,192.33252934473418,164.3035616243065,154.42743824463133,155.51022674169005,167.77519190852234,166.72959238429328,177.51373421686603,181.81809750760408,190.8812836451817,200.3998245722702,216.18120647611764,217.98767595325094,217.39252871150117,216.2915124016852,213.10946365388108,195.88853919014093,199.87451039033473,198.04120949819168
11,1988-06-09 23:15:27+00:00,161.1568140748603,152.09658816701636,140.299243613673,138.87899048878336,143.84820055991395,149.2021027584764,160.92194483554053,166.46787497759667,173.58314933755798,184.83582037882692,196.80155530792095,195.22570761532927,191.75041072030737,189.57860024595206,187.24909966700562,179.29691198202028,180.39671032376998,184.9090545448263
12,1988-07-02 23:21:45+00:00,160.1717453041766,152.45705712111052,145.3162378050865,142.0178014909765,138.52200225711093,146.50486877828814,151.67274739816102,158.138787304382,169.33472637422543,177.04033216554748,189.11336059939973,193.30604674259595,184.80994528150435,184.03332580755003,187.3288125436246,175.52826638324146,169.5857050522753,183.8392437222008
13,1988-07-27 23:15:38+00:00,165.47371991023968,167.15012765521178,146.91640324170015,144.6690920016856,146.6594044944157,148.5789671743143,157.93580460935644,167.4223325446766,176.0623749568971,183.4164662639832,194.6469181472574,187.50486853298798,184.9022605273796,184.41727302591283,183.12568010902086,174.38176738868995,175.94810719691355,182.24626975561975
