,dates,per0193-0000,per0193-0001,per0193-0002,per0193-0003,per0193-0004,per0193-0005,per0193-0006,per0193-0007,per0193-0008,per0193-0009,per0193-0010,per0193-0011,per0193-0012,per0193-0013,per0193-0014,per0193-0015,per0193-0016,per0193-0017,per0193-0018,per0193-0019,per0193-0020,per0193-0021,per0193-0022,per0193-0023,per0193-0024,per0193-0025,per0193-0026,per0193-0027,per0193-0028,per0193-0029,per0193-0030,per0193-0031,per0193-0032,per0193-0033,per0193-0034,per0193-0035,per0193-0036,per0193-0037,per0193-0038,per0193-0039,per0193-0040,per0193-0041,per0193-0042,per0193-0043,per0193-0044,per0193-0045,per0193-0046,per0193-0047,per0193-0048,per0193-0049,per0193-0050,per0193-0051,per0193-0052,per0193-0053,per0193-0054
0,1984-05-08 14:32:57+00:00,179.56871989826735,155.54083053556298,136.82612856286713,133.5066414291605,146.1976610408315,154.98062027345975,153.32165460986792,153.11925142098886,155.25510572928985,157.3943803703102,157.7457816536277,167.88029243284356,170.1440194748159,177.21049623434283,180.29494866307112,178.4039529285565,176.76996321646294,171.34290000622542,169.895377061419,164.52608403302642,164.6006077726294,170.7313190853508,168.31125098903928,175.59263095461637,180.36556708199222,189.14248082030977,189.45394717252796,184.74080924417407,181.02376398231522,190.66356336429666,190.61314205179448,189.50689318219156,197.89172944216713,204.7134137445495,216.8484957898818,230.57750055285865,226.95156880497086,230.37759324150815,231.95205351822412,234.65837259789419,229.52589315841405,231.02269316927098,221.90726348603934,223.61659359814257,220.6708795823492,226.1263143618353,234.4421128404128,218.3728321391958,207.79501382020084,198.947379640583,201.22013661454085,198.40139391404256,203.77996132542904,198.25518503683318,217.82782801750943
1,1984-12-02 14:35:30+00:00,186.56033464660763,164.18432297538823,155.4156153068755,143.6904291172736,143.55664107024035,150.91242435071442,143.17336340541596,139.30502316419927,152.6468339985194,157.9509411006649,160.9350441776574,168.2436080713586,179.6547393101818,188.6633021245833,197.2913067075434,182.48532140578118,178.01166407876832,171.99780584264138,172.20218310727526,167.4471911236372,169.08103344796766,180.6873243342319,181.9535649596484,184.74984912129128,191.83883404703755,203.4834646140555,199.15521339483445,199.06791691302314,187.95747238093946,187.09371946415163,189.61487398393163,193.95203561684366,203.5157167991447,211.17122661393884,220.25253075172654,245.64491369409978,248.30777669874107,244.97019974012522,247.37696276478147,243.010708202283,242.6707881881344,236.90266344082204,232.1926253045235,232.24710659467155,229.22981790422057,235.2267290559318,240.54690257010043,233.29060231048805,216.19119581100878,213.5465706664429,207.8001050901178,214.08618331285578,210.66889386045875,210.72089448185469,223.05571042788284
2,1985-01-03 14:35:49+00:00,196.04420568535627,174.67058461598023,160.04291742877268,160.7112337492871,166.99772431181242,169.6450021607198,164.59984179738873,159.19454733780134,160.99395794966372,160.33690462622423,172.40221506864327,184.37431921538774,195.12965737914044,206.5881848817942,210.23801603266855,209.5881542569163,202.8894897569256,192.44928812882503,185.416264633063,184.81074301955883,187.15141610467458,183.56629073953303,185.30208733095563,195.74994663829048,202.41626634420058,210.8630542952351,208.74350187514912,202.22707400248177,202.33795938101395,202.19953229434046,206.9568227746716,209.54961822890942,218.66908398056592,228.97063781980492,240.929587591306,254.73248305800237,251.4707545152676,252.9060689336392,254.77578808494357,254.58523537734538,262.5789845042957,258.525456891661,255.15159961441148,248.90665827260278,249.7480428927243,255.61445125930214,261.38158362770486,249.41970116777554,237.0487169937342,233.88605684178245,231.61327466346296,233.50352067713646,231.54544395889909,225.15246686405737,238.05216768648575
3,1985-01-26 14:42:08+00:00,,,,,,,,,,,173.99343021407702,179.20554679564296,183.9902146125966,194.02190137611902,199.86101860924109,204.67899463817184,195.54657816979264,191.00253256483194,183.93911330553775,184.63566298154677,188.45156807575702,182.04640168679768,184.79282018232712,188.42002893800728,197.69464239896513,202.44527460121012,199.51595857623303,,,,,,,,,,259.59092584059465,260.42108753945143,260.09091503204786,263.1466597233396,261.7039499715586,256.51651979986417,249.40515002529628,241.91154570200297,241.9152584847231,243.325362576915,256.1749847199958,252.44603745244902,239.52687725627783,231.2573189171884,221.39736899021432,226.43333608315618,221.65135919570685,220.30432370155785,230.56135087341823
4,1985-03-24 14:35:57+00:00,197.50432564569428,167.0629443629021,151.47685904537715,143.62858110401126,152.76131630690054,157.19577576317954,159.91454216533475,164.08767940919165,162.2203861959356,165.72413493983262,166.09669562471848,173.29406496408993,179.68892387932397,179.5815316881095,182.51963545220653,178.02675295489706,177.71880976265314,169.3900025957898,167.65459743548936,177.09473441079803,171.9813494542501,175.1735601121005,177.97848275713542,180.62165407148456,187.01515147224433,198.72599488522727,196.62782667219508,192.6228067480346,188.24704847622235,187.19951652313873,190.13607489208803,189.16792073107857,202.20532578557962,216.33361116020902,233.12266605782864,246.19975714950507,237.71448048739498,241.39797683537645,242.5178957759948,241.04300657243994,244.931099224129,241.89283548861266,239.40883226413607,232.5525958149657,236.05823695604386,240.03741006006481,244.72842086927162,232.076285154069,218.8292904187923,217.26507185389804,206.3096798638317,206.78567802769547,204.43859727390486,206.26366833068272,217.44229338426857
5,1986-04-19 14:37:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.90683069328375
6,1986-05-05 14:36:40+00:00,193.86546154432645,165.5038417879421,146.14756429411366,145.12579907722903,146.60278622723624,157.55901546902467,153.35551630789914,146.21661822615383,145.47724074145546,147.49063387957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4597654885375,208.06539967397956,214.1472855806778
7,1986-12-15 14:30:32+00:00,,,,,,,,,,,,,,,,,,,,,,,179.83670339868874,186.33170221984957,190.31012051887276,200.27883475988168,204.61497389681674,202.3972702292378,199.88961500721763,200.92511536011207,205.73462083117215,208.66052033165724,215.751834831069,226.96505279176387,246.57175674529964,260.4649942459574,255.76121214601022,254.831134358807,256.0383272332308,257.75748993333536,256.1584592959003,250.68496116160185,247.34166781982248,238.60919461751675,244.02950237606137,245.91836338664854,249.25484258263663,238.45340685726518,225.30132553137972,221.04539453981792,210.58049023759068,213.00437314162863,210.9269937598807,208.73880773115425,215.51307265779218
8,1987-04-06 14:34:23+00:00,,,,,,,,,171.29736654214457,178.77598303513284,176.52728148935608,186.30953476712324,195.7161920364779,200.91462783471923,205.94206422272447,194.78546933567984,188.26940733951196,183.5178329766732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.21983359547292
9,1987-05-24 14:35:48+00:00,190.87907725100416,164.79509378209588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.4535689258746,206.74591863596154,206.34878454535422,217.3320855821611
