dates,satname,nzd0195-0000,nzd0195-0001,nzd0195-0002,nzd0195-0003,nzd0195-0004,nzd0195-0005
1999-07-18 21:58:49+00:00,L7,323.29,330.90,334.85,356.93,349.96,345.83
1999-08-12 21:52:44+00:00,L7,337.54,340.24,351.95,356.53,355.49,
1999-09-13 21:52:41+00:00,L7,318.85,318.45,330.16,347.00,348.53,331.06
1999-09-29 21:52:52+00:00,L7,342.44,343.54,367.11,372.98,370.84,357.78
1999-10-15 21:52:49+00:00,L7,328.84,325.98,343.58,354.68,350.81,346.63
1999-10-22 21:58:52+00:00,L7,349.20,350.37,362.77,366.21,361.13,358.81
1999-11-23 21:58:47+00:00,L7,330.58,344.15,358.72,359.28,359.14,351.34
1999-12-02 21:52:40+00:00,L7,356.73,362.86,380.27,379.07,375.66,370.39
2000-01-19 21:52:37+00:00,L7,,,366.32,368.35,362.77,347.89
2000-02-04 21:52:37+00:00,L7,350.84,355.05,371.58,378.79,378.28,372.15
2000-03-14 21:58:35+00:00,L7,354.43,363.08,374.02,378.52,375.24,358.88
2000-03-30 21:58:33+00:00,L7,361.29,373.83,371.44,371.43,362.62,349.40
2000-05-01 21:58:18+00:00,L7,353.74,361.56,374.53,376.50,372.56,364.87
2000-05-26 21:51:48+00:00,L7,330.30,361.97,366.66,365.87,366.79,366.24
2000-06-18 21:57:51+00:00,L7,358.04,373.76,373.10,378.01,378.41,367.74
2000-07-29 21:51:02+00:00,L7,358.98,363.88,372.32,379.36,368.90,352.50
2000-08-05 21:57:08+00:00,L7,321.70,335.93,330.46,339.83,338.73,321.39
2000-08-14 21:50:56+00:00,L7,339.17,348.61,362.67,368.66,359.15,339.79
2000-09-15 21:50:25+00:00,L7,231.17,,,,,
2000-10-17 21:50:01+00:00,L7,329.89,345.55,359.15,366.51,362.37,351.79
2000-11-09 21:56:21+00:00,L7,,376.04,366.52,364.11,369.23,353.49
2001-01-05 21:50:16+00:00,L7,352.95,357.50,367.64,378.05,374.08,370.53
