dates,nzd0195-0000,nzd0195-0001,nzd0195-0002,nzd0195-0003,nzd0195-0004,nzd0195-0005,satname
1999-07-18 21:58:49+00:00,328.45,336.34,339.11,361.38,354.22,349.10,L7
1999-08-12 21:52:44+00:00,334.89,340.29,347.10,360.59,356.42,349.10,L7
1999-09-13 21:52:41+00:00,332.25,335.86,343.68,358.39,356.02,342.64,L7
1999-09-29 21:52:52+00:00,337.27,340.39,351.58,364.18,361.77,349.78,L7
1999-10-15 21:52:49+00:00,336.59,338.58,350.82,363.15,360.41,349.79,L7
1999-10-22 21:58:52+00:00,337.55,339.34,351.87,362.68,359.59,350.73,L7
1999-11-23 21:58:47+00:00,336.68,340.15,352.95,362.29,359.63,350.92,L7
1999-12-02 21:52:40+00:00,338.47,342.24,355.77,363.78,361.04,353.19,L7
2000-01-19 21:52:37+00:00,339.91,343.08,358.66,364.12,361.60,352.57,L7
2000-02-04 21:52:37+00:00,341.37,344.68,360.17,365.82,363.52,355.07,L7
2000-03-14 21:58:35+00:00,344.80,349.37,365.09,369.26,366.28,357.63,L7
2000-03-30 21:58:33+00:00,345.43,351.52,364.14,367.51,363.76,355.44,L7
2000-05-01 21:58:18+00:00,348.15,356.79,368.19,370.21,366.67,357.13,L7
2000-05-26 21:51:48+00:00,347.75,359.39,369.07,370.89,367.52,359.07,L7
2000-06-18 21:57:51+00:00,349.53,362.86,369.15,371.90,369.01,359.54,L7
2000-07-29 21:51:02+00:00,349.83,361.89,369.73,373.17,369.60,359.98,L7
2000-08-05 21:57:08+00:00,346.32,359.86,364.40,368.18,364.50,353.14,L7
2000-08-14 21:50:56+00:00,345.30,358.31,364.07,368.12,363.72,351.39,L7
2000-10-17 21:50:01+00:00,341.99,356.21,362.95,368.08,364.09,352.23,L7
2000-11-09 21:56:21+00:00,341.14,358.44,361.93,366.44,363.74,350.70,L7
2001-01-05 21:50:16+00:00,340.75,353.79,359.17,365.44,361.45,347.77,L7
2001-03-10 21:50:10+00:00,339.97,355.40,361.34,365.61,364.13,353.28,L7
2001-03-26 21:50:01+00:00,345.13,356.10,360.77,365.80,361.66,349.46,L7
2001-06-05 21:55:40+00:00,342.69,349.17,357.69,363.93,357.86,346.54,L7
2001-06-21 21:55:29+00:00,343.13,353.45,362.99,367.25,362.28,349.66,L7
2001-06-30 21:49:12+00:00,343.56,353.50,364.44,367.44,361.47,348.45,L7
2001-09-09 21:54:36+00:00,342.04,354.44,366.37,368.64,359.61,343.48,L7
2001-09-25 21:54:28+00:00,337.65,353.96,368.59,369.78,365.72,348.37,L7
2001-10-11 21:54:09+00:00,336.25,351.96,367.57,368.64,363.43,348.72,L7
2002-01-24 21:48:42+00:00,336.18,349.94,364.87,369.51,364.45,350.64,L7
2002-01-31 21:54:50+00:00,333.94,346.23,361.85,369.28,363.35,348.85,L7
2002-02-25 21:48:47+00:00,336.51,347.83,363.47,370.69,364.78,350.27,L7
2002-06-01 21:48:28+00:00,341.08,350.22,363.69,373.93,368.42,353.95,L7
2002-08-20 21:47:58+00:00,346.01,357.71,370.20,376.08,371.30,357.84,L7
2002-08-27 21:54:00+00:00,355.58,371.12,377.88,381.45,375.87,365.02,L7
2002-10-07 21:47:33+00:00,350.05,362.69,372.38,376.41,372.27,361.81,L7
2002-10-14 21:53:43+00:00,350.99,360.93,370.98,375.52,369.51,359.86,L7
2002-10-23 21:47:39+00:00,350.37,359.28,368.87,373.67,367.27,357.89,L7
2002-10-30 21:53:49+00:00,350.95,360.12,369.55,374.11,368.54,359.72,L7
2003-01-02 21:54:22+00:00,350.38,358.08,368.78,371.66,366.08,358.43,L7
2003-01-18 21:54:30+00:00,351.28,357.44,368.22,371.80,364.97,356.99,L7
2003-03-23 21:54:40+00:00,346.74,351.72,360.81,365.39,358.96,350.24,L7
2003-04-01 21:48:34+00:00,342.42,347.16,357.62,363.32,357.18,348.71,L7
2003-04-24 21:54:46+00:00,337.93,344.69,356.51,362.69,358.78,347.88,L7
2003-05-03 21:48:37+00:00,333.36,339.65,350.71,358.35,355.19,341.79,L7
2003-05-10 21:54:46+00:00,330.88,339.59,350.74,358.84,355.55,341.38,L7
2003-05-26 21:54:43+00:00,329.29,337.71,347.59,356.94,354.80,341.38,L7
