dates,nzd0195-0000,nzd0195-0001,nzd0195-0002,nzd0195-0003,nzd0195-0004,nzd0195-0005,satname
1999-07-18 21:58:49+00:00,328.45,336.34,339.11,361.38,354.22,349.10,L7
1999-08-12 21:52:44+00:00,341.33,344.24,355.08,359.80,358.62,,L7
1999-09-13 21:52:41+00:00,326.96,327.01,336.86,354.00,355.23,336.19,L7
1999-09-29 21:52:52+00:00,352.33,353.98,375.28,381.53,379.01,364.05,L7
1999-10-15 21:52:49+00:00,333.89,331.31,347.75,359.04,354.98,349.83,L7
1999-10-22 21:58:52+00:00,342.36,343.15,357.12,360.30,355.48,354.48,L7
1999-11-23 21:58:47+00:00,331.42,345.04,359.42,360.01,359.84,351.87,L7
1999-12-02 21:52:40+00:00,351.05,356.86,375.57,374.16,370.96,366.79,L7
2000-01-19 21:52:37+00:00,,,362.23,364.08,358.68,344.76,L7
2000-02-04 21:52:37+00:00,351.58,355.83,372.19,379.43,378.89,372.62,L7
2000-03-14 21:58:35+00:00,350.96,359.41,371.15,375.52,372.37,356.68,L7
2000-03-30 21:58:33+00:00,356.76,369.05,367.70,367.52,358.88,346.53,L7
2000-05-01 21:58:18+00:00,347.11,354.56,369.05,370.77,367.08,360.67,L7
2000-05-26 21:51:48+00:00,329.04,360.64,365.62,364.78,365.75,365.44,L7
2000-06-18 21:57:51+00:00,361.72,377.65,376.14,381.19,381.45,370.07,L7
2000-07-29 21:51:02+00:00,351.61,356.10,366.23,373.00,362.81,347.83,L7
2000-08-05 21:57:08+00:00,327.07,341.60,334.89,344.47,343.16,324.79,L7
2000-08-14 21:50:56+00:00,338.12,347.50,361.80,367.75,358.28,339.12,L7
2000-10-17 21:50:01+00:00,339.26,355.44,366.89,374.60,370.11,357.72,L7
2000-11-09 21:56:21+00:00,,370.15,361.91,359.29,364.62,349.96,L7
2001-01-05 21:50:16+00:00,347.69,351.94,363.29,373.50,369.73,367.20,L7
2001-03-10 21:50:10+00:00,332.96,344.07,353.28,355.04,352.06,338.25,L7
2001-03-26 21:50:01+00:00,360.63,358.89,358.47,366.56,351.80,334.18,L7
2001-06-05 21:55:40+00:00,329.48,341.76,355.73,360.62,,,L7
2001-06-21 21:55:29+00:00,344.87,370.57,384.19,380.52,375.54,359.00,L7
