dates,satname,nzd0326-0000,nzd0326-0001,nzd0326-0002,nzd0326-0003,nzd0326-0004,nzd0326-0005,nzd0326-0006,nzd0326-0007,nzd0326-0008,nzd0326-0009,nzd0326-0010,nzd0326-0011,nzd0326-0012
1999-08-21 21:47:44+00:00,L7,468.46,325.34,312.57,318.42,320.84,324.44,333.36,348.39,348.15,344.23,341.59,335.25,336.98
1999-09-22 21:47:48+00:00,L7,515.17,328.30,317.28,324.64,314.46,336.76,346.78,353.55,352.99,352.46,358.84,349.19,358.42
1999-09-29 21:53:40+00:00,L7,322.82,297.89,285.34,292.35,296.58,305.32,319.98,325.30,324.60,323.80,323.81,320.88,331.47
1999-10-24 21:47:44+00:00,L7,530.80,319.97,310.04,321.66,325.17,336.22,344.67,349.05,347.47,345.65,354.33,342.67,351.13
1999-11-25 21:47:14+00:00,L7,300.31,286.78,291.75,304.51,306.89,317.94,319.03,321.24,331.48,,,,
2000-01-19 21:53:25+00:00,L7,510.50,316.43,313.75,312.68,326.90,336.83,345.17,341.15,339.55,345.88,349.37,342.75,357.63
2000-04-17 21:46:44+00:00,L7,440.94,320.46,319.60,326.05,335.79,335.44,344.86,351.90,347.28,350.00,363.64,356.61,362.95
2000-05-03 21:47:07+00:00,L7,322.35,319.04,313.64,327.55,329.47,333.67,346.83,350.81,350.06,345.15,349.49,343.09,349.63
2000-05-19 21:46:55+00:00,L7,226.49,305.41,300.68,326.61,335.25,332.05,336.34,337.88,345.92,345.81,348.01,334.71,339.69
2000-05-26 21:52:36+00:00,L7,,302.55,,327.19,334.20,339.27,335.58,339.83,346.89,350.85,347.32,337.47,
2000-06-20 21:46:16+00:00,L7,,254.15,,266.88,301.75,315.33,321.64,334.18,335.98,337.08,335.27,326.45,338.87
2000-07-06 21:46:03+00:00,L7,291.27,281.44,,283.97,288.80,302.89,316.76,326.95,332.01,328.41,336.01,336.28,342.59
2000-07-13 21:52:07+00:00,L7,,305.55,,320.64,321.46,325.14,342.49,350.11,340.84,340.06,354.30,356.78,
2000-07-29 21:51:50+00:00,L7,211.65,306.03,305.58,322.27,321.12,332.09,343.31,340.24,347.63,357.32,360.47,361.45,361.15
2000-08-07 21:45:32+00:00,L7,227.97,303.54,290.83,306.28,312.38,323.80,329.46,332.13,330.44,336.27,342.24,335.82,336.91
2000-08-14 21:51:44+00:00,L7,315.14,314.31,305.44,318.71,311.61,325.16,336.09,339.01,335.81,336.98,339.94,333.29,337.64
2000-10-01 21:51:05+00:00,L7,323.19,308.79,304.52,307.54,310.74,317.08,329.22,327.56,328.29,337.38,339.27,337.61,343.24
2000-10-17 21:50:49+00:00,L7,308.09,284.56,283.39,293.52,291.71,305.93,319.93,318.63,308.46,321.87,328.34,319.73,322.61
2000-11-11 21:45:12+00:00,L7,516.62,319.82,311.76,325.88,319.92,337.74,352.07,353.04,343.75,347.15,356.17,347.85,359.05
2000-12-04 21:50:58+00:00,L7,,,301.13,316.20,330.38,336.01,340.28,341.43,336.72,332.15,339.44,330.23,333.24
2001-01-05 21:51:04+00:00,L7,518.66,315.79,316.26,334.34,339.48,340.10,349.98,342.92,342.25,352.21,355.12,345.87,346.82
2001-02-06 21:51:02+00:00,L7,453.89,319.56,321.93,329.20,334.91,346.97,350.59,347.49,338.94,347.48,347.85,349.48,360.72
2001-04-04 21:44:30+00:00,L7,329.79,319.48,312.64,324.19,326.40,335.21,346.52,350.81,345.01,344.14,351.50,342.91,349.90
2001-04-27 21:50:43+00:00,L7,304.37,303.74,289.35,312.17,318.28,321.02,329.01,334.95,328.85,319.68,326.03,325.98,339.44
2001-05-13 21:50:33+00:00,L7,242.00,294.58,292.50,313.77,322.24,318.32,328.37,334.49,330.20,327.32,330.19,329.67,329.85
2001-05-22 21:44:42+00:00,L7,,298.15,275.96,305.13,330.17,334.67,344.25,342.53,341.47,346.57,346.03,337.50,
