,dates,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038
0,1999-08-17 22:12:50+00:00,,,194.81659808468564,192.93206840541677,178.90215692272275,168.7536955272135,178.79625306239464,182.10778419145717,175.747017167788,172.50823711751005,,180.01486112853976,187.57379328000337,193.40336001884796,181.31727268872015,176.5999834687727,162.23935271836916,163.34039878855475,163.60657706185873,166.6217978806442,167.2699418006532,179.25089003842126,162.89921832549715,157.3679198309678,159.6387689078118,,204.46713285806942,207.24861037973827,221.6259942919069,230.5628891451729,205.11957050788757,187.1259575813534,176.93150362512537,158.58261327810362,148.3147491500986,173.24445486579626,165.95536976238714,,
1,1999-10-27 22:19:03+00:00,205.88282047874898,195.75417673666163,194.12846328264675,183.200517541132,169.1019317056606,172.1702802573961,190.17891352147524,179.30224218473603,176.76222927793646,177.88537513421278,,193.81937641601738,214.01328769831332,216.85655728018568,204.68474116119376,198.35866343859135,187.46340929711982,186.4218655026341,193.97470444422797,188.79710404884347,187.8882198123639,182.47330519988634,175.1769616330736,185.41030881576225,190.8078321851133,,234.54703796918994,249.36764551246844,256.00469884022385,238.25224639985024,220.0323270341239,211.06251586985948,194.61292392225894,190.55980539446108,176.58784493229007,177.77315265999908,158.6458553438454,143.87939900569452,140.99112349881017
2,1999-11-12 22:19:03+00:00,229.04064258474162,213.80826767741829,205.22145499833312,206.17594589540857,207.56959822877704,201.6273401002391,202.50283156665395,,195.93875995082877,201.45742620061773,216.35603614593296,,237.1630919237279,242.13214204646633,224.87525479175787,213.99570667195118,205.71491522714496,170.63217283885194,,168.86721475301638,166.71836324634523,167.61153600942728,159.95709916041022,157.59965540605458,,210.1431699304433,233.2429656799353,252.87902824809575,247.56443859707485,238.25365560050614,227.0872016674297,200.48030072493907,197.87968500907962,176.19740246200126,170.85435216768724,156.3508455359087,141.04977634723238,115.12917591030087,134.5940105282723
3,1999-11-21 22:12:47+00:00,248.49148273160642,240.0895414229221,240.8184003968824,238.98756367324935,232.516141764066,236.85019461653872,236.50482707497352,240.39211913318738,227.9262998183797,231.51154409666503,232.49236672495533,251.59804885111737,263.06350819154187,259.17603306468806,247.91627054030448,236.35857988357662,228.24127115999488,219.4333858571039,207.055878151034,206.73358553525867,207.92144291092703,201.2817061726692,195.2441168501259,197.58894845475862,,204.6274181890997,241.03456966745162,259.8703289818403,259.39674763059736,255.9185921302066,235.09300109425237,215.46492263189583,208.90850306957248,190.44028938732882,187.4564363026591,184.7225439479768,165.81360496457864,147.78254113192259,158.63854664218792
4,1999-11-28 22:18:56+00:00,205.76801631943778,194.63217947150955,202.43021957227202,200.07002648122952,187.31112830590448,194.17952648901704,198.95493483783198,199.70271721723688,196.20026887379322,203.53315009461616,209.74146351289377,204.4069759616984,212.99427068611243,214.9494239960648,203.77985066656996,200.39331068731033,187.8373505257763,180.53377219833774,178.11228393182824,177.07356387676688,172.3917685131538,174.51606228335464,173.99256262462893,170.0631561591726,182.62960274459277,,,,237.04525181187816,225.22228877735776,215.11829692829934,201.44885293387742,182.27703796818088,165.2245583626916,156.57338910562592,165.52055733611687,158.33946445949323,134.18985599333803,138.2339854236662
5,1999-12-07 22:12:53+00:00,222.79770195389767,227.8736150234136,229.39333541731173,228.10762679606978,228.98165005724715,216.40986469901327,212.3606107277543,209.31102884378592,201.70289782592553,211.9883570687643,213.54721526876256,225.8025123394824,238.22589874186215,241.45261657267798,222.2382518936195,209.44174147208665,209.6861798678142,202.12047666057617,192.84334949974993,191.15624851301123,198.4819676243878,196.17864869559435,193.63393482127935,182.74374051226363,174.01505521590596,,,231.13263561781972,239.45873946842465,246.9304279644674,230.24278633448392,210.2955456104033,186.42805567485192,180.19452594910015,169.86648319755602,174.89787373915502,154.58301746133216,152.76721298033834,155.79137413423408
6,1999-12-14 22:19:07+00:00,207.19001711451094,197.55027032717766,208.86869094118433,203.98882873936728,199.51573322734913,189.12636086395904,201.30207855531702,,198.39805860148806,196.63417749768982,194.9578631401993,188.98839120542965,218.39031093679273,223.71313962068334,195.82025980345782,184.4285203584687,182.14667411678562,187.9401532994924,187.3603227227562,190.0373293070867,191.3186472047043,190.57161990577464,163.6290892902934,163.53404269810304,176.91205617286175,175.87575915679918,203.57601122679193,213.4714729799028,,223.64231803608567,206.74394361772642,191.51970652176067,174.20043701231256,152.83593418321374,150.58952676754356,174.1541735388366,157.58724825537058,133.40625113478848,159.4411639458237
7,2000-01-08 22:12:49+00:00,227.9045737879197,223.8464955036871,219.16710247138724,214.20251713346914,210.8744347608621,203.01741440242165,212.7984700025118,218.10624279071766,208.06562103098292,215.48165003389565,211.96565217884302,215.73365316106018,236.59846510782268,232.80065217455817,214.96169926765367,207.10269852570278,189.09729192931115,174.99437316966973,,188.73595019194227,192.62770122999763,193.2431893394519,185.36661501572326,187.31552963922442,194.0619862978003,204.1919918147642,212.1980006645264,217.13748562749805,235.2906653078241,228.20070518577322,199.8750115665945,191.43780893081075,187.5733683151778,179.01603154673856,175.02075724023055,,169.02213132142546,154.2187771279052,151.16070311964302
8,2000-01-24 22:12:47+00:00,,,,223.39166511141602,194.41029754165461,202.8997997723415,211.05610054580893,209.9327375458834,202.81722372571303,197.3264558528818,199.3273143931279,219.07776935761,223.44274427647187,213.0236423648835,171.37960812161555,178.57609548124663,172.77104492486473,166.54401740337119,169.75467783567893,171.58339197858885,169.07982368618946,182.38488706820365,181.55135062676047,178.82924560629908,173.47000786088586,,,224.28310121936013,243.16408532972176,238.45537010534457,221.84212891174772,205.21434965830977,185.31781606174744,178.71207536308577,174.1851528967909,176.00072118583995,174.07401351682034,157.81847989879066,
9,2000-01-31 22:18:57+00:00,219.26505018884825,208.18723890178183,207.40694466354256,204.69212349730032,200.7023491333178,200.57126429449792,208.14106519081577,209.55345896328856,200.46534287942703,198.68502449888692,205.72265828352374,,220.42604508522786,226.59611082199993,207.6098626111654,193.12731485355627,188.52891077548477,169.85867409496768,171.21132598994305,170.23638272433658,188.83678514447774,186.48275106426198,188.11044200638867,184.673336602338,191.8497856178556,202.3397750455153,,,239.8173594885453,218.4583690260893,212.64590112158402,195.09307187208373,181.62072347236557,175.20509184899285,167.91045918874963,184.47974111706435,180.64675654948357,162.0762966305355,
