,dates,usa_HI_0023-0000,usa_HI_0023-0001,usa_HI_0023-0002,usa_HI_0023-0003,usa_HI_0023-0004,usa_HI_0023-0005,usa_HI_0023-0006,usa_HI_0023-0007,usa_HI_0023-0008,usa_HI_0023-0009,usa_HI_0023-0010,usa_HI_0023-0011,usa_HI_0023-0012,usa_HI_0023-0013,usa_HI_0023-0014,usa_HI_0023-0015,usa_HI_0023-0016,usa_HI_0023-0017,usa_HI_0023-0018,usa_HI_0023-0019,usa_HI_0023-0020
0,1991-10-09 20:18:07+00:00,231.4416839133893,,,216.27249151983642,242.17630779449007,223.95285429964594,208.6376568524454,206.88118531860465,214.42524639689182,221.0471542718323,236.19968454329685,,,,234.71648314282334,216.1452663223685,190.0954087532918,212.59011252650177,187.20242957886546,197.87034898934303,208.58860137191527
1,1991-12-12 20:18:31+00:00,,,,,205.03950943402646,202.0228834045888,188.95611431766713,194.40487063160688,200.83229202485265,193.48609868463478,197.2927185262264,,,,223.5840951093627,235.14899065230577,213.20582759529069,224.12526935324166,187.63879881568968,173.464472177544,185.01246276768023
2,1999-07-03 20:46:48+00:00,229.90945538939116,205.45688680319773,194.8381958558783,226.02990209603098,242.85875237192954,213.88600587624256,188.63403505442005,200.02421093749868,227.20507091161988,226.5459174492894,229.2489226617834,239.79932664789774,264.33619934674493,272.3402423107085,250.94136327742035,228.76661984182823,212.84821752337984,227.76843956253964,218.19383714387857,232.57963821070751,238.84534733088356
3,1999-08-20 20:46:55+00:00,245.49537960717853,210.1421009534952,196.92228007899476,229.69776440864507,244.7242348099221,220.1883756277383,202.21044456446958,216.67469255320714,242.07397067702692,249.97600459262202,251.88371043957565,257.859535650332,274.3287185747438,274.0398962462945,248.13493765184407,218.89863823299754,196.0306131040338,207.23930935022094,197.0802832220898,223.85109088841975,254.97824052159157
4,1999-09-05 20:46:59+00:00,244.893144208892,213.17704127506636,199.795706916646,220.65835463420564,235.04446815454713,216.49529690259033,203.35750050816608,214.47875980859908,237.70696072588817,246.12607721706826,252.46353926905962,245.08970578130362,270.4259260870971,266.6563279149486,242.14207246381588,207.80173857734349,182.74625040953038,199.1848014292488,190.3832764934669,214.67352650253306,251.60144495605695
5,1999-09-21 20:46:59+00:00,219.77798947718625,216.70427915495105,207.74369645379625,218.31107633110344,228.07479296745777,221.4787527037886,197.50590190443185,201.8354218386259,211.03208640017803,225.705339601958,241.98709197400768,241.14556850546853,250.26923094440167,254.25888713543483,255.5656052096123,205.64085863807873,186.51325616575537,195.28164692796804,186.6886524061835,202.20233490438255,239.72044442875762
6,1999-11-08 20:46:58+00:00,219.6467584146817,207.15577913779168,202.94523839152487,208.2427428833072,224.67163699429477,199.73385062639855,184.02897336325435,186.98569391261708,204.2321551242996,216.6062441427502,226.900405652235,231.03911813564446,244.9689280341052,247.40200447093426,226.35213986456944,203.44566801986628,177.93519051634843,202.1156256877639,188.66865900595656,205.44635228294402,229.8690958200628
7,1999-11-24 20:46:49+00:00,218.21000190652333,212.93678875187493,210.3178991031047,216.81671741250403,229.5918706810089,215.18469853119194,197.5075835193757,,,,,,232.78732698239918,247.18778432638442,239.09292251950868,206.91644737814187,185.04751834647465,197.17101453005006,179.53939706732268,188.5825944832383,207.20416531476204
8,1999-12-17 20:53:11+00:00,,,,,,,,207.92936010534748,210.71454900864433,204.39156198289618,211.1887768679146,207.96170518010496,205.87548753621343,211.81075536003362,238.7569313519122,256.69211530908666,207.77680254308336,199.86362070710726,181.6626489881465,189.28628100494484,203.33034698052725
9,2000-02-12 20:46:47+00:00,,157.59854299930797,161.27174020820976,180.9554542155239,190.20725130370263,195.0281063136619,187.04870692928395,193.67495275576889,203.88104497796718,197.2679808731038,210.307018352651,198.1738080764457,189.19020067977968,193.62655933329134,223.3791081280113,226.99516228826766,213.40371281826748,227.53849227880318,225.33568893700448,202.6755965794538,206.2330379340259
