dates,satname,nzd0173-0000,nzd0173-0001,nzd0173-0002,nzd0173-0003,nzd0173-0004,nzd0173-0005,nzd0173-0006,nzd0173-0007,nzd0173-0008,nzd0173-0009,nzd0173-0010,nzd0173-0011,nzd0173-0012,nzd0173-0013,nzd0173-0014,nzd0173-0015,nzd0173-0016,nzd0173-0017,nzd0173-0018,nzd0173-0019,nzd0173-0020,nzd0173-0021,nzd0173-0022
1999-07-18 21:58:25+00:00,L7,358.97,359.33,363.77,348.61,347.55,350.64,356.25,357.43,360.92,356.30,360.59,354.74,359.54,359.22,356.13,358.60,358.30,358.89,359.82,364.11,358.44,354.95,357.74
1999-09-20 21:58:56+00:00,L7,375.03,374.96,373.31,371.48,368.38,364.64,368.14,373.90,375.69,366.36,370.57,375.23,379.73,385.81,379.94,382.54,379.64,382.95,390.48,385.33,380.67,394.65,381.06
1999-11-07 21:58:56+00:00,L7,366.93,364.89,367.39,358.27,357.87,354.98,361.78,369.10,366.84,360.36,366.45,374.01,371.45,372.19,369.37,370.49,374.49,366.49,367.61,367.17,367.91,365.52,364.48
2000-03-30 21:58:09+00:00,L7,386.48,383.26,383.36,381.80,376.50,382.17,382.21,390.73,385.36,381.75,383.19,388.20,394.11,399.29,390.56,392.30,390.55,395.00,394.81,396.05,396.38,388.10,392.29
2000-05-17 21:57:43+00:00,L7,378.50,367.99,374.72,377.10,375.87,369.91,377.76,378.28,374.43,359.91,366.90,366.86,376.29,,,390.54,388.87,,425.06,413.61,418.00,392.57,394.74
2000-07-20 21:56:59+00:00,L7,353.40,351.50,363.80,346.34,344.82,347.18,350.46,358.88,353.70,354.35,353.50,353.73,360.76,357.57,365.83,367.28,363.57,362.88,361.00,366.61,358.47,352.47,358.69
2000-08-05 21:56:44+00:00,L7,374.05,369.78,370.40,355.23,359.88,357.78,357.01,368.20,366.08,361.27,364.80,371.37,368.04,372.41,374.68,374.15,372.59,366.94,367.97,373.32,374.54,362.24,365.27
2000-08-21 21:56:38+00:00,L7,362.93,365.06,373.05,359.19,364.31,358.93,365.34,372.97,373.75,364.75,368.23,374.85,370.15,375.88,374.47,370.18,372.38,367.28,366.13,369.90,374.13,362.80,362.88
2000-09-22 21:56:29+00:00,L7,,,158.58,196.13,,,,,,,,,388.69,382.18,385.23,385.91,367.65,366.83,365.59,,,,
2000-11-25 21:56:23+00:00,L7,380.53,369.53,373.61,365.12,367.05,368.82,373.58,375.53,376.91,374.35,372.54,378.89,383.05,377.81,378.83,370.32,,,,,,,
2001-03-01 21:56:21+00:00,L7,381.31,367.39,365.85,370.48,372.54,374.02,380.16,385.70,378.88,374.87,375.68,380.56,391.80,382.24,386.63,386.83,387.58,390.74,384.79,387.44,380.15,383.28,388.16
2001-03-17 21:55:52+00:00,L7,393.46,386.84,389.69,387.26,383.24,391.84,391.89,400.17,393.04,387.96,393.88,388.53,398.32,402.01,401.72,396.47,393.16,395.88,397.89,399.70,399.66,404.80,406.39
2001-05-20 21:55:29+00:00,L7,397.37,401.46,398.50,402.52,401.59,401.88,404.75,397.09,,,371.66,369.81,389.71,397.53,390.26,400.47,406.76,407.81,404.22,400.63,408.48,410.32,414.31
2001-06-21 21:55:05+00:00,L7,381.19,375.58,376.05,365.21,372.32,368.33,374.99,377.52,376.94,375.54,377.01,380.97,391.62,380.23,381.32,384.74,385.52,385.72,375.61,383.08,381.11,382.70,377.04
2001-08-08 21:54:37+00:00,L7,358.14,352.55,363.38,348.27,345.70,355.49,354.95,363.59,360.09,357.20,360.52,355.88,364.23,366.04,368.69,363.30,364.26,362.74,367.73,369.46,368.28,364.95,367.44
2001-09-09 21:54:12+00:00,L7,371.59,368.71,371.08,359.33,370.53,365.93,378.55,377.94,377.47,374.35,370.73,380.44,373.35,380.94,381.36,383.74,383.19,371.03,376.33,377.21,378.47,376.90,385.68
2001-09-25 21:54:04+00:00,L7,393.00,398.75,395.84,392.48,389.77,392.61,394.99,398.61,397.29,390.28,392.51,395.83,403.03,406.03,406.09,405.28,400.82,401.44,401.26,401.78,403.65,409.27,417.92
2001-10-11 21:53:46+00:00,L7,405.88,404.72,401.92,399.55,399.77,399.12,405.67,405.39,404.91,396.21,396.58,404.58,411.46,414.03,409.17,408.64,407.61,414.37,408.89,407.05,411.36,411.79,420.27
2001-12-30 21:54:13+00:00,L7,363.87,363.63,368.31,353.73,353.40,361.70,364.33,369.34,372.21,360.04,366.46,362.96,371.03,374.18,378.58,381.16,374.29,366.68,371.62,373.51,372.99,357.07,362.66
2002-02-16 21:54:54+00:00,L7,361.73,353.30,363.78,351.39,347.71,361.74,358.36,369.91,367.62,358.76,366.51,370.40,382.88,378.72,379.30,381.96,383.36,385.68,372.62,376.22,379.25,380.98,370.23
2002-03-20 21:54:48+00:00,L7,375.74,367.72,364.70,371.29,369.60,368.79,380.03,379.49,380.99,376.43,379.73,385.40,393.27,383.88,382.39,385.27,387.67,387.35,375.89,379.33,385.53,380.56,385.10
2002-05-23 21:54:42+00:00,L7,,,445.48,422.17,418.61,409.21,408.97,408.44,381.93,373.33,383.13,387.37,407.06,409.43,393.30,396.20,392.57,403.89,410.71,404.36,402.19,405.61,414.79
2002-06-24 21:54:28+00:00,L7,386.63,379.59,380.12,380.40,376.06,375.24,381.26,384.54,379.16,374.23,378.77,382.04,389.45,384.22,385.80,386.99,388.35,384.83,383.98,387.31,385.48,384.58,389.36
2002-08-27 21:54:00+00:00,L7,370.67,369.38,375.38,357.31,366.67,364.61,370.18,374.16,374.64,370.72,369.74,379.35,373.74,375.49,377.21,377.92,382.82,369.59,371.51,375.10,376.80,375.78,366.66
2002-10-14 21:53:43+00:00,L7,386.23,388.14,388.87,383.29,386.03,382.94,392.69,393.49,388.51,375.49,376.63,382.09,390.94,389.87,389.68,391.43,391.14,392.03,392.60,394.28,392.96,392.78,404.37
2003-01-02 21:54:22+00:00,L7,372.10,366.94,370.74,358.40,367.38,365.12,372.90,373.50,374.55,369.47,367.80,376.82,373.91,380.12,380.06,382.97,382.71,376.51,382.99,376.37,382.43,386.34,387.67
2003-01-18 21:54:30+00:00,L7,374.42,366.85,370.48,356.36,367.71,363.15,372.54,373.88,375.88,366.78,368.08,378.83,374.08,378.26,381.14,384.10,386.80,380.76,382.81,379.49,384.57,385.30,388.50
2003-04-08 21:54:23+00:00,L7,375.79,366.13,365.09,361.99,371.76,371.60,375.26,381.33,373.90,373.90,369.73,379.09,384.11,380.05,381.99,382.79,386.26,380.62,385.15,384.22,382.30,385.58,386.57
2003-05-10 21:54:46+00:00,L7,403.78,405.91,402.24,399.30,398.47,398.06,400.34,400.13,398.10,391.36,395.77,395.78,402.23,405.25,400.36,404.14,396.99,400.36,400.81,401.67,404.65,400.03,407.04
2003-05-26 21:54:43+00:00,L7,405.16,412.42,411.21,412.37,405.86,403.57,409.26,411.92,410.86,404.84,401.91,402.15,412.30,415.96,409.54,408.66,401.51,405.31,405.52,406.66,403.93,405.48,406.35
2003-07-21 21:42:33+00:00,L5,402.22,405.35,407.93,406.64,402.71,404.86,407.60,410.05,405.85,393.98,389.94,395.87,404.46,411.78,413.10,408.58,410.63,415.09,414.30,411.62,417.98,414.72,418.40
2003-08-06 21:42:27+00:00,L5,405.96,412.08,417.92,414.35,410.63,413.28,415.12,421.96,412.11,397.72,392.22,396.97,410.23,413.95,411.64,405.32,408.17,413.42,416.12,412.62,413.04,415.53,411.20
2003-08-22 21:42:44+00:00,L5,377.61,373.87,379.14,371.59,369.50,364.12,372.63,373.94,367.41,363.60,381.26,377.84,389.20,392.66,390.81,389.27,386.40,394.84,394.50,398.45,400.13,392.47,395.86
2003-09-07 21:43:24+00:00,L5,,,,,,,,355.39,377.28,371.80,,,,410.22,410.20,407.28,408.93,413.49,410.09,409.02,410.11,409.20,415.84
2003-09-23 21:43:15+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04+00:00,L5,372.59,367.83,370.29,356.02,357.66,367.79,370.63,375.97,374.48,365.17,370.45,375.89,384.86,382.24,381.09,381.25,376.47,379.63,376.40,377.54,378.20,377.61,381.29
2003-12-12 21:44:10+00:00,L5,395.29,369.19,389.59,393.53,374.30,370.41,380.16,372.47,398.01,375.98,374.40,377.62,399.67,377.95,372.78,386.00,385.95,376.37,379.60,383.85,386.19,381.74,376.42
2004-01-21 21:54:39+00:00,L7,369.28,366.98,367.85,353.67,357.52,362.03,367.20,372.24,371.48,365.55,368.01,374.59,374.24,377.73,380.31,381.37,381.45,373.40,373.94,374.24,375.85,,
