dates,nzd0173-0000,nzd0173-0001,nzd0173-0002,nzd0173-0003,nzd0173-0004,nzd0173-0005,nzd0173-0006,nzd0173-0007,nzd0173-0008,nzd0173-0009,nzd0173-0010,nzd0173-0011,nzd0173-0012,nzd0173-0013,nzd0173-0014,nzd0173-0015,nzd0173-0016,nzd0173-0017,nzd0173-0018,nzd0173-0019,nzd0173-0020,nzd0173-0021,nzd0173-0022,satname
1999-07-18 21:58:25+00:00,367.40,370.06,374.50,360.41,358.28,360.47,365.33,368.16,368.79,364.73,370.42,363.17,368.62,371.02,366.86,368.43,368.13,368.72,370.55,373.19,369.17,364.78,370.85,L7
1999-09-20 21:58:56+00:00,365.86,365.69,367.09,358.45,356.51,356.31,360.97,364.21,367.24,360.19,364.25,363.85,368.40,370.91,366.58,369.24,367.63,369.59,373.69,373.49,368.10,373.46,367.62,L7
1999-11-07 21:58:56+00:00,366.45,365.73,367.49,358.72,357.27,356.14,361.49,366.14,367.33,360.48,365.26,367.47,369.68,371.67,367.81,369.93,370.20,368.83,371.97,371.64,368.34,371.09,366.94,L7
2000-03-30 21:58:09+00:00,372.41,368.62,369.92,364.03,361.73,363.57,367.38,374.46,372.10,366.76,369.82,376.82,378.17,379.74,374.51,376.39,377.52,375.75,375.75,377.00,376.69,371.81,371.72,L7
2000-05-17 21:57:43+00:00,377.35,369.08,372.50,372.25,369.64,370.04,374.44,377.96,375.10,365.69,369.05,372.38,379.66,386.29,378.74,385.42,383.71,384.17,382.99,399.29,400.64,384.33,385.51,L7
2000-07-20 21:56:59+00:00,373.32,368.25,374.63,369.15,366.40,367.03,370.71,376.63,371.65,365.86,368.47,370.12,377.62,380.23,379.83,383.98,381.61,380.44,379.54,392.65,391.62,378.32,382.72,L7
2000-08-05 21:56:44+00:00,375.64,371.36,376.30,368.67,367.50,367.22,369.59,377.25,372.26,366.86,370.06,372.57,377.53,381.62,381.75,384.02,381.85,379.27,379.32,390.13,390.07,376.80,381.69,L7
2000-08-21 21:56:38+00:00,374.61,372.03,377.58,368.89,368.79,367.33,370.37,378.32,373.97,367.95,371.46,374.54,377.68,382.84,382.34,383.02,381.72,378.48,378.43,387.71,388.81,375.77,380.28,L7
2000-09-22 21:56:29+00:00,374.61,372.03,377.58,368.89,368.79,367.33,370.37,378.32,373.97,367.95,371.46,374.54,377.75,379.95,380.41,381.59,377.46,373.85,373.35,387.71,388.81,375.77,380.28,L7
2000-11-25 21:56:23+00:00,375.23,373.51,379.76,366.97,368.56,366.93,369.67,378.44,374.61,371.18,373.52,377.21,378.47,378.81,380.94,378.27,374.34,371.27,370.94,379.99,380.93,370.06,376.80,L7
2001-03-01 21:56:21+00:00,386.42,375.46,376.73,375.50,376.80,377.83,382.79,387.62,383.03,380.11,380.52,385.23,388.25,381.28,384.05,381.46,377.12,378.28,374.64,397.13,391.60,393.78,402.16,L7
2001-03-17 21:55:52+00:00,387.34,377.44,379.23,377.42,377.13,380.84,384.28,389.98,385.03,381.30,383.31,384.90,389.62,384.96,387.10,383.97,380.80,382.48,380.57,396.11,392.90,396.79,400.94,L7
2001-05-20 21:55:29+00:00,387.27,380.17,380.78,380.10,379.97,383.10,386.63,388.49,385.03,381.30,377.40,378.55,389.75,388.65,388.22,387.48,393.67,395.98,393.27,393.92,393.73,397.30,400.06,L7
2001-06-21 21:55:05+00:00,387.22,381.41,381.11,379.82,381.01,382.72,386.75,388.71,384.78,381.41,378.27,378.86,391.67,388.95,388.57,390.84,391.96,393.75,389.22,391.52,390.94,393.98,394.75,L7
2001-08-08 21:54:37+00:00,383.72,378.58,380.51,376.75,376.90,379.98,382.88,386.63,381.31,378.25,377.42,376.58,388.67,387.61,387.54,388.03,389.12,390.24,387.87,389.60,389.35,390.88,392.89,L7
2001-09-09 21:54:12+00:00,381.18,378.08,380.80,373.68,375.73,377.66,381.92,384.32,380.25,377.37,375.73,375.95,384.34,386.51,385.73,386.71,387.54,385.60,385.41,386.91,388.26,388.90,391.46,L7
2001-09-25 21:54:04+00:00,380.51,379.74,381.30,373.92,376.31,377.15,381.92,383.28,380.65,377.24,374.79,376.84,384.66,386.51,385.87,387.81,388.41,386.05,385.36,386.71,388.33,389.13,392.88,L7
2001-10-11 21:53:46+00:00,383.15,381.87,382.70,375.96,378.19,378.95,384.16,384.93,383.71,379.12,376.56,379.87,387.41,388.87,387.73,389.42,389.75,388.91,387.25,388.38,390.13,391.04,394.96,L7
2001-12-30 21:54:13+00:00,380.18,379.82,382.25,373.03,373.98,376.94,381.51,385.12,383.97,377.30,379.33,381.62,386.43,390.60,390.93,390.39,388.00,385.22,387.31,387.62,389.10,385.96,393.42,L7
2002-02-16 21:54:54+00:00,381.47,380.70,383.06,374.46,375.11,378.85,382.81,387.11,386.01,378.19,381.19,385.10,390.78,393.94,393.77,394.79,392.49,390.47,389.02,389.58,392.02,389.83,394.86,L7
2002-03-20 21:54:48+00:00,382.39,380.61,381.89,376.97,375.03,379.52,383.20,387.53,386.79,378.69,383.09,386.18,394.86,394.65,394.09,395.19,393.48,393.84,389.04,390.10,393.54,390.67,394.88,L7
2002-05-23 21:54:42+00:00,376.59,373.61,377.66,379.14,376.42,379.11,381.38,385.88,378.69,370.35,377.71,379.75,392.02,391.05,387.48,389.89,388.22,389.65,386.80,386.81,389.08,384.80,388.19,L7
2002-06-24 21:54:28+00:00,379.10,375.11,378.27,379.40,376.35,378.33,381.36,385.62,378.78,371.13,377.92,380.21,391.51,389.69,387.15,389.31,388.25,388.68,386.24,386.91,388.36,384.76,388.43,L7
