,dates,jap0370-0000,jap0370-0001,jap0370-0002,jap0370-0003,jap0370-0004,jap0370-0005,jap0370-0006,jap0370-0007,jap0370-0008,jap0370-0009,jap0370-0010,jap0370-0011,jap0370-0012,jap0370-0013,jap0370-0014,jap0370-0015,jap0370-0016,jap0370-0017,jap0370-0018,jap0370-0019,jap0370-0020,jap0370-0021,jap0370-0022,jap0370-0023,jap0370-0024,jap0370-0025,jap0370-0026,jap0370-0027,jap0370-0028
0,1984-07-02 01:16:26+00:00,,178.38888431176514,189.8915477930814,195.16442947355966,192.37626877459223,194.984143050108,196.59300701389142,200.56783109963376,196.81362777884016,200.92500995712453,208.67410501077015,209.41786560358776,206.91299311546567,202.61734378839935,204.16606185559476,209.8230243561932,206.31657110410043,210.20511488571066,209.2489410410193,194.25729399681296,188.88610419711446,189.60884075556928,191.9807727731282,183.51212912849064,176.95445075183738,176.19594858699958,178.6873258803529,169.3286335255622,168.85130584874338
1,1984-07-09 01:22:40+00:00,,,,,,,,,,,,,,,,,,,,,,187.79777066532154,184.98985213187794,182.34817287480396,183.566855656681,180.37330611871784,175.94858531648254,162.01774692829161,161.12747023106965
2,1984-10-22 01:17:58+00:00,185.96197283230566,183.03228276845473,186.45527012227282,182.86316722658367,182.90290601848287,188.97594915733023,192.96140089737193,192.00102915625365,189.3747151458269,200.1400314354119,198.06082282248136,200.37699350022754,201.5520829501414,202.8972281406341,196.9204486879868,202.16368878281887,203.95021852105316,198.85076071413488,194.4866684767686,186.00334013117393,196.66629238614303,191.0805061654144,184.1774790375862,191.72077154506135,187.3224004276087,185.4058770549822,184.46791204518914,179.79473001127596,172.3931421758529
3,1985-05-02 01:18:05+00:00,192.44916125748426,180.28909234117168,184.3526015284375,181.26889308194166,176.19413954442587,177.93293592521178,174.9264570431244,171.46701200931852,177.22496651806523,175.91327139702457,179.40053308667348,191.8719212518211,188.2440720152798,187.8290706072301,191.57311548561,196.42984958123014,190.18314763042508,188.89315956926313,178.16841584254678,168.0178929472708,171.89233628652443,164.14245830743886,175.52355297312744,166.20441373225879,166.8663364971,176.88011397062746,171.77702531824406,159.8236123415216,150.6758397086254
4,1986-01-29 01:15:00+00:00,,217.92470094769385,229.44749626293842,189.91433787168776,161.62875153552218,154.05117806215958,162.64697679776873,154.65908162359844,,179.04303690197736,,,,,,,,,,,152.94762472005308,,,139.80898515473518,171.89742119556115,165.9298393848012,,,148.8393002474502
5,1986-08-09 01:09:48+00:00,,,,199.52111832800472,197.16562588313445,201.9418230360144,196.41957217949778,205.33919677892976,204.83789411199274,211.2832017329749,213.41366100898685,216.19944721521142,221.73042468441966,220.45452897262493,218.79314767000903,216.97480604020575,213.8501898408996,211.14904694764047,208.27716504280977,206.58468241799937,205.6902669862261,199.54150158961315,198.624762455035,199.39818870360395,198.7347059344474,198.09263873238024,194.94868568584485,193.55475340696984,184.40823315915935
6,1986-09-26 01:08:08+00:00,,173.7745352011218,172.08369503943337,165.35022653134988,176.6241610840856,186.8706311290834,180.13186713206895,184.26466738731986,182.6964135726253,196.57193674012333,201.0307968361352,195.18280030010158,193.2163051194207,195.1735536096806,187.33762366116193,191.70286057643833,187.48532658944052,182.74121197267283,192.3509577466577,178.3392739097977,187.95779929000068,182.28580503226223,181.54522285362586,180.19217599294504,181.22472098200888,179.88048346590605,175.90687742591172,164.04191067764376,157.82292550872546
7,1986-12-15 01:06:42+00:00,180.88378287647953,173.14108125757951,174.28101845687658,168.66573564776158,184.7306614942132,190.33307719646808,189.62900433418412,187.34337742421678,191.96586292247872,198.55371853759863,204.52539254217146,197.86388004967563,202.46097277779512,199.1082704388726,202.2008298170669,194.43246040529715,194.33012330582915,193.83406075619052,198.40119582150234,190.71677439589678,192.59623680801047,185.64037872989303,184.4533954030189,185.0016268689497,193.5192451187172,186.1944775682087,177.81784101338792,171.23975641740117,166.6701751423711
8,1987-01-16 01:07:39+00:00,200.6014212079824,195.1270960602065,191.43043842125172,197.7305267756492,186.85183415473546,197.80586635085902,205.47758546802487,211.41667973371716,216.2993642885993,224.105398471417,221.6365840901979,221.7502585135779,225.71780784330144,226.43974087366303,220.04975977421256,215.19450146494918,214.42698503258018,217.48891779198104,210.1333658106662,197.87659732580056,207.9896209976794,200.2521493605828,209.9405962547132,209.38654946633568,204.30272257902413,195.93470770961474,193.44240058063653,193.39748719130384,178.7976382532271
9,1987-02-08 01:14:36+00:00,172.80077635625125,166.78748867847304,168.68199534613646,,157.27248328802062,168.76935452194667,158.83970215946573,164.91345420823646,174.030098465956,184.4305801357882,,,,179.54721691016704,176.19004519271112,180.32576393291166,173.02787169646982,169.7717368928073,159.30916780311694,136.05983526522357,150.21344563291407,156.4918729194804,167.341193445466,160.1146666798936,166.47437392297164,158.45487437789708,158.2507514536602,150.7358351159742,143.59498996757276
