dates,nzd0495-0000,nzd0495-0001,nzd0495-0002,nzd0495-0003,nzd0495-0004,nzd0495-0005,nzd0495-0006,nzd0495-0007,nzd0495-0008,nzd0495-0009,nzd0495-0010,nzd0495-0011,nzd0495-0012,nzd0495-0013,nzd0495-0014,nzd0495-0015,nzd0495-0016,nzd0495-0017,nzd0495-0018,nzd0495-0019,nzd0495-0020,nzd0495-0021,nzd0495-0022,nzd0495-0023,nzd0495-0024,nzd0495-0025,nzd0495-0026,nzd0495-0027,nzd0495-0028,nzd0495-0029,nzd0495-0030,nzd0495-0031,nzd0495-0032,nzd0495-0033,nzd0495-0034,nzd0495-0035,nzd0495-0036,nzd0495-0037,nzd0495-0038,nzd0495-0039,nzd0495-0040,nzd0495-0041,nzd0495-0042,nzd0495-0043,nzd0495-0044,nzd0495-0045,nzd0495-0046,nzd0495-0047,nzd0495-0048,nzd0495-0049,nzd0495-0050,nzd0495-0051,nzd0495-0052,nzd0495-0053,nzd0495-0054,nzd0495-0055,nzd0495-0056,nzd0495-0057,nzd0495-0058,nzd0495-0059,nzd0495-0060,nzd0495-0061,satname
2000-08-19 22:11:49+00:00,398.61,347.38,355.09,352.62,345.44,342.43,348.81,337.13,348.02,359.06,350.03,349.74,355.08,357.92,365.54,361.15,356.82,354.67,355.36,357.15,357.23,357.48,360.73,357.78,355.81,352.93,353.96,353.70,354.32,357.75,352.11,349.33,344.82,345.24,348.62,350.28,352.46,349.32,347.82,349.45,351.27,350.18,354.68,353.98,354.07,359.71,366.92,369.74,362.81,351.11,352.66,350.75,347.06,344.69,341.60,346.03,352.10,354.49,353.87,355.87,362.17,367.08,L7
2000-09-20 22:11:14+00:00,398.94,350.82,357.39,355.34,344.18,338.38,344.14,330.45,343.14,357.52,347.82,348.39,353.78,357.13,364.39,361.24,358.00,353.82,354.48,356.84,357.82,358.83,361.43,357.10,355.41,351.92,354.17,354.09,354.43,357.56,352.61,349.05,344.77,344.20,347.45,349.76,352.08,349.81,347.96,350.11,349.80,349.41,354.84,351.01,352.78,359.34,368.62,371.02,363.95,352.59,354.07,351.13,347.36,344.73,340.64,345.76,351.78,353.57,352.95,355.82,362.64,368.93,L7
2000-12-18 22:05:01+00:00,397.47,345.70,350.82,347.65,337.13,329.39,341.44,323.75,337.58,350.65,342.73,344.41,348.20,354.70,361.02,355.23,351.67,348.22,346.82,348.84,350.84,352.70,357.45,353.08,350.46,347.06,350.85,350.68,355.01,356.16,349.33,344.85,342.69,342.79,342.93,341.84,343.52,342.91,342.98,346.68,343.70,344.87,349.24,346.06,350.93,358.95,371.19,376.07,366.95,353.71,356.87,349.92,345.58,340.67,336.48,342.28,349.09,351.32,348.88,354.44,359.03,367.98,L7
2000-12-25 22:11:14+00:00,393.05,343.15,347.58,345.12,334.81,329.43,338.87,319.57,335.98,342.94,340.62,342.99,342.79,348.15,353.17,348.53,343.73,340.53,339.92,340.11,344.56,346.38,349.86,347.60,344.76,342.72,346.75,343.22,347.89,349.17,342.94,339.62,336.18,335.65,333.12,332.43,333.76,335.34,337.26,339.09,338.33,337.25,338.48,335.97,344.94,354.33,364.46,370.52,361.60,347.36,348.68,342.46,339.77,337.06,331.23,337.39,344.06,347.06,342.52,344.58,350.40,355.57,L7
2001-01-03 22:05:00+00:00,393.80,340.77,345.24,342.48,334.13,328.16,338.55,321.12,335.78,344.37,341.68,343.61,343.60,348.73,354.32,348.27,343.78,340.46,339.88,340.14,345.00,346.79,351.50,349.58,345.92,345.14,348.11,345.87,351.39,352.63,344.83,341.72,338.70,338.77,333.54,331.72,333.25,333.77,336.84,338.16,338.66,338.65,339.23,336.53,344.92,355.19,363.95,370.15,360.48,346.96,348.63,343.63,341.34,336.98,332.62,337.91,344.39,346.29,343.69,345.58,349.69,356.53,L7
2001-01-26 22:11:18+00:00,391.41,338.78,343.58,341.62,332.58,327.98,335.63,319.56,333.91,342.67,340.34,341.63,342.19,347.21,352.57,347.06,342.29,338.94,339.05,339.53,343.61,346.16,350.06,349.18,345.80,345.16,348.69,345.69,350.83,352.17,344.83,341.72,338.70,338.60,333.05,331.55,332.83,334.10,336.84,338.04,338.29,338.67,337.93,336.05,344.92,354.79,362.66,368.51,359.51,346.87,348.35,343.72,341.62,339.30,333.68,339.31,344.35,345.54,344.21,344.95,348.98,354.01,L7
2001-02-20 22:05:00+00:00,387.87,337.48,341.97,341.14,333.98,327.11,328.92,318.46,333.76,342.88,340.30,340.83,341.48,346.73,352.28,346.64,342.50,338.62,338.88,339.65,343.34,346.43,350.33,349.75,347.29,347.28,350.57,348.04,352.39,353.23,346.79,344.43,341.29,339.79,332.81,331.12,331.04,332.53,337.46,337.30,338.63,339.42,337.22,335.18,343.22,354.25,358.66,364.50,356.31,351.68,352.43,349.43,347.42,346.92,341.98,344.31,346.56,343.19,345.66,345.30,343.38,352.61,L7
2001-03-31 22:10:55+00:00,390.44,338.80,342.25,342.05,336.27,331.63,335.21,329.26,340.52,346.94,344.91,344.75,344.90,350.15,356.34,350.21,346.34,342.44,342.70,343.66,347.15,350.05,354.12,354.00,351.96,353.37,355.22,352.77,357.77,359.04,348.73,347.54,343.60,345.16,336.53,335.00,333.56,334.82,339.37,339.96,342.88,342.79,339.26,339.11,352.45,358.37,360.60,367.01,359.28,354.97,356.35,352.65,351.97,350.71,347.10,348.01,350.03,346.32,349.67,348.10,346.31,354.48,L7
2001-04-09 22:04:41+00:00,392.77,339.38,343.32,343.78,337.58,332.69,335.30,329.27,341.74,348.20,345.35,345.07,345.49,349.97,356.74,351.28,346.66,342.98,343.82,344.57,348.31,350.62,353.69,354.04,351.81,352.90,355.03,352.34,356.37,357.85,348.92,348.02,344.07,345.17,337.82,336.64,335.56,336.80,339.37,340.20,342.65,342.77,340.15,340.09,351.37,357.88,359.38,365.99,358.48,355.10,356.01,352.75,350.95,350.72,347.48,348.63,350.63,347.06,350.65,348.88,347.57,356.49,L7
2001-04-16 22:10:54+00:00,393.44,340.11,342.90,343.84,337.23,332.90,335.43,330.66,342.44,349.11,345.75,345.84,345.64,350.39,357.08,351.97,348.10,344.42,344.42,345.50,348.31,351.07,354.30,354.39,352.05,353.04,355.02,352.45,356.54,357.53,348.92,348.02,344.07,346.14,339.10,338.35,337.56,338.09,339.37,340.39,342.30,342.88,340.71,340.74,349.78,356.40,358.48,365.15,358.03,355.47,355.60,352.46,350.48,349.73,346.92,347.75,349.91,346.26,349.09,348.40,347.65,356.88,L7
2001-06-19 22:10:17+00:00,394.83,340.56,342.84,344.40,337.34,334.10,334.46,329.44,342.43,349.26,346.01,346.01,346.56,350.18,356.77,352.68,348.54,344.63,345.35,346.20,349.49,351.89,354.60,354.98,352.45,353.84,355.58,352.77,356.07,357.50,349.40,349.68,344.30,347.00,339.84,339.30,338.50,338.73,340.53,340.95,341.74,342.48,341.35,342.04,349.16,355.10,357.13,363.41,356.68,354.00,353.56,351.14,349.17,349.46,347.20,348.85,350.38,346.53,350.29,348.92,349.39,358.43,L7
2001-06-28 22:03:56+00:00,396.07,340.77,339.15,345.37,337.85,333.21,336.70,336.05,345.14,353.43,347.77,346.96,348.81,353.34,359.65,354.64,351.50,348.60,348.24,351.02,354.12,354.61,358.77,358.98,355.70,356.35,358.02,357.77,360.63,360.66,355.76,355.26,351.61,352.06,345.61,345.09,343.59,341.76,348.28,344.78,344.73,346.23,346.24,347.53,351.40,358.56,360.38,367.23,360.38,358.04,358.42,356.66,354.11,353.01,351.06,351.84,353.68,349.36,353.60,353.79,352.99,362.76,L7
2001-07-05 22:10:09+00:00,395.16,342.35,339.69,348.06,339.13,334.90,336.66,337.25,346.83,353.99,348.07,347.10,349.14,353.72,359.77,355.88,352.76,350.00,349.67,352.81,355.59,355.64,358.88,359.22,356.56,356.61,358.76,357.99,359.84,359.69,356.89,356.98,352.55,352.20,347.34,347.79,348.38,346.61,354.82,347.66,347.54,348.92,349.52,351.37,354.28,360.24,361.60,367.77,362.30,361.31,361.10,358.29,355.50,356.94,354.10,354.84,356.71,353.18,356.75,356.97,358.21,368.67,L7
2001-07-14 22:03:57+00:00,395.54,341.18,339.69,348.06,339.13,333.28,335.44,338.09,346.80,353.74,345.72,346.46,349.07,354.04,360.26,356.47,353.62,350.83,351.14,354.15,356.82,356.02,359.91,359.85,357.43,356.98,358.42,358.80,360.19,360.94,358.75,356.45,354.20,353.35,349.25,349.28,349.98,347.47,354.62,348.44,348.38,350.34,350.78,352.16,355.78,361.16,362.44,368.75,363.20,362.56,362.96,360.08,356.81,357.28,354.99,355.65,357.87,353.68,357.69,358.60,360.02,369.41,L7
2001-08-15 22:03:26+00:00,399.92,343.76,342.57,350.80,342.88,335.39,339.14,341.27,349.51,357.03,348.73,349.14,351.08,356.18,363.01,359.19,356.74,353.29,352.52,356.12,360.11,359.23,362.35,360.81,358.66,358.17,358.43,359.08,359.45,362.28,359.16,356.03,353.00,354.05,351.59,351.71,352.25,348.88,352.23,349.81,349.73,351.14,352.89,353.57,354.36,361.62,362.75,368.80,363.55,363.98,363.38,360.65,357.07,355.55,355.00,355.05,358.45,354.32,358.33,359.92,361.96,372.81,L7
2002-01-29 22:09:33+00:00,415.26,368.25,352.50,358.03,348.77,346.61,344.39,330.09,343.51,357.18,351.93,348.82,348.32,356.83,357.54,356.99,352.37,345.54,345.24,346.83,350.75,354.70,352.22,346.33,345.78,347.43,345.98,343.70,340.84,352.29,350.65,347.41,346.82,344.02,342.87,340.00,339.71,344.17,340.42,341.20,341.21,340.41,344.27,347.45,346.99,354.98,354.29,357.54,351.61,354.87,348.83,340.33,339.06,336.85,336.65,340.80,348.35,344.59,349.68,352.46,356.11,371.44,L7
2002-02-23 22:03:31+00:00,386.79,370.75,354.47,357.71,348.25,345.08,343.06,333.66,339.83,351.78,348.36,349.21,348.00,355.26,351.90,348.12,345.25,341.49,342.72,341.97,341.48,341.44,344.75,341.75,342.82,342.45,345.38,347.71,344.44,346.98,344.83,340.80,340.11,341.63,336.25,334.64,331.59,338.93,337.97,335.16,336.16,336.51,339.96,346.57,352.44,354.98,352.79,356.44,349.68,347.80,346.05,336.98,338.50,339.75,337.17,340.03,348.48,342.97,349.40,351.42,354.94,371.76,L7
2002-03-11 22:03:31+00:00,380.53,368.10,358.60,359.57,348.75,345.10,341.65,334.79,341.81,353.99,347.62,347.80,348.00,352.55,352.04,347.62,345.27,340.73,341.39,342.52,342.53,342.43,344.94,342.95,342.52,343.94,345.64,347.42,343.47,346.35,345.38,343.36,341.58,342.83,337.40,334.16,334.15,340.04,338.39,335.94,337.63,336.55,338.78,343.76,352.06,356.17,353.84,358.04,350.12,347.75,346.36,340.71,338.82,340.94,336.99,341.04,349.75,343.71,349.76,354.08,360.22,376.52,L7
2002-04-12 22:03:25+00:00,383.53,362.11,357.28,357.97,345.90,342.46,338.87,331.86,340.68,349.20,344.46,344.93,344.31,347.71,348.01,344.62,341.76,337.65,338.82,339.66,342.53,343.38,344.33,342.23,341.19,342.91,344.60,346.01,342.83,346.84,345.38,343.36,341.58,338.53,335.72,332.55,334.15,339.22,338.39,335.14,336.92,336.72,337.36,340.69,349.09,354.91,352.76,356.61,349.86,347.21,345.75,341.74,338.32,342.11,337.69,341.88,350.04,344.59,351.33,355.31,362.59,378.00,L7
2002-04-19 22:09:33+00:00,383.09,357.29,352.61,353.58,343.28,338.44,337.25,331.37,337.39,346.65,337.11,341.00,339.69,343.65,344.30,339.94,337.89,334.18,335.71,336.29,342.53,339.85,341.46,338.82,338.05,340.39,342.17,344.33,342.01,346.13,345.38,343.36,341.58,335.50,334.62,332.82,333.93,337.90,338.39,334.63,335.33,336.22,336.53,339.15,346.20,351.52,351.38,355.16,349.29,345.50,344.41,340.81,338.33,339.90,335.30,339.99,347.21,342.35,349.59,353.89,360.47,375.23,L7
2002-05-05 22:09:37+00:00,388.11,354.75,349.91,347.78,339.62,335.84,334.76,326.23,336.52,343.45,333.67,337.44,337.28,342.32,344.30,339.39,333.99,332.08,333.06,334.28,342.53,336.35,341.46,336.97,337.45,339.45,342.98,344.51,341.20,346.10,345.38,343.36,341.58,335.42,333.94,332.39,334.25,337.54,338.39,334.20,335.44,336.76,339.18,339.62,343.30,349.28,350.31,354.97,350.36,345.56,345.20,342.61,339.99,340.69,335.98,339.32,345.69,342.71,349.30,353.89,360.47,375.23,L7
2002-05-14 22:03:19+00:00,390.96,354.55,351.27,347.78,341.07,336.20,335.86,328.03,337.51,344.19,333.66,337.30,337.99,342.07,344.19,339.72,335.03,333.49,334.77,335.48,343.05,337.19,342.30,338.98,338.98,340.46,343.06,345.07,343.25,346.51,346.25,343.82,341.54,336.11,334.60,334.56,336.98,340.21,341.16,336.75,338.19,339.14,341.02,340.97,345.77,350.86,352.22,356.55,351.12,347.32,347.15,344.88,342.44,342.77,338.40,341.98,347.50,345.06,351.43,356.16,362.84,377.63,L7
2002-05-30 22:03:13+00:00,393.33,351.51,351.27,347.78,341.07,333.10,332.46,326.07,336.31,342.06,327.08,329.83,336.27,341.19,342.88,339.27,334.80,332.77,334.16,335.81,343.04,338.59,342.65,339.48,339.15,338.85,342.45,345.50,344.03,347.20,345.48,342.94,341.68,336.06,335.48,335.64,339.87,342.59,343.44,337.80,339.16,340.87,341.96,341.09,346.27,352.06,352.77,357.65,351.74,349.12,348.84,346.99,343.66,343.75,339.53,343.44,346.51,345.06,351.43,354.80,363.82,379.06,L7
2002-06-15 22:03:07+00:00,393.60,349.57,351.27,347.78,341.07,329.39,327.35,323.53,334.19,339.82,321.33,322.48,328.71,341.19,340.37,337.73,333.65,332.49,333.47,336.07,343.04,339.28,342.74,340.04,338.75,338.32,342.05,345.42,344.80,348.03,345.48,342.62,341.94,336.51,336.50,337.73,341.31,342.86,345.04,340.02,340.77,342.19,343.43,342.53,347.94,352.75,354.06,358.68,352.44,350.69,350.30,348.67,344.51,345.19,341.88,345.46,347.84,346.39,352.81,356.65,365.54,380.22,L7
2002-06-22 22:09:15+00:00,393.62,347.31,351.27,347.78,341.07,325.84,324.38,320.73,332.20,337.48,315.56,316.34,324.98,341.19,338.13,336.18,331.91,330.66,332.29,334.96,343.04,338.63,340.57,339.17,337.16,334.16,340.62,343.69,344.00,347.47,345.48,342.62,341.94,334.74,336.00,337.65,340.67,341.47,345.04,341.08,340.52,340.39,341.67,342.37,347.06,351.04,352.85,357.39,351.15,350.34,349.26,347.49,343.85,344.58,341.08,344.52,347.29,345.73,351.81,356.21,365.03,379.39,L7
2002-08-18 22:02:45+00:00,393.04,341.92,348.51,342.23,335.80,322.26,321.03,319.04,330.35,336.45,311.13,312.85,322.53,337.30,335.00,332.78,329.46,328.91,330.97,333.99,340.97,337.79,340.58,339.64,337.45,333.78,340.61,343.84,344.78,347.93,346.19,342.55,340.11,333.82,335.54,338.46,341.82,341.40,346.78,342.36,341.33,340.95,341.90,341.39,346.38,350.66,353.58,357.14,351.85,350.04,349.34,348.72,344.84,345.07,341.74,344.53,346.26,345.33,351.35,356.04,365.76,378.81,L7
2002-09-10 22:08:43+00:00,400.09,337.22,342.89,335.51,331.25,318.45,317.17,315.28,327.48,332.22,304.34,306.83,317.70,332.53,329.96,329.69,326.12,326.25,328.67,331.71,338.49,336.78,338.92,338.10,336.41,331.95,339.05,341.87,344.21,348.26,343.90,339.99,337.92,331.48,334.59,338.73,342.20,341.61,349.00,343.51,342.09,341.67,341.90,340.87,343.57,348.55,352.22,356.04,351.50,350.29,349.73,347.95,344.29,344.97,341.67,344.18,344.43,344.19,349.80,354.55,364.22,376.66,L7
2002-09-26 22:08:32+00:00,399.67,337.30,341.90,335.67,330.34,319.13,318.04,315.86,327.65,332.37,305.82,308.56,318.34,331.76,330.14,329.17,326.65,326.54,328.54,331.74,338.49,337.47,339.55,338.62,336.52,332.28,339.13,341.99,344.60,348.15,343.98,338.83,337.28,331.60,335.23,338.57,341.36,341.72,348.18,343.52,341.49,341.31,341.11,340.00,342.98,347.34,351.48,356.24,351.04,350.11,349.67,346.97,343.55,343.92,340.53,343.11,343.17,342.65,347.88,352.54,362.09,375.22,L7
2002-10-12 22:08:26+00:00,400.46,336.54,339.78,332.17,329.17,317.42,316.65,315.07,326.45,331.57,302.58,305.48,316.69,331.55,329.41,325.36,326.14,323.67,324.79,331.81,338.49,336.50,339.18,338.46,336.44,328.72,335.15,342.01,341.23,344.34,343.98,338.83,337.28,332.27,335.74,339.77,342.16,337.52,348.18,342.19,340.20,339.75,339.76,338.80,343.29,345.03,350.07,355.04,349.71,348.69,348.52,344.47,341.73,340.35,337.88,340.49,340.02,339.33,343.94,349.20,358.30,372.08,L7
2002-12-24 22:02:57+00:00,395.76,332.04,332.27,331.37,323.61,320.72,321.36,318.77,323.19,331.17,317.00,322.86,326.04,327.99,330.13,320.20,328.05,321.53,321.41,331.12,334.00,335.76,340.01,339.60,339.71,331.03,332.05,341.12,337.32,340.59,342.05,336.22,331.84,332.05,333.57,335.68,335.28,328.42,341.56,337.86,334.48,332.33,332.44,333.27,337.94,340.09,346.10,351.35,346.05,343.10,341.97,333.23,332.16,329.37,328.73,329.90,330.67,330.44,334.74,341.14,347.95,362.65,L7
2002-12-31 22:09:08+00:00,395.76,332.04,332.27,331.37,323.61,320.72,321.36,318.77,323.19,331.17,317.00,322.86,326.04,327.99,330.13,320.20,328.05,321.53,321.41,331.12,334.00,335.76,340.01,339.60,339.71,331.03,332.05,341.12,337.32,340.59,342.05,336.22,331.84,332.05,332.76,335.99,335.87,329.25,341.81,338.65,334.59,331.58,331.75,334.34,339.73,340.25,346.21,350.67,345.96,342.92,340.77,332.74,331.99,329.99,329.43,332.43,333.23,331.68,336.16,341.94,349.55,363.43,L7
2003-02-01 22:09:21+00:00,401.53,331.66,335.21,335.46,326.14,323.22,322.48,319.58,326.00,333.59,321.89,326.76,329.56,330.41,332.97,324.58,331.02,323.71,324.19,332.83,335.83,337.83,342.25,341.99,341.59,334.26,336.01,342.11,338.45,342.90,343.12,339.29,334.67,335.49,335.88,339.96,340.86,333.36,344.86,340.89,336.98,332.88,332.68,336.48,343.10,342.87,347.26,352.18,348.90,346.47,343.97,336.41,334.19,333.16,331.69,334.76,336.67,336.29,341.06,345.00,350.99,364.94,L7
2003-08-05 22:02:59+00:00,416.41,333.02,,,,317.71,335.15,346.71,347.83,352.23,320.26,307.18,335.42,341.18,351.10,345.35,348.67,353.74,351.91,355.93,,,,,353.58,348.51,353.92,354.57,358.52,362.33,360.10,353.28,358.32,361.61,361.70,370.53,,,,368.71,371.81,365.86,367.81,362.59,367.56,371.61,372.29,377.10,367.58,369.43,368.40,,,347.03,348.59,345.63,348.31,346.64,351.91,354.33,360.07,368.07,L7
2003-08-13 21:51:32+00:00,410.88,357.01,359.67,358.29,359.64,337.33,346.06,344.55,350.52,355.65,333.14,327.93,345.97,348.83,357.67,358.18,354.00,355.72,356.84,361.21,366.45,356.18,362.08,369.06,358.32,356.28,361.59,355.47,362.16,367.10,359.33,359.89,363.20,368.42,373.39,380.53,388.01,399.18,383.32,368.02,372.85,369.62,369.15,366.88,372.72,378.65,375.97,379.80,377.75,376.46,371.10,368.72,359.56,354.78,352.68,352.22,354.62,352.50,357.83,359.38,367.95,385.50,L5
2003-10-07 21:58:35+00:00,407.97,354.96,354.42,352.77,349.29,335.83,343.92,342.36,348.48,353.56,336.55,331.16,345.04,347.79,355.33,355.25,350.12,350.81,349.90,354.12,354.56,348.35,353.40,355.74,351.90,350.34,356.33,353.35,360.23,365.06,359.40,359.31,360.84,366.98,369.01,374.19,374.91,381.50,371.78,364.07,366.24,365.78,367.29,366.07,370.63,375.77,374.52,377.80,375.17,370.63,366.37,360.80,351.46,350.61,348.13,353.02,356.31,355.16,358.68,361.22,369.93,386.88,L5
2003-10-15 22:08:58+00:00,407.97,354.96,354.42,352.77,349.29,335.83,343.92,342.36,348.48,353.56,336.55,331.16,345.04,347.79,355.33,346.47,341.69,342.10,341.55,344.57,354.56,348.35,353.40,355.74,351.90,350.34,356.33,345.15,353.61,358.56,359.40,359.31,360.84,358.78,361.47,364.62,374.91,381.50,371.78,364.07,366.24,365.78,357.81,355.51,360.34,366.34,363.91,367.33,365.68,360.23,366.37,360.80,351.46,350.61,348.13,353.02,356.31,346.90,348.83,352.88,360.69,378.06,L7
2003-10-16 21:52:31+00:00,407.53,353.69,351.63,350.55,344.94,335.50,342.42,340.12,345.41,351.99,336.92,332.48,343.80,347.34,354.26,346.95,341.59,342.08,341.69,344.64,352.78,347.71,353.66,354.98,351.19,349.66,355.20,345.49,353.77,358.55,358.60,357.94,360.21,358.87,362.79,365.45,372.33,376.39,370.19,365.00,365.57,365.88,359.01,356.12,361.73,365.88,364.49,367.12,366.19,361.72,367.30,360.60,352.31,349.75,347.37,352.89,355.24,346.42,349.16,352.73,359.87,378.18,L5
2003-10-31 22:09:12+00:00,407.53,353.69,351.63,350.55,344.94,335.50,342.42,340.12,345.41,351.99,336.92,332.48,343.80,347.34,354.26,346.95,341.59,342.08,341.69,344.64,352.78,347.71,353.66,354.98,351.19,349.66,355.20,345.49,353.77,358.55,358.60,357.94,360.21,358.87,362.79,365.45,372.33,376.39,370.19,365.00,365.57,365.88,359.01,356.12,361.73,364.49,363.39,365.90,364.90,360.13,363.87,360.60,352.31,349.75,347.37,352.89,355.24,346.42,349.16,352.73,359.87,378.18,L7
