,dates,aus0092-0000,aus0092-0001,aus0092-0002,aus0092-0003,aus0092-0004,aus0092-0005,aus0092-0006,aus0092-0007,aus0092-0008,aus0092-0009,aus0092-0010,aus0092-0011
0,1987-09-11 23:09:41+00:00,230.2651137084417,235.93088403138663,240.30848078049553,228.43891700406598,226.1673456242567,226.6176663759541,229.0346871257563,223.63390603471683,230.4323794222394,237.8595183233484,243.17796832918594,526.7177556546874
1,1987-10-06 23:04:03+00:00,253.61631648943325,256.13040768322514,253.38071296387974,249.67670415142027,252.28568829098242,248.84210563394146,247.31919330937626,241.65027915212204,244.26682560131613,243.93153348283903,248.25367126179572,507.5185637330369
2,1987-12-16 23:11:29+00:00,252.2584974942502,241.41951411248672,234.72652904508772,241.67921480142834,230.28716858702825,235.4180063287751,228.15320275325408,231.47175198047145,226.74476775030251,232.76156044792575,247.80843867179536,498.94046257123483
3,1988-01-17 23:12:02+00:00,232.3635242132027,230.96027667514994,227.80700296629922,223.18793794564786,229.25859877375584,226.1762051548506,230.43334307558936,218.054158679386,217.47680835113255,217.48847742644756,233.525996164566,529.5267602557568
4,1988-02-18 23:12:35+00:00,250.7255630253937,253.49074441077465,236.14268420759993,232.42852817304993,230.15474370751048,230.20735312181066,227.0690029184644,219.8441204906356,222.05553535050962,222.71677884569175,228.94610461331644,550.4017302405753
5,1988-05-08 23:13:14+00:00,235.4756206773103,233.54833020141987,228.8520440303304,227.76277380285208,243.03106900182803,239.413292862596,242.0844096547275,228.9606065982327,229.5410210443879,225.91616691623966,234.20033192497448,493.86468239544666
6,1988-05-24 23:13:21+00:00,241.35871796757698,231.6669122766495,226.4209535205632,239.1407540825684,234.07139427205541,236.03898722742784,242.39386522916791,237.9470207657919,236.31945239645555,231.3097461699893,240.40224757927288,476.207503099596
7,1988-06-09 23:13:27+00:00,237.79489029644964,239.0851524314839,240.36136145919565,237.53324370559395,235.53472974602045,240.82262962673965,239.2288216329306,236.57040770331082,236.48508274757737,237.75504691248616,253.52065376326257,475.5423392130732
8,1988-06-18 23:07:20+00:00,239.49512279563024,236.5567297110687,236.73370416509383,232.76519135957454,232.66475396938017,237.7464541674075,234.4945356594652,233.41846147174533,237.51894823189684,236.45929654495112,242.87979213328953,497.5754605622928
9,1988-07-27 23:13:38+00:00,231.92134181137195,238.13164057876665,233.9361062383189,227.29161168694182,230.00454285737177,237.00454446781666,233.4180379867546,231.21890532818608,232.48925357522256,238.26822785498058,246.81823704946316,515.3275672115835
10,1988-08-28 23:13:42+00:00,261.0481579135391,259.9458901505306,254.27031317866485,252.92908156077826,239.35661686426576,239.40630951164445,237.16216269681635,233.1623284627053,236.68931173657003,241.29978213182136,256.1368836647631,525.040862051176
11,1988-09-22 23:07:26+00:00,252.1776944913751,247.06888144993823,244.19027947801263,244.76374108070274,240.85899297348038,241.8435181686798,233.6152097969535,235.85000477563972,233.48929061866198,247.37330112085257,258.6030484060028,495.37863423485453
