,dates,mex0103-0000,mex0103-0001,mex0103-0002,mex0103-0003,mex0103-0004,mex0103-0005,mex0103-0006,mex0103-0007,mex0103-0008,mex0103-0009,mex0103-0010,mex0103-0011,mex0103-0012,mex0103-0013,mex0103-0014,mex0103-0015,mex0103-0016,mex0103-0017,mex0103-0018,mex0103-0019,mex0103-0020,mex0103-0021,mex0103-0022,mex0103-0023,mex0103-0024,mex0103-0025,mex0103-0026,mex0103-0027,mex0103-0028,mex0103-0029,mex0103-0030,mex0103-0031,mex0103-0032,mex0103-0033,mex0103-0034,mex0103-0035,mex0103-0036,mex0103-0037,mex0103-0038,mex0103-0039,mex0103-0040,mex0103-0041,mex0103-0042,mex0103-0043,mex0103-0044,mex0103-0045,mex0103-0046,mex0103-0047,mex0103-0048,mex0103-0049,mex0103-0050,mex0103-0051,mex0103-0052,mex0103-0053,mex0103-0054,mex0103-0055,mex0103-0056,mex0103-0057,mex0103-0058,mex0103-0059,mex0103-0060,mex0103-0061,mex0103-0062,mex0103-0063,mex0103-0064,mex0103-0065,mex0103-0066,mex0103-0067,mex0103-0068,mex0103-0069,mex0103-0070,mex0103-0071,mex0103-0072,mex0103-0073,mex0103-0074,mex0103-0075,mex0103-0076,mex0103-0077,mex0103-0078,mex0103-0079,mex0103-0080,mex0103-0081,mex0103-0082,mex0103-0083,mex0103-0084
0,1985-02-04 16:06:30+00:00,202.14566359080496,202.08616791728488,200.99686869512675,206.22365994568923,206.7914521728424,204.39131399881794,202.7922520086982,199.30905245604885,197.18492395092957,199.4249695978096,194.98684586162796,198.22605659174553,203.62881499164502,200.962862893081,197.0878289712651,203.4774665957718,202.98605870401667,204.41827987541768,202.59785916570095,208.2515286182437,206.67720344990926,212.3898731162086,212.06506328768307,212.33303727604067,202.65345922943436,204.14410639131316,202.2813253272127,203.79674126164332,200.51789585207104,202.02553411911938,201.55015248617775,200.82361992067783,200.95236917433854,204.26920939702643,203.94429075445234,201.08798600288048,201.04011464958307,203.5269136811354,203.6554995929041,201.64726680019152,200.70651647506168,205.56686604477545,207.59534029921494,206.10195419448735,207.65894774623123,208.62956986209278,207.65821485483292,204.04296732049727,203.48531301758157,204.4400095830767,203.31933666861678,196.48830579359782,197.71360227517135,189.60315273757038,190.74177671652683,196.43619526712706,202.3894194894945,196.56120206307708,198.00372947650385,195.64328267039164,198.19689196150122,193.09442002329587,194.20734722531333,188.782428170569,192.7401155365548,189.92128693520334,192.05207482613469,186.72247976980577,191.1199085258766,191.62091634350978,194.49093173904055,194.44444368637187,194.75818741468717,192.4267010513081,195.3765345570347,195.85061267788308,200.25910482369827,200.76509979561877,206.09526338132372,201.08191488838312,201.58685692270507,206.24213473258195,210.47515366448692,206.19143347265305,208.1123248053598
1,1986-01-06 16:03:38+00:00,189.15311260595234,189.63352319551694,188.62537294180004,190.84037210279294,192.41478589794156,191.88115087208197,186.9290351860808,184.92504788609804,185.66402866994858,183.19505953255714,185.96402098683117,182.72214498140536,185.21168460263974,186.6949481047335,188.84031609306953,185.19618575269624,186.632958051007,183.59334257150235,185.5215870147915,183.48475118820727,193.8997427496734,191.89071330630065,196.31535366360788,192.49150664464747,192.41465451167906,188.8218640216656,193.14662998563526,188.73589979206872,188.86116828258184,186.8519584794436,188.04489139116228,188.78767807093956,184.7993448062706,184.25664969806053,184.7056570110405,187.58806275510594,186.2548461803827,190.70323536185668,191.97699516256665,188.5663401016291,190.34172658357164,192.96013029162893,192.06817039400576,194.33611800663522,190.45192136619914,195.6764787094047,193.6758729816984,189.36254538703693,186.54972810732585,190.0873026471587,183.71824376501752,183.85042283130647,178.5320061497481,180.07082440467633,173.1086510496528,173.87506795468232,180.24774912739804,179.69983504196642,176.1548749286889,177.77091268623798,177.35191383984883,181.61326649008657,173.133496368631,175.58805289139707,174.93659929820078,173.01522913491306,170.40253181672156,171.75113764891745,171.25933352844004,171.17102684906914,173.54562647412286,174.46522403255096,176.08007536184712,174.07016005869912,179.13983168759265,180.25843361919772,183.16590253030816,182.59646092184678,186.12731538951,189.04569819253447,192.86238911812998,193.32098490071337,192.95802593787914,190.28781433949737,193.4104602717914
2,1986-03-11 16:02:14+00:00,208.142561725924,206.88357944579158,206.54487670572527,203.97859229344556,208.19709397039742,204.5015641478007,201.59081176295874,207.22565279503877,208.69275995832217,207.87484506403297,205.08598547721795,204.55761806824887,207.77981169016266,205.13239117761495,204.5719399582057,199.61234065404818,205.66908298411653,203.66365405015696,207.59347708659584,203.16028534311914,210.05588599551527,207.3801077518197,209.69207980056464,211.89541464116377,215.24462410425463,209.9207280422369,211.18464309721367,207.87077339747225,210.62843228580945,205.59927419048924,203.24731544962765,205.00642164464745,207.61055375272744,209.11063820867096,208.59741531069943,210.2762009179511,208.02093890873113,208.84777842523533,206.5288836784239,209.05331564930168,207.9043869328996,211.01598860866065,209.99893430731893,211.55497005293392,209.2634492508347,214.21142188237525,211.29608301805615,209.52251149994927,202.3802855885621,203.15788487971884,197.19950624350778,204.92176825760572,201.54352657029307,200.515172054785,193.0580200055797,193.42107689994754,191.0711856996037,190.1046060586351,190.08006584274818,196.25217681573022,189.25389097981878,195.61109197629924,192.41294514072104,198.03062910281454,194.8842842939282,193.81906368436768,193.9734316230411,194.68825060902435,195.73259833524182,199.37622846966212,198.5621873934451,197.8851850846641,197.14332648800766,197.68168169968982,200.97337973058904,202.3605864682395,205.77410730175376,201.88284334196953,202.02637599243167,203.3086707551821,210.93804229387158,211.978488164495,214.34304432362467,212.0893934707536,210.63710685545766
3,1986-03-27 16:01:55+00:00,196.00331537594369,199.08946978291647,192.86508311009425,194.28232964620895,189.74969266263903,191.6081342657583,192.33534501696053,197.37988417514728,197.67406031113853,197.75542095184903,195.83721922449087,196.37555144266554,192.44250068322754,190.8384213360337,191.2874593471015,188.10511107814636,192.91531530924965,190.15337800389656,195.9692326058896,189.1975893627324,197.0729333265098,195.59871855664193,199.4920200806664,202.94412075846446,203.6771112074378,195.32844280066251,200.1119259997019,194.65131873149747,197.26758573217433,192.5920278710213,190.65848200968364,190.98327866032466,193.8464748953946,197.06929786690276,192.61607666627518,193.8985238551386,193.19521436164723,193.33221175108312,194.7091429202057,193.08511940455605,199.93086447983546,197.51391449877065,200.52965052326323,198.88474433909164,203.09220298155617,204.10258160997762,203.46065456057465,205.27368314367052,196.6354278858289,195.6026981345803,192.07956342136697,190.6499968809538,183.5318853973514,188.43134054375622,189.52225003850447,190.89422104572415,184.43195330902066,185.52052089698634,182.46687833161425,187.40030769683435,182.84387549225826,187.35993444296318,183.0893610979907,182.55355294542346,181.78928526765526,187.13230773941487,181.0595078760029,186.51246502172802,183.8105000438862,183.80514644426086,179.7023283828224,181.94045920370303,187.31879384920228,192.07441170569646,188.13012278818377,189.01297822814456,192.7624693941722,195.00320919473734,191.06825713020652,193.54517439468384,203.8728053209817,206.10262325713455,203.7718573116124,201.4718631014777,202.26389221674307
4,1990-03-22 15:56:21+00:00,179.12967470997552,176.90708003228718,172.39395715179506,169.76488230949076,181.73896817504516,176.14258901326411,178.11620277720775,182.35019039498434,186.3694505194419,192.54349128120293,187.08608060025335,188.37596434497183,186.04304064155062,191.4312063908682,188.97541214613304,190.55172029488966,184.65842601480213,,,,,,,,204.00853223235086,201.79459594963367,192.37771539236041,194.0357816915076,187.79724427950867,188.74668456695497,183.3501532238598,187.39582329337082,188.20807040412535,187.1484790009193,185.11444035474196,181.63658132390668,179.8825205130341,175.55886059494802,187.33702911559183,186.24648850038054,188.15360949527198,186.55848905794238,190.31237664260084,187.32930504830142,187.58574858352566,192.3198532502336,188.06953092119693,188.75441483482172,180.13075705316513,179.90902995493343,180.60414180545948,181.60535668612266,173.10518635376047,175.2175875547843,171.2027054506442,174.20214127128543,169.70944402073422,175.54763667083841,170.87275692024565,172.7765890511497,176.41363686229235,176.75384166684583,171.68984133033237,171.04361057460196,170.94745388044504,174.86067082862124,172.71805397405421,175.81371213631172,173.0506059930253,178.54303866417658,177.0225773768127,181.79965115584383,178.0842816012538,180.05161261243822,180.1124332082797,180.46783147756383,175.6754972534249,178.0416968635812,180.23497052468446,186.61921721154096,190.13562028262413,181.7235306963528,185.3428428054927,183.6636958822452,181.16993803688885
5,1990-03-29 16:02:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1990-04-23 15:56:19+00:00,186.87760810732783,188.9146988252309,184.98166020415155,186.71316453654316,182.37990493031714,183.9297829330451,177.2255153307229,187.10873729772382,185.615231808553,185.73101243501748,181.67539269997422,186.5033975328049,182.59683467540475,186.4996811655953,181.86744310753923,186.070081618433,183.71566935480223,186.88219259123358,182.54223440448538,185.9702901232727,188.18838987919608,188.40396084601846,186.96130280441224,186.25165090878073,189.91671034349696,193.0999182154024,186.66030912951703,191.18489174169082,184.5794357161603,187.33252759869612,183.3549874330678,184.36041500398497,182.91857317764874,184.15594883058745,184.13657022145935,179.08177791262509,183.0862960619287,180.03645034452637,180.39987539537066,183.2334880640591,174.19326845371342,180.2553641636909,180.84245216429508,186.96970244433743,185.0459145352782,189.72372105963902,184.88293380961068,183.22885322508057,177.84697170458693,181.14584206631713,178.4577638687717,176.0706878663853,176.87005532687942,174.75865069165525,174.66767619080161,170.40546174965482,172.21769276937732,171.06696412717494,171.3707558045453,166.4375958602352,166.1396775284526,179.12839491106632,173.05182310252422,171.12143975812754,170.89649287271334,169.4229498613754,174.49109537602743,173.05569460184105,173.69633718228386,173.8516804413196,175.52767228974093,178.2072195295268,178.57384767674233,175.20372163476208,179.17245520473602,180.25790587790183,184.211914179629,180.74373336202586,184.42347304492642,184.91661817205517,186.7902957550008,185.34416573937852,192.49975463279384,187.23822452676765,189.08619366997766
7,1992-09-03 15:58:21+00:00,164.85835927708223,170.01833093620849,162.53198162633157,173.07511365400873,163.81861502994454,173.09144819101124,166.84278964613614,177.19245976176973,171.7639025572352,175.9097720143282,169.6195097183304,168.16231141173512,168.28098182487832,170.35928138329382,170.3518361437732,171.75975586562558,174.88440136928727,171.46893516021274,174.6669550198099,179.39250069296475,172.43035978581668,183.07480725851593,176.48109944581796,176.3404141209242,174.61507020328258,174.56527560848818,177.1286631140892,171.26736810675922,171.60188602161838,178.55733342157464,173.72627090356931,173.4887883619663,177.6123618849652,173.7468737884986,174.4829668858381,170.78695848308263,170.26020384661302,167.55774340380933,169.56729824112614,168.1113615137599,167.4636104044509,181.01997528328505,176.49767887322415,179.02668355641757,183.42151950044254,178.94943449049043,180.41957320361203,172.43732075948918,174.12514645545244,170.62111679658398,172.73360431092564,159.14963591378668,166.7075727329547,162.14822344546036,163.82397051483898,155.49573050050054,167.52385336499748,154.48617016647873,156.6778422936836,152.45716838950383,157.74134688737234,162.3026401785117,167.68105062716793,164.39008946602567,158.98692141816528,161.7468312487519,164.65886405336204,166.69253865483427,165.4595196190394,160.8571710023638,164.88109325010635,159.66115971249292,163.62659496373396,165.33251993924654,162.5144044989886,164.95266110800287,164.92591892786027,170.9848472286975,170.15264708309957,162.2081667680753,172.43061707843628,174.2267003140555,175.85405978369747,169.50803034162195,179.78832416731117
8,1993-01-25 15:57:49+00:00,211.92506072101492,211.51043167016985,208.7682682344024,206.28792455046548,215.45228774240059,213.333626733949,211.94548349944463,207.89482410316916,208.81558833039054,210.02704528942286,208.81966186366367,209.0964884021899,208.37672657017208,210.53913214759976,208.49183899395655,211.30127673372982,208.84438414878719,210.4944635187726,207.32341115305135,209.06461754577714,214.06515948532376,220.34849484510625,222.4387198934287,219.4336157761141,218.40289012351474,217.57519671381294,216.69181729947798,214.74018380192527,213.35007279779722,216.63040678023822,211.1998075720968,209.70170290777125,208.297181329305,209.28539235693103,210.07409183532673,210.48178424448662,207.8735880451283,208.4134618861516,208.4136133012159,213.47536881320934,216.27252086536186,216.0240454922863,217.23406005030955,218.1015371339647,219.79173170883413,218.68578492059794,215.16936892742586,214.8092624117092,210.74329321976361,213.38100740673934,208.78967732974763,207.67995286928158,202.48951889251913,206.30577548885793,197.34471178444517,201.38917787448543,198.34632331769353,202.85217490431262,200.00318517812883,202.1692907828396,204.4276891459681,204.05202623182151,196.40802466938442,202.10361615724392,196.21707012301118,194.1116276293437,198.46526237002382,200.96250870393726,195.68488154583613,197.52491381576004,199.577665832964,203.31989704539777,196.78344874871775,201.3802108408812,201.941422034423,204.7648433887622,200.91513165530506,203.6402894333017,212.70846589716498,212.26513004414875,216.47613444484912,217.61637042386056,214.3196083036207,216.06350438000266,215.2972830457614
9,1993-02-10 15:58:00+00:00,202.83645146819254,211.277388607942,209.31351020873063,208.97743076401423,206.02811695117802,207.52944557786145,206.75625185520474,208.53236230489642,206.62253516236348,207.58795582271708,210.06367061248906,206.1914159078992,205.91431662416056,205.0703272448098,205.88862302687258,203.96300644165626,202.67075506180942,212.03184854368493,206.01207153176398,209.38235512449467,209.1128551832462,213.61752995673646,214.49777477610317,212.6033510675032,209.45753392626375,210.54455894363187,207.20417992694092,204.59974711193885,209.16453708597606,206.9180000179497,203.55419871444494,204.29356510953755,206.67562194004864,212.7993731383492,202.80755021262527,204.17902988996357,210.5313444276506,220.3157102342202,241.81974767705304,217.38378201584112,210.88271359028565,211.73726333311535,213.0831731840414,211.1377467050733,210.4110439832345,207.14433012157457,206.9643399677962,207.3981580107967,205.91015745511788,199.11546890546646,177.33844799871127,172.3060079097582,182.06116813243628,202.5874864937143,199.29194428157626,200.81387181262275,199.99267431835466,201.30973116936178,198.9176774940296,197.79773543744275,196.28893247241672,194.36501287928678,196.538589808449,194.4362481273227,193.81227150513084,190.52541095403961,193.38704861472888,191.6096181726988,193.38187870006803,191.67505235741993,191.80432094116003,191.30325045488837,191.8042016034222,198.30121344104805,196.81759716480383,203.36992982483338,202.42075561437866,201.68298066224693,204.0035743899367,206.34780856006876,203.85670387131998,209.18719014544163,210.1468441256768,209.09890934278383,206.09129436737533
