dates,nzd0460-0000,nzd0460-0001,nzd0460-0002,nzd0460-0003,nzd0460-0004,nzd0460-0005,nzd0460-0006,nzd0460-0007,nzd0460-0008,nzd0460-0009,nzd0460-0010,nzd0460-0011,nzd0460-0012,nzd0460-0013,nzd0460-0014,nzd0460-0015,nzd0460-0016,nzd0460-0017,nzd0460-0018,nzd0460-0019,nzd0460-0020,nzd0460-0021,nzd0460-0022,nzd0460-0023,nzd0460-0024,nzd0460-0025,nzd0460-0026,nzd0460-0027,nzd0460-0028,nzd0460-0029,nzd0460-0030,nzd0460-0031,nzd0460-0032,nzd0460-0033,nzd0460-0034,nzd0460-0035,nzd0460-0036,nzd0460-0037,nzd0460-0038,nzd0460-0039,nzd0460-0040,nzd0460-0041,nzd0460-0042,nzd0460-0043,nzd0460-0044,nzd0460-0045,nzd0460-0046,nzd0460-0047,nzd0460-0048,nzd0460-0049,nzd0460-0050,nzd0460-0051,nzd0460-0052,nzd0460-0053,nzd0460-0054,nzd0460-0055,nzd0460-0056,nzd0460-0057,nzd0460-0058,nzd0460-0059,nzd0460-0060,nzd0460-0061,nzd0460-0062,nzd0460-0063,nzd0460-0064,nzd0460-0065,nzd0460-0066,nzd0460-0067,nzd0460-0068,nzd0460-0069,nzd0460-0070,nzd0460-0071,nzd0460-0072,nzd0460-0073,nzd0460-0074,nzd0460-0075,nzd0460-0076,nzd0460-0077,nzd0460-0078,nzd0460-0079,nzd0460-0080,nzd0460-0081,nzd0460-0082,nzd0460-0083,nzd0460-0084,nzd0460-0085,satname
2001-01-17 22:17:03+00:00,408.55,399.36,390.37,381.28,371.87,364.69,363.63,365.20,373.09,372.71,375.30,379.34,386.32,391.06,380.00,368.05,355.52,343.26,339.15,334.54,330.42,326.37,323.96,322.77,319.53,324.33,326.72,327.74,334.10,342.87,352.44,352.97,349.99,355.39,366.62,371.29,373.71,381.52,388.46,390.84,396.00,403.81,413.99,418.63,409.22,403.07,393.56,389.25,387.53,381.26,378.55,372.78,365.04,365.43,357.39,345.26,341.60,338.63,331.02,322.82,316.90,312.83,316.06,311.54,317.68,320.45,313.01,305.40,307.86,309.29,315.37,318.69,316.77,314.96,318.09,322.72,332.95,336.19,336.67,339.85,349.82,348.95,352.82,361.51,377.60,383.90,L7
2001-04-07 22:16:37+00:00,408.62,398.69,389.29,380.57,371.87,364.85,364.16,365.40,372.42,372.70,375.13,378.72,386.48,391.22,379.91,367.69,355.22,343.30,339.40,334.71,331.31,327.15,324.22,322.58,320.10,324.39,326.92,328.32,334.40,342.89,351.05,352.84,350.24,355.58,364.69,369.07,371.59,379.89,386.75,389.85,396.53,403.80,412.87,417.37,407.85,402.80,394.79,390.39,385.30,380.41,375.89,373.65,366.34,366.71,358.26,346.44,341.80,338.62,331.33,325.80,319.13,314.66,316.38,310.89,315.66,317.78,311.58,305.40,307.61,308.64,312.49,316.50,316.92,316.60,319.44,323.06,332.83,336.36,336.76,339.81,349.32,349.41,351.43,358.59,374.07,378.89,L7
2001-08-13 22:15:25+00:00,408.41,397.68,382.25,373.50,370.37,366.11,367.01,367.47,366.17,366.38,370.24,376.40,385.75,390.26,375.84,361.47,351.77,342.61,336.24,331.37,329.91,323.76,321.31,319.25,318.33,318.54,320.94,327.02,334.24,342.61,346.51,349.27,349.47,354.94,355.91,356.79,358.09,367.60,375.94,385.62,389.45,392.96,401.06,414.01,404.85,402.33,398.72,387.88,381.32,379.34,367.80,371.75,369.00,369.21,360.54,348.18,342.25,338.54,332.87,340.69,330.28,323.80,317.99,307.66,305.55,304.46,304.41,305.40,306.36,305.35,298.06,305.55,317.67,317.44,314.19,318.01,335.33,334.30,333.57,335.17,342.87,346.14,339.34,333.72,338.60,358.85,L7
2001-08-29 22:15:16+00:00,408.10,396.82,379.85,373.58,370.22,367.00,366.05,366.00,366.84,367.96,372.13,378.63,385.61,387.81,375.62,362.93,353.41,345.77,338.81,332.94,327.92,325.52,324.62,319.75,320.61,321.30,322.61,327.73,336.03,341.20,345.63,351.70,351.21,354.43,356.55,360.29,362.09,368.63,375.83,387.80,393.43,397.64,403.44,414.01,407.64,404.30,402.46,394.43,383.90,383.97,373.45,375.04,369.21,367.67,358.88,349.72,343.54,338.65,333.70,338.05,333.12,325.43,318.43,310.21,307.50,309.14,309.61,306.05,306.01,306.24,304.66,312.91,319.12,319.62,320.77,325.71,338.97,333.28,331.15,336.77,344.86,346.27,340.03,337.23,344.54,363.04,L7
2001-10-23 22:21:01+00:00,406.91,398.85,381.46,374.16,370.03,367.92,365.16,365.81,368.72,368.29,374.18,378.51,385.11,388.17,376.44,363.50,354.78,348.44,340.71,331.68,325.60,324.56,323.87,320.11,324.79,322.75,322.91,329.14,333.58,337.20,345.41,353.70,355.77,356.24,359.37,363.46,365.42,370.45,375.96,386.96,389.33,400.01,410.37,420.88,412.97,406.56,400.95,389.96,385.91,386.10,379.98,370.88,366.05,365.40,356.89,347.11,344.12,338.66,332.12,337.48,333.81,324.51,316.25,313.11,317.40,319.30,310.13,304.57,314.30,311.47,310.86,315.74,319.54,320.00,319.77,327.52,337.35,331.50,332.19,336.49,343.55,342.33,337.62,334.21,338.62,367.31,L7
2001-11-01 22:14:53+00:00,404.05,395.52,379.79,374.16,370.03,367.92,365.16,357.54,357.49,363.48,369.43,375.27,380.69,384.53,374.30,360.48,350.60,343.77,335.64,328.43,323.05,323.25,321.97,318.43,321.28,318.96,320.54,328.56,332.23,335.87,343.23,350.99,354.47,354.02,354.78,360.18,363.54,366.90,372.99,383.82,389.63,402.42,411.38,421.44,411.05,403.99,398.56,386.87,379.06,381.05,375.92,373.92,367.00,365.72,357.30,346.73,343.35,333.54,327.84,336.37,329.35,323.76,316.29,313.17,319.33,318.24,311.45,306.66,315.78,315.92,311.90,316.48,322.23,321.36,320.98,325.10,337.46,333.00,332.90,336.73,343.06,340.89,336.48,332.98,338.65,357.36,L7
2002-01-04 22:15:14+00:00,404.58,394.86,379.28,372.11,366.41,364.76,363.11,356.14,357.74,364.53,371.00,376.55,381.72,385.43,373.55,360.38,350.76,344.01,335.95,327.72,323.48,323.80,320.83,317.68,320.67,321.12,322.02,328.26,333.72,336.94,344.91,351.73,353.94,353.02,353.28,358.95,364.62,367.88,373.13,384.27,393.24,403.59,410.60,419.11,408.96,401.66,396.59,386.98,382.86,379.35,375.70,369.64,365.51,364.07,356.93,348.65,342.61,332.27,327.84,336.37,329.35,323.76,316.29,313.17,319.33,318.24,311.45,306.66,315.78,315.92,311.90,316.48,322.23,321.36,320.98,325.10,337.46,333.00,332.90,336.73,343.06,340.89,336.48,332.98,338.65,367.85,L7
2002-01-20 22:15:25+00:00,404.58,394.86,379.28,372.11,366.41,364.76,363.11,356.14,357.74,364.53,371.00,376.55,381.72,389.01,376.09,362.91,353.85,346.33,338.42,331.11,326.93,326.08,324.26,321.50,323.88,325.07,325.80,331.56,336.18,340.32,347.69,353.44,355.03,354.16,355.66,361.10,367.89,371.20,377.73,388.54,396.88,406.32,413.16,421.06,411.03,403.93,399.10,388.74,384.89,381.20,378.42,370.69,369.37,368.77,360.83,352.04,345.94,337.28,333.87,338.08,332.34,327.11,321.01,318.69,323.36,322.88,315.19,311.20,318.36,319.96,318.24,320.18,325.19,324.26,324.80,328.97,337.92,334.58,334.50,340.16,345.14,343.01,342.51,344.46,353.32,375.43,L7
2002-02-05 22:15:25+00:00,406.56,396.09,380.62,373.55,367.37,364.77,363.23,357.66,360.74,366.88,373.02,378.15,382.68,389.56,376.68,363.72,354.81,346.69,338.99,332.23,328.24,326.92,325.04,322.57,325.24,326.75,328.00,332.67,338.20,342.24,349.93,354.73,355.66,355.94,357.80,361.77,368.47,372.48,379.62,390.75,398.12,407.02,414.50,422.14,413.25,405.44,400.05,390.28,385.38,382.40,380.35,371.21,370.44,370.80,362.92,353.63,347.19,338.96,335.73,337.13,333.02,327.97,320.81,318.54,323.59,325.10,318.42,313.06,318.43,319.87,318.44,320.72,325.23,324.65,325.98,329.18,337.54,336.77,337.70,343.48,347.44,345.31,344.79,349.14,357.72,375.62,L7
2002-02-12 22:21:39+00:00,407.54,396.77,382.71,376.62,369.22,366.88,365.24,359.19,362.84,369.97,375.46,380.07,383.74,390.56,377.56,365.31,356.18,348.29,342.28,335.18,330.85,329.53,327.38,324.35,327.01,329.18,331.03,335.41,340.38,343.74,351.75,357.20,357.77,357.59,358.84,363.35,370.43,375.10,382.06,392.59,401.93,412.41,418.73,424.28,415.41,406.62,401.33,392.49,383.95,382.44,381.02,374.47,372.86,373.13,365.39,356.73,349.45,340.67,338.26,339.68,335.14,329.35,321.19,318.45,323.28,325.51,319.49,314.72,318.51,320.34,319.05,321.76,325.57,328.26,330.84,332.22,337.57,339.38,341.36,348.93,351.18,348.04,350.41,357.53,365.62,372.50,L7
2002-03-09 22:15:29+00:00,408.30,396.83,384.97,377.98,369.81,367.61,367.09,360.48,362.97,370.43,376.29,380.12,384.88,392.35,379.04,365.86,357.22,348.70,342.29,336.19,332.07,330.55,327.69,325.72,327.83,329.56,331.73,336.48,340.53,345.49,354.22,357.78,358.23,358.57,358.73,363.11,370.50,375.43,383.35,393.33,402.31,413.33,421.08,426.83,416.58,406.50,401.46,391.72,383.07,381.78,381.26,374.80,374.55,375.39,367.76,358.17,351.04,340.56,339.38,341.41,337.17,330.28,320.62,318.70,325.00,327.70,322.18,318.25,322.43,323.60,319.46,321.32,326.70,328.59,330.18,329.29,335.27,342.31,344.31,351.38,351.48,348.58,352.56,358.32,361.82,367.52,L7
2002-04-01 22:21:30+00:00,410.06,398.41,385.16,377.37,369.75,368.11,367.59,361.55,364.14,371.08,376.83,380.36,386.06,393.43,380.06,367.19,358.15,350.03,343.59,337.36,333.49,330.60,328.69,326.59,328.16,329.04,331.76,336.51,341.88,346.77,355.66,358.81,358.91,359.10,358.89,363.23,370.34,375.74,384.13,394.27,403.00,413.78,421.64,427.57,417.14,407.63,401.69,392.58,384.37,382.52,382.70,375.45,375.35,374.87,366.53,356.28,350.43,339.94,337.80,340.69,335.72,328.72,319.27,318.24,324.08,326.54,321.40,318.31,320.52,321.90,318.83,320.85,325.55,326.88,328.09,328.75,333.43,341.30,345.24,351.11,350.02,346.48,351.35,356.17,358.68,365.46,L7
2002-05-12 22:15:19+00:00,413.91,400.96,387.16,378.13,370.80,368.27,365.92,366.45,369.31,372.90,378.29,383.39,388.93,395.71,381.30,368.98,361.30,352.96,346.59,340.76,337.16,332.80,331.41,329.32,329.13,331.71,334.25,337.06,344.86,350.56,358.80,360.38,358.68,359.76,361.46,364.70,372.05,377.45,386.19,397.10,405.69,413.25,420.34,426.77,418.76,409.38,404.79,396.90,388.18,385.23,383.79,376.89,376.04,374.80,367.20,358.24,351.17,341.72,342.04,341.50,338.18,328.36,318.66,318.10,319.92,323.95,322.93,321.51,319.13,320.60,318.75,320.92,323.40,324.79,327.69,328.56,332.36,339.45,343.64,352.62,350.85,348.06,352.84,365.23,365.96,369.81,L7
2002-07-15 22:14:55+00:00,415.71,404.59,390.44,379.06,373.95,372.33,368.06,370.40,372.77,374.82,379.19,384.22,389.41,397.20,383.84,370.93,362.50,353.65,349.02,343.26,339.81,333.67,333.02,333.47,331.70,332.59,336.66,339.17,343.79,350.63,357.09,359.93,359.86,359.97,363.88,367.86,372.72,376.90,385.94,396.40,404.50,412.18,421.57,429.08,420.77,412.25,407.47,398.47,386.54,387.34,385.29,380.95,378.80,377.68,369.15,358.56,353.09,343.93,342.04,341.50,338.18,328.36,318.66,318.10,319.92,323.95,322.93,321.51,319.13,320.60,318.75,320.92,323.40,324.79,327.69,328.56,330.57,340.03,341.54,345.27,350.85,348.06,352.84,365.23,365.96,363.90,L7
2002-10-03 22:14:17+00:00,402.76,405.35,392.39,379.00,374.13,371.85,358.64,369.79,371.14,370.25,373.52,382.81,390.53,396.92,383.37,371.10,359.50,351.35,348.43,342.59,341.59,335.44,331.75,336.82,329.16,331.76,338.93,337.16,334.48,342.52,346.70,355.79,360.10,359.80,365.28,369.34,371.81,369.88,376.97,386.49,396.62,403.20,413.71,424.43,415.91,409.76,406.44,400.63,381.07,385.37,372.00,385.61,373.51,368.16,358.75,351.51,347.48,341.38,340.91,342.44,336.21,319.35,316.68,316.52,311.33,306.31,307.62,313.52,314.88,316.42,313.93,317.68,322.74,324.60,324.44,319.80,324.70,331.85,333.12,331.21,344.23,339.35,335.73,355.36,370.30,354.06,L7
2002-10-10 22:20:20+00:00,395.69,398.97,386.52,374.53,370.41,366.48,356.70,365.50,367.16,367.14,369.73,378.54,388.65,393.54,378.31,366.78,354.13,345.12,342.44,338.53,336.45,332.63,330.18,331.37,324.66,326.23,337.34,334.08,329.33,334.92,342.36,351.70,357.32,358.53,360.90,363.64,366.35,366.20,377.33,383.07,393.51,399.87,410.56,420.66,410.78,404.47,396.31,390.09,376.50,377.81,368.22,372.00,367.30,362.81,352.06,347.33,342.99,333.92,334.63,336.25,327.95,314.41,309.85,312.91,309.21,298.97,300.31,306.91,309.78,309.85,310.16,312.52,314.91,324.60,324.44,319.80,324.70,331.85,333.12,331.21,344.23,339.35,335.73,355.36,370.30,354.06,L7
2002-12-29 22:21:05+00:00,396.63,394.78,382.03,371.75,365.89,363.64,358.95,365.78,366.77,366.71,370.56,377.19,388.90,395.31,378.76,368.54,354.50,345.97,342.81,340.39,334.33,330.98,328.39,330.48,324.62,323.10,335.14,335.74,330.61,335.16,342.40,351.30,358.23,360.98,362.10,361.08,363.71,367.96,381.19,382.38,393.94,400.66,414.06,419.81,407.89,401.75,395.85,391.85,379.00,377.28,370.74,364.80,369.63,369.07,358.70,351.06,344.73,333.99,330.69,335.42,326.38,314.96,311.22,315.52,314.07,299.08,296.82,303.27,308.27,309.29,312.70,314.40,318.52,337.22,331.57,321.48,324.39,339.32,339.42,329.73,348.50,339.72,342.17,355.36,370.30,354.06,L7
2003-01-07 22:14:52+00:00,396.96,392.50,380.71,369.84,364.29,361.99,358.87,365.66,367.77,368.28,372.55,379.09,390.41,396.92,380.52,370.98,357.00,348.01,344.66,341.36,336.09,331.70,328.80,330.74,326.79,324.86,333.47,336.25,332.90,336.94,343.54,352.31,356.77,361.91,363.84,362.02,364.96,371.33,385.92,385.06,392.34,399.72,417.06,423.00,407.72,398.86,393.51,389.52,383.45,378.77,374.56,364.84,369.81,372.35,364.75,354.95,345.94,337.46,330.24,330.86,326.75,320.66,318.83,321.90,320.15,307.34,303.45,308.99,316.91,315.71,318.02,320.51,324.09,339.11,334.50,332.14,330.95,340.05,341.18,335.41,349.97,344.38,343.86,361.61,379.78,368.53,L7
2003-01-14 22:21:10+00:00,396.80,385.97,376.13,369.59,362.12,358.18,356.54,364.31,365.61,367.54,372.07,380.17,392.00,397.54,379.97,370.34,357.24,349.15,343.10,341.49,335.10,333.18,330.14,327.66,325.53,323.20,330.74,335.61,335.27,338.09,345.82,354.16,356.21,365.77,366.32,361.09,364.68,374.82,389.79,387.26,391.49,399.59,419.94,423.62,407.26,395.63,394.09,391.86,384.30,379.52,375.06,366.11,370.32,372.34,366.12,354.75,344.96,338.07,332.19,330.19,328.75,322.15,321.97,322.74,320.12,308.02,306.68,310.32,317.18,317.21,318.39,322.18,325.80,335.87,331.63,329.42,334.71,339.22,342.16,347.43,348.70,346.38,348.68,363.63,376.46,364.42,L7
2003-02-24 22:15:13+00:00,396.46,385.46,376.25,369.45,361.62,357.77,357.08,364.37,366.33,368.57,372.48,380.45,392.19,398.35,383.38,372.88,359.13,352.07,345.84,340.88,335.83,335.20,332.38,328.84,327.29,324.72,330.87,335.59,338.39,340.78,347.47,354.92,355.81,365.60,365.88,362.75,367.05,375.39,389.61,388.44,393.83,403.11,420.47,423.97,409.42,398.94,396.21,393.98,385.85,381.21,377.78,367.34,371.74,373.49,367.91,358.10,347.37,339.35,332.10,329.11,328.77,323.89,322.48,322.89,320.25,310.30,310.78,315.58,320.37,318.11,317.69,323.15,326.93,336.15,332.13,331.40,338.34,341.85,344.14,348.77,351.45,348.16,350.06,360.30,369.30,363.00,L7
