dates,nzd0460-0000,nzd0460-0001,nzd0460-0002,nzd0460-0003,nzd0460-0004,nzd0460-0005,nzd0460-0006,nzd0460-0007,nzd0460-0008,nzd0460-0009,nzd0460-0010,nzd0460-0011,nzd0460-0012,nzd0460-0013,nzd0460-0014,nzd0460-0015,nzd0460-0016,nzd0460-0017,nzd0460-0018,nzd0460-0019,nzd0460-0020,nzd0460-0021,nzd0460-0022,nzd0460-0023,nzd0460-0024,nzd0460-0025,nzd0460-0026,nzd0460-0027,nzd0460-0028,nzd0460-0029,nzd0460-0030,nzd0460-0031,nzd0460-0032,nzd0460-0033,nzd0460-0034,nzd0460-0035,nzd0460-0036,nzd0460-0037,nzd0460-0038,nzd0460-0039,nzd0460-0040,nzd0460-0041,nzd0460-0042,nzd0460-0043,nzd0460-0044,nzd0460-0045,nzd0460-0046,nzd0460-0047,nzd0460-0048,nzd0460-0049,nzd0460-0050,nzd0460-0051,nzd0460-0052,nzd0460-0053,nzd0460-0054,nzd0460-0055,nzd0460-0056,nzd0460-0057,nzd0460-0058,nzd0460-0059,nzd0460-0060,nzd0460-0061,nzd0460-0062,nzd0460-0063,nzd0460-0064,nzd0460-0065,nzd0460-0066,nzd0460-0067,nzd0460-0068,nzd0460-0069,nzd0460-0070,nzd0460-0071,nzd0460-0072,nzd0460-0073,nzd0460-0074,nzd0460-0075,nzd0460-0076,nzd0460-0077,nzd0460-0078,nzd0460-0079,nzd0460-0080,nzd0460-0081,nzd0460-0082,nzd0460-0083,nzd0460-0084,nzd0460-0085
1999-09-25 22:19:33+00:00,197.41025043375677,189.46196908350564,175.10384807151047,174.15208328082124,166.39258762387027,161.22340057636555,164.9648678632077,165.56056863010818,173.27273519672627,183.25902852096897,181.30508493766416,182.47680294902224,185.46752175813333,190.52718647617996,183.64919313194275,176.13105340694327,169.3099496972307,163.45603621160697,154.9420176261435,154.82024698559744,143.37462131232414,135.06194793804377,135.31302249019114,133.29084884204164,136.06929539202793,135.1480824317124,132.09738666025854,134.81008424597135,143.69635743204253,151.9861472902609,165.13449576951353,166.89148613009493,160.96946699554763,168.03212347217988,175.18174941163406,175.04957118418693,179.29512282748055,184.56628130057663,198.639405168262,198.96606367276323,206.9636924436532,212.3730580067904,228.13034090637456,235.54363984332434,225.16736350943015,218.115779272719,207.40902174513585,201.71991458109937,197.63177303650616,191.50168154993614,184.63289839119443,163.30684029966744,180.6257035832803,179.16526960648343,172.05577158573183,157.7399827974562,141.7469673778275,137.98918331502693,135.54286643275356,141.0482726288062,127.37902908123851,123.8243233545945,120.00609235843083,112.60049101589364,101.31103592428364,91.41073850213527,109.92791145138122,96.862499804724,99.78056926992627,112.05090103623064,103.86354075547703,102.51990661247221,112.48011359797715,114.09398095532832,108.40274293678353,113.10047641526964,117.30126403995985,118.34703720142961,125.9385364271949,123.06618219129423,122.13288040328221,115.76871806294992,107.01229942028709,113.01520376858335,127.64746829246373,148.33656612117642
1999-11-12 22:19:27+00:00,197.71248677288892,180.239451023054,176.5106344404748,166.90668485304,162.70868886308654,154.13962453894965,168.99100919275122,171.14105523399664,169.83627997975356,173.8788252955344,176.2861776000363,173.17677395882947,185.85246144528554,190.07541945597478,173.26549719309037,167.3263399780241,153.0907164562967,147.76424469222303,135.7061607845786,125.3353837421686,121.69050950309476,122.8474871851638,121.32207109228031,118.24391814317524,117.4146315315096,119.47277822062446,127.34037826611927,135.07975882111802,138.23486189529098,144.5791592150693,147.6672092078843,146.67733036126873,148.85737723506307,152.2336921018368,151.96928073054212,162.21418231972268,169.00325592043237,169.01972128368928,173.62827831821795,182.24749386248325,194.9406150532631,210.96871544160177,214.56099130666,,215.39736736079564,206.3576223147512,196.0130659136396,187.40855403407207,171.47794965103566,172.23065999373983,170.57064379524456,165.56374679018847,159.94404607748152,162.1132624243773,153.79751995488647,144.19428440544823,140.7764669617419,131.16094034272402,125.59168098890157,119.60491937013622,112.31884612512717,111.7775318045172,106.24393035092507,102.44013853460478,98.85351851034837,98.9882668030009,95.02532413434268,89.71436280096921,100.6848105459939,101.80319572579833,99.1918910865286,101.60599160039439,105.1319397902167,99.3405151158029,92.2220774214164,104.5803878805018,115.88802658223203,120.34082929434176,104.5471733783114,104.41198331257225,103.768600158396,103.73243537070897,131.67389743853772,161.7255654743779,183.59512036633544,179.87646277867768
1999-11-19 22:25:35+00:00,195.48294558413014,189.30747004783663,169.0469141148395,156.50845307824517,143.02327565545966,152.66449028922256,160.8566085768499,166.83790423573512,165.36084315007355,159.87006009246966,161.5278990099905,169.36020612182386,182.3130220806732,190.7912381984441,177.94478371229928,168.66720375369698,155.05134071683355,152.64555354411695,138.44171264224406,134.30628860698116,127.6748160493652,126.1061168861196,120.0459710008347,122.69497503636782,120.42223413815438,121.3535337786247,127.237632110596,129.90032758410905,139.87389394265975,139.26431179152226,143.79915739444232,151.7563413626376,145.46827766546534,148.46230057177814,153.59333778215705,167.8437628634588,166.2166762071447,168.58717936954628,168.5195755497378,187.56654859281292,202.14895782556732,202.3140689529312,207.28169556671315,214.72010561090627,207.26892627303306,192.70906549788802,186.56484131461897,174.46597189659656,170.20568879626774,165.03467387970562,171.3982871787168,168.1784318605351,,,,145.97178690709964,140.8516528435029,133.14605992696846,124.07602398386507,119.23721999108515,119.0091919263551,114.646885451201,107.6190125011499,101.78004770915985,102.13049605769022,91.36461828886603,89.65121443070417,89.26838173232925,85.71219408445057,84.52506340129253,85.39621659863488,88.43334602779561,97.67494333437044,94.51475841344083,97.23141016997435,107.82531468052653,110.5715453197764,102.68373554310473,103.93181511921368,102.54702499344435,111.4173325956801,108.07247069052347,122.92334905227266,,,172.6893025215397
1999-11-28 22:19:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.19838095733843,161.40801020609672,157.148491900978,160.1770622316952,174.26879058481245,190.5722922229832,195.8428596787936,199.8973093997343,205.91136494589148,,,,199.66622933805388,187.7476765937729,187.83196951697795,177.13705423159612,170.18856297635483,171.97096112812545,177.61158222089347,161.01500919858023,156.77876614813198,139.66306533390895,134.48665635026558,137.94051749860097,136.03858051819827,126.23181674203708,119.3205147125514,117.69601348909265,114.37961437830646,112.61103972552037,106.75060454405393,103.98878037339443,103.5347584485876,90.13613074049132,85.94535229226068,85.19411672004172,91.8811764649934,89.47481324125808,91.15633999905181,100.32458424838792,105.6608934074244,112.35001646741033,106.49505199697248,111.06642326571944,107.99958902508641,108.27259896806602,109.63361337639917,113.5956311320419,123.9139099413015,136.8970464389928,175.9200476015227,,190.0775656819875
1999-12-05 22:25:37+00:00,188.21853228887522,187.23319205929712,180.4968403667051,176.23210270497736,164.9992109513377,163.93821681645278,163.39088454792574,169.1787738888666,172.18347399764428,170.5595204209559,172.9884003465967,176.93641803531807,183.7397397391257,190.87000444210224,183.4198343357312,170.87139521811633,155.7031770517442,148.20448430611668,140.46356568367662,139.2026800811152,134.31589956458927,132.1938543191947,134.34927370597256,131.1031964519904,127.96828415378305,133.96605743734614,129.89974737803692,128.25442395459652,134.0529498298223,145.04497583933136,150.8295651653313,154.72429585325398,161.56856960302332,159.91771331238056,158.50137001000837,162.469366181061,173.74329762385986,182.07058009975802,200.39116610836697,203.24117970194507,210.0907885312152,217.33947689350725,226.11786681241352,230.08005516601378,217.01099693121046,207.27292282390164,204.42477941819683,198.10669399591353,197.45167464385787,183.4129784758369,183.99568187664764,173.82114394583277,181.07729329603683,174.85696755546843,164.3421283841099,147.01641139634268,141.64222617263266,145.27503512812018,132.34692819052862,131.78389713474655,129.59447867422574,120.9596265595839,115.35259692315444,108.09756402275757,100.21825609267232,94.7368874566726,102.01970670991973,100.31892893338834,92.45771627656916,97.2176990427467,99.27518936021191,104.74605663459474,110.0326597646668,116.33422421226986,113.95603517183042,118.97240325447687,111.0082088874656,108.03558998240715,109.3734724258093,116.8446000824204,124.28992671450484,131.94240167008954,135.58600308080727,167.07088253617582,,
2000-01-31 22:19:21+00:00,201.18191425733627,191.72847466769642,178.40081797965837,173.86070095813704,171.1299915087405,172.41707274419664,171.4422901214418,172.02981860195538,174.19211666626987,177.28029307467375,179.1422499893361,185.9516272135006,191.4815977122132,198.4407048955282,184.3715128080735,175.84010928128828,165.20926854452077,156.90257062872865,150.37126483345975,143.15956309935535,135.1558938863814,132.57899613926926,132.1759060176353,128.19246269065616,128.25952986479663,128.57825646153645,131.84499986806412,137.0544749044201,139.86485181276592,145.26174565954454,151.76838308948933,151.98755135665564,157.35694664263605,164.1498133517448,164.74827932975543,169.90763775782503,176.09671760567238,184.92043807672644,192.71209466950023,199.75506925183245,203.41913964391205,207.6978408687244,221.0034241702225,227.06406534594768,217.5891608766198,204.60850363831696,201.0252251059568,193.0227105478681,191.8630950209373,185.16632458407815,188.0476247229816,182.67856881553558,177.8828756631215,168.98055726591843,150.30509339205005,142.66288879076666,150.5899071871381,146.0854334702799,134.55689166564483,125.74805055573064,115.24647877327747,110.22649335495714,109.21208515402681,105.86527027285472,106.79350715409282,103.3064565115856,101.81853143372813,99.917770109448,104.98233192472772,105.07143457113324,100.7138778695405,96.47906990989426,101.64784669755086,106.86378882881148,113.26440380084937,108.66388276375228,99.91883575797088,110.08726649170961,132.99387245545057,143.94365004072728,156.19407689164873,160.8065831903857,160.40426353576973,150.84472851652257,128.7645218487306,119.93410035079977
2000-02-16 22:19:16+00:00,207.92858098923145,196.97049278862323,181.86538621927025,186.65385011167174,174.13939440738963,179.99269079856228,169.25177775453457,174.06191502204138,174.65591300203053,180.58636561490997,182.14944004729472,184.01487133376207,197.33839796953848,201.35473668528758,190.42161752942212,180.53154196105018,174.1282147026395,165.31889873210446,159.61410024039554,155.17084204714794,143.630330429583,143.67185284787914,144.10714924831112,140.59329082766942,141.31344460814276,140.86803840372346,145.18724947755626,145.76818636425887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0675803546694,145.0244698201972,139.98479678195514,131.91694940804462,123.8910741054234,117.56916441081808,112.47298903871456,112.99251888804324,106.0589359134943,110.6683354332908,108.28598994654294,106.21501927617338,98.28983709732995,111.13779482227508,109.42097359541938,109.55374122471814,110.11561779699532,113.06776670792996,120.75624276519828,119.60443586403767,109.24574126030133,113.30618621992912,134.22897179736947,140.269842491813,146.62438627568983,148.70666854105957,148.75691191740913,142.4568406024564,116.03383945828759,126.68642365255873
2000-04-20 22:18:51+00:00,198.08933446945062,189.6246318212747,183.58155940017917,175.20290918688303,167.32226528601674,168.57266666145807,166.67368729666504,164.51275512280748,167.717503003381,169.3973507703239,170.5332203202831,178.44886576750625,184.1059772658411,188.6168695374733,182.976340403329,170.50505433363367,151.25975768098448,142.23758989318236,136.08014094987047,130.7836731327578,127.6810021402204,125.83886383426344,123.21597586863082,124.7735516617601,129.24883802017465,125.49424142423963,129.32642712974183,136.0595791027582,132.9176434487438,136.98874414807744,140.29760141218398,153.31950203074172,153.59006451848052,150.651558977195,154.2630112376349,158.17974329107892,161.86312311526288,175.46610968219971,175.25963128777113,183.97106422746162,195.4327169362827,198.5462161020457,199.51707552587828,204.77326210726963,207.51633026590778,203.34519991871403,194.2540706536272,186.61744189539635,171.2326269954643,158.67172487803282,158.96092975328375,159.06003247211302,167.74372426305862,169.7607099955059,150.773287455805,140.21779491499285,128.48202596577994,123.47921092218155,117.74799172023661,111.20051237655368,110.29782374881648,115.6363869336915,103.79470257661616,95.5273296505042,90.18718903338483,93.67670264004234,102.04979099588812,99.22115393347735,99.43203032540846,100.06890818413018,98.76292382401752,99.80731122699196,97.2831975223544,91.89270252960999,101.07185972113928,115.6857779876448,114.345334169986,108.03475203600522,116.17729262895396,122.44861270245579,121.5829130074688,110.6369015733793,103.03883790982205,106.97051250162154,102.5952828905058,121.96427442236985
2000-05-22 22:18:33+00:00,207.28358441240886,186.52292293405804,174.75963882200358,160.38741710265646,152.005532608082,152.29215428888233,158.33466171378004,129.44617503108103,163.57622412526484,166.92177504411427,173.43605795329609,182.91821595981415,186.85804922194447,187.74477292547965,174.85043628424128,161.9653497729093,146.9205281040709,144.04241210905917,135.6711307152857,127.12044903744786,124.72271346186653,115.4359947755795,108.21215922894795,114.79504448120645,115.01314247857675,117.93917265326037,110.98432334255139,113.10878952821606,119.41012645565347,134.04846800826067,140.47966656156134,141.18295557908,137.08251627389174,133.788855334309,145.17738088147934,149.11475249979762,151.39637625025046,160.6164461400925,162.10494516234755,172.06428721054203,189.33159939890544,189.9446835118624,205.0433406402199,213.13785856794658,197.59454436591022,189.78087463035902,178.9940369499664,172.71824204878703,160.3752136451791,158.882109524732,161.91687886005474,156.56269910179077,145.8765009207961,139.8517746891338,135.479276920377,129.14921117052242,122.54685445837563,112.53666292159517,112.57263816504285,108.50774283097367,100.17912105924148,100.43982874416004,100.966875553075,101.30652717645202,84.72825365790126,76.07888872274184,82.47703086340863,93.45300063458296,88.92183301044308,83.82957009516456,95.05293413420968,,,,,,,,,,,,,,,
2000-06-07 22:18:24+00:00,,201.13442312005623,180.2381050240103,173.76292530422944,168.6382521467182,170.49493654525995,174.73341350600109,170.2786916227601,169.7488140846545,170.51520276665806,179.40614118858733,190.5595759376059,193.3043904781888,194.50810056904024,182.2714632133347,169.758258198282,161.9145112125213,153.6519351799085,142.44349575846704,135.63006198023098,134.42467837317736,132.38816460524174,118.64462156683163,116.74514820200633,117.31982750330957,131.05133386726195,132.88127485946492,144.328200926843,149.2298368071293,141.84351867673507,158.03244547344582,144.81196295959444,149.1371007329879,163.54600740887813,165.54643879531184,167.68841597177178,163.59782351840275,173.28955089683825,192.40285478721725,,,,,,,202.26667255636025,195.27668108006048,180.70442717961035,173.129175177811,164.60202537349477,163.8634069029692,165.54168566651455,151.99660631826552,149.909303725128,145.78577373830075,149.00264375569216,135.88246438326846,135.5684783049962,122.71881312605618,110.41029997466941,110.47011882413739,111.70084948721484,112.84323706720178,100.50939621928575,101.76555325422206,115.35066903146401,102.6886444730923,92.56923089565177,93.02526227732292,96.78930368829461,105.90753907287049,101.46267604217238,95.3970111399232,98.18119543033714,103.97140989164927,102.9496208204265,117.90547170860276,116.3312916595159,,,,,,,,
