dates,nzd0499-0000,nzd0499-0001,nzd0499-0002,nzd0499-0003,nzd0499-0004,nzd0499-0005,nzd0499-0006,nzd0499-0007,nzd0499-0008,nzd0499-0009,nzd0499-0010,nzd0499-0011,nzd0499-0012,nzd0499-0013,nzd0499-0014,nzd0499-0015,nzd0499-0016,nzd0499-0017,nzd0499-0018,nzd0499-0019,nzd0499-0020,nzd0499-0021,nzd0499-0022,nzd0499-0023,nzd0499-0024,nzd0499-0025,nzd0499-0026,nzd0499-0027,nzd0499-0028,nzd0499-0029,nzd0499-0030,nzd0499-0031,nzd0499-0032,nzd0499-0033,satname
1999-08-26 22:07:32+00:00,336.26,340.61,337.56,352.67,337.01,341.24,332.63,333.19,334.81,333.86,334.70,344.02,346.43,351.94,351.37,358.95,357.72,365.26,368.04,361.28,356.94,355.84,354.25,357.35,364.54,366.98,374.95,368.02,365.18,365.22,349.58,346.55,339.91,,L7
1999-09-27 22:07:36+00:00,336.26,337.70,334.17,340.17,327.48,326.74,321.24,326.22,324.44,324.54,323.91,330.50,338.53,346.01,348.84,360.47,357.72,365.26,368.04,361.28,356.94,355.84,354.25,357.35,364.54,366.98,374.95,368.02,365.18,365.22,349.58,346.55,339.91,,L7
1999-12-07 22:13:41+00:00,347.73,342.55,340.05,345.04,336.35,335.93,331.08,335.78,334.59,333.64,336.34,342.94,348.87,354.16,359.99,371.17,372.69,377.88,377.20,373.13,369.33,366.72,366.25,370.84,375.55,366.98,374.95,368.02,365.18,365.22,349.58,346.55,339.91,,L7
2000-02-18 22:07:16+00:00,352.64,344.20,342.45,346.02,338.59,338.65,335.88,338.80,337.36,337.31,340.09,347.10,353.19,358.44,364.79,375.16,375.68,380.74,379.97,375.40,372.97,369.83,369.14,374.49,376.75,375.67,381.64,374.70,375.49,375.64,365.30,362.75,357.34,378.84,L7
2000-02-25 22:13:25+00:00,359.16,347.81,346.01,344.89,341.12,339.97,339.31,341.85,340.88,340.77,344.56,351.07,357.38,362.05,371.02,380.61,383.43,386.30,385.39,381.50,378.38,375.42,375.40,378.29,381.42,383.47,383.75,384.63,384.20,384.13,379.12,375.16,371.55,373.29,L7
2000-03-21 22:07:12+00:00,359.32,348.35,347.34,346.87,342.71,342.66,339.31,341.85,340.88,340.77,344.56,351.07,357.38,362.05,371.02,380.61,383.43,386.30,385.39,381.50,378.38,376.88,377.67,379.04,374.65,368.54,383.75,384.63,372.86,382.86,379.36,376.54,374.72,375.58,L7
2000-03-28 22:13:18+00:00,355.30,349.28,348.18,347.52,348.91,350.26,343.82,343.71,345.04,344.49,350.54,356.91,360.86,364.34,373.44,380.99,377.43,381.87,380.87,376.35,372.04,373.03,372.40,373.61,371.79,365.98,375.42,377.23,369.14,377.32,372.77,370.83,368.56,369.32,L7
2000-05-08 22:06:44+00:00,354.32,349.60,347.82,347.64,348.69,349.30,344.38,343.65,345.17,345.65,350.84,356.72,360.10,364.02,373.22,380.28,377.91,381.55,380.58,376.20,371.89,373.25,372.62,373.32,373.02,369.34,377.66,378.88,371.33,378.04,373.50,371.20,368.19,369.50,L7
2000-05-15 22:12:54+00:00,350.48,347.25,345.22,347.64,348.69,349.30,341.97,341.57,343.22,344.22,349.48,354.51,357.88,362.12,371.42,378.38,376.11,380.22,378.85,374.24,370.21,371.39,371.48,371.69,372.18,370.36,376.62,377.05,371.11,375.81,371.89,368.85,366.92,367.97,L7
2000-06-25 22:06:19+00:00,345.88,344.89,342.70,343.13,343.23,344.15,337.94,337.24,338.96,341.09,344.92,349.39,352.93,358.65,366.88,372.45,369.68,376.38,376.23,371.69,367.14,369.64,369.57,368.51,369.84,371.27,377.33,377.38,371.80,375.70,369.53,367.38,363.92,367.97,L7
2000-08-03 22:11:55+00:00,341.99,342.23,339.96,340.26,339.53,339.70,334.84,334.21,337.30,339.35,342.84,346.31,350.20,355.71,363.59,369.24,367.47,374.14,374.23,369.57,365.46,367.88,368.11,367.33,368.97,370.48,376.26,376.45,372.11,374.41,368.12,366.37,362.00,366.48,L7
2000-09-20 22:11:14+00:00,330.51,334.65,331.61,329.74,328.87,328.35,328.13,327.26,330.56,332.40,336.22,337.97,341.18,347.55,355.26,359.61,358.90,367.40,368.02,363.43,359.18,360.73,360.66,358.70,365.37,369.06,370.37,371.26,369.29,367.23,359.47,357.97,350.56,359.65,L7
2001-01-26 22:11:18+00:00,320.45,322.67,322.05,322.11,321.08,319.48,318.49,319.11,322.61,323.44,326.79,329.38,334.17,338.52,344.41,345.41,348.97,357.24,360.27,354.96,352.81,353.39,354.69,352.24,357.70,360.56,362.86,366.29,365.84,361.04,354.11,352.89,340.06,357.52,L7
2001-02-20 22:05:00+00:00,323.64,322.54,323.26,323.61,322.75,321.90,320.18,320.87,320.72,322.74,325.71,330.17,334.34,338.76,344.67,340.84,343.75,353.80,358.27,353.07,350.23,351.23,351.53,345.39,352.50,356.18,355.85,361.66,357.46,356.74,350.01,346.50,331.56,,L7
2001-03-15 22:11:03+00:00,325.91,325.25,325.09,324.64,324.50,322.88,321.32,321.86,322.88,324.37,328.23,334.20,337.91,342.70,349.49,349.80,352.89,362.93,363.60,357.88,351.58,357.38,356.82,345.39,352.50,356.18,355.85,361.66,357.46,368.34,350.01,346.50,331.56,,L7
2001-04-09 22:04:41+00:00,325.54,325.45,325.03,326.70,325.70,323.62,321.17,323.39,324.99,327.07,330.33,338.02,343.40,347.01,353.21,360.20,360.93,369.88,365.72,361.09,355.49,358.66,357.94,359.82,360.28,365.32,367.32,358.77,358.18,369.74,354.96,352.95,350.21,361.64,L7
2001-04-16 22:10:54+00:00,326.07,325.88,325.41,326.86,325.39,323.51,321.74,323.37,325.54,326.82,330.25,336.77,341.62,346.53,352.85,359.77,360.63,368.01,364.97,359.02,354.24,356.74,355.10,355.13,357.03,362.44,363.73,358.79,358.36,367.25,355.77,354.79,349.88,360.42,L7
2001-06-03 22:10:28+00:00,326.07,331.12,329.93,330.63,330.09,327.81,325.30,328.17,332.42,331.66,334.70,341.04,345.49,349.26,355.61,363.69,363.83,369.87,367.05,361.68,356.17,358.21,357.17,357.32,359.14,364.17,365.84,362.45,362.07,367.91,358.03,357.44,354.13,362.17,L7
2001-06-28 22:03:56+00:00,328.56,332.80,331.59,331.73,331.26,329.27,327.36,329.21,333.97,333.23,336.33,342.50,347.20,350.74,356.75,364.11,364.57,370.48,368.54,363.53,358.10,359.94,358.20,357.53,361.32,366.09,367.73,364.86,364.00,368.46,359.70,360.45,355.98,363.95,L7
2001-07-05 22:10:09+00:00,333.91,336.36,336.53,335.59,335.16,332.87,331.11,333.42,337.68,337.78,340.50,345.87,351.08,355.30,361.30,369.61,368.09,375.32,374.23,368.80,363.56,364.03,363.28,363.75,366.91,371.35,373.38,369.54,368.83,372.02,365.89,365.16,361.07,368.50,L7
2001-07-14 22:03:57+00:00,333.91,336.95,336.77,335.59,335.16,332.87,331.52,333.07,337.12,337.78,340.50,344.91,350.70,355.01,360.60,369.61,368.09,374.33,373.85,368.04,363.24,363.45,362.45,362.78,365.88,370.06,372.12,368.94,368.36,371.17,366.06,364.52,360.24,368.80,L7
2001-08-15 22:03:26+00:00,334.01,337.80,337.49,335.80,335.79,333.57,331.86,332.61,336.86,336.96,340.07,343.67,348.76,353.88,360.04,365.59,363.87,370.81,370.85,365.08,359.56,360.09,359.30,358.97,363.06,367.19,369.84,366.79,365.11,367.67,360.23,358.70,353.67,365.75,L7
2001-11-19 22:03:08+00:00,340.73,343.65,343.53,341.05,341.47,338.71,336.55,338.22,342.51,343.32,345.97,345.75,351.16,355.28,360.55,366.51,363.84,370.28,371.70,365.74,359.60,359.09,358.30,357.89,362.71,365.94,369.50,366.64,364.78,364.92,358.38,356.15,350.40,363.50,L7
2001-11-26 22:09:21+00:00,336.38,339.62,340.24,341.05,341.47,338.71,336.55,338.22,342.51,343.32,345.97,345.75,351.16,355.28,360.55,366.51,363.84,370.28,371.70,365.74,359.60,359.09,358.30,357.89,362.71,365.94,369.50,366.64,364.78,364.92,358.38,356.15,350.40,363.50,L7
2001-12-12 22:09:26+00:00,333.36,334.10,335.55,335.27,334.43,331.36,331.67,332.62,334.70,335.87,343.22,343.28,349.20,354.29,359.33,364.27,361.45,369.24,371.38,364.96,359.13,358.38,357.29,357.13,362.59,365.61,369.39,366.02,363.83,363.93,357.55,354.83,347.95,363.07,L7
2001-12-28 22:09:25+00:00,328.24,329.67,331.33,328.72,328.11,325.00,326.11,328.20,329.73,330.18,335.53,337.10,343.34,348.42,353.67,357.98,354.35,363.23,363.23,358.69,352.51,351.61,350.90,352.28,361.26,364.05,368.39,364.50,362.34,362.25,355.76,351.17,344.56,361.51,L7
2002-01-29 22:09:33+00:00,322.54,322.57,323.95,321.70,321.67,320.11,319.80,321.04,322.94,322.39,327.48,327.59,333.05,340.94,347.75,349.00,341.88,349.89,346.81,344.98,339.60,339.67,338.35,340.13,344.95,348.55,356.59,352.67,349.55,345.79,329.85,333.69,325.24,347.21,L7
2002-02-23 22:03:31+00:00,323.92,322.58,323.58,321.90,320.40,319.14,319.86,320.15,322.79,322.82,326.55,327.52,332.42,339.04,346.97,348.60,342.69,350.28,346.06,343.18,340.14,339.57,337.42,339.88,341.36,346.47,354.29,350.70,349.68,344.19,333.28,334.74,326.94,347.08,L7
2002-03-11 22:03:31+00:00,326.09,323.90,325.08,324.87,323.07,321.94,322.55,322.06,324.29,326.00,328.95,331.25,334.63,341.20,348.46,351.17,344.81,352.41,348.65,344.62,342.96,341.09,340.23,343.23,344.24,350.58,357.00,352.15,350.86,346.28,337.62,338.02,328.61,342.33,L7
2002-04-12 22:03:25+00:00,329.95,328.36,329.42,329.55,327.34,326.38,326.68,326.47,328.15,330.23,333.36,335.83,339.72,345.34,351.77,354.85,350.08,356.49,352.42,348.37,346.78,344.67,343.69,347.00,348.18,354.11,359.35,354.20,353.06,348.95,341.09,340.44,333.52,346.96,L7
2002-04-19 22:09:33+00:00,331.34,330.06,330.44,330.53,328.32,327.34,327.83,327.88,329.39,331.20,334.70,337.03,340.49,345.42,352.08,355.98,352.16,357.92,353.25,348.70,347.13,345.34,344.07,347.27,348.46,354.23,358.39,353.85,355.00,350.91,341.95,340.06,333.58,347.36,L7
2002-05-05 22:09:37+00:00,331.42,330.97,331.04,330.53,328.32,327.34,327.92,327.82,329.56,331.73,334.70,337.03,340.49,345.42,352.08,355.98,352.16,357.92,353.25,348.70,347.13,345.34,344.07,347.27,348.46,354.23,358.39,353.85,355.00,350.91,341.95,340.06,333.58,347.36,L7
2002-05-14 22:03:19+00:00,331.71,331.58,331.54,331.06,329.04,327.79,328.08,328.28,329.96,331.81,334.80,337.23,340.96,345.41,351.37,356.87,352.11,357.95,353.68,349.41,347.95,346.37,345.05,347.93,349.12,354.50,359.19,353.77,355.05,351.53,342.89,341.42,337.14,350.50,L7
2002-05-30 22:03:13+00:00,334.42,334.54,333.82,332.56,330.87,329.79,329.59,329.30,331.96,333.58,336.56,338.97,342.21,346.56,352.34,358.05,352.49,358.99,354.63,350.99,350.76,348.37,345.68,348.37,349.14,355.22,359.78,354.41,355.96,352.59,343.34,342.39,338.92,352.28,L7
2002-06-15 22:03:07+00:00,337.01,337.20,336.35,335.35,333.48,333.24,332.44,331.69,334.07,336.12,337.51,340.52,343.03,347.35,352.99,358.27,353.35,360.09,356.12,352.50,351.67,349.53,347.18,349.18,350.70,356.43,360.17,356.09,356.37,354.29,345.02,343.77,340.03,354.60,L7
2002-06-22 22:09:15+00:00,337.01,337.20,336.35,335.35,333.48,333.24,332.44,331.69,334.07,336.12,337.51,339.06,341.54,345.97,351.66,356.91,351.47,358.66,355.44,351.79,350.51,348.11,346.21,347.73,348.58,353.71,356.76,352.43,352.00,350.55,345.02,338.73,336.14,351.75,L7
2002-08-18 22:02:45+00:00,338.92,340.00,338.42,339.14,336.22,335.57,333.98,333.04,335.39,337.73,339.22,341.68,343.38,346.27,351.30,357.12,354.14,360.86,358.85,353.25,351.92,349.50,347.55,348.61,349.30,354.60,356.02,351.91,351.78,350.74,346.90,337.49,335.50,351.14,L7
2002-09-10 22:08:43+00:00,337.72,340.16,338.44,338.37,336.24,336.11,333.20,333.44,335.42,337.25,339.71,340.96,344.19,346.97,350.84,357.34,354.54,361.02,359.14,354.63,352.23,349.93,347.77,348.46,349.72,353.77,355.52,351.15,351.57,351.10,345.93,337.45,338.22,351.57,L7
2003-02-01 22:09:21+00:00,325.91,328.88,328.71,329.27,326.83,329.95,323.86,322.49,325.82,326.41,331.59,332.99,339.72,343.42,348.22,353.59,352.31,357.50,356.31,351.32,347.68,346.60,346.17,350.44,352.07,356.72,359.33,354.80,356.24,353.09,348.19,344.96,344.08,342.10,L7
2003-08-04 21:57:34+00:00,,,,,,,,,,,,,,,,,,,,,,,347.57,391.68,,,,,,,,,,,L5
2003-08-05 22:02:59+00:00,318.77,324.99,327.36,,,,,310.96,314.35,,328.03,335.36,,,348.57,350.10,,,,,,345.82,347.53,391.68,,,,,,,,,,,L7
2003-08-13 21:51:32+00:00,331.44,328.73,328.50,332.19,337.85,331.42,333.00,320.08,323.06,333.06,329.75,335.53,339.67,337.97,349.00,353.27,354.26,364.94,362.76,359.94,362.97,349.68,349.89,377.02,363.27,367.72,371.82,365.86,380.97,384.60,375.39,370.72,373.13,376.60,L5
2003-08-29 21:51:49+00:00,331.44,328.73,334.51,326.92,324.48,320.45,321.30,317.46,322.79,330.64,331.46,334.75,343.38,344.15,350.20,353.63,357.24,365.46,363.69,361.65,357.16,348.25,350.44,370.26,361.63,363.90,370.75,363.26,373.18,374.82,371.43,362.92,364.56,374.09,L5
2003-10-07 21:58:35+00:00,331.16,328.09,333.00,328.69,326.97,323.58,325.11,321.58,324.98,331.94,333.85,336.78,344.35,346.30,351.28,355.05,358.59,364.88,363.98,360.77,356.34,349.59,351.50,367.22,361.21,362.86,370.84,365.77,373.18,374.82,371.43,362.92,364.56,374.09,L5
2003-11-17 21:52:57+00:00,331.75,329.53,336.28,333.25,331.53,328.06,330.92,326.13,329.01,335.79,337.03,338.76,344.38,347.56,352.00,356.04,359.90,363.98,364.10,360.37,355.30,351.20,353.62,366.61,365.23,365.82,372.12,368.56,373.76,375.38,371.56,365.20,365.21,371.01,L5
