dates,satname,nzd0499-0000,nzd0499-0001,nzd0499-0002,nzd0499-0003,nzd0499-0004,nzd0499-0005,nzd0499-0006,nzd0499-0007,nzd0499-0008,nzd0499-0009,nzd0499-0010,nzd0499-0011,nzd0499-0012,nzd0499-0013,nzd0499-0014,nzd0499-0015,nzd0499-0016,nzd0499-0017,nzd0499-0018,nzd0499-0019,nzd0499-0020,nzd0499-0021,nzd0499-0022,nzd0499-0023,nzd0499-0024,nzd0499-0025,nzd0499-0026,nzd0499-0027,nzd0499-0028,nzd0499-0029,nzd0499-0030,nzd0499-0031,nzd0499-0032,nzd0499-0033
1999-08-26 22:07:32+00:00,L7,353.26,357.61,352.67,365.03,349.37,354.84,347.74,345.55,348.41,346.22,348.30,357.62,358.79,364.30,363.73,369.41,370.08,376.59,380.40,372.61,367.40,367.17,364.71,364.15,375.00,377.44,383.45,380.38,376.51,377.58,363.18,360.15,351.24,343.74
1999-09-27 22:07:36+00:00,L7,,356.04,349.67,343.12,333.39,329.23,328.73,334.69,331.08,330.67,330.13,333.99,346.08,355.54,361.76,375.06,,,,,,,,,,,,,,,,,,
1999-12-07 22:13:41+00:00,L7,375.19,368.25,366.03,366.41,365.74,367.13,364.98,366.56,367.69,363.47,373.99,380.61,381.18,382.08,393.93,402.44,399.29,401.17,398.00,395.66,391.57,388.27,388.11,390.73,396.40,,,,,,,,,
2000-02-18 22:07:16+00:00,L7,381.46,368.15,366.55,362.79,359.14,362.00,367.20,361.66,360.86,362.15,366.55,374.76,379.96,385.10,392.99,398.83,395.50,399.12,399.32,392.60,391.94,388.71,386.60,389.39,390.86,396.04,397.84,395.21,398.47,399.89,396.22,394.15,387.44,392.66
2000-02-25 22:13:25+00:00,L7,346.08,345.31,343.14,341.07,340.02,338.71,337.68,338.30,341.11,340.62,344.79,352.12,356.11,359.31,369.21,374.74,373.87,375.45,377.22,373.08,367.18,366.13,367.02,364.86,372.54,376.58,374.29,380.78,376.10,375.10,369.42,363.58,361.83,360.66
2000-03-21 22:07:12+00:00,L7,381.30,371.99,371.74,370.40,364.74,370.62,,,,,,,,,,,,,,262.37,,395.56,397.70,389.89,367.57,351.92,313.91,316.65,364.50,395.97,397.04,396.49,395.40,395.79
2000-03-28 22:13:18+00:00,L7,327.97,328.21,325.01,322.76,,,317.86,318.53,321.70,321.92,328.01,331.34,336.38,341.05,347.81,356.55,351.26,361.06,359.12,353.41,346.10,350.14,344.43,347.39,353.43,351.39,353.13,354.24,350.48,352.53,344.02,344.69,342.56,342.35
2000-05-08 22:06:44+00:00,L7,347.43,349.21,344.23,346.80,346.35,343.84,344.82,341.94,344.10,348.84,350.48,354.35,355.62,361.29,370.89,376.21,378.36,378.96,377.97,374.27,370.04,373.00,372.51,371.04,377.91,381.53,383.37,382.39,378.78,379.45,374.82,371.08,365.37,368.80
2000-05-15 22:12:54+00:00,L7,333.92,339.61,335.41,,,,335.70,335.92,338.65,341.81,347.86,348.67,351.51,357.35,367.16,372.87,371.87,377.90,374.92,368.75,365.82,364.57,368.61,364.50,371.17,379.45,375.72,374.46,374.35,369.36,369.04,362.30,364.91,365.04
2000-06-25 22:06:19+00:00,L7,312.28,320.97,321.06,316.98,316.09,316.78,313.47,318.20,317.54,322.29,322.05,325.33,329.08,338.93,344.31,347.98,338.32,357.65,359.91,359.88,354.25,355.54,355.83,356.23,361.10,367.64,373.50,368.28,366.11,364.36,343.54,346.75,336.09,
2000-08-03 22:11:55+00:00,L7,323.73,332.63,328.72,329.57,327.60,324.67,324.27,322.56,334.56,335.45,337.51,334.98,340.38,344.59,350.44,355.51,360.74,366.68,368.82,362.85,360.92,361.54,363.39,362.68,368.44,370.49,374.37,377.47,380.23,371.89,365.42,366.48,354.57,364.07
2000-08-12 22:05:41+00:00,L7,,551.11,552.25,,,,,,,,,,,,,,,,,232.27,,,,,,,,,,,,,,
2000-09-20 22:11:14+00:00,L7,309.73,309.27,310.34,307.52,308.53,309.49,307.79,306.06,304.43,303.73,309.02,310.74,313.77,321.73,330.62,331.30,332.48,343.47,347.00,342.74,340.69,340.90,341.99,339.19,342.96,346.64,348.10,350.39,347.13,345.47,337.61,334.10,321.23,
2001-01-26 22:11:18+00:00,L7,335.38,333.62,333.74,334.69,332.58,330.28,330.08,334.18,334.83,336.59,339.84,348.41,353.82,354.70,357.64,,,,,,,,,,,,,,,,,,,
2001-02-20 22:05:00+00:00,L7,334.57,333.49,333.48,334.98,333.51,332.94,330.45,328.72,329.90,334.26,335.26,,,,,,,,,,,,,,,,,,,,,,,
