dates,satname,nzd0065-0000,nzd0065-0001,nzd0065-0002,nzd0065-0003,nzd0065-0004,nzd0065-0005,nzd0065-0006,nzd0065-0007,nzd0065-0008,nzd0065-0009,nzd0065-0010,nzd0065-0011,nzd0065-0012,nzd0065-0013,nzd0065-0014,nzd0065-0015,nzd0065-0016,nzd0065-0017,nzd0065-0018,nzd0065-0019,nzd0065-0020,nzd0065-0021,nzd0065-0022,nzd0065-0023,nzd0065-0024,nzd0065-0025,nzd0065-0026
1999-10-04 22:10:38+00:00,L7,411.29,397.23,394.86,394.48,385.62,381.93,387.31,393.85,388.33,381.05,374.61,377.36,371.61,364.87,373.44,369.96,381.41,,373.21,366.98,360.87,337.11,363.92,379.18,364.67,345.28,358.82
2000-04-29 22:09:53+00:00,L7,416.59,415.69,414.94,407.55,407.20,399.08,380.49,390.36,356.32,367.44,366.62,356.54,358.22,359.37,357.39,363.74,,345.44,363.95,361.26,362.52,340.18,364.63,366.25,362.37,353.14,383.65
2000-08-03 22:08:44+00:00,L7,400.15,384.30,375.47,370.05,365.23,357.44,359.77,353.71,340.66,337.06,344.21,347.39,352.02,353.45,347.34,351.62,,344.12,355.88,340.66,339.88,331.28,335.18,352.10,336.07,323.05,302.96
2000-08-19 22:08:38+00:00,L7,373.28,367.82,358.04,342.54,349.12,346.00,342.07,336.32,330.28,320.51,329.46,336.99,341.05,343.77,347.51,345.85,335.95,323.29,332.10,333.23,331.64,326.91,331.10,353.52,336.70,336.69,323.06
2000-11-07 22:07:53+00:00,L7,,406.23,388.48,390.23,387.52,390.63,391.04,386.48,369.35,346.02,359.69,359.05,353.68,354.06,349.39,360.40,350.62,346.70,350.20,346.84,346.56,349.48,361.92,370.62,349.27,355.43,354.84
2001-02-11 22:08:01+00:00,L7,393.25,385.26,380.64,378.55,375.06,369.69,360.14,360.51,360.13,350.93,355.11,352.56,347.34,351.73,352.07,352.90,340.74,337.13,331.92,336.95,339.81,339.62,338.30,352.38,337.08,,334.77
2001-05-18 22:07:26+00:00,L7,420.08,418.30,407.14,393.56,384.54,380.85,382.86,382.50,383.84,374.36,375.05,377.81,382.04,376.95,372.93,362.44,,360.76,383.62,386.99,397.11,388.02,364.00,364.91,363.48,372.76,369.32
2001-06-03 22:07:16+00:00,L7,374.30,357.28,361.15,358.29,355.09,342.47,336.65,334.00,323.47,319.17,332.49,339.62,334.58,,,325.16,,,,,148.31,,,,,,
2001-09-07 22:06:11+00:00,L7,386.68,371.98,373.77,365.66,362.35,353.32,345.51,336.37,329.97,319.02,328.96,337.13,334.07,337.18,334.68,332.55,334.59,319.19,327.52,332.54,332.54,327.34,324.51,338.54,327.53,320.32,300.98
2001-12-12 22:06:14+00:00,L7,367.90,362.17,365.88,356.77,357.54,341.40,334.52,336.53,321.61,309.86,307.89,326.35,329.65,332.95,335.21,329.69,326.84,323.64,317.05,317.32,320.86,326.91,332.96,335.12,327.62,315.69,282.90
2002-03-18 22:06:22+00:00,L7,412.61,380.38,376.60,364.97,369.20,363.33,359.36,353.34,336.66,335.12,353.71,350.38,348.29,352.03,340.54,330.70,341.37,329.50,342.10,341.90,346.53,342.11,344.23,352.64,338.78,,335.23
2002-05-21 22:06:17+00:00,L7,416.21,406.40,406.93,407.29,396.27,385.05,379.13,381.46,378.01,356.70,365.79,376.57,373.94,372.45,375.71,378.81,,,,,353.46,344.26,360.19,356.09,347.79,351.91,351.94
2002-10-28 22:05:22+00:00,L7,416.27,392.37,383.89,381.76,379.39,379.53,375.01,370.87,369.85,371.85,362.12,356.98,343.48,329.89,325.31,357.66,330.57,333.43,343.98,357.81,360.49,,,,,,
2002-11-13 22:05:30+00:00,L7,428.13,398.11,389.51,383.77,384.67,384.03,380.03,373.44,363.84,365.36,367.36,360.66,339.23,331.54,322.25,324.94,341.86,343.72,354.00,360.11,357.96,348.95,357.24,359.14,347.35,,311.80
2003-01-16 22:06:02+00:00,L7,387.10,374.60,375.84,368.33,368.31,352.97,347.02,352.41,351.62,352.27,336.86,325.15,320.57,313.71,312.02,317.09,343.87,345.93,346.37,332.75,338.18,341.29,353.21,353.24,332.38,323.19,302.93
2003-03-21 22:06:15+00:00,L7,376.68,365.54,361.33,,,,,,,,,,,,,,,,,,,,,,326.98,292.16,289.84
