,dates,per0128-0000,per0128-0001,per0128-0002,per0128-0003,per0128-0004,per0128-0005,per0128-0006,per0128-0007,per0128-0008,per0128-0009,per0128-0010,per0128-0011,per0128-0012,per0128-0013,per0128-0014,per0128-0015,per0128-0016,per0128-0017,per0128-0018,per0128-0019,per0128-0020,per0128-0021
0,1986-04-10 14:42:40+00:00,168.5595252372363,173.9887084621434,166.72060189804498,174.31243498908947,175.6762516698843,174.02540016424607,176.9886665122939,172.83454237054855,168.49844226520787,171.04533541210026,163.36950272347897,163.39482327983904,173.88712453938092,,192.41830629427625,185.8944055590723,188.20192501960915,184.18680053358466,183.16826019760947,193.23397008016562,182.82740372988414,187.8765615876139
1,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,,,,
2,1987-11-23 14:45:21+00:00,168.98480540290544,173.39552181200472,182.86851296821624,183.16587335914824,177.77190590218083,165.42337082198154,178.97529783434155,187.13465475713318,188.84521963749148,181.97264040867904,186.40801861408033,,,,,,,,,,,
3,1988-01-26 14:46:24+00:00,143.76530527887834,138.66329430635702,140.6128974074889,157.87943531192795,164.27079233416026,162.51544790517,171.8633792925711,171.21835728359653,172.7407820612188,181.39938733319295,186.5934296442526,183.64993968880228,191.83060462190062,193.42445258030352,197.5345703357521,191.72796284000012,194.0899143210732,189.56791006683306,186.84151177912594,197.55272287309177,199.32965567596602,197.07102200512352
4,1988-03-30 14:47:10+00:00,157.70899493233395,160.82308051862944,148.19960611134184,154.8989481793144,161.44042449564424,163.84411828374718,158.1388735955538,150.00520736940865,156.8392761533409,157.14359022765072,150.7510760567725,160.07109121050198,,,,,,,,,169.69793181379612,178.85383622592423
5,1988-05-01 14:47:21+00:00,174.95778407100553,175.01786635738873,,168.52779940357365,170.91497044209297,173.53700965571397,170.82991352389436,171.61315434857113,181.6990303412871,165.42545296930763,166.8068048097806,165.17007934798968,169.37656654807216,159.4076051140049,178.02933951485758,176.80314044540128,174.398069693726,166.19033057856637,165.84770960561346,166.13538532275982,172.60453083699468,170.55063381177146
6,1989-03-01 14:46:53+00:00,165.6400485623366,171.84251464166803,177.88237552881688,183.28931242264935,181.7933457699649,183.7749476770395,182.84927385830403,182.66156839103004,183.12486520619333,186.37634026410936,189.41744448655214,186.40128662156047,198.54849982418818,,200.8085856114524,190.96975651019184,201.0487212715663,196.81323552950656,201.02096074579575,198.1660427235121,198.52668712189325,198.56966514493433
7,1990-10-14 14:36:43+00:00,150.81402865282968,154.54938551931505,145.21532983469783,156.52855360098388,162.97721109837946,164.1557147383875,160.41291372659035,155.8432833221416,158.3819653074114,148.61443231508835,161.22741074100904,153.07285637314183,161.0561145818619,148.84365340511596,142.9971860857181,154.42667441073513,160.8398393281219,154.79148266827022,156.0735189444362,154.0419578753672,155.45969104324354,161.99749838396806
8,1991-01-18 14:37:29+00:00,150.44609283917214,154.46686103322196,159.52210613322012,182.50226399346184,179.65320932606875,173.29585446411178,175.15516346515656,177.28379748778087,181.38713143168317,179.68331684090154,182.3347401042974,177.9307577124956,185.6056086436892,185.80052636249783,183.37193067418747,182.66189350605805,187.92926817318855,184.35131121034303,182.16060707905302,179.5565114864106,184.37580562973926,189.44389849163895
9,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,,,,,,,
