dates,nzd0405-0000,nzd0405-0001,nzd0405-0002,satname
1999-09-04 22:00:33+00:00,,342.99,400.77,L7
1999-10-22 22:00:28+00:00,378.59,345.14,394.46,L7
1999-12-09 22:00:33+00:00,346.10,336.38,396.52,L7
1999-12-25 22:00:28+00:00,340.92,330.49,398.62,L7
2000-01-26 22:00:26+00:00,348.54,335.18,400.10,L7
2000-02-27 22:00:16+00:00,341.10,337.79,395.04,L7
2000-03-30 22:00:09+00:00,330.62,339.47,398.64,L7
2000-04-15 21:59:55+00:00,360.72,341.47,395.54,L7
2000-05-01 21:59:54+00:00,,346.04,395.77,L7
2000-05-17 21:59:43+00:00,,,396.29,L7
2000-06-18 21:59:27+00:00,,,398.47,L7
2000-08-05 21:58:44+00:00,277.63,333.05,401.83,L7
2000-09-06 21:58:22+00:00,314.03,347.31,399.57,L7
2000-10-08 21:58:00+00:00,343.11,342.80,397.29,L7
2000-11-25 21:57:58+00:00,344.43,336.81,394.23,L7
2001-05-20 21:57:28+00:00,,,394.70,L7
2001-06-05 21:57:16+00:00,,,391.99,L7
2001-07-07 21:57:00+00:00,,,399.36,L7
2001-08-24 21:56:24+00:00,317.84,328.23,396.98,L7
2001-09-25 21:56:04+00:00,341.99,340.79,400.10,L7
2001-12-30 21:56:13+00:00,341.43,338.84,392.86,L7
2002-02-16 21:56:30+00:00,366.62,342.76,398.76,L7
2002-03-20 21:56:24+00:00,341.15,341.10,397.73,L7
2002-05-07 21:56:27+00:00,,342.25,397.16,L7
2002-07-10 21:56:01+00:00,,,385.80,L7
2002-10-14 21:55:19+00:00,343.91,336.20,397.99,L7
2002-10-30 21:55:25+00:00,346.30,332.53,399.59,L7
2003-04-08 21:56:23+00:00,316.57,320.30,380.45,L7
2003-04-24 21:56:22+00:00,305.62,321.29,392.62,L7
2003-05-10 21:56:22+00:00,,327.08,395.34,L7
2003-07-21 21:44:09+00:00,,,382.94,L5
2003-07-29 21:56:05+00:00,,338.85,394.65,L7
2003-08-06 21:44:26+00:00,353.00,327.23,369.08,L5
2003-08-30 21:55:58+00:00,333.35,339.50,396.40,L7
2003-10-17 21:55:51+00:00,350.63,343.60,400.47,L7
2003-11-18 21:56:15+00:00,343.30,334.01,394.16,L7
2004-01-21 21:56:38+00:00,340.27,336.66,393.64,L7
2004-04-02 21:46:54+00:00,365.51,341.86,403.36,L5
2004-04-10 21:56:50+00:00,330.86,343.28,404.28,L7
2004-05-04 21:47:51+00:00,,331.51,397.17,L5
2004-05-20 21:48:20+00:00,,,385.83,L5
2004-06-05 21:48:48+00:00,,,388.72,L5
2004-07-07 21:49:44+00:00,,,406.07,L5
2004-08-08 21:50:26+00:00,303.21,329.72,390.38,L5
2004-09-25 21:51:43+00:00,354.93,343.64,399.43,L5
2004-10-19 21:56:19+00:00,346.86,336.01,403.21,L7
2004-11-04 21:56:31+00:00,345.14,337.11,,L7
2004-11-20 21:56:37+00:00,352.14,343.23,399.62,L7
2005-01-15 21:53:45+00:00,353.34,337.20,412.77,L5
2005-02-08 21:57:10+00:00,351.50,329.65,,L7
2005-03-04 21:54:27+00:00,339.73,339.86,403.33,L5
2005-03-12 21:57:20+00:00,,,399.94,L7
2005-04-05 21:54:42+00:00,340.21,339.31,400.44,L5
2005-04-13 21:57:12+00:00,,,398.48,L7
2005-04-21 21:54:46+00:00,300.28,337.48,402.03,L5
2005-04-29 21:57:12+00:00,316.73,334.20,399.92,L7
2005-05-31 21:57:11+00:00,,,393.85,L7
2005-06-08 21:55:08+00:00,,,386.28,L5
2005-07-10 21:55:19+00:00,,,387.37,L5
2005-08-03 21:57:01+00:00,,332.19,392.78,L7
2005-08-27 21:55:43+00:00,316.94,328.58,383.81,L5
2005-09-20 21:56:42+00:00,,,372.89,L7
2005-09-28 21:55:44+00:00,338.38,331.77,386.36,L5
2005-10-06 21:56:37+00:00,337.73,,396.78,L7
2005-10-22 21:56:51+00:00,343.03,335.68,396.38,L7
2005-10-30 21:55:39+00:00,367.47,342.92,403.83,L5
2005-12-25 21:57:19+00:00,352.69,346.75,360.06,L7
2006-01-10 21:57:28+00:00,334.48,335.18,393.47,L7
2006-01-26 21:57:35+00:00,349.36,344.51,395.98,L7
2006-02-11 21:57:40+00:00,336.64,329.53,392.95,L7
2006-02-19 21:58:15+00:00,344.32,336.23,386.98,L5
2006-03-15 21:57:43+00:00,339.46,339.48,395.55,L7
2006-03-31 21:57:42+00:00,325.85,343.27,401.90,L7
2006-04-16 21:57:37+00:00,339.88,324.09,393.72,L7
2006-06-19 21:57:36+00:00,,,399.31,L7
2006-06-27 22:00:24+00:00,,,380.61,L5
2006-07-21 21:57:21+00:00,,,387.88,L7
2006-08-22 21:57:16+00:00,,324.04,393.82,L7
2006-10-09 21:57:00+00:00,,336.74,401.21,L7
2006-10-25 21:57:17+00:00,,332.23,396.50,L7
2006-11-02 22:01:56+00:00,356.57,340.77,402.04,L5
2006-11-10 21:57:30+00:00,364.03,327.84,399.73,L7
2006-11-26 21:57:40+00:00,347.35,331.37,396.91,L7
2007-01-05 22:02:28+00:00,337.41,329.29,383.78,L5
2007-01-21 22:02:33+00:00,346.00,330.64,387.83,L5
2007-01-29 21:57:57+00:00,347.10,338.30,395.27,L7
2007-03-02 21:58:07+00:00,345.34,,379.13,L7
2007-03-18 21:58:09+00:00,345.95,338.58,393.08,L7
2007-04-19 21:58:07+00:00,293.62,338.57,400.96,L7
2007-08-25 21:57:35+00:00,320.97,,,L7
2007-09-10 21:57:27+00:00,333.45,338.81,,L7
2007-10-12 21:57:23+00:00,341.02,327.97,373.84,L7
2007-10-28 21:57:34+00:00,337.87,329.80,396.34,L7
2008-01-16 21:57:59+00:00,343.20,336.05,379.06,L7
2008-02-25 21:58:00+00:00,337.15,335.00,388.09,L5
2008-03-04 21:57:48+00:00,342.34,340.26,395.65,L7
2008-06-08 21:57:25+00:00,,,394.00,L7
2008-07-10 21:57:04+00:00,,,399.07,L7
2008-08-27 21:56:41+00:00,,339.76,397.66,L7
2008-10-14 21:56:17+00:00,365.35,342.32,393.75,L7
2008-10-30 21:56:33+00:00,348.00,339.37,394.82,L7
2008-11-15 21:56:47+00:00,349.56,340.86,397.78,L7
2008-12-01 21:56:59+00:00,346.29,339.23,398.25,L7
2008-12-25 21:52:09+00:00,,,384.42,L5
2009-03-07 21:57:43+00:00,339.21,338.86,394.59,L7
2009-03-23 21:57:50+00:00,328.81,,383.81,L7
2009-05-10 21:58:03+00:00,,309.60,388.80,L7
2009-07-13 21:57:57+00:00,,,394.49,L7
2009-07-29 21:57:52+00:00,,334.41,399.65,L7
2009-10-01 21:57:44+00:00,350.58,336.61,390.93,L7
2009-11-18 21:58:17+00:00,343.47,335.17,395.22,L7
2009-12-04 21:58:28+00:00,341.80,338.03,395.20,L7
2010-01-13 21:58:24+00:00,335.26,332.58,401.27,L5
2010-01-29 21:58:29+00:00,358.42,333.60,394.18,L5
2010-02-22 21:59:36+00:00,341.23,339.14,401.05,L7
2010-06-30 21:59:49+00:00,,,399.26,L7
2010-08-01 21:59:50+00:00,,342.86,402.29,L7
2010-09-18 21:59:55+00:00,333.21,333.90,395.45,L7
2010-10-04 21:59:53+00:00,369.22,343.88,369.49,L7
2011-02-09 22:01:03+00:00,346.39,339.96,401.88,L7
2011-03-13 22:01:11+00:00,342.12,338.52,398.87,L7
2011-03-29 22:01:13+00:00,,335.80,396.75,L7
2011-05-16 22:01:11+00:00,,343.67,,L7
2011-07-19 22:01:08+00:00,,,400.76,L7
2011-08-20 22:01:01+00:00,326.36,327.35,393.60,L7
2011-09-05 22:00:57+00:00,326.36,338.77,403.12,L7
2011-09-13 21:56:09+00:00,305.01,321.82,381.62,L5
2011-09-21 22:00:53+00:00,337.09,344.51,401.86,L7
2011-11-24 22:01:19+00:00,341.53,334.69,393.47,L7
2011-12-26 22:01:35+00:00,347.27,336.07,396.44,L7
2012-01-27 22:01:38+00:00,343.88,333.79,401.07,L7
2012-03-15 22:01:44+00:00,343.99,336.77,401.46,L7
2012-05-02 22:02:07+00:00,,310.55,390.02,L7
2012-06-03 22:01:58+00:00,,,395.07,L7
2012-08-22 22:02:50+00:00,310.46,332.48,,L7
2012-09-23 22:03:09+00:00,336.01,336.59,401.57,L7
2012-10-09 22:03:16+00:00,340.20,336.05,396.80,L7
2012-10-25 22:03:27+00:00,,,395.78,L7
2013-01-29 22:03:50+00:00,348.23,336.76,399.73,L7
2013-02-14 22:03:49+00:00,343.94,330.48,,L7
2013-05-29 22:09:41+00:00,,270.57,396.12,L8
2013-06-06 22:03:19+00:00,,167.39,383.13,L7
2013-06-22 22:03:14+00:00,,112.64,,L7
2013-06-30 22:09:35+00:00,,142.64,401.32,L8
2013-07-16 22:09:36+00:00,,155.98,395.26,L8
2013-07-24 22:02:56+00:00,,306.17,,L7
2013-08-25 22:03:01+00:00,314.70,332.87,402.17,L7
2013-09-02 22:09:40+00:00,349.64,337.86,394.15,L8
2013-09-10 22:03:14+00:00,314.78,337.09,400.65,L7
2013-09-26 22:03:23+00:00,323.56,,374.53,L7
2013-10-12 22:03:36+00:00,334.63,337.26,400.66,L7
2013-10-28 22:03:42+00:00,352.79,344.39,401.51,L7
2013-11-13 22:03:48+00:00,344.25,335.66,394.18,L7
2014-01-16 22:04:14+00:00,342.47,332.00,392.50,L7
2014-01-24 22:08:45+00:00,331.88,325.56,377.59,L8
2014-02-17 22:04:20+00:00,339.64,338.65,398.48,L7
2014-03-05 22:04:25+00:00,326.58,,,L7
