dates,nzd0405-0000,nzd0405-0001,nzd0405-0002,satname
1999-09-04 22:00:33+00:00,,342.99,400.77,L7
1999-10-22 22:00:28+00:00,378.59,344.06,397.62,L7
1999-12-09 22:00:33+00:00,362.35,341.50,397.25,L7
1999-12-25 22:00:28+00:00,355.20,338.75,397.59,L7
2000-01-26 22:00:26+00:00,353.54,338.04,398.09,L7
2000-02-27 22:00:16+00:00,351.05,338.00,397.59,L7
2000-03-30 22:00:09+00:00,347.64,337.41,397.23,L7
2000-04-15 21:59:55+00:00,349.51,337.99,396.99,L7
2000-05-01 21:59:54+00:00,344.67,338.12,397.18,L7
2000-05-17 21:59:43+00:00,344.67,338.12,397.06,L7
2000-06-18 21:59:27+00:00,344.38,338.41,397.31,L7
2000-08-05 21:58:44+00:00,327.52,339.56,397.37,L7
2000-09-06 21:58:22+00:00,320.75,341.47,398.02,L7
2000-10-08 21:58:00+00:00,323.87,342.13,397.82,L7
2000-11-25 21:57:58+00:00,319.80,339.99,398.28,L7
2001-05-20 21:57:28+00:00,344.43,336.81,394.47,L7
2001-06-05 21:57:16+00:00,,,393.35,L7
2001-07-07 21:57:00+00:00,,,395.35,L7
2001-08-24 21:56:24+00:00,317.84,328.23,395.76,L7
2001-09-25 21:56:04+00:00,329.91,334.51,396.63,L7
2001-12-30 21:56:13+00:00,333.75,335.95,397.32,L7
2002-02-16 21:56:30+00:00,341.97,337.65,397.18,L7
2002-03-20 21:56:24+00:00,347.80,340.87,397.36,L7
2002-05-07 21:56:27+00:00,349.73,341.24,396.63,L7
2002-07-10 21:56:01+00:00,353.88,342.04,394.86,L7
2002-10-14 21:55:19+00:00,343.91,339.23,393.65,L7
2002-10-30 21:55:25+00:00,345.11,336.99,395.13,L7
2003-04-08 21:56:23+00:00,335.59,329.68,392.68,L7
2003-04-24 21:56:22+00:00,322.83,324.71,390.89,L7
2003-05-10 21:56:22+00:00,311.10,322.89,389.47,L7
2003-07-21 21:44:09+00:00,311.10,322.89,387.84,L5
2003-07-29 21:56:05+00:00,311.10,326.88,389.20,L7
2003-08-06 21:44:26+00:00,325.06,326.95,385.85,L5
2003-08-30 21:55:58+00:00,327.13,329.04,387.35,L7
2003-10-17 21:55:51+00:00,335.65,332.93,390.21,L7
2003-11-18 21:56:15+00:00,345.07,336.64,389.62,L7
2004-01-21 21:56:38+00:00,344.11,336.64,391.40,L7
2004-04-02 21:46:54+00:00,349.93,339.03,397.91,L5
2004-04-10 21:56:50+00:00,346.11,339.88,399.18,L7
2004-05-04 21:47:51+00:00,344.99,337.46,398.52,L5
2004-05-20 21:48:20+00:00,345.55,338.33,396.86,L5
2004-06-05 21:48:48+00:00,345.55,338.33,395.50,L5
2004-07-07 21:49:44+00:00,345.55,338.33,397.01,L5
2004-08-08 21:50:26+00:00,333.19,336.59,396.54,L5
2004-09-25 21:51:43+00:00,338.63,338.00,396.91,L5
2004-10-19 21:56:19+00:00,335.00,335.22,395.83,L7
2004-11-04 21:56:31+00:00,337.53,336.62,395.61,L7
2004-11-20 21:56:37+00:00,340.46,337.94,397.91,L7
2005-01-15 21:53:45+00:00,342.60,337.82,401.08,L5
2005-02-08 21:57:10+00:00,350.65,337.81,403.76,L7
2005-03-04 21:54:27+00:00,349.09,338.10,403.67,L5
2005-03-12 21:57:20+00:00,349.09,338.10,403.05,L7
2005-04-05 21:54:42+00:00,346.99,337.48,403.22,L5
2005-04-13 21:57:12+00:00,346.99,337.48,402.54,L7
2005-04-21 21:54:46+00:00,340.33,337.69,402.37,L5
2005-04-29 21:57:12+00:00,337.38,337.25,402.07,L7
2005-05-31 21:57:11+00:00,333.63,336.28,401.35,L7
2005-06-08 21:55:08+00:00,333.63,336.28,399.67,L5
2005-07-10 21:55:19+00:00,333.63,336.28,398.44,L5
2005-08-03 21:57:01+00:00,329.69,335.45,396.44,L7
2005-08-27 21:55:43+00:00,322.78,335.27,395.29,L5
2005-09-20 21:56:42+00:00,318.54,334.35,391.78,L7
2005-09-28 21:55:44+00:00,322.51,333.92,391.29,L5
2005-10-06 21:56:37+00:00,322.01,332.84,390.96,L7
2005-10-22 21:56:51+00:00,330.56,332.48,389.64,L7
2005-10-30 21:55:39+00:00,340.71,334.23,390.03,L5
2005-12-25 21:57:19+00:00,342.71,336.31,386.70,L7
2006-01-10 21:57:28+00:00,341.53,336.15,387.37,L7
2006-01-26 21:57:35+00:00,342.51,337.20,388.23,L7
2006-02-11 21:57:40+00:00,341.86,336.86,388.25,L7
2006-02-19 21:58:15+00:00,342.10,336.79,388.14,L5
2006-03-15 21:57:43+00:00,344.36,338.01,389.20,L7
2006-03-31 21:57:42+00:00,343.10,339.28,392.39,L7
2006-04-16 21:57:37+00:00,343.32,337.76,392.08,L7
2006-06-19 21:57:36+00:00,340.33,337.38,391.10,L7
2006-06-27 22:00:24+00:00,338.57,336.04,393.39,L5
2006-07-21 21:57:21+00:00,339.25,336.19,392.76,L7
2006-08-22 21:57:16+00:00,335.06,332.72,393.26,L7
2006-10-09 21:57:00+00:00,339.88,328.29,392.76,L7
2006-10-25 21:57:17+00:00,,331.00,393.22,L7
2006-11-02 22:01:56+00:00,356.57,333.44,394.48,L5
2006-11-10 21:57:30+00:00,360.30,332.32,395.14,L7
2006-11-26 21:57:40+00:00,355.98,332.17,395.33,L7
2007-01-05 22:02:28+00:00,351.34,331.75,395.23,L5
2007-01-21 22:02:33+00:00,350.27,331.62,395.23,L5
2007-01-29 21:57:57+00:00,349.74,332.36,395.23,L7
2007-03-02 21:58:07+00:00,349.11,333.40,393.60,L7
2007-03-18 21:58:09+00:00,348.72,333.97,393.55,L7
2007-04-19 21:58:07+00:00,342.60,334.18,393.52,L7
2007-08-25 21:57:35+00:00,326.47,338.57,391.06,L7
2007-09-10 21:57:27+00:00,323.50,338.65,397.02,L7
2007-10-12 21:57:23+00:00,322.26,335.12,387.40,L7
