dates,satname,nzd0405-0000,nzd0405-0001,nzd0405-0002
1999-07-18 22:00:25+00:00,L7,608.29,613.66,287.07
1999-09-04 22:00:33+00:00,L7,325.87,341.49,398.46
1999-10-22 22:00:28+00:00,L7,387.82,348.14,399.08
1999-12-09 22:00:33+00:00,L7,347.95,336.98,397.44
1999-12-25 22:00:28+00:00,L7,335.23,328.64,395.77
2000-01-26 22:00:26+00:00,L7,335.92,331.08,393.79
2000-02-27 22:00:16+00:00,L7,335.72,336.04,392.35
2000-03-30 22:00:09+00:00,L7,333.39,340.37,400.02
2000-04-15 21:59:55+00:00,L7,371.03,344.82,400.69
2000-05-01 21:59:54+00:00,L7,290.78,349.29,400.77
2000-05-17 21:59:43+00:00,L7,83.70,306.85,401.52
2000-06-18 21:59:27+00:00,L7,79.49,137.69,400.01
2000-08-05 21:58:44+00:00,L7,266.09,329.30,396.06
2000-09-06 21:58:22+00:00,L7,308.18,345.41,396.65
2000-10-08 21:58:00+00:00,L7,344.80,343.35,398.14
2000-11-25 21:57:58+00:00,L7,353.97,339.91,399.00
2001-05-20 21:57:28+00:00,L7,81.99,289.35,399.47
2001-06-05 21:57:16+00:00,L7,79.25,154.63,397.45
2001-07-07 21:57:00+00:00,L7,80.80,178.88,400.51
2001-08-24 21:56:24+00:00,L7,305.22,324.13,390.67
2001-09-25 21:56:04+00:00,L7,336.30,338.94,397.25
2001-12-30 21:56:13+00:00,L7,350.51,341.79,397.40
2002-02-16 21:56:30+00:00,L7,359.70,340.51,395.30
2002-03-20 21:56:24+00:00,L7,333.30,338.55,393.81
2002-05-07 21:56:27+00:00,L7,265.16,344.00,399.85
2002-07-10 21:56:01+00:00,L7,129.89,292.94,390.57
2002-10-14 21:55:19+00:00,L7,338.37,334.40,395.22
2002-10-30 21:55:25+00:00,L7,339.99,330.48,396.44
2003-04-08 21:56:23+00:00,L7,309.95,318.15,377.14
2003-04-24 21:56:22+00:00,L7,303.00,320.44,391.31
2003-05-10 21:56:22+00:00,L7,87.79,326.08,393.80
2003-07-21 21:44:09+00:00,L5,,258.63,380.56
2003-07-29 21:56:05+00:00,L7,88.90,341.50,398.73
2003-08-06 21:44:26+00:00,L5,349.00,325.93,367.08
2003-08-30 21:55:58+00:00,L7,331.81,339.00,395.63
2003-10-17 21:55:51+00:00,L7,341.71,340.70,396.01
2003-11-18 21:56:15+00:00,L7,337.45,332.11,391.24
2004-01-21 21:56:38+00:00,L7,351.81,340.41,399.41
2004-04-02 21:46:54+00:00,L5,374.89,344.91,408.05
2004-04-10 21:56:50+00:00,L7,320.09,339.78,398.90
2004-05-04 21:47:51+00:00,L5,273.92,335.31,403.02
2004-05-20 21:48:20+00:00,L5,,,387.37
2004-06-05 21:48:48+00:00,L5,,199.16,387.87
2004-07-07 21:49:44+00:00,L5,,168.55,400.69
2004-08-08 21:50:26+00:00,L5,297.67,327.92,387.61
2004-09-25 21:51:43+00:00,L5,363.39,346.39,403.66
2004-10-19 21:56:19+00:00,L7,333.48,331.66,396.52
2004-11-04 21:56:31+00:00,L7,336.06,334.16,342.25
2004-11-20 21:56:37+00:00,L7,345.68,341.13,396.39
2005-01-15 21:53:45+00:00,L5,339.65,332.75,405.92
2005-02-08 21:57:10+00:00,L7,363.81,333.65,
2005-03-04 21:54:27+00:00,L5,335.42,338.46,401.18
2005-03-12 21:57:20+00:00,L7,,,399.63
2005-04-05 21:54:42+00:00,L5,349.90,342.46,405.29
2005-04-13 21:57:12+00:00,L7,,,394.71
2005-04-21 21:54:46+00:00,L5,309.51,340.48,406.65
2005-04-29 21:57:12+00:00,L7,307.19,331.10,395.15
2005-05-31 21:57:11+00:00,L7,83.13,257.01,391.77
2005-06-08 21:55:08+00:00,L5,,128.27,387.97
2005-07-10 21:55:19+00:00,L5,,242.04,385.29
2005-08-03 21:57:01+00:00,L7,252.97,335.19,397.40
2005-08-27 21:55:43+00:00,L5,310.48,326.48,380.58
2005-09-20 21:56:42+00:00,L7,,,372.81
2005-09-28 21:55:44+00:00,L5,340.38,332.42,387.36
2005-10-06 21:56:37+00:00,L7,335.73,,395.78
2005-10-22 21:56:51+00:00,L7,332.41,332.23,391.07
2005-10-30 21:55:39+00:00,L5,375.16,345.42,407.68
2005-12-25 21:57:19+00:00,L7,349.77,345.80,358.60
2006-01-10 21:57:28+00:00,L7,340.94,337.28,396.70
2006-01-26 21:57:35+00:00,L7,356.59,346.86,399.60
2006-02-11 21:57:40+00:00,L7,345.87,332.53,397.57
2006-02-19 21:58:15+00:00,L5,336.32,333.63,382.98
2006-03-15 21:57:43+00:00,L7,344.69,341.18,398.17
2006-03-31 21:57:42+00:00,L7,326.00,343.32,401.98
2006-04-16 21:57:37+00:00,L7,338.65,323.69,393.10
2006-06-19 21:57:36+00:00,L7,79.07,141.13,396.46
2006-06-27 22:00:24+00:00,L5,,145.93,382.15
2006-07-21 21:57:21+00:00,L7,86.58,265.55,390.96
2006-08-22 21:57:16+00:00,L7,306.94,327.19,398.67
2006-10-09 21:57:00+00:00,L7,,336.64,401.06
2006-10-25 21:57:17+00:00,L7,,331.23,394.96
2006-11-02 22:01:56+00:00,L5,363.19,342.92,405.35
2006-11-10 21:57:30+00:00,L7,352.03,323.94,393.73
2006-11-26 21:57:40+00:00,L7,335.35,327.47,390.91
2007-01-05 22:02:28+00:00,L5,337.87,329.44,384.01
2007-01-21 22:02:33+00:00,L5,344.15,330.04,386.91
2007-01-29 21:57:57+00:00,L7,354.18,340.60,398.81
2007-03-02 21:58:07+00:00,L7,355.34,,384.13
2007-03-18 21:58:09+00:00,L7,358.87,342.78,399.54
2007-04-19 21:58:07+00:00,L7,294.70,338.92,401.50
2007-08-25 21:57:35+00:00,L7,327.43,,
2007-09-10 21:57:27+00:00,L7,343.76,342.16,
2007-10-12 21:57:23+00:00,L7,345.17,329.32,375.92
2007-10-28 21:57:34+00:00,L7,337.56,329.70,396.19
2008-01-16 21:57:59+00:00,L7,335.51,333.55,375.21
2008-02-25 21:58:00+00:00,L5,329.61,332.55,384.32
2008-03-04 21:57:48+00:00,L7,350.19,342.81,399.57
2008-06-08 21:57:25+00:00,L7,76.35,140.39,388.92
2008-07-10 21:57:04+00:00,L7,80.49,,395.61
2008-08-27 21:56:41+00:00,L7,236.33,341.66,400.58
2008-10-14 21:56:17+00:00,L7,376.89,346.07,399.52
2008-10-30 21:56:33+00:00,L7,351.38,340.47,396.51
2008-11-15 21:56:47+00:00,L7,349.41,340.81,397.70
2008-12-01 21:56:59+00:00,L7,340.75,337.43,395.48
2008-12-25 21:52:09+00:00,L5,,,388.80
2009-03-07 21:57:43+00:00,L7,346.44,341.21,398.21
2009-03-23 21:57:50+00:00,L7,337.12,,387.96
2009-05-10 21:58:03+00:00,L7,88.49,311.15,391.18
2009-07-13 21:57:57+00:00,L7,77.89,245.97,390.72
2009-07-29 21:57:52+00:00,L7,96.24,331.96,395.88
2009-10-01 21:57:44+00:00,L7,357.96,339.01,394.62
2009-11-18 21:58:17+00:00,L7,346.24,336.07,396.60
2009-12-04 21:58:28+00:00,L7,341.80,338.03,395.20
2010-01-13 21:58:24+00:00,L5,344.80,335.68,406.04
2010-01-29 21:58:29+00:00,L5,371.80,337.95,400.87
2010-02-22 21:59:36+00:00,L7,335.08,337.14,397.97
2010-06-30 21:59:49+00:00,L7,74.56,138.85,396.88
2010-08-01 21:59:50+00:00,L7,87.68,340.26,398.29
2010-09-18 21:59:55+00:00,L7,335.36,334.60,396.53
2010-10-04 21:59:53+00:00,L7,373.84,345.38,371.80
2011-02-09 22:01:03+00:00,L7,338.08,337.26,397.73
2011-03-13 22:01:11+00:00,L7,337.04,336.87,396.33
2011-03-29 22:01:13+00:00,L7,,337.25,398.98
2011-05-16 22:01:11+00:00,L7,97.62,348.27,
2011-07-03 22:01:09+00:00,L7,83.19,170.56,332.47
2011-07-19 22:01:08+00:00,L7,86.23,281.28,397.61
2011-08-20 22:01:01+00:00,L7,317.74,324.55,389.29
2011-09-05 22:00:57+00:00,L7,317.28,335.82,398.58
2011-09-13 21:56:09+00:00,L5,310.55,323.62,384.39
2011-09-21 22:00:53+00:00,L7,330.17,342.26,398.40
2011-11-24 22:01:19+00:00,L7,355.53,339.24,400.47
2011-12-26 22:01:35+00:00,L7,349.42,336.77,397.52
2012-01-27 22:01:38+00:00,L7,335.73,331.14,396.99
2012-03-15 22:01:44+00:00,L7,336.91,334.47,397.92
2012-05-02 22:02:07+00:00,L7,272.77,312.20,392.56
2012-06-03 22:01:58+00:00,L7,92.40,246.07,402.38
2012-08-22 22:02:50+00:00,L7,299.69,328.98,
2012-09-23 22:03:09+00:00,L7,326.01,333.34,396.57
2012-10-09 22:03:16+00:00,L7,334.66,334.25,394.03
2012-10-25 22:03:27+00:00,L7,,,397.70
2012-12-12 22:03:41+00:00,L7,,,
2013-01-29 22:03:50+00:00,L7,347.77,336.61,399.50
2013-02-14 22:03:49+00:00,L7,334.86,327.53,
2013-05-29 22:09:41+00:00,L8,,267.22,390.97
2013-06-06 22:03:19+00:00,L7,82.25,170.74,388.28
2013-06-22 22:03:14+00:00,L7,115.97,117.39,289.06
2013-06-30 22:09:35+00:00,L8,,139.74,396.86
2013-07-16 22:09:36+00:00,L8,215.21,153.08,390.80
2013-07-24 22:02:56+00:00,L7,87.20,307.62,347.65
2013-08-25 22:03:01+00:00,L7,305.16,329.77,397.40
2013-09-02 22:09:40+00:00,L8,356.72,340.16,397.69
2013-09-10 22:03:14+00:00,L7,304.78,333.84,395.65
2013-09-26 22:03:23+00:00,L7,313.71,,369.61
