,dates,jap0069-0000,jap0069-0001,jap0069-0002,jap0069-0003,jap0069-0004,jap0069-0005,jap0069-0006,jap0069-0007,jap0069-0008,jap0069-0009,jap0069-0010,jap0069-0011,jap0069-0012,jap0069-0013,jap0069-0014,jap0069-0015,jap0069-0016,jap0069-0017,jap0069-0018,jap0069-0019,jap0069-0020,jap0069-0021,jap0069-0022,jap0069-0023,jap0069-0024,jap0069-0025,jap0069-0026,jap0069-0027,jap0069-0028,jap0069-0029,jap0069-0030,jap0069-0031
0,1984-04-26 00:41:23+00:00,,230.14598425618348,,215.5306361648324,,,204.51938917474513,190.97336250811952,174.56269910735773,173.41881701572058,182.65153448160254,192.62453390020698,188.0987302730377,179.675121960579,182.71087796647197,179.25850349034351,176.74290555927544,163.2258881645809,154.06425199645386,155.3391545717356,166.58103512361822,163.90220452941568,163.1807142781338,158.32578892027973,160.61476956374688,157.47032781408623,156.6897479829228,159.5464324410135,156.74074157306234,151.09686717558566,133.55712126002803,
1,1984-07-31 00:43:30+00:00,217.28356739036366,199.67728624592547,,179.61698758978366,172.02560671875645,173.41186640389637,167.52457946574108,161.7531551687331,144.99852907842694,151.40639500693675,162.53200859537074,167.6094946969364,159.9925379307113,159.46561724082926,159.78784004342728,151.8235356272802,154.461683592798,147.9028577805493,140.2092932369712,142.6126895434881,141.46220552959403,148.50071937829975,139.3785423020898,138.68051709549502,136.9210300480423,138.35836146006923,139.69913446428177,150.15884378799902,150.67341011643327,150.2739925238923,162.17182321024256,166.07633569161888
2,1984-08-16 00:43:37+00:00,239.00532426663628,,,206.26097393416194,195.81088478985714,191.62876019291042,188.77790313958275,184.3383837591679,169.56415581902502,162.88001659338957,171.3921217883561,175.96364218026184,173.9015886127883,171.89388891087202,169.2181015001087,166.8340752936012,159.43209709553273,154.17730018360214,148.57447825674024,142.36295368281947,156.19845512637096,157.3389359446366,155.00043819892605,156.57075708910838,148.56931041652334,154.00494228537346,151.3676021301756,162.03960333435924,165.36921690734303,165.96331267885927,176.85681633747254,174.87634656022612
3,1984-09-17 00:43:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.65265899926058,,
4,1984-12-06 00:44:13+00:00,243.99690136477588,217.85813218909718,194.39052109273112,199.57775659165748,187.35361446146726,191.38875495556445,180.27370353391728,176.91106200757991,167.01708377674865,164.6956218837512,182.06622027700817,184.35146685443777,185.9935110236182,184.86369276787113,177.04902349266345,166.23715305547006,,132.3088692390902,122.54271939059848,123.07617635265434,,,,,,,,,,,,
5,1985-01-07 00:44:07+00:00,,241.75046379448918,233.33643854439032,,,233.79478896776726,,216.7554938841972,204.55190035207752,,212.0145275264278,210.98476405594937,215.32350528882128,210.7021354266562,202.72437761072746,201.13746711255027,186.7652760414441,,160.07468885606613,,183.565013289275,194.93411447655214,192.28644784340526,192.36047993415264,,,,193.37786336084417,184.5617270035255,115.23656929497449,134.97659680601916,118.24113521721961
6,1985-03-12 00:44:15+00:00,239.30096019895666,226.46492532629412,,,,,,,,,,,147.8787565194746,149.7209744821803,150.7179388269079,163.48352017738304,,,,,,,,,,,,,,,,
7,1985-05-31 00:44:21+00:00,232.88756675674352,212.58200011432783,195.0693865937719,200.40467587039745,202.58438372701383,199.21128820105312,198.76465342290965,,182.85107987339114,182.13033179245673,182.05373154953736,181.82786662486532,180.7197144231858,178.43447579941423,175.8125052367449,172.13065165892192,167.62538257997647,159.9452225106886,152.9805306647248,150.62546215530972,156.4668417820197,158.30248242249826,155.10296347474912,148.37280852527405,,151.68008458460372,157.77820411125583,161.46512201201426,158.30976009012878,152.504369930031,155.1381382548393,154.2274520899713
8,1985-06-16 00:43:55+00:00,,,,205.5339161860772,204.26394762926708,,205.41808937684934,208.33268092602543,,187.95545516584352,190.29485211226597,190.78237067446298,189.14322139905482,183.71238201616657,181.1932253081213,178.1544726848364,170.96410852426195,166.56754855855428,153.02649813781787,153.4736303046227,163.90496944482422,169.96713985276867,172.77810195010213,165.32904591210237,164.87897661287226,167.64498337437186,174.47029997010645,179.84586412552645,174.3400293197378,172.29064034192876,168.69938648057308,165.11224398381643
9,1985-08-19 00:43:51+00:00,235.09669820776003,213.93333660568675,187.21339685721537,190.84343670137505,181.51138899418277,182.612503476222,186.6637046154516,184.86575663436025,174.21521991938758,171.50355612993525,179.35698975833452,180.939991463427,181.33936821253687,177.46780833344735,179.60734923687963,171.68604315864422,172.60609415001048,161.04638483352218,153.36117586872476,145.77525590185297,152.43829119180452,157.73650871309096,149.33322178052808,152.81759259164792,155.50513951410156,153.94129188737472,171.10945935306347,173.98238871449252,177.18656445455662,171.92863927718653,176.60808343693748,181.77504516491422
10,1985-10-22 00:42:42+00:00,274.12809080142677,,213.90414968719932,224.20857565108759,218.86283277806,223.4727316613492,225.9473590662953,223.9740110041466,209.9636591145318,207.70456764950555,215.01661363190246,218.28236360772405,220.34129881035372,211.8412752439102,206.80307347951435,200.85665137242455,198.82457625006998,190.00339326781466,187.6524897822772,,195.58235788371775,193.35347045525896,192.27486127923672,186.57788746977855,,195.96354088562953,206.77953955979442,208.3490765224176,209.63769293376077,211.45986099547088,,214.8196199949724
11,1986-03-15 00:39:55+00:00,,,,,,,,,,166.79390663381238,187.2472009729498,187.51163509799466,182.7285825734068,179.27331000741503,170.29218297507842,175.51243693567451,155.64574355927166,140.10731188049485,138.50034914933107,135.88082664305009,151.04489809769765,166.12406349410443,152.86862611243444,149.78051324224026,148.945876108864,149.87247480251943,152.15791659818245,146.2600050394063,,,,
12,1986-04-16 00:39:15+00:00,244.65204851807417,228.95781311336904,194.6050121660024,199.33347762369453,191.09816738777113,196.8332194278756,190.4577471087828,186.39814754513057,176.58719836244632,163.3306208058033,178.46728815013586,182.382165997805,180.17622256078846,175.17039376919348,169.45566828484655,167.4908378234325,144.51338034319193,135.0404798455358,120.3277063633435,127.86192794893678,142.6675945218587,145.10009385763502,148.39531630941542,138.61278990758674,143.37525984687883,142.13185079309133,149.21857801940786,152.2165468963331,139.69576052491033,,,
13,1986-09-23 00:34:32+00:00,222.54650214925456,,168.4010963709164,175.2114438738788,161.95455666698936,166.79432316994033,169.31972000164657,165.66375506926542,155.8807209260129,154.7535145962888,162.93910056125347,171.68825740381078,161.17592654169943,163.48433114639946,161.09850192307564,161.42356376387266,157.0167245379476,143.21942974163065,143.15481228129954,143.6301560505794,139.68494453756892,137.47172375534186,129.37721639089574,127.94022291356454,129.6497934346871,136.0224488429447,151.43015323256412,170.2361752581355,173.71914276553534,182.84318210575688,189.70839884514317,183.68649661067184
