,dates,nzd0272-0000,nzd0272-0001,nzd0272-0002,nzd0272-0003,nzd0272-0004,nzd0272-0005,nzd0272-0006,nzd0272-0007,nzd0272-0008,nzd0272-0009,nzd0272-0010,nzd0272-0011,nzd0272-0012,nzd0272-0013,nzd0272-0014,nzd0272-0015,nzd0272-0016,nzd0272-0017,nzd0272-0018
0,1999-12-25 21:59:16+00:00,,,170.13975859793334,169.7347189351636,170.8937624664044,,,,,,174.7024924830097,174.55422193662952,173.62778192506877,,186.970213326066,177.42922030675007,176.10929211833263,175.71077140141585,164.39940078264797
1,2000-01-10 21:59:16+00:00,,,160.1024801453164,166.33113660605355,167.37058176413382,,,,,156.52620112743043,160.66049026582155,165.3746891006234,165.8000371532244,,,,157.57841239247685,162.23164777816504,151.60483599032813
2,2000-03-14 21:58:59+00:00,223.61873799869866,,151.0085560597232,152.24405902276627,152.2061442054484,161.71780116888485,,171.85961588540076,,166.6358235507224,159.53103822883534,163.58996769887645,162.82083835172725,,,155.85374470128605,143.7385982802848,153.65810763361105,146.61944916974372
3,2000-03-30 21:58:57+00:00,189.83212452266704,,156.6991792718409,163.76845105868452,146.8833038730095,,,159.79714793272277,,,153.3143787276467,162.6062243858727,156.57319588436724,,,,150.8798786591836,156.94512948177933,155.7473446993278
4,2000-05-01 21:58:42+00:00,,,141.15987905765385,159.0036426416708,,,,,,,,149.89994344568595,150.8586947134382,,,,,,
5,2000-07-04 21:58:02+00:00,176.57171944212274,,147.46546313356959,168.23610355936734,,,147.1025466375209,,,,144.7216750438058,159.168174739535,158.78881975201188,153.9739499302818,,155.75639059050582,157.41088277836528,152.36874172086902,147.50268458141156
6,2000-08-05 21:57:32+00:00,166.03189169137949,,134.51431464339328,156.8811114860012,,,,148.18133400992022,,145.25179558541808,134.08338264971607,157.93424057765455,160.96195849716412,139.25309181445826,165.79159322635707,151.18500587923785,148.06131367246536,150.08163233521992,159.04735622211214
7,2000-09-22 21:56:53+00:00,182.1120580736677,,152.58273553784565,156.70391864714907,147.79187857469228,157.67687860706314,,,,,152.31209367166235,166.9708295083547,169.702760722609,156.48566246669904,,161.58245351008682,160.3729877570856,151.54156876185414,143.138109443415
8,2000-11-09 21:56:45+00:00,182.39750041286297,,162.21104632077024,176.06438502877222,172.17251635866324,,,,,,170.2369340845485,172.88280235283483,175.07364328927565,,,,175.56842695790482,172.19323945060785,154.3611920727817
9,2000-11-25 21:56:47+00:00,185.26716446423086,,165.39558343979218,172.71732531878706,173.9511160526521,148.36325841586682,140.3911325071826,,,,165.42413016152219,170.62457771153245,168.23242538841322,164.5158658591057,176.16058845552416,,165.73835541467986,165.0389876619895,159.35188910295196
10,2001-03-17 21:56:40+00:00,206.8226451177671,199.38936072976955,,190.0140074303683,183.62859704941616,182.477098247318,,,,,174.46298339313196,173.1245557948887,177.8918956654473,,,188.1859543184767,,,
11,2001-07-07 21:55:48+00:00,,,142.54082393494065,,,,114.36845397493276,,,143.858778215601,,145.06478280065468,147.41382254975088,150.65419612595298,167.76383033495952,,147.0694183013798,136.654449886417,149.1786363919539
12,2001-08-24 21:55:12+00:00,,,,,,,,,,,,,,,,,,,
13,2001-09-09 21:55:00+00:00,229.38726667205214,,208.95070405356518,222.86061602986948,225.92701279143083,194.69075291962423,,,,211.6581646493299,,186.9837777496743,,197.72299790559805,213.82659199695334,194.95559006859162,194.52664338763887,208.664341730932,
14,2001-09-25 21:54:52+00:00,226.29208443231153,,201.60290216372184,,224.77113116397732,208.35466543303758,,,,199.95547495772868,181.83936917949944,184.35983365928897,,181.54249819622564,198.30932787474703,214.93040171509344,212.54050519825535,206.30023540860356,
15,2001-10-11 21:54:33+00:00,203.32802197649838,193.59516819867864,182.08163397840528,203.0411067941047,196.05272896397457,189.80806648973473,,184.59300955789578,,177.11522025425575,173.3344190903905,177.84798775014045,177.81858427451837,168.91995009363959,198.02564720263305,190.44211187852326,190.70761188329897,184.46321277025737,
16,2002-02-16 21:55:18+00:00,,,170.6008038372125,181.64164463553277,175.13902643707146,174.98423693761072,,,,,164.83083959592415,172.13468819676467,171.3478554507673,,,176.72746378614124,175.67625811235723,166.1739806085443,163.0742421098384
17,2002-05-07 21:55:15+00:00,170.71924812245987,,146.00486409993061,152.39674290200395,,,,,,,144.0549710826032,157.4156519372992,151.99105097849656,148.43375427329985,,,148.4831874388328,152.74695821572132,154.08151233146566
18,2002-08-27 21:54:24+00:00,173.00188305442677,,154.49106545628754,161.5465336331192,156.8578512055286,171.3542414493536,,,186.92776801713916,173.50373858255003,153.4993776603886,160.58628530772185,162.94890595644543,,177.43175802961835,171.69027609216798,162.925827551574,158.52773036458592,139.45581579534092
19,2002-10-14 21:54:07+00:00,202.65613134676323,,179.01278550883984,178.2982226847463,,199.29620510430354,,,,194.65349713437513,175.16114621270893,171.06423360201003,172.7639403758001,,197.50625456808856,191.35556734102462,194.09521754552512,,
20,2002-12-01 21:54:40+00:00,,189.05613661775502,178.76791654542538,172.65912269926548,166.11312426816747,197.10525040325768,,,,,143.68084094246046,144.78315580376514,148.91605905759053,142.19536633104318,,,,155.99144925911253,145.72129549492038
21,2003-03-07 21:55:10+00:00,189.92968639396378,185.35545384294318,168.51653584486937,168.6571244405566,174.8036365720673,181.42228784912717,,,,167.8009575862254,169.49119149909848,169.03542786528868,173.23570824270678,,,188.48694052166545,197.6273380015208,192.72052960819218,176.10959180733508
22,2003-04-24 21:55:10+00:00,,,150.36488469774028,162.23646729060482,147.8529931736096,169.32747927671028,,153.31506358261657,137.99342159518724,,139.28003935812302,158.94351497512227,156.13240969998668,,,,145.22374433687145,148.51465940593292,152.97660624588667
23,2003-07-21 21:42:57+00:00,142.2358436478801,,133.61586785058,158.80541579000277,,175.03143994573048,,,,,134.52492994371516,160.64852335481925,165.15112685113053,137.76882979312774,,130.79769127165108,131.35712543553473,,
24,2003-07-29 21:54:53+00:00,183.62358564593933,177.48283835237154,153.9948707255872,162.6592615508301,145.7493442281066,,,,,,146.812141557261,170.8463030531623,165.55333892720336,,,,149.60861194337224,151.49809898013302,
25,2003-10-17 21:54:39+00:00,203.51399018252383,,168.75878975315575,164.01205275636568,,182.8068824562601,,150.82387720469666,,176.86422257318156,,,174.29691018698327,,209.39189787696282,,,,
26,2003-11-18 21:55:03+00:00,198.79607132318228,,171.1286668168086,167.61180069204718,,192.8408547450203,,,,,168.9006570687034,170.0514163240629,169.63232512420294,178.0286577618485,205.62461909512393,,,,
