,dates,mex0279-0000,mex0279-0001,mex0279-0002,mex0279-0003,mex0279-0004,mex0279-0005,mex0279-0006,mex0279-0007,mex0279-0008,mex0279-0009,mex0279-0010,mex0279-0011,mex0279-0012,mex0279-0013,mex0279-0014,mex0279-0015,mex0279-0016,mex0279-0017,mex0279-0018,mex0279-0019,mex0279-0020,mex0279-0021,mex0279-0022,mex0279-0023,mex0279-0024,mex0279-0025,mex0279-0026,mex0279-0027,mex0279-0028,mex0279-0029,mex0279-0030,mex0279-0031,mex0279-0032,mex0279-0033,mex0279-0034,mex0279-0035,mex0279-0036,mex0279-0037,mex0279-0038,mex0279-0039,mex0279-0040,mex0279-0041,mex0279-0042,mex0279-0043,mex0279-0044,mex0279-0045,mex0279-0046,mex0279-0047,mex0279-0048
0,1985-09-24 16:53:54+00:00,,185.07877528462456,179.45635612653936,191.0056738566317,191.21499031959814,191.8223170341451,189.3006751237849,192.51093521834235,193.02079531219758,182.96486938292685,178.1292296786109,178.4032569450119,175.90404022025453,176.7709254553725,179.35509396880377,180.95755292275464,184.4022379253338,188.5963361820301,195.81422865248481,188.87974314774348,187.56529094231325,182.1291292013022,186.04290338150966,189.98993297858863,195.58422064356822,191.2847011024122,190.4766876062735,185.7791782630216,192.81322754694284,185.73753962442717,185.35110678345214,175.71456712748494,,180.10730922225463,,,189.50597323476183,184.3277576251856,,,,,185.99962726497685,,,,,,
1,1986-03-19 16:50:43+00:00,226.06743952743616,218.21695647331745,210.09753556281137,215.1338439458047,212.6929944431747,215.35632554863423,222.0402000127105,213.9034969613253,208.88077189904033,201.25028572331306,202.94223346337395,204.72922976289487,208.4624023989296,203.05328016383854,204.12303386416255,202.7288940892117,209.0111963764818,212.27918791580743,224.28919640198058,221.95100195257515,213.60688319850271,212.89656526990473,213.64820639911866,213.49258709779943,221.82438308031226,216.9980770839161,217.69506720865604,215.73942198799412,216.69000883830938,220.03441591824208,225.350120767767,214.33583484117884,219.61449468771912,217.55801370465923,224.01842843769444,221.9149532116885,224.69449351847032,222.29141108297017,226.55361596950428,226.5473051281035,230.13540872516842,226.1621903375261,225.73750162988074,225.35391753195776,224.54362664509384,226.25757384108348,238.64357551083447,232.96733075079925,236.39424048599605
2,1986-04-20 16:50:02+00:00,218.46397144075692,211.13430849817226,201.05778337700866,211.8423447493299,207.19236789151876,209.95551602207576,212.9742686000237,211.63437594073534,205.4209828677117,203.74771934151198,197.1874747850258,199.1525711392962,196.22869888681342,193.1665618856245,194.00850793512885,193.84100318600247,194.38902023223784,202.1571661763616,207.71099060376758,200.68673704172724,193.22231115415516,191.71207598938997,194.335112387257,199.22913162773915,205.8417133346028,201.39625899022099,200.58460362069718,198.64276121787987,201.56659120199737,196.21866801865198,199.82199766469174,191.83153004015335,193.44451565507438,198.35594557533972,202.46653220444963,198.1114798211147,197.6709805388998,197.3767079464526,204.44345049600773,207.59278366192822,213.51305533862927,214.504782594682,216.54152718514217,212.65111222543175,213.22858098768776,212.39988587907652,226.05052021240755,225.49791478333785,227.33031807376176
3,1993-01-17 16:46:23+00:00,198.26016352427052,194.08448508629004,191.17071537473365,193.82385343186183,193.62352040825715,196.5056813034808,206.77783221263846,205.84937933538572,198.14024529324843,198.13277633030904,195.700287569801,197.4480722071065,200.02215820411158,193.37577128227736,197.558597132402,198.070502096711,196.5981482525459,202.60431765489813,211.8787213550311,212.1441206575629,209.32971568221626,208.0684148147243,207.54886860617677,206.34142297387405,212.19837615470155,206.56306048259506,212.266548645454,209.0124854296507,204.93315612028474,214.47478081029294,218.60754245881228,211.91201079801783,219.38490994042047,218.22647235822305,219.77469426896317,219.66902349958121,221.36503932862925,216.90223176208306,224.290432509972,223.3960759684815,226.5289649937841,223.1108377772238,223.72782487581853,219.74069378646155,219.32146139189766,215.3088653618998,224.08823476529722,214.74196715138186,221.50918155823672
4,1993-02-18 16:46:41+00:00,192.13110205814667,191.7661060293912,192.84378378520088,198.71465004337952,195.2727796408925,202.08676378207724,203.43806492336188,197.36168563253688,187.82813560487637,198.49761227257267,193.3410521618469,191.29579512312745,193.0615402184146,193.2927204499003,194.24601203521232,192.64752388918762,192.57876053562347,196.11555032073107,205.38844927183987,198.22837151489242,190.76703983449605,192.9972576475148,191.92576084618344,196.68043395724476,197.88404593309974,200.96268289833552,194.1628214231696,197.2354464043334,193.63561855517125,190.39309375666073,192.60676837453823,197.75585076113026,197.46306104246642,206.86139183200146,206.55835058965363,207.85069755403245,207.69882412468786,207.95228732391502,208.6531336865663,207.18135587761307,207.80058615648142,213.02545836462778,206.27523530074524,210.13742040731077,201.60462457135856,206.65184060404977,214.6041530182288,211.95215135684688,208.6567131136493
5,1993-03-22 16:46:53+00:00,185.83692421819723,188.1088568968351,187.5977975084701,192.33259545441024,192.82265755065043,198.18235367207234,202.51260773497302,197.34029870200408,188.61084103903949,191.10819383501314,182.88807765266353,187.57304571892237,192.37214744238312,191.36235617746235,189.0423284553342,185.7265748417821,189.24425829132116,194.94201376635175,203.3826403663291,195.2221593833924,188.3170394589339,186.68981619901868,191.0680573995226,194.0798153581743,196.2225889610385,198.27248339019698,196.7796104397769,195.0377638584872,190.31387192552972,197.08921642006334,200.2967077155807,197.74585090184675,193.97371927904373,203.02569009948138,199.93735640696576,202.79332301038227,201.78080039110736,203.076962164211,197.1030204707027,203.4459386203937,200.04266450678875,201.56019718877369,198.19310266311214,199.12465006981546,191.76283668614965,198.3492237341373,200.824542476852,202.72584462929854,196.24932473121783
6,1993-04-07 16:46:58+00:00,196.38504679845062,190.1418535418325,188.31827212695586,201.0523345811729,193.11526814379363,197.61305955400653,205.13614259483754,204.93045244861935,197.56594131398268,196.30255012209034,189.28170089334895,190.2810596499303,189.2335463459831,184.1308198941603,184.9297654816998,183.77788229966256,184.5862290056134,189.2695033179946,208.5946381671136,199.9374522183902,195.59494363500966,197.48656670869087,193.38729437856733,194.7758481516872,198.90454496880307,197.9699203877241,190.44284933365918,201.24129901229736,196.36218885822754,198.80882214960036,197.7568255242722,196.53195190863318,193.27919763990258,203.5691978619842,197.44334894647355,202.21692252720618,197.5211381886294,202.56330256045413,200.69524289363181,203.5823643390087,203.45406157923574,203.65180218431996,199.28252896753884,197.47911305124396,193.78725015216978,198.92837105323645,202.20341069852103,205.97766568189627,194.36312808676615
7,1993-04-23 16:47:08+00:00,199.9829539401133,197.55035201789082,192.36408271203803,196.10200542648408,194.49173595044738,193.67655059899332,192.90588401947497,193.32601773094112,182.95274898016606,185.8653760615336,186.57184982400497,187.30174686754165,188.49406130907278,181.2583452685708,182.41241822188394,182.62175015660128,185.9558168155105,187.71989075192698,197.99501901456458,189.19446687128828,185.6046812583657,181.09375804228165,186.97837225587,182.13959909611188,198.95894009205904,195.25144916990953,191.84761377379135,187.99221265436015,191.53470573072033,186.8939677303335,195.57235579001576,187.62365999385287,189.1730845372916,191.13643665433355,192.41883772660933,192.29678940675865,193.44443319731647,189.01668984844412,194.99686489517097,188.61717060098042,195.4921658134644,189.31520701743307,186.3608193630746,186.37326193128624,180.24521773445127,179.35786633637005,194.84019997195477,195.92267415636235,202.56178322581337
8,1993-05-25 16:47:15+00:00,199.134412424946,195.41671144549008,199.0594754880272,212.2617353836931,207.94148769098265,209.9676169501019,214.38535115028893,213.12450801346108,201.18023686653495,203.7601405576658,196.9664672781903,196.52523872785247,197.59102127776026,193.00329250931333,197.18053367670535,197.25638681918787,196.20552918597338,199.65022231591283,213.25207825440938,203.07559338398931,194.20016557357638,195.84661034565033,203.5839037593647,203.83753899703999,208.02611512319146,205.98356601016974,207.08376414988436,205.19116277283206,203.26849936384593,202.1029298289654,205.7903037696098,194.80391998047952,202.20942321352226,213.33414632812284,209.96420285592347,208.9725111299196,210.84611698517048,206.87827289719846,214.03353910753594,211.73002144534456,212.96288807754541,213.81891265393062,205.25649838383453,211.99227672829974,206.61836034234537,206.02916508108314,216.8603200326562,213.05258252355225,206.31743652118624
9,1993-08-29 16:47:06+00:00,199.05949795688645,191.70217480097293,193.20237430877444,199.98157576773028,194.91324570422873,196.10047382115613,191.22544093347318,182.3118893027212,179.9906016476327,177.10532207900752,180.3437628222482,182.33333666549026,180.67717981243888,177.051335967127,177.97313831439126,179.0675544722618,182.57861481205336,186.77962880809994,195.92997857907005,184.7011125845027,186.28128379227246,175.6069789674034,181.80125226672945,179.74012724425322,191.00118576682723,188.74766455609523,188.64002516446993,190.23025231557654,188.49757282753006,187.03882296588836,187.88147415569833,182.0416736807555,180.81757542359065,177.24976074221092,186.20700560512708,177.1014468890956,183.7838848875645,190.35977922781734,189.32897920514984,,,,,,,,,,
