dates,nzd0333-0000,nzd0333-0001,nzd0333-0002,nzd0333-0003,nzd0333-0004,nzd0333-0005,nzd0333-0006,nzd0333-0007,nzd0333-0008,nzd0333-0009,nzd0333-0010,nzd0333-0011,nzd0333-0012,nzd0333-0013,nzd0333-0014,nzd0333-0015,nzd0333-0016,nzd0333-0017,nzd0333-0018,nzd0333-0019,nzd0333-0020,nzd0333-0021,nzd0333-0022,nzd0333-0023,nzd0333-0024,nzd0333-0025,nzd0333-0026,nzd0333-0027,satname
1999-08-17 22:12:02+00:00,333.97,,,,337.48,353.01,345.37,354.53,361.79,355.05,355.76,347.19,340.07,344.67,347.53,357.55,366.10,376.87,364.76,351.77,357.94,372.00,360.51,354.65,358.26,363.39,,,L7
1999-08-26 22:05:56+00:00,357.76,349.67,,,363.81,363.06,362.09,344.56,345.74,360.82,362.64,365.12,357.32,359.14,380.77,381.13,378.98,385.94,376.07,367.32,374.60,370.61,362.77,365.67,366.08,363.93,362.00,366.10,L7
1999-10-13 22:06:00+00:00,,321.94,331.35,333.51,325.20,,,321.94,332.77,,331.98,,,,346.44,,,,,,,,,,,,,,L7
1999-11-21 22:12:00+00:00,361.54,358.82,346.06,372.24,358.35,350.25,359.19,353.08,348.69,369.45,362.91,362.62,365.69,362.70,369.02,375.43,377.59,377.72,373.13,371.31,373.91,376.28,380.85,382.23,381.60,371.40,377.54,378.51,L7
2000-03-21 22:06:01+00:00,,,,,345.50,336.99,333.32,331.22,340.95,343.09,341.08,349.83,354.23,351.87,355.47,368.53,360.81,362.64,356.30,361.62,361.82,350.22,357.80,352.86,354.29,360.65,,357.95,L7
2000-04-13 22:11:30+00:00,343.45,320.43,,,360.31,344.67,337.85,338.99,337.37,338.05,332.64,337.73,344.11,355.28,360.80,345.69,346.21,350.24,360.74,356.79,373.50,378.27,366.44,345.83,346.90,366.23,,,L7
2000-05-24 22:05:22+00:00,,,,341.98,351.73,360.41,362.30,371.40,,,380.26,377.28,381.59,389.11,362.27,374.34,380.27,382.18,391.20,388.32,389.33,393.13,376.84,385.48,380.92,369.95,376.96,377.35,L7
2000-06-25 22:05:07+00:00,,,,,341.41,347.22,352.37,353.34,337.17,,346.25,361.92,352.06,,354.07,367.52,369.71,377.08,385.27,382.41,385.85,389.53,383.06,372.47,379.91,383.42,379.27,376.67,L7
2000-07-11 22:04:29+00:00,,,,,,351.82,354.32,360.08,354.70,,342.05,370.37,363.72,,364.60,373.01,375.66,384.36,376.44,374.45,381.05,376.00,382.51,378.24,377.69,375.30,366.71,362.37,L7
2000-07-27 22:04:36+00:00,,,382.90,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-19 22:10:13+00:00,349.44,316.45,,,350.41,342.50,335.80,349.47,370.63,364.56,352.71,343.29,345.70,353.87,355.57,364.39,368.82,377.19,371.11,368.35,363.32,364.47,376.77,379.21,374.90,371.97,363.05,342.37,L7
2000-09-13 22:03:38+00:00,,,,,,,,,,,,,,319.71,329.52,333.32,,317.70,,344.82,339.36,340.38,,341.43,,,,,L7
2000-10-15 22:03:32+00:00,,,,,,349.96,343.14,343.01,338.40,333.30,334.43,,,296.63,336.30,325.92,,,,,,,,,,,,,L7
2000-11-07 22:09:29+00:00,353.03,336.56,328.15,327.38,329.05,355.53,360.35,364.41,364.32,370.71,373.06,346.74,347.36,343.82,352.76,349.86,352.72,349.99,346.67,348.25,340.05,352.97,345.00,334.52,341.55,329.81,,,L7
2000-11-23 22:09:30+00:00,364.11,353.45,353.17,365.02,345.35,355.47,362.59,364.15,357.82,367.76,371.94,374.19,362.80,358.60,367.36,371.74,375.92,372.72,373.11,362.95,352.69,349.75,363.79,357.24,354.96,346.99,359.25,361.96,L7
2000-12-18 22:03:49+00:00,373.27,375.15,376.30,352.77,353.34,366.31,364.79,358.46,362.35,376.59,372.16,386.04,379.63,367.13,353.27,365.90,366.92,373.75,370.07,371.62,373.45,384.50,373.43,365.81,372.75,369.58,365.11,380.02,L7
2001-01-03 22:03:24+00:00,,,,,350.73,358.93,363.60,368.79,365.55,370.96,370.44,388.67,407.92,404.18,375.97,381.59,380.52,375.12,371.95,363.62,366.58,382.44,383.49,382.31,383.29,387.31,382.57,387.71,L7
2001-01-10 22:09:39+00:00,376.00,377.30,374.09,391.96,381.58,371.99,380.12,377.42,370.52,381.28,387.28,395.27,394.33,394.30,396.94,377.30,380.19,378.05,382.91,374.66,371.11,378.39,386.95,381.40,374.30,375.69,380.63,376.45,L7
2001-01-19 22:03:55+00:00,373.06,366.01,364.45,370.99,365.79,361.15,366.93,366.99,370.13,362.82,363.15,382.08,390.32,389.60,380.63,370.15,369.72,375.54,373.74,374.04,372.40,365.10,369.30,377.01,379.08,386.72,381.61,372.41,L7
2001-03-15 22:09:27+00:00,336.58,325.44,329.13,319.18,342.14,351.77,355.10,346.16,363.00,357.33,354.89,367.02,368.16,363.08,348.96,358.32,381.12,374.18,379.14,374.99,379.87,381.75,382.77,383.95,385.49,391.32,,,L7
2001-03-31 22:09:19+00:00,371.72,363.31,365.00,341.93,356.79,368.39,372.43,370.97,383.77,366.24,364.34,387.56,392.28,371.82,352.39,368.76,384.73,387.39,389.27,386.35,389.38,396.96,,,,421.93,401.18,,L7
2001-04-16 22:09:18+00:00,,,,,,327.27,325.34,,,341.22,,350.66,346.48,336.98,318.90,331.73,,,355.56,348.27,355.82,370.02,375.27,373.47,373.40,363.70,,,L7
2001-05-02 22:09:15+00:00,338.12,,,335.88,359.76,356.80,362.99,368.52,379.26,,381.59,375.09,370.72,373.38,370.06,380.77,388.13,385.52,383.67,385.66,380.28,388.92,388.49,406.96,401.34,401.54,395.17,394.86,L7
2001-05-11 22:03:21+00:00,,345.69,333.20,321.81,328.54,339.40,328.07,327.30,343.57,345.05,343.83,338.54,351.67,348.61,356.18,406.77,368.35,367.85,365.92,372.31,375.11,358.85,374.66,374.96,377.41,374.60,,,L7
2001-05-27 22:03:12+00:00,,,,,,344.82,359.40,353.52,365.98,363.01,346.89,351.79,354.93,345.10,358.80,366.85,379.63,379.09,377.62,380.36,378.91,390.79,389.53,384.68,385.92,392.72,401.37,396.24,L7
2001-07-14 22:02:21+00:00,,,,,331.05,367.60,369.61,368.25,373.17,375.06,335.09,363.05,375.51,337.60,361.33,373.07,383.08,379.19,385.54,387.57,387.87,388.51,393.40,395.70,,,,,L7
2001-08-15 22:01:50+00:00,344.01,,,,,321.90,339.90,337.05,340.62,338.72,346.21,346.62,351.22,354.01,345.19,348.35,358.73,354.29,356.98,360.55,363.23,370.20,381.57,378.19,375.86,349.96,341.55,354.75,L7
2001-08-31 22:02:05+00:00,342.92,346.05,,,340.27,341.63,346.09,345.19,345.59,344.63,341.31,348.46,348.39,356.51,360.61,367.92,365.58,364.40,361.35,362.77,369.71,372.80,379.98,376.76,367.18,361.45,370.19,363.34,L7
2001-09-23 22:07:39+00:00,368.82,364.42,345.74,340.33,345.90,354.46,348.89,353.78,355.37,350.33,339.14,346.64,350.31,360.26,346.19,357.65,355.57,367.45,360.57,375.61,373.76,378.55,382.03,385.28,390.71,392.00,,,L7
2001-10-02 22:01:40+00:00,363.09,354.49,345.50,363.90,350.46,347.66,349.91,344.53,339.44,354.65,361.40,364.95,369.74,370.30,371.52,380.05,381.63,376.81,373.65,372.70,378.80,381.50,380.83,373.52,376.65,381.33,376.44,366.65,L7
2001-11-03 22:01:46+00:00,332.57,320.68,322.01,334.00,336.78,335.72,331.41,340.88,336.04,334.85,333.76,334.95,339.36,352.66,356.78,363.15,345.64,364.62,344.07,349.24,349.97,356.01,359.16,362.47,355.06,361.10,350.78,334.81,L7
2002-01-06 22:02:07+00:00,,,,389.72,,397.81,390.23,408.58,402.25,393.63,393.00,388.10,383.92,380.39,376.97,386.63,387.03,381.07,383.85,378.46,365.03,373.93,378.75,384.75,377.53,363.95,345.04,338.96,L7
2002-01-29 22:07:57+00:00,356.81,348.88,345.25,377.61,363.54,362.22,373.14,389.74,398.42,411.23,399.20,392.27,387.57,393.98,397.89,392.26,389.09,376.45,383.69,379.68,383.98,378.58,387.80,381.87,371.08,357.13,366.99,362.59,L7
2002-02-07 22:02:17+00:00,404.32,,,399.91,398.12,401.30,406.62,422.73,427.90,435.15,434.66,,426.85,427.60,429.05,427.29,423.17,417.20,411.76,414.48,420.81,,424.01,410.99,405.92,401.46,401.63,,L7
2002-04-03 22:07:57+00:00,370.85,374.56,378.63,363.71,380.59,388.00,398.10,398.23,393.10,390.39,374.99,387.41,390.75,383.77,372.50,382.72,399.89,404.57,399.02,387.29,364.27,375.34,368.43,369.27,381.86,394.04,393.86,354.98,L7
2002-05-14 22:01:43+00:00,340.52,,,,370.73,373.15,377.41,371.32,365.12,371.61,371.57,373.59,368.72,367.50,379.29,378.83,376.00,371.40,372.17,375.91,375.88,369.80,366.08,359.76,364.67,356.65,352.68,341.85,L7
2002-05-30 22:02:01+00:00,,,,361.79,380.11,376.05,369.86,363.51,374.21,366.58,369.23,371.74,372.75,336.39,355.88,381.56,391.53,391.33,371.37,362.08,370.86,373.09,376.56,378.24,381.93,369.72,360.98,352.03,L7
2002-07-08 22:07:36+00:00,302.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-07-17 22:01:44+00:00,360.72,339.28,328.08,336.30,370.58,377.42,377.28,383.87,397.20,371.82,358.60,360.28,377.66,,379.90,374.05,371.33,359.45,358.57,,,,,,,,,,L7
2002-07-24 22:07:26+00:00,,,,,,,,361.56,359.76,358.49,347.21,359.24,365.74,319.25,,,,,,,,342.35,354.46,357.39,360.75,353.78,361.89,373.19,L7
2002-08-18 22:01:33+00:00,348.93,346.99,,,336.68,356.60,347.31,356.72,349.81,358.06,351.45,350.56,353.21,354.16,348.05,353.52,346.65,353.01,350.70,360.56,354.93,348.30,339.64,348.02,354.52,349.46,351.63,351.73,L7
2002-10-05 22:00:43+00:00,375.69,358.23,341.90,365.51,359.26,347.55,355.84,350.50,347.65,363.22,357.33,366.35,369.82,372.84,370.54,370.93,367.53,357.61,354.19,350.52,353.50,354.09,353.33,350.26,345.58,348.05,356.19,368.62,L7
2002-11-13 22:07:06+00:00,375.58,366.30,368.11,357.63,363.30,362.93,361.81,362.14,369.69,365.27,376.64,376.70,377.20,365.02,359.64,372.05,380.23,379.52,368.03,346.15,331.67,340.81,334.98,339.93,334.32,352.61,,,L7
2002-11-29 22:07:25+00:00,376.22,377.24,379.94,369.47,362.91,368.28,364.16,361.81,369.27,377.20,369.75,368.92,379.87,371.68,358.40,370.48,367.43,369.75,365.89,377.14,346.85,345.32,343.10,339.26,331.42,338.94,,,L7
2003-01-25 22:01:30+00:00,,,,,,,,,,,,,,,,,,,,,317.00,326.65,313.58,,,,,,L7
2003-02-26 22:01:40+00:00,363.29,376.21,381.46,383.33,374.83,378.40,386.95,387.89,389.16,388.00,386.47,381.83,384.68,394.27,404.04,404.59,397.56,382.79,381.57,358.63,356.39,362.00,366.10,371.78,376.53,376.20,378.75,364.55,L7
2003-03-05 22:07:55+00:00,385.37,381.61,385.69,392.21,387.87,391.93,396.85,400.39,404.12,403.17,396.07,392.75,395.81,398.73,406.54,407.56,409.37,403.27,399.33,384.19,364.68,365.22,377.70,381.33,387.85,384.99,391.65,387.71,L7
2003-03-21 22:07:51+00:00,376.36,372.53,375.92,377.84,380.47,387.90,393.66,392.82,400.62,397.25,388.46,390.64,389.98,392.34,396.78,401.03,404.53,412.44,409.10,400.12,391.36,390.16,386.35,387.36,383.74,376.55,386.38,388.36,L7
2003-04-15 22:02:09+00:00,372.39,360.62,347.04,396.85,398.15,398.59,404.43,402.35,405.82,405.64,404.75,401.21,395.30,396.83,406.43,409.23,399.39,405.57,406.60,,,,,,,,,,L7
2003-05-24 22:07:53+00:00,,,,,358.26,370.66,368.68,365.69,360.85,,367.37,367.25,365.75,374.77,366.90,375.86,388.40,385.78,385.80,389.46,393.57,388.75,380.79,370.93,375.73,386.45,393.94,380.59,L7
