dates,nzd0333-0000,nzd0333-0001,nzd0333-0002,nzd0333-0003,nzd0333-0004,nzd0333-0005,nzd0333-0006,nzd0333-0007,nzd0333-0008,nzd0333-0009,nzd0333-0010,nzd0333-0011,nzd0333-0012,nzd0333-0013,nzd0333-0014,nzd0333-0015,nzd0333-0016,nzd0333-0017,nzd0333-0018,nzd0333-0019,nzd0333-0020,nzd0333-0021,nzd0333-0022,nzd0333-0023,nzd0333-0024,nzd0333-0025,nzd0333-0026,nzd0333-0027,satname
1999-08-17 22:12:02+00:00,333.97,,,,337.48,353.01,345.37,354.53,361.79,355.05,355.76,347.19,340.07,344.67,347.53,357.55,366.10,376.87,364.76,351.77,357.94,372.00,360.51,354.65,358.26,363.39,,,L7
1999-08-26 22:05:56+00:00,345.87,349.67,,,350.64,358.03,353.73,349.54,353.76,357.94,359.20,356.15,348.69,351.90,364.15,369.34,372.54,381.40,370.41,359.54,366.27,371.31,361.64,360.16,362.17,363.66,362.00,366.10,L7
1999-10-13 22:06:00+00:00,345.87,335.81,331.35,333.51,342.16,358.03,353.73,340.34,346.77,357.94,350.13,356.15,348.69,351.90,358.25,369.34,372.54,381.40,370.41,359.54,366.27,371.31,361.64,360.16,362.17,363.66,362.00,366.10,L7
1999-11-21 22:12:00+00:00,351.09,343.48,338.71,352.88,346.21,355.44,355.55,343.53,347.25,361.77,353.32,358.31,354.36,355.50,360.94,371.37,374.22,380.18,371.32,363.47,368.82,372.96,368.04,367.52,368.65,366.24,369.77,372.31,L7
2000-03-21 22:06:01+00:00,361.54,340.38,338.71,352.88,343.02,343.62,346.25,335.41,340.80,356.27,345.32,356.23,359.96,357.28,356.98,371.98,369.20,370.18,364.72,366.47,367.87,363.25,369.33,367.55,367.95,366.02,377.54,368.23,L7
2000-04-13 22:11:30+00:00,352.50,339.62,346.06,372.24,354.72,343.97,343.45,341.10,342.34,350.20,345.54,350.06,354.68,356.62,361.76,363.22,361.54,363.53,363.39,363.24,369.74,368.26,368.36,360.31,360.93,366.09,377.54,368.23,L7
2000-05-24 22:05:22+00:00,343.45,320.43,,341.98,352.51,347.36,344.49,347.20,339.16,340.57,351.33,354.95,359.98,365.42,359.51,362.85,362.43,365.02,369.41,368.91,374.88,373.87,367.03,361.39,360.70,365.61,376.96,367.65,L7
2000-06-25 22:05:07+00:00,343.45,320.43,,341.98,349.74,347.32,346.46,348.74,338.50,340.57,350.06,356.69,358.00,365.42,358.15,364.02,364.25,368.03,373.38,372.29,377.62,377.79,371.03,364.16,365.50,370.06,378.12,370.66,L7
2000-07-11 22:04:29+00:00,343.45,320.43,,341.98,349.74,348.22,348.03,351.01,342.55,340.57,348.46,359.43,359.14,365.42,359.44,365.82,366.53,371.30,373.99,372.72,378.31,377.43,373.33,366.98,367.94,371.11,374.31,368.59,L7
2000-07-27 22:04:36+00:00,343.45,320.43,382.90,341.98,349.74,348.22,348.03,351.01,342.55,340.57,348.46,359.43,359.14,365.42,359.44,365.82,366.53,371.30,373.99,372.72,378.31,377.43,373.33,366.98,367.94,371.11,374.31,368.59,L7
2000-08-19 22:10:13+00:00,346.44,318.44,382.90,341.98,349.87,347.27,345.99,350.75,348.16,348.57,349.16,356.74,356.90,362.53,358.80,365.58,366.91,372.28,373.51,371.99,375.81,375.27,373.90,369.02,369.10,371.25,371.50,363.34,L7
2000-09-13 22:03:38+00:00,346.44,318.44,382.90,341.98,349.87,347.27,345.99,350.75,348.16,348.57,349.16,356.74,356.90,353.97,354.61,360.97,366.91,364.48,373.51,368.11,370.60,370.29,373.90,365.07,369.10,371.25,371.50,363.34,L7
2000-10-15 22:03:32+00:00,349.44,316.45,382.90,341.98,347.85,350.38,349.59,355.46,350.23,348.93,351.14,363.22,360.77,339.83,350.39,356.42,373.62,367.70,381.00,371.67,371.78,372.70,379.80,371.37,378.36,375.16,371.50,364.69,L7
2000-11-07 22:09:29+00:00,351.24,326.50,355.52,334.68,343.15,351.24,351.38,356.95,353.04,356.19,354.79,359.92,358.09,340.63,350.73,355.48,369.44,364.75,374.14,367.77,366.49,369.41,372.84,365.22,370.99,366.09,371.50,364.69,L7
2000-11-23 22:09:30+00:00,355.53,335.49,354.74,346.20,341.56,350.42,351.43,355.74,353.84,359.08,353.41,359.30,354.33,334.53,351.45,355.11,368.57,363.17,370.52,363.54,360.39,362.18,370.23,360.52,365.80,361.50,367.07,360.84,L7
2000-12-18 22:03:49+00:00,359.96,345.40,360.13,348.39,343.91,352.69,353.34,356.13,355.06,362.58,356.09,363.76,358.55,339.96,351.68,356.46,368.29,364.68,370.44,364.69,362.25,365.37,370.76,361.27,366.96,362.85,366.68,364.68,L7
2001-01-03 22:03:24+00:00,359.96,345.40,360.13,348.39,345.78,354.36,354.94,358.34,359.11,363.98,359.54,368.22,367.86,349.13,354.42,358.22,370.09,364.40,368.22,362.01,359.50,364.36,370.83,362.68,367.52,363.49,367.34,366.89,L7
