,dates,chi0521-0000,chi0521-0001,chi0521-0002,chi0521-0003,chi0521-0004,chi0521-0005,chi0521-0006,chi0521-0007,chi0521-0008,chi0521-0009,chi0521-0010,chi0521-0011,chi0521-0012,chi0521-0013,chi0521-0014,chi0521-0015,chi0521-0016,chi0521-0017,chi0521-0018,chi0521-0019,chi0521-0020,chi0521-0021,chi0521-0022,chi0521-0023,chi0521-0024,chi0521-0025,chi0521-0026,chi0521-0027,chi0521-0028,chi0521-0029,chi0521-0030,chi0521-0031,chi0521-0032
0,1985-01-25 14:06:51+00:00,289.9147677125766,283.88735094892365,281.01339891917837,278.6677499198508,270.7109261777683,271.58855906699057,,263.6144517919323,287.35030007356016,310.66573747944824,310.60493078988856,311.07678338172366,305.4981524040635,266.5942186604695,254.7301088549751,235.38588411572863,,,,,,,,223.2082732813077,,,,,,,,,
1,1998-02-21 14:18:53+00:00,270.5236521859823,269.086376927614,270.3511040252925,271.53361587089563,282.25599779999493,278.87461468692544,287.5239338582591,284.3764241981541,289.0393355897464,284.2346447344961,288.041509286672,299.27359486749714,281.6296418259686,286.7061869309331,287.9873367023573,276.5092404225979,,270.4292381594602,265.64507742296445,253.95565209163712,262.51912891516156,256.8724818810304,252.67786452096664,229.1377733825667,215.00095498785612,206.83437604369254,215.83619797437157,223.49422123353082,215.88036107008043,174.32887580259964,,,
2,1998-04-03 14:13:18+00:00,257.90637788563225,265.444726533332,260.4735395149845,253.96028976702974,252.9746204705664,256.8989715428478,259.26742030174125,266.52155886640026,268.1148614434741,238.94343473764974,261.47083531181164,266.9708101762413,268.83702223330783,259.26668120830766,249.26984958135736,233.41115215280234,227.33061850648195,232.7101969570957,233.51334372684835,236.43204907986944,228.81087261301604,229.848353761863,220.06329245698186,218.79059478356996,214.32630986675807,205.38382453561402,211.15480646625332,208.4545866409499,187.23901285220967,154.04064589914557,115.89312509405345,,
3,1998-09-01 14:20:55+00:00,272.71373000403383,268.70697893576727,265.68811821526054,263.7716434220318,262.22863977320844,258.57480087438597,270.93406628834964,260.18491290822794,271.02983660191796,264.180614807036,264.74832465823346,278.806875911684,270.3939511826242,250.09063903982246,241.03546357500258,249.40925234416187,261.3653543629505,253.19369214467312,245.72420581087235,242.48856861775351,245.1453859544381,231.42221741130928,231.10743954293216,220.89268406321924,199.72985433536007,184.41070274924152,177.6658536021319,,,,,,
4,1998-09-17 14:21:25+00:00,273.7495776825649,273.9696254321736,270.0814633819119,270.4540480398776,263.0065490659117,262.87928598172255,276.33595304487835,271.20459952295624,268.1135181390675,249.09378521688117,273.1551560535174,264.29492245026984,258.76416582946507,235.40549399698708,249.76727205491815,238.32349404659618,245.19178683269232,233.67635297513291,,,234.53119966166767,217.02797916851347,226.2425290594469,221.61380010501173,199.0379036495242,196.90649852670347,192.82535961542504,,,,,,
5,1998-10-28 14:15:20+00:00,255.64040803894355,251.7795802482525,232.7050023657668,242.7429128375033,243.88890036570336,255.6003570475901,259.59884190045136,262.3460022049986,263.2468250607227,263.4872441226449,264.39284811811586,272.90835371200535,256.5015008588177,258.1192318999914,241.1432684886055,237.6305756245207,239.01804090829535,227.6286700935303,239.11457457724617,242.21568493164344,230.28142800261548,225.57587849221645,217.70277160923206,199.75000133565322,174.81433477548865,168.204939033292,160.8474542700276,,,141.78332101268813,131.43613791297045,,
6,1999-10-30 14:35:08+00:00,283.61034823026404,281.4179485738287,275.4286292815976,276.5192138836969,272.4654932225786,270.14849628738654,270.3248755114191,275.1618108165036,277.98197516794727,291.0259124505639,294.4567241685096,305.94205828121795,298.2704626413107,290.72252948178266,294.5023907685015,281.84816334859426,275.291127748847,272.98654220209573,269.3415710885218,266.60540038758637,267.5489610655606,268.61034683727064,260.3564891469856,260.9201042040302,265.18619340816946,279.7394894550252,278.4190176913514,288.7218811331675,,,,,
7,1999-11-16 14:12:06+00:00,268.3656237778493,258.42470411499113,259.13972720819294,255.4761649904944,253.3824594854958,245.27348971448004,247.8297268682473,252.0571037542994,252.4755548518619,268.8517993379359,275.2283176642255,285.64121390075127,281.1986355956631,279.2082800352591,259.85252651664456,259.1400272923074,256.6294035290207,249.5970105879929,246.7475662054082,255.39048055861136,258.12449210807995,254.45487812662597,246.6413184595071,245.77179376063958,252.4309273835147,259.02034779792166,267.3968979482133,259.01509551268697,262.8414431638046,,252.05974506438392,212.381618531451,138.8472201014828
8,1999-12-09 14:17:46+00:00,289.1367776845993,284.14949629022675,270.42412406316066,269.5944497451807,264.3293219144508,262.1217182679989,265.19244323090896,271.4572177659261,263.1367889982766,283.17429792120527,283.6648408388897,299.2811285944107,284.25023915684613,275.3887360639388,273.33349674676725,265.068526726332,272.7406715022881,281.8486766698016,274.0724198150811,268.001450136589,274.8388488129261,279.6422140097974,284.46780251210674,290.76082071778353,278.2509392878483,278.1718204075714,292.6109270562778,300.7850855637037,296.3620490926309,,255.9868673726791,216.35088394819834,141.84598679190663
9,1999-12-10 14:29:24+00:00,294.06156814110716,284.10370036728835,274.0478370100878,258.58470648312823,261.3792991796234,265.00878405226706,261.60265496979804,266.9467963477812,265.54080958250603,288.47434585568453,288.88010136026725,295.3190294669799,291.39650615981947,283.5022229284747,278.1213695593489,269.45228233747645,273.719458270257,279.7460490676712,274.66067463052656,264.98381330413497,267.64653232159037,273.4776864968135,280.5099594100774,295.5246456160206,277.1143174083226,279.1488079083178,289.6971806354966,296.4877345760333,296.4556088932418,,261.7425260917058,214.66399854699534,169.6839426540499
10,2000-02-19 14:34:54+00:00,275.32792609831324,268.03488798355914,261.0773470749749,261.4398725565294,267.1065938577028,264.5081699907159,272.19445985322966,274.888092922933,264.82121326420787,276.48313785935403,284.92136482832365,295.6600751007213,282.0698034087372,284.2386561448965,287.67425005115933,270.6420835742308,269.68163237939297,261.8483894268665,265.68821442579923,275.4944226642003,276.1902943077692,269.42184380323437,265.31061464545763,265.5864679989784,275.4315609429245,272.25057980997826,278.48692103383956,270.92428509479873,251.66951670876068,,234.46484919443208,219.47897656379365,202.43858891142438
11,2000-04-16 14:28:45+00:00,259.4722081165378,265.23215317634566,259.5087886391945,256.8292309099434,260.6448288423914,261.7997643630229,264.1332941051542,265.2246390965776,254.291086538061,277.85312501145086,281.71988057583036,290.369415070912,277.34761522536604,276.91475014262033,273.00904392762504,268.8690040867698,268.0116006404405,266.91161609272945,261.5291343986609,253.4131657357362,249.77874907923507,247.45332708515014,257.5109892591378,254.67964259855367,258.0803200093775,261.6041039792835,268.81655148916474,268.4792611867471,250.62503589369652,227.86746361002585,217.9595801170621,211.14948202516135,226.9658842945776
12,2000-05-09 14:34:46+00:00,264.8432132574054,261.61065480715894,258.46285900046433,254.26231904254215,254.84725708018908,254.98347890645226,261.42608012081854,263.15105518424843,259.0227883141521,276.05422490406494,274.0727646719655,283.09952017764414,280.0327090162899,277.04432964424814,266.24459185178387,260.4607361959727,254.5628001283699,253.82250202360714,264.34243262255285,259.73512888938853,262.3046337820846,257.8172981380237,261.1686893110974,262.85991019449034,263.8980200093826,261.3086525476124,258.7762274209499,255.4195119043424,257.4816137867925,256.29017903746393,253.76547179433206,244.0346170014326,237.80821326960404
13,2000-09-14 14:33:15+00:00,284.5412892639161,275.665457345351,268.3784383909824,270.01550144816275,273.4760393081694,280.3099990099297,278.95872093911595,277.3119249986052,279.21089015937645,293.56011969568283,301.3952026981934,309.3650912619955,305.1677681572119,299.4424533556032,294.83252431781654,288.94303388378876,282.57988469573814,277.18100088016575,291.4222445576797,277.82168440059274,276.96598748460866,270.54390532019374,273.0599141096705,266.7226437120456,269.97561806076794,269.09003496542334,275.2724112698308,272.2684606498948,272.5286022163308,248.28935051180864,242.81559274772835,229.96970458743678,220.22576893028838
14,2000-10-25 14:26:44+00:00,262.329049460093,259.96180851857366,256.29089352472283,250.8826032084577,251.97497822308077,250.68055265652848,257.725017438455,258.89407546222554,257.7976321565042,271.11794273748376,282.49480422362933,291.26822266599555,283.1029667957333,279.5076738477889,271.42249095943214,268.6121120538109,271.34250959544,266.83649075787616,267.9577969824484,267.8832752558463,272.5946707088587,262.6866908711714,264.76991841943067,263.9832176672579,264.3069601822421,260.0275281442168,265.9746134541477,255.6886147796619,247.71395579469265,234.37789985968232,233.71952161717385,234.05650717486174,210.1035555762782
15,2000-12-19 14:32:40+00:00,264.1448113047824,260.935377931888,257.2905694235073,259.3896988232086,253.92832866809553,252.9243444248549,261.29498214423427,267.3299481204441,288.12102155224335,283.58055833120085,281.70153922641464,293.0549930306256,277.4497816653012,274.6803925436137,268.63903104951464,267.34556669039216,266.4013369609185,269.2723416520676,264.6656389621172,277.56870032955976,277.3977951489356,273.17660366476645,274.6271824424283,276.39068315561246,272.0316791722086,273.9449205824763,271.3298258461572,266.4711137437148,262.43033295446264,255.10270747934626,242.9874578054114,214.06688998961897,175.79982850277392
16,2001-04-03 14:26:31+00:00,261.9311080454496,252.9886058838359,248.2099416357785,255.07440662231778,258.5335538201536,261.76406740132245,264.9521798273014,272.30289672260596,272.91946265792836,273.94523868780345,281.4407241820946,291.4985078817788,281.8026398527306,278.16094138624334,273.9722667028275,268.2547453930411,273.55462263080125,284.73233745623145,280.91516435569497,275.7404807636772,270.1529132830196,274.52689802308356,280.64395392991173,288.6444803240025,287.8783793391708,282.4749910561236,286.2213597874527,288.1233224554078,276.1516318973665,231.99231280000842,,,
17,2001-05-04 14:22:27+00:00,243.80134202125927,236.9576109433431,238.42115413423403,234.775688819418,233.74561876341397,237.50310627513394,241.64234838317503,244.49602928002273,236.48774737227902,263.9221277019812,264.33063613734936,273.69247622033237,254.27176433362567,258.9100435757344,245.25656061208264,230.12729642007125,244.89955035291163,,,,,,258.3880440219196,263.8030440223853,275.06517374231083,273.79880810095676,267.33188294488014,255.0085145615049,241.14596593736783,195.30323266295727,,,
18,2001-05-12 14:32:10+00:00,256.5138199125704,249.3237457811644,249.90111467480784,257.7301990032404,252.72784741241225,252.4316932733567,254.56515663335858,254.21052619199753,249.78582507768056,264.55388154273965,271.76640297130405,281.3152433229575,272.73134933610817,268.88546228299646,267.18811284235994,256.71707021922157,259.77192212927395,260.0426797600904,260.89313629638804,250.3622118607184,252.89002963907882,253.40963190484067,258.40305883807656,256.12167545490854,246.19027573231492,243.90645858773763,248.3126583021294,239.76825259138639,230.30956912957242,192.3626690466362,,,
19,2001-09-02 14:16:38+00:00,240.947342535302,238.5865463438154,246.44975448899544,253.33219141871803,248.9079716511578,225.25674549701193,225.98489917753082,,,,,,,,,,,,,,,,,,243.69150902651452,235.13542252030678,,,,,,,
20,2001-09-25 14:22:40+00:00,261.2739016767532,250.2181915105566,249.8128051936124,256.148023585442,257.3536165546414,255.24794847741154,254.42255511780226,262.27629519567836,262.25024691082774,257.68623901391004,274.9040723305378,292.73994794263433,278.78190081168356,278.6915264509527,273.6748460082119,262.75856895639856,259.01479435863087,266.211828654347,260.1339295338572,262.1293641157577,249.44740635029558,243.85418948483567,238.9670772852848,237.35665460546193,250.3141318151813,254.56504062829083,249.70167826178343,231.80139451413405,219.43486758669135,197.43213982571442,165.7927506333828,,
21,2001-10-03 14:30:54+00:00,240.85317751270708,237.79473213936183,239.80542204350434,246.3127779962964,246.54102070971598,242.69383713741317,251.79876293151096,260.36094932321805,253.5347513878509,244.9758357045854,270.8674999267041,287.0623499881186,278.03823820270856,271.19237283991555,265.9530718847443,263.9859225584964,263.9518137254483,261.40794974867623,262.9920674689422,262.07880864827297,252.11559052944696,239.2808910010904,236.28160189410926,234.6448225759871,245.10521445849446,250.02974550061143,237.1940399010553,216.56182237069595,203.7188068703746,176.1198509577261,112.54894514868487,,
22,2001-10-12 14:24:37+00:00,255.2740211971737,248.15221311250556,251.89215176278304,252.0263180855567,250.30115140640666,243.74244669673888,249.62508658795338,257.39744926258135,256.28806381992905,260.48568330840277,275.49503184436503,294.3312756673439,285.4433397349431,273.32864327635593,272.5778145251459,268.1382878836207,263.30102806381217,263.14801657818305,266.13454189621774,263.5435470903974,255.23428651357352,245.80657746509632,239.64482806523029,238.33372295251496,245.24919241806177,245.70899142075083,231.6253348200623,213.09145603510237,194.39560766967864,172.68360545309403,125.24588801170982,,
