dates,sar2116-0000,sar2116-0001,sar2116-0002,satname
1984-06-07 09:34:18+00:00,382.66,,,L5
1984-10-13 09:36:13+00:00,382.22,,,L5
1985-07-12 09:36:05+00:00,384.73,,,L5
1986-01-04 09:33:44+00:00,375.43,272.66,123.69,L5
1986-01-20 09:33:24+00:00,405.38,,102.57,L5
1986-05-12 09:30:53+00:00,382.56,279.89,211.56,L5
1986-05-28 09:30:26+00:00,384.85,,209.23,L5
1987-06-07 09:36:42+00:00,384.23,249.94,216.0,L5
1987-07-09 09:37:22+00:00,384.59,,204.55,L5
1988-04-22 09:42:28+00:00,400.77,279.92,209.22,L5
1988-05-01 09:36:21+00:00,385.58,249.82,205.69,L5
1988-06-02 09:36:38+00:00,392.83,264.82,189.01,L5
1988-06-18 09:36:43+00:00,365.09,266.95,217.01,L5
1988-07-04 09:36:48+00:00,382.93,264.98,205.45,L5
1988-07-20 09:36:51+00:00,381.9,234.87,190.33,L5
1988-08-12 09:43:01+00:00,391.99,,203.39,L5
1988-08-21 09:36:53+00:00,381.56,249.95,190.32,L5
1989-01-12 09:36:20+00:00,392.44,249.96,,L5
1989-05-20 09:34:32+00:00,393.25,264.94,200.93,L5
1989-06-21 09:33:55+00:00,380.92,,209.39,L5
1989-11-28 09:30:04+00:00,407.01,,,L5
1990-02-16 09:27:35+00:00,386.52,257.25,,L5
1990-05-07 09:26:19+00:00,384.88,234.92,,L5
1990-05-23 09:26:20+00:00,381.06,,206.68,L5
1990-06-24 09:26:18+00:00,383.43,,199.97,L5
1991-05-26 09:28:46+00:00,384.64,249.92,205.09,L5
1991-06-11 09:28:57+00:00,380.97,268.03,210.81,L5
1991-06-27 09:29:13+00:00,367.07,249.82,195.41,L5
1992-02-06 09:30:19+00:00,384.84,219.94,170.64,L5
1992-05-28 09:29:42+00:00,,,221.61,L5
1992-06-29 09:29:20+00:00,385.07,,194.47,L5
1992-12-29 09:33:45+00:00,404.97,,212.14,L5
1993-02-08 09:28:02+00:00,,,235.23,L5
1993-05-15 09:28:37+00:00,383.22,279.95,207.68,L5
1993-05-31 09:28:40+00:00,363.2,270.57,215.49,L5
1993-10-06 09:28:23+00:00,,264.8,182.71,L5
1993-11-07 09:28:10+00:00,381.05,249.83,204.83,L5
1994-11-10 09:20:54+00:00,348.06,,230.54,L5
1997-04-24 09:33:46+00:00,388.96,264.9,199.24,L5
1997-05-10 09:34:19+00:00,380.97,265.11,210.32,L5
1997-07-13 09:36:33+00:00,381.19,249.78,221.67,L5
1997-10-08 09:45:22+00:00,392.79,264.91,,L5
1998-01-12 09:47:44+00:00,386.9,296.79,192.19,L5
1998-02-06 09:42:06+00:00,363.66,,,L5
1998-04-27 09:43:16+00:00,387.91,266.47,214.74,L5
1998-05-13 09:43:32+00:00,382.28,279.84,226.33,L5
1998-06-30 09:44:12+00:00,381.19,288.08,211.48,L5
1998-07-07 09:50:29+00:00,385.19,265.74,211.14,L5
1998-07-16 09:44:23+00:00,381.37,270.33,217.31,L5
1998-08-01 09:44:28+00:00,381.7,269.18,214.67,L5
1998-08-17 09:44:36+00:00,387.64,249.83,208.67,L5
1998-09-02 09:44:48+00:00,390.44,269.68,205.1,L5
1998-09-18 09:44:56+00:00,409.57,269.98,,L5
1999-04-30 09:44:50+00:00,392.33,266.91,225.78,L5
