dates,nzd0351-0000,nzd0351-0001,nzd0351-0002,nzd0351-0003,nzd0351-0004,nzd0351-0005,nzd0351-0006,nzd0351-0007,nzd0351-0008,nzd0351-0009,nzd0351-0010,nzd0351-0011,nzd0351-0012,nzd0351-0013,nzd0351-0014,nzd0351-0015,nzd0351-0016,nzd0351-0017,nzd0351-0018,nzd0351-0019,nzd0351-0020,nzd0351-0021,nzd0351-0022,nzd0351-0023,nzd0351-0024,nzd0351-0025,nzd0351-0026,nzd0351-0027,nzd0351-0028,nzd0351-0029,nzd0351-0030,nzd0351-0031,nzd0351-0032,nzd0351-0033,nzd0351-0034,nzd0351-0035,nzd0351-0036,nzd0351-0037,nzd0351-0038,nzd0351-0039,nzd0351-0040,nzd0351-0041,nzd0351-0042,nzd0351-0043,nzd0351-0044,nzd0351-0045,nzd0351-0046,nzd0351-0047,nzd0351-0048,nzd0351-0049,nzd0351-0050,nzd0351-0051,nzd0351-0052,nzd0351-0053,nzd0351-0054,nzd0351-0055,nzd0351-0056,nzd0351-0057,nzd0351-0058,nzd0351-0059,nzd0351-0060,nzd0351-0061,nzd0351-0062,nzd0351-0063,nzd0351-0064,nzd0351-0065,nzd0351-0066,nzd0351-0067,nzd0351-0068,nzd0351-0069,nzd0351-0070,nzd0351-0071,nzd0351-0072,nzd0351-0073,nzd0351-0074,nzd0351-0075,nzd0351-0076,nzd0351-0077,nzd0351-0078,nzd0351-0079,nzd0351-0080,nzd0351-0081,nzd0351-0082,nzd0351-0083,nzd0351-0084,nzd0351-0085,nzd0351-0086,nzd0351-0087,nzd0351-0088,nzd0351-0089,nzd0351-0090,nzd0351-0091,nzd0351-0092,nzd0351-0093,nzd0351-0094,nzd0351-0095,nzd0351-0096,nzd0351-0097,nzd0351-0098,nzd0351-0099,nzd0351-0100,nzd0351-0101,nzd0351-0102,nzd0351-0103,nzd0351-0104,nzd0351-0105,nzd0351-0106,nzd0351-0107,nzd0351-0108,nzd0351-0109,nzd0351-0110,nzd0351-0111,nzd0351-0112,nzd0351-0113,nzd0351-0114,nzd0351-0115,nzd0351-0116,nzd0351-0117,nzd0351-0118,nzd0351-0119,nzd0351-0120,nzd0351-0121,nzd0351-0122,nzd0351-0123,nzd0351-0124,nzd0351-0125,nzd0351-0126,nzd0351-0127,nzd0351-0128,nzd0351-0129,nzd0351-0130,nzd0351-0131,nzd0351-0132,nzd0351-0133,nzd0351-0134,nzd0351-0135,nzd0351-0136,nzd0351-0137,nzd0351-0138,nzd0351-0139,nzd0351-0140,nzd0351-0141,nzd0351-0142,nzd0351-0143,nzd0351-0144,nzd0351-0145,nzd0351-0146,nzd0351-0147,nzd0351-0148,nzd0351-0149,nzd0351-0150,nzd0351-0151,nzd0351-0152,nzd0351-0153,nzd0351-0154,nzd0351-0155,nzd0351-0156,nzd0351-0157,nzd0351-0158,nzd0351-0159,nzd0351-0160,nzd0351-0161,nzd0351-0162,nzd0351-0163,nzd0351-0164,nzd0351-0165,nzd0351-0166,nzd0351-0167,nzd0351-0168,nzd0351-0169,nzd0351-0170,nzd0351-0171,nzd0351-0172,satname
1999-08-17 22:12:26+00:00,413.15,,335.14,324.27,324.06,326.54,316.18,312.37,330.48,364.64,345.54,337.56,339.90,343.08,350.04,357.50,369.41,359.57,355.55,351.55,350.38,349.90,350.82,350.27,348.09,347.62,351.81,345.17,340.85,344.41,341.78,340.29,356.11,352.24,355.19,352.29,358.55,359.14,365.25,362.31,358.78,357.10,355.93,349.58,349.79,354.48,348.93,352.32,351.33,351.87,345.24,346.32,349.36,347.82,351.37,340.50,340.49,339.11,334.10,339.59,335.92,344.22,344.97,340.80,336.27,329.66,330.15,326.68,330.82,330.41,329.35,332.72,330.75,328.03,322.51,320.67,315.53,313.74,310.80,308.05,310.39,305.62,308.68,312.81,316.03,319.65,320.09,319.80,320.37,313.17,302.92,306.24,298.02,299.50,302.35,308.13,309.44,317.03,313.29,313.21,315.95,308.98,315.69,310.37,316.77,317.90,318.11,324.82,322.17,327.13,325.10,329.63,334.16,330.37,330.31,329.96,324.92,322.45,321.11,322.74,324.62,321.09,322.41,325.41,326.39,327.57,332.50,329.89,325.99,320.42,315.39,313.35,309.71,307.97,307.33,314.99,316.21,311.69,314.30,312.53,309.98,314.51,315.65,310.52,315.86,318.86,328.18,322.23,320.28,315.89,313.86,307.33,305.01,305.66,300.70,297.94,294.42,289.96,289.98,286.88,282.84,277.65,274.71,272.70,266.28,251.42,250.14,,287.57,295.64,314.40,328.94,342.16,L7
1999-08-26 22:06:20+00:00,413.15,398.46,335.14,324.27,324.06,333.46,325.54,321.01,332.39,353.56,347.80,346.52,347.54,350.62,356.94,367.49,377.23,371.82,366.04,361.26,357.18,357.50,354.88,353.88,351.49,353.68,358.60,355.28,351.96,354.08,356.26,355.62,362.89,364.43,363.56,359.98,363.24,365.58,368.41,369.27,365.00,365.00,363.13,358.82,355.23,357.08,353.06,355.47,354.57,354.47,348.03,350.00,352.00,354.59,356.24,354.32,353.40,350.63,345.44,346.48,344.23,348.96,348.20,346.72,344.15,338.56,339.00,336.74,337.98,335.26,335.44,335.75,336.70,333.38,331.61,328.48,324.93,320.98,321.26,317.27,318.50,316.10,319.32,320.75,322.23,325.56,325.26,323.52,321.61,319.38,314.22,313.63,310.57,313.22,312.36,316.36,317.65,323.48,323.69,321.69,320.88,319.13,318.09,318.93,323.85,325.00,327.88,332.73,329.86,333.25,333.46,337.11,337.35,334.71,335.62,332.62,330.17,330.65,330.85,336.38,333.51,329.59,328.80,328.12,328.32,329.25,334.22,330.44,328.53,323.11,323.73,323.51,321.29,319.64,321.24,321.79,323.29,321.11,317.59,318.98,318.75,319.93,322.12,320.44,322.92,326.35,332.62,331.40,327.69,325.48,323.75,316.79,310.22,308.20,303.78,303.25,300.71,300.81,299.44,298.01,294.04,295.54,290.13,281.97,279.52,269.57,268.01,305.43,298.89,310.15,328.87,344.00,353.90,L7
1999-09-18 22:12:27+00:00,413.15,390.11,343.50,327.06,331.34,335.65,330.64,325.80,334.13,350.48,353.55,350.92,351.32,354.56,358.19,370.36,376.19,377.27,372.03,362.61,359.12,359.34,363.99,357.71,354.72,355.73,360.54,360.97,360.24,357.05,358.95,358.10,363.68,368.43,368.26,364.78,366.93,369.10,371.24,371.36,368.59,368.43,367.90,362.26,358.69,358.69,355.80,358.70,356.75,357.98,352.28,354.41,356.00,356.37,357.61,356.18,354.66,353.98,350.15,349.34,349.69,352.16,352.20,353.59,349.93,343.39,343.81,339.97,338.90,337.83,336.95,337.34,337.02,335.77,334.70,332.86,329.41,326.15,325.68,322.63,321.50,319.28,321.30,323.10,325.53,328.21,328.57,327.30,325.10,320.71,317.08,317.60,315.23,316.01,316.23,319.59,321.24,326.43,325.12,325.03,325.58,324.27,322.92,323.46,326.32,328.27,331.24,335.60,335.61,339.69,339.86,342.53,342.51,341.06,339.69,337.20,335.92,334.51,334.26,337.64,338.00,333.94,331.91,331.14,330.75,332.63,335.09,333.47,332.50,329.90,328.55,328.09,323.77,322.46,323.91,324.29,326.55,324.69,323.04,324.69,324.28,323.88,323.77,321.32,323.84,327.53,333.17,332.70,332.96,329.50,329.50,323.94,317.74,313.60,307.02,306.03,305.39,304.06,302.30,301.23,298.90,298.83,293.26,286.61,282.79,272.25,271.75,297.74,301.44,316.67,332.68,346.14,356.68,L7
1999-10-13 22:06:24+00:00,413.05,388.68,349.61,331.26,331.93,334.36,332.04,328.27,335.42,348.86,351.95,351.33,352.82,356.21,359.94,369.20,375.19,374.91,369.69,362.29,358.17,357.70,361.79,356.75,354.62,355.35,359.31,358.20,356.62,355.54,358.56,358.24,361.62,365.84,365.80,364.31,366.52,368.44,370.19,369.40,366.16,365.78,363.92,360.53,357.63,357.47,354.45,356.38,355.39,354.98,349.86,351.83,352.98,353.61,354.82,353.45,351.87,350.78,348.15,348.17,348.88,351.45,351.77,352.12,348.08,342.25,343.09,338.92,336.10,334.63,333.45,332.88,331.82,331.70,332.43,331.42,329.09,326.69,325.57,322.69,321.19,318.21,319.01,320.38,323.18,323.85,324.13,325.20,322.75,319.34,316.74,316.94,315.02,315.23,315.63,317.47,318.91,322.30,321.77,323.12,325.36,323.74,323.67,324.36,326.52,327.12,329.66,332.60,332.15,336.40,336.83,339.83,341.23,340.47,339.49,336.33,335.11,332.83,332.70,334.31,333.53,330.63,328.76,329.32,326.68,328.74,332.18,331.62,331.15,329.86,329.62,328.51,323.81,320.60,321.68,322.00,324.78,322.72,320.67,323.58,322.88,322.84,322.33,319.67,321.48,324.20,327.74,327.63,328.31,325.27,325.91,321.57,317.11,313.40,307.52,305.35,303.01,301.74,300.62,299.09,297.39,297.63,291.20,286.16,282.72,273.45,272.33,295.26,301.39,315.85,331.48,344.47,347.82,L7
1999-11-21 22:12:24+00:00,413.05,391.69,354.74,335.34,332.85,334.10,331.12,328.57,336.31,349.56,352.15,350.83,353.00,356.09,360.07,369.60,375.57,374.47,368.93,363.53,359.56,358.80,360.77,356.04,354.41,354.82,359.34,359.07,358.26,356.31,360.12,359.99,363.24,366.47,365.82,364.51,367.03,368.82,370.33,369.28,365.54,364.98,363.49,360.67,358.42,358.75,355.73,356.53,356.01,355.41,349.88,352.18,352.69,353.49,352.79,353.32,352.33,352.52,350.25,350.33,350.29,353.25,352.03,353.41,348.50,344.08,341.42,338.90,335.73,334.72,334.17,334.10,333.39,332.80,333.51,331.66,328.85,327.18,325.70,323.23,321.71,320.61,321.63,322.47,323.33,324.08,324.11,324.83,322.47,320.80,318.13,317.64,316.54,317.58,316.96,319.34,320.36,323.57,323.55,323.87,325.34,324.32,323.29,324.83,327.40,327.91,329.96,332.00,332.72,336.94,337.64,340.51,341.15,340.95,341.13,336.64,334.70,333.14,332.91,335.96,333.59,331.37,329.21,329.39,327.61,328.90,332.61,332.47,331.87,330.22,329.99,328.59,325.03,322.12,323.43,323.30,325.60,323.74,321.36,323.89,323.77,323.88,323.97,321.44,322.53,325.21,327.13,328.44,329.09,327.89,328.11,323.23,318.83,313.96,308.46,306.10,304.04,303.20,302.29,299.66,298.45,300.41,295.18,288.38,285.14,276.74,275.84,295.26,302.06,316.51,332.61,346.51,349.86,L7
2000-01-17 22:06:11+00:00,413.05,391.69,354.74,335.34,332.85,334.10,331.12,328.57,336.31,349.56,352.15,350.83,353.00,356.09,360.07,369.60,375.57,374.47,368.93,363.53,359.56,358.80,360.77,356.04,354.41,354.82,359.34,359.07,358.26,359.83,362.94,363.44,366.97,370.43,368.06,369.16,373.35,373.20,372.47,371.61,368.35,366.81,365.08,362.08,358.69,359.02,357.29,359.00,359.13,358.15,352.52,354.18,354.60,356.26,355.54,354.58,352.77,352.39,351.79,353.39,353.11,356.32,353.81,354.29,349.98,345.74,344.64,343.30,339.39,338.49,336.70,335.22,334.30,333.09,334.00,332.54,331.25,329.44,328.28,325.65,323.17,322.61,323.52,324.55,325.44,326.68,325.37,325.89,323.69,322.85,320.41,319.12,317.99,318.78,318.07,322.25,322.89,325.19,325.36,326.06,327.71,326.64,326.19,327.08,328.46,329.16,332.86,335.47,335.90,339.32,339.42,342.16,342.12,342.57,342.69,336.64,334.70,333.14,332.91,335.96,333.59,331.37,329.21,329.39,327.61,328.90,332.61,332.47,331.87,330.22,329.99,328.59,325.03,322.12,323.43,323.30,325.60,325.28,322.45,325.05,326.45,326.61,326.11,323.37,323.95,326.62,329.21,329.89,330.61,329.52,329.84,324.91,320.75,315.09,309.97,307.39,306.17,304.87,303.59,301.50,300.23,301.89,297.33,289.89,286.19,278.42,277.00,295.45,304.09,317.62,334.65,348.95,353.00,L7
2000-02-18 22:06:05+00:00,412.96,395.85,364.22,343.25,337.95,336.81,334.92,334.82,339.02,347.38,354.62,355.72,357.36,360.72,364.37,374.56,378.32,378.58,372.88,368.95,364.77,364.67,364.88,358.70,357.19,359.34,362.82,365.05,365.01,364.41,368.67,369.07,370.67,374.93,371.79,372.40,376.94,377.36,376.18,375.27,371.63,369.81,367.06,365.05,361.06,360.66,359.88,360.30,362.09,361.22,357.20,357.73,357.50,359.20,357.33,358.65,356.03,355.91,356.09,358.35,357.79,360.51,356.43,357.96,353.84,350.64,349.21,348.30,343.15,341.95,340.06,337.83,336.57,335.43,337.50,336.44,335.74,334.21,333.70,330.91,327.58,327.49,328.36,328.77,328.43,329.66,328.20,328.49,326.44,327.22,326.18,323.61,324.03,323.18,322.57,326.11,326.76,328.18,330.39,330.08,332.44,332.32,330.47,332.70,332.77,332.91,336.64,338.41,339.03,342.04,342.30,344.60,343.23,345.33,347.17,340.99,339.70,338.86,337.90,342.26,337.97,336.47,333.34,332.97,330.92,332.08,334.82,334.45,334.67,333.52,334.74,333.14,331.62,328.51,330.30,328.20,330.72,330.45,325.81,328.91,331.60,331.08,330.94,329.18,328.33,330.43,331.64,333.07,332.91,333.46,334.33,328.97,325.91,318.29,313.26,311.22,310.26,310.45,308.23,306.62,305.22,309.03,303.73,294.83,291.47,285.61,283.93,295.45,308.44,322.99,340.50,355.42,357.70,L7
2000-02-25 22:12:13+00:00,425.87,399.57,373.23,353.46,344.50,344.29,334.92,346.35,340.20,348.60,355.76,355.83,357.91,367.49,368.29,375.67,379.03,376.96,373.72,374.54,373.20,372.46,366.36,364.57,357.76,369.51,367.47,371.00,365.49,371.82,375.41,370.81,372.25,373.34,372.56,373.68,378.29,380.78,383.57,375.08,371.71,369.88,366.62,364.44,361.14,360.86,360.41,360.63,362.94,362.05,358.47,358.55,358.08,358.77,356.58,356.75,353.97,356.08,355.90,360.16,362.04,365.07,360.04,359.96,355.30,351.31,350.71,349.33,344.48,342.90,342.33,341.49,339.06,337.03,336.39,336.53,336.42,335.81,335.63,334.54,330.69,330.82,330.60,331.38,330.67,328.97,327.75,328.73,327.16,327.55,326.31,324.12,324.21,322.43,322.61,326.41,326.94,327.83,329.65,330.07,335.95,334.27,334.39,335.04,335.26,334.88,338.62,340.45,340.81,344.48,343.44,344.88,344.48,347.33,347.82,343.78,340.77,338.87,337.23,340.32,336.86,336.07,332.88,333.50,331.08,332.37,334.55,335.31,335.57,335.46,335.40,333.00,331.31,327.81,329.08,328.11,330.81,330.44,326.79,329.60,332.42,332.23,331.41,328.94,328.00,329.75,330.56,331.57,332.47,333.14,334.47,329.52,328.01,319.80,314.54,311.75,310.91,310.21,308.09,306.12,305.22,308.15,303.36,295.55,291.21,285.18,283.54,292.12,308.09,322.65,339.94,354.69,356.11,L7
2000-03-12 22:12:09+00:00,424.12,399.58,376.77,358.63,347.11,346.33,334.92,347.71,337.24,344.20,353.05,354.50,357.64,367.26,367.93,374.81,378.77,375.10,371.47,372.99,375.34,374.04,367.51,365.97,358.89,369.93,368.51,373.18,371.29,375.03,377.19,371.54,371.98,371.11,371.58,373.05,377.12,380.83,383.46,374.97,371.97,369.47,366.47,364.93,360.24,359.71,358.29,359.00,362.00,361.61,359.30,358.31,357.92,358.36,356.21,356.06,352.41,353.84,354.56,358.08,360.31,363.84,359.73,360.26,356.02,350.70,349.94,348.65,344.74,342.57,342.24,339.94,338.35,335.95,334.27,334.46,334.51,335.12,334.99,333.72,331.21,331.25,331.05,331.11,330.83,328.47,324.78,327.55,327.28,326.16,325.59,324.36,324.40,322.26,323.22,324.70,325.01,325.44,327.28,329.27,334.63,333.79,336.19,334.47,335.65,336.09,337.97,341.23,340.41,342.68,341.65,341.98,342.47,346.57,346.19,343.62,339.14,337.70,336.25,341.89,340.07,340.02,337.40,336.13,333.07,334.49,336.43,335.10,334.66,335.13,334.35,331.71,328.89,328.23,329.35,330.69,332.92,332.55,330.64,332.69,336.49,337.54,337.07,334.07,333.46,336.74,335.74,333.17,331.85,332.51,336.47,332.42,328.05,320.58,316.56,314.75,314.36,311.06,308.56,304.49,305.49,307.07,300.24,296.05,291.58,283.71,284.46,292.39,308.68,324.19,343.35,357.74,360.24,L7
2000-03-21 22:06:01+00:00,420.38,401.89,380.08,362.92,348.79,345.87,334.70,348.73,337.85,343.69,348.17,352.76,356.13,366.99,368.26,374.21,378.81,373.00,368.43,373.50,376.02,374.21,363.12,365.00,357.37,369.43,367.07,370.75,366.51,374.83,377.03,372.13,371.84,369.48,369.50,371.45,375.25,379.68,382.30,374.14,369.94,367.97,364.22,362.98,358.13,358.64,356.85,357.31,360.74,359.50,358.39,357.02,356.50,356.97,354.74,354.78,352.14,352.53,354.20,357.96,359.34,363.33,358.58,358.35,354.74,350.21,348.23,347.67,344.72,341.59,341.35,338.82,337.43,334.27,332.70,332.33,333.11,333.64,333.28,332.15,330.71,331.02,331.27,331.00,329.54,326.96,322.89,324.76,324.32,324.72,324.35,322.00,322.56,320.13,320.45,321.00,321.65,323.38,325.84,327.78,333.24,332.18,334.12,332.81,335.37,334.77,336.37,339.61,337.99,339.87,339.20,339.67,339.86,343.92,344.83,340.47,335.78,334.07,333.67,341.14,337.69,338.77,337.19,335.62,332.42,332.08,334.44,331.65,329.78,329.07,329.85,327.60,327.58,326.49,329.17,331.40,332.44,332.51,329.96,331.95,335.40,336.71,337.41,335.34,333.80,336.35,334.38,332.18,329.09,331.75,334.30,329.31,325.06,317.68,315.30,314.20,312.34,309.61,306.58,302.55,304.09,306.40,299.60,294.34,290.91,285.41,284.97,294.08,307.43,322.33,341.80,355.91,359.23,L7
