dates,nzd0351-0000,nzd0351-0001,nzd0351-0002,nzd0351-0003,nzd0351-0004,nzd0351-0005,nzd0351-0006,nzd0351-0007,nzd0351-0008,nzd0351-0009,nzd0351-0010,nzd0351-0011,nzd0351-0012,nzd0351-0013,nzd0351-0014,nzd0351-0015,nzd0351-0016,nzd0351-0017,nzd0351-0018,nzd0351-0019,nzd0351-0020,nzd0351-0021,nzd0351-0022,nzd0351-0023,nzd0351-0024,nzd0351-0025,nzd0351-0026,nzd0351-0027,nzd0351-0028,nzd0351-0029,nzd0351-0030,nzd0351-0031,nzd0351-0032,nzd0351-0033,nzd0351-0034,nzd0351-0035,nzd0351-0036,nzd0351-0037,nzd0351-0038,nzd0351-0039,nzd0351-0040,nzd0351-0041,nzd0351-0042,nzd0351-0043,nzd0351-0044,nzd0351-0045,nzd0351-0046,nzd0351-0047,nzd0351-0048,nzd0351-0049,nzd0351-0050,nzd0351-0051,nzd0351-0052,nzd0351-0053,nzd0351-0054,nzd0351-0055,nzd0351-0056,nzd0351-0057,nzd0351-0058,nzd0351-0059,nzd0351-0060,nzd0351-0061,nzd0351-0062,nzd0351-0063,nzd0351-0064,nzd0351-0065,nzd0351-0066,nzd0351-0067,nzd0351-0068,nzd0351-0069,nzd0351-0070,nzd0351-0071,nzd0351-0072,nzd0351-0073,nzd0351-0074,nzd0351-0075,nzd0351-0076,nzd0351-0077,nzd0351-0078,nzd0351-0079,nzd0351-0080,nzd0351-0081,nzd0351-0082,nzd0351-0083,nzd0351-0084,nzd0351-0085,nzd0351-0086,nzd0351-0087,nzd0351-0088,nzd0351-0089,nzd0351-0090,nzd0351-0091,nzd0351-0092,nzd0351-0093,nzd0351-0094,nzd0351-0095,nzd0351-0096,nzd0351-0097,nzd0351-0098,nzd0351-0099,nzd0351-0100,nzd0351-0101,nzd0351-0102,nzd0351-0103,nzd0351-0104,nzd0351-0105,nzd0351-0106,nzd0351-0107,nzd0351-0108,nzd0351-0109,nzd0351-0110,nzd0351-0111,nzd0351-0112,nzd0351-0113,nzd0351-0114,nzd0351-0115,nzd0351-0116,nzd0351-0117,nzd0351-0118,nzd0351-0119,nzd0351-0120,nzd0351-0121,nzd0351-0122,nzd0351-0123,nzd0351-0124,nzd0351-0125,nzd0351-0126,nzd0351-0127,nzd0351-0128,nzd0351-0129,nzd0351-0130,nzd0351-0131,nzd0351-0132,nzd0351-0133,nzd0351-0134,nzd0351-0135,nzd0351-0136,nzd0351-0137,nzd0351-0138,nzd0351-0139,nzd0351-0140,nzd0351-0141,nzd0351-0142,nzd0351-0143,nzd0351-0144,nzd0351-0145,nzd0351-0146,nzd0351-0147,nzd0351-0148,nzd0351-0149,nzd0351-0150,nzd0351-0151,nzd0351-0152,nzd0351-0153,nzd0351-0154,nzd0351-0155,nzd0351-0156,nzd0351-0157,nzd0351-0158,nzd0351-0159,nzd0351-0160,nzd0351-0161,nzd0351-0162,nzd0351-0163,nzd0351-0164,nzd0351-0165,nzd0351-0166,nzd0351-0167,nzd0351-0168,nzd0351-0169,nzd0351-0170,nzd0351-0171,nzd0351-0172,satname
1999-08-17 22:12:26+00:00,413.15,,335.14,324.27,324.06,326.54,316.18,312.37,330.48,364.64,345.54,337.56,339.90,343.08,350.04,357.50,369.41,359.57,355.55,351.55,350.38,349.90,350.82,350.27,348.09,347.62,351.81,345.17,340.85,344.41,341.78,340.29,356.11,352.24,355.19,352.29,358.55,359.14,365.25,362.31,358.78,357.10,355.93,349.58,349.79,354.48,348.93,352.32,351.33,351.87,345.24,346.32,349.36,347.82,351.37,340.50,340.49,339.11,334.10,339.59,335.92,344.22,344.97,340.80,336.27,329.66,330.15,326.68,330.82,330.41,329.35,332.72,330.75,328.03,322.51,320.67,315.53,313.74,310.80,308.05,310.39,305.62,308.68,312.81,316.03,319.65,320.09,319.80,320.37,313.17,302.92,306.24,298.02,299.50,302.35,308.13,309.44,317.03,313.29,313.21,315.95,308.98,315.69,310.37,316.77,317.90,318.11,324.82,322.17,327.13,325.10,329.63,334.16,330.37,330.31,329.96,324.92,322.45,321.11,322.74,324.62,321.09,322.41,325.41,326.39,327.57,332.50,329.89,325.99,320.42,315.39,313.35,309.71,307.97,307.33,314.99,316.21,311.69,314.30,312.53,309.98,314.51,315.65,310.52,315.86,318.86,328.18,322.23,320.28,315.89,313.86,307.33,305.01,305.66,300.70,297.94,294.42,289.96,289.98,286.88,282.84,277.65,274.71,272.70,266.28,251.42,250.14,,287.57,295.64,314.40,328.94,342.16,L7
1999-08-26 22:06:20+00:00,,398.46,,,,340.38,334.90,329.66,334.31,342.48,350.05,355.49,355.18,358.16,363.83,377.47,385.05,384.07,376.53,370.97,363.98,365.10,358.93,357.48,354.89,359.73,365.38,365.39,363.07,363.75,370.74,370.96,369.68,376.61,371.92,367.66,367.93,372.03,371.57,376.23,371.23,372.91,370.34,368.06,360.67,359.67,357.20,358.62,357.81,357.07,350.83,353.67,354.64,361.36,361.10,368.14,366.32,362.16,356.78,353.36,352.53,353.70,351.42,352.64,352.03,347.46,347.84,346.79,345.14,340.11,341.52,338.79,342.65,338.73,340.71,336.29,334.33,328.21,331.72,326.49,326.61,326.57,329.96,328.69,328.42,331.48,330.43,327.24,322.84,325.58,325.51,321.03,323.13,326.93,322.37,324.59,325.87,329.93,334.08,330.16,325.81,329.29,320.48,327.49,330.92,332.09,337.66,340.63,337.54,339.38,341.81,344.58,340.54,339.05,340.94,335.27,335.42,338.85,340.59,350.02,342.41,338.09,335.18,330.83,330.25,330.94,335.93,330.99,331.07,325.79,332.07,333.67,332.87,331.31,335.15,328.59,330.38,330.52,320.87,325.43,327.51,325.35,328.60,330.37,329.98,333.84,337.05,340.57,335.10,335.06,333.63,326.25,315.42,310.73,306.86,308.56,307.00,311.66,308.90,309.14,305.25,313.43,305.55,291.24,292.77,287.73,285.88,305.43,310.21,324.67,343.34,359.06,365.65,L7
1999-09-18 22:12:27+00:00,,381.75,351.85,329.85,338.61,340.02,340.83,335.36,337.61,344.33,365.06,359.71,358.89,362.43,360.70,376.10,374.11,388.16,384.01,365.31,363.01,363.03,382.22,365.37,361.17,359.83,364.42,372.35,376.81,362.98,364.33,363.04,365.26,376.44,377.67,374.40,374.30,376.12,376.91,375.54,375.77,375.27,377.44,369.14,365.61,361.92,361.28,365.17,361.11,365.01,360.78,363.23,364.00,359.93,360.36,359.89,357.18,360.68,359.57,355.07,360.62,358.57,360.21,367.32,361.49,353.05,353.45,346.43,340.75,342.98,339.98,340.52,337.66,340.55,340.87,341.61,338.36,336.49,334.51,333.34,327.49,325.65,325.25,327.81,332.15,333.50,335.18,334.87,332.08,323.39,322.80,325.54,324.54,321.59,323.96,326.05,328.42,332.32,327.99,331.71,334.98,334.54,332.60,332.53,331.28,334.83,337.94,341.36,347.12,352.57,352.66,353.37,352.84,353.75,347.82,346.37,347.41,342.24,341.08,340.16,346.97,342.65,338.15,337.18,335.62,339.39,336.83,339.53,340.43,343.48,338.18,337.25,328.72,328.10,329.25,329.28,333.06,331.87,333.95,336.12,335.34,331.79,327.06,323.08,325.67,329.90,334.28,335.29,343.51,337.56,341.01,338.23,332.78,324.41,313.49,311.58,314.74,310.55,308.01,307.66,308.61,305.40,299.51,295.90,289.31,277.61,279.23,290.05,306.54,329.70,340.31,350.42,362.22,L7
1999-10-13 22:06:24+00:00,412.96,385.83,361.84,339.67,333.12,330.49,336.27,335.70,339.28,343.99,347.15,352.55,357.31,361.17,365.19,365.72,372.19,367.83,362.65,361.33,355.32,352.77,355.19,353.88,354.31,354.23,355.61,349.90,345.77,351.03,357.37,358.66,355.41,358.05,358.43,362.90,365.29,366.48,367.02,363.52,358.85,357.83,351.98,355.33,354.46,353.81,350.40,349.41,351.30,345.98,342.57,344.09,343.91,345.31,346.44,345.28,343.50,341.17,342.14,344.65,346.45,349.30,350.48,347.72,342.53,338.83,340.93,335.79,327.67,325.01,322.94,319.50,316.23,319.51,325.64,327.09,328.13,328.30,325.24,322.86,320.29,315.01,312.14,312.22,316.10,310.78,310.81,318.89,315.69,315.22,315.71,314.96,314.40,312.90,313.86,311.10,311.92,309.93,311.73,317.41,324.68,322.14,325.91,327.05,327.11,323.64,324.91,323.60,321.77,326.54,327.74,331.75,337.37,338.72,338.88,333.72,332.67,327.79,328.03,324.32,320.10,320.71,319.32,323.88,314.44,317.04,323.45,326.07,327.12,329.76,332.82,329.76,323.95,315.00,314.97,315.15,319.46,316.81,313.54,320.25,318.70,319.71,318.03,314.70,314.41,314.20,311.45,312.43,314.36,312.56,315.13,314.47,315.23,312.81,309.02,303.32,295.90,294.80,295.60,292.69,292.85,294.03,285.02,284.80,282.52,277.04,274.08,290.31,301.24,313.38,327.88,339.47,321.27,L7
1999-11-21 22:12:24+00:00,,400.70,370.13,347.55,335.62,333.09,327.43,329.74,339.87,352.37,352.97,348.85,353.73,355.62,360.60,371.19,377.10,372.71,365.93,368.51,365.10,363.21,356.70,353.19,353.58,352.71,359.48,362.53,364.78,359.37,366.39,366.98,369.72,369.01,365.88,365.29,369.06,370.31,370.90,368.79,363.05,361.80,361.77,361.24,361.57,363.86,360.82,357.13,358.52,357.14,349.97,353.57,351.55,353.05,344.70,352.81,354.18,359.47,358.64,358.99,355.95,360.47,353.05,358.59,350.17,351.41,334.75,338.80,334.28,335.11,337.07,338.96,339.67,337.20,337.83,332.66,327.90,329.15,326.22,325.39,323.77,330.19,332.14,330.83,323.97,325.01,324.02,323.35,321.36,326.66,323.72,320.43,322.61,326.99,322.24,326.82,326.15,328.65,330.64,326.87,325.30,326.65,321.77,326.71,330.94,331.09,331.16,329.57,335.02,339.06,340.89,343.21,340.85,342.84,347.72,337.87,333.10,334.36,333.74,342.56,333.87,334.33,331.01,329.65,331.35,329.58,334.33,335.88,334.75,331.66,331.50,328.93,329.88,328.23,330.44,328.50,328.88,327.82,324.14,325.14,327.34,328.05,330.50,328.52,326.74,329.25,324.70,331.66,332.18,338.38,336.93,329.87,325.69,316.19,312.24,309.10,308.12,309.04,308.94,301.91,302.71,311.54,311.13,297.24,294.80,289.90,289.88,,304.73,319.18,337.10,354.68,357.98,L7
2000-01-17 22:06:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.42,377.03,380.70,385.64,390.23,379.30,392.42,404.94,395.14,383.18,383.28,382.39,375.93,373.01,369.13,360.04,360.40,365.12,371.36,374.72,371.81,365.74,364.22,364.12,370.08,369.24,360.85,354.96,351.73,359.48,368.70,367.20,371.68,362.74,358.65,357.42,354.05,360.70,365.30,357.68,357.32,349.33,340.84,338.85,334.51,336.47,336.94,343.24,340.74,341.21,337.77,330.46,332.63,332.94,334.91,335.97,339.64,331.71,331.17,329.82,333.08,331.77,326.55,325.25,324.76,323.63,336.80,335.52,333.25,334.45,337.02,339.52,338.27,340.69,338.31,333.72,335.40,347.37,352.84,351.78,351.27,348.32,350.44,346.93,350.70,350.48,,,,,,,,,,,,,,,,,,,,,,,332.97,327.93,330.85,339.86,340.26,336.80,333.03,331.03,333.69,339.63,337.16,338.22,337.67,338.46,333.29,330.37,320.76,317.52,313.82,316.81,313.22,310.14,310.69,309.14,309.29,308.09,297.49,291.44,286.83,282.80,296.00,314.23,323.16,344.87,361.11,368.70,L7
2000-02-18 22:06:05+00:00,,412.49,373.07,355.94,344.44,340.06,335.16,343.62,344.05,353.71,357.88,361.99,361.70,366.24,371.52,382.30,383.13,380.12,375.30,378.62,376.43,379.25,371.34,363.57,361.98,370.21,369.21,375.07,374.60,371.92,376.14,374.05,378.32,379.22,377.53,371.72,380.14,384.09,387.48,384.28,378.50,375.13,367.81,367.37,364.02,364.31,364.45,360.09,369.05,370.29,373.30,367.63,366.80,365.50,362.16,364.94,360.05,360.24,359.95,369.30,363.96,369.35,360.68,362.83,359.40,359.02,357.59,356.67,353.40,351.16,349.54,348.40,344.35,342.10,343.48,344.02,342.46,342.40,343.28,339.60,336.84,334.88,337.74,338.13,333.94,337.55,337.04,335.39,336.83,339.39,337.55,333.12,334.27,325.93,329.34,331.27,332.69,335.00,343.43,337.34,344.36,343.01,341.38,344.13,342.64,340.41,340.82,342.48,340.96,343.42,342.39,344.23,340.84,346.92,357.20,351.70,349.91,351.08,346.08,354.24,346.48,346.58,343.05,343.30,342.92,343.46,343.58,339.76,339.99,336.92,339.11,336.07,342.68,339.92,341.67,339.50,341.82,342.73,334.40,335.65,340.86,341.32,344.66,345.39,342.13,341.71,342.75,341.29,334.09,339.53,340.84,331.72,335.99,324.82,320.42,320.92,318.97,323.42,317.78,317.65,312.78,320.47,313.07,302.31,297.97,294.54,291.69,,313.69,327.83,349.52,367.77,370.39,L7
2000-02-25 22:12:13+00:00,438.78,417.07,409.25,394.29,370.70,377.77,,387.33,,,,356.06,,392.01,383.43,383.06,388.64,375.97,380.69,398.91,406.14,404.04,,386.85,,410.55,388.65,395.14,,408.21,411.21,381.43,379.17,367.08,376.54,375.36,375.98,392.53,415.95,,,373.34,367.73,,,,,,,,,,,,,,,363.16,355.62,364.24,378.03,381.06,373.08,364.64,360.77,351.48,356.86,353.00,353.09,345.81,355.10,360.70,357.60,348.32,334.05,336.84,338.44,337.81,343.32,348.25,345.31,346.57,343.40,344.36,341.87,327.32,,,,,,,,,,,,,,,346.87,341.03,344.00,341.50,345.88,343.89,349.50,352.85,348.21,354.00,348.66,346.25,348.03,351.06,344.81,349.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-03-12 22:12:09+00:00,420.61,399.65,394.50,384.48,360.16,356.56,,354.51,325.39,326.61,342.20,347.83,356.58,366.06,366.14,370.52,377.42,365.83,360.23,365.27,386.01,381.94,372.10,372.97,363.42,372.04,373.71,384.08,394.50,394.28,387.83,375.94,370.37,357.73,365.73,369.28,370.13,381.13,382.81,374.41,373.27,367.02,365.53,367.36,355.73,353.99,347.69,350.82,357.29,359.43,363.46,357.12,357.16,356.26,354.38,352.58,344.60,340.44,346.53,345.61,349.97,356.48,357.90,362.07,360.33,347.07,345.27,344.59,346.31,340.57,341.74,330.68,334.06,329.49,321.55,322.05,323.06,330.95,331.15,328.86,334.29,333.81,333.76,329.52,331.81,325.47,309.94,321.62,327.91,319.22,322.01,325.56,325.33,321.41,326.31,316.17,315.38,313.46,315.43,325.25,326.71,330.89,346.99,331.05,338.00,343.37,334.06,345.91,338.01,331.90,330.91,324.62,330.42,341.99,336.45,342.79,332.60,333.01,332.31,348.17,352.95,355.85,355.48,346.62,341.03,342.99,343.96,334.28,331.00,333.81,330.13,326.56,319.20,329.91,330.41,341.04,341.40,343.07,349.88,348.14,356.82,364.10,365.38,359.68,360.77,371.67,361.63,341.17,328.74,329.35,346.48,346.96,328.25,324.52,326.69,329.74,331.63,315.35,310.91,296.36,306.87,301.69,284.60,298.55,293.46,276.32,289.08,293.19,311.66,331.90,360.40,372.99,380.87,L7
2000-03-21 22:06:01+00:00,409.18,395.60,371.70,355.61,348.70,337.25,339.94,341.47,340.64,341.76,340.67,349.27,351.35,360.82,362.70,372.50,374.36,375.54,365.79,368.35,367.13,364.04,360.27,359.52,353.54,356.85,355.77,357.79,352.88,361.57,363.21,367.12,364.26,365.01,363.09,363.20,361.20,368.06,368.79,370.55,363.56,364.72,361.70,357.47,352.96,355.45,352.60,355.03,353.56,352.37,355.31,355.50,355.44,351.61,351.51,352.19,355.54,351.53,357.04,354.24,353.82,354.96,352.11,353.96,352.58,349.60,341.48,339.57,340.62,336.15,333.70,332.66,331.23,328.76,329.85,326.69,328.53,326.15,322.55,322.34,323.99,324.06,326.76,327.06,323.10,322.92,323.81,318.15,314.33,314.73,315.33,311.40,313.52,308.80,307.35,303.82,308.23,319.97,319.35,322.78,325.24,323.28,318.08,320.90,329.30,325.62,326.79,330.03,330.20,332.88,335.46,337.18,334.57,335.20,338.28,327.51,330.61,324.11,328.19,336.43,335.03,336.38,337.07,334.65,332.37,327.33,326.89,322.27,316.06,313.21,315.70,316.67,322.20,319.38,328.36,332.80,330.64,331.65,329.87,331.66,328.82,326.85,329.08,330.72,327.74,327.59,326.12,329.37,326.94,332.99,327.94,319.58,314.82,306.96,305.88,308.30,302.59,301.83,296.12,296.01,300.17,301.40,295.67,285.63,285.26,287.83,282.32,296.84,299.00,318.53,331.01,339.43,356.15,L7
