dates,sar2140-0000,sar2140-0001,sar2140-0002,sar2140-0003,sar2140-0004,sar2140-0005,sar2140-0006,satname
1984-04-13 09:27:07+00:00,255.01,253.56,158.91,184.50,202.73,244.55,255.13,L5
1984-05-06 09:33:27+00:00,251.83,250.67,159.42,181.97,201.70,242.64,252.69,L5
1984-07-18 09:28:46+00:00,251.21,250.47,162.04,185.53,203.03,242.61,252.03,L5
1984-08-03 09:29:20+00:00,251.32,249.63,164.51,185.55,203.72,242.44,251.95,L5
1984-08-19 09:29:51+00:00,250.16,247.72,165.10,186.04,203.11,241.57,250.76,L5
1984-08-26 09:35:45+00:00,250.16,247.72,165.10,186.04,203.11,239.16,250.76,L5
1984-09-11 09:36:14+00:00,249.44,246.88,165.76,186.50,201.85,239.25,250.23,L5
1984-09-20 09:30:04+00:00,249.98,246.85,166.40,186.58,202.28,239.34,250.88,L5
1984-10-22 09:30:00+00:00,249.98,247.14,167.84,186.60,202.25,239.17,250.88,L5
1984-11-07 09:29:53+00:00,249.85,248.84,169.17,187.08,202.44,239.69,250.54,L5
1984-12-09 09:29:58+00:00,250.01,250.16,168.80,186.61,202.88,240.40,250.62,L5
1985-02-02 09:36:32+00:00,249.65,249.27,167.81,185.84,201.80,240.62,250.25,L5
1985-02-11 09:30:23+00:00,249.78,249.94,166.96,185.72,201.93,240.99,250.31,L5
1985-05-02 09:30:07+00:00,249.34,252.63,165.41,184.10,202.81,243.96,249.56,L5
1985-05-18 09:30:04+00:00,248.31,245.84,164.04,183.46,202.81,242.81,248.99,L5
1985-05-25 09:35:51+00:00,246.33,242.17,163.91,183.86,202.30,240.23,246.90,L5
1985-06-03 09:30:04+00:00,245.85,241.63,163.54,183.75,201.95,239.57,246.50,L5
1985-06-10 09:35:50+00:00,243.37,236.74,163.19,183.11,200.19,237.14,244.16,L5
1985-06-26 09:35:47+00:00,242.28,234.53,162.44,181.84,199.30,235.89,243.01,L5
1985-07-05 09:29:57+00:00,243.38,234.31,158.70,178.15,200.43,235.89,245.10,L5
1985-07-12 09:35:41+00:00,243.56,233.47,159.07,178.02,199.68,235.39,245.20,L5
1985-08-13 09:35:25+00:00,242.02,230.36,158.30,176.30,198.59,233.24,243.83,L5
1985-08-22 09:29:32+00:00,243.26,233.41,159.41,176.90,199.11,234.50,244.90,L5
1985-08-29 09:35:38+00:00,243.26,233.41,159.41,176.90,201.77,234.50,244.58,L5
1985-09-14 09:35:25+00:00,243.20,233.68,160.24,177.83,202.10,234.98,244.52,L5
1985-10-09 09:28:59+00:00,243.90,235.34,160.79,178.38,202.46,236.08,245.16,L5
1985-11-10 09:28:33+00:00,244.08,235.04,161.01,179.56,202.53,236.10,245.36,L5
1985-12-03 09:34:19+00:00,245.12,237.49,161.62,179.11,203.32,237.66,246.23,L5
1986-01-04 09:33:20+00:00,247.01,243.53,166.52,184.56,204.92,240.50,246.96,L5
1986-01-13 09:27:22+00:00,247.84,248.04,167.40,186.36,204.79,241.21,247.41,L5
1986-03-25 09:32:01+00:00,247.78,246.09,166.38,186.93,200.14,238.99,246.97,L5
1986-05-12 09:30:53+00:00,245.96,244.48,165.81,185.01,198.59,238.56,244.74,L5
1986-07-08 09:22:57+00:00,246.90,247.38,164.25,185.44,196.61,237.44,245.47,L5
1986-07-15 09:28:53+00:00,246.71,239.87,160.27,183.00,198.86,238.14,245.72,L5
1986-07-24 09:22:23+00:00,245.34,239.15,159.99,182.75,199.01,237.27,244.56,L5
1986-07-31 09:28:19+00:00,245.14,238.45,159.95,181.85,198.11,236.81,244.64,L5
