,dates,per0201-0000,per0201-0001,per0201-0002,per0201-0003,per0201-0004,per0201-0005,per0201-0006,per0201-0007,per0201-0008,per0201-0009,per0201-0010,per0201-0011,per0201-0012,per0201-0013,per0201-0014,per0201-0015,per0201-0016
0,1984-05-08 14:32:57+00:00,,96.45995520000193,102.9902718170062,107.62545560561034,98.6484383106321,108.00684994480942,118.48874674551384,116.71265629306637,117.44233911250326,111.88543371381257,110.82632872210206,103.38299442767271,116.97655939934214,116.9078076897831,124.10770419799212,121.27639427835827,136.32470553531465
1,1985-03-24 14:35:57+00:00,149.27390936083526,117.76353413752955,119.06201817938513,117.40726214070517,116.77894185955363,122.0141332746188,150.11644235830298,132.49030570105967,138.03780338235174,126.36385196271345,135.16673291964156,129.4362762786427,138.8229244282538,155.43305967273827,141.83244346154237,120.99590620788953,150.58440868907633
2,1985-04-09 14:35:54+00:00,122.70533016002715,93.01681843153112,115.76858751115968,104.7055173729211,119.22716147382727,124.68814384416397,150.77795205550572,130.07058403337456,126.26361207804034,118.54887904155622,118.81865208420757,117.49183395901741,126.20905745465362,150.2596046887469,148.08426835765658,126.14326989335657,131.89039645389707
3,1987-11-09 14:33:31+00:00,95.75175366646734,100.17181279044155,88.34880990787654,75.70303577972038,77.0587794999076,96.36279987139184,110.11409643825074,112.21256002657825,126.3658420470868,131.0236392003446,132.87295514768005,119.88377621038516,115.50545453264034,123.56067905366514,131.27950806548398,131.7360779671638,146.2114417540103
4,1988-03-16 14:35:30+00:00,128.93114266683617,122.80852346531057,118.68805931813364,,,111.18794926218415,111.62704446258955,124.46798157520902,126.62688518150372,133.7512125269676,138.59144075229295,127.09812252905002,122.50027574425697,124.54210567261774,121.59875471531186,135.983098389494,132.98231519895975
5,1988-04-01 14:35:37+00:00,57.2727584012836,75.95398578245369,84.94085027015608,81.63488426322996,79.634775330505,87.04340149539756,95.96464628766518,107.7225087059355,104.00127683407518,101.49121879106293,108.71389029663307,100.15339834955444,101.8895825180589,100.75294738172032,104.05367555552229,105.92804031309672,113.8232971582163
6,1988-04-17 14:35:41+00:00,103.28916408983551,101.6690810401859,102.25689401020978,97.48664167322526,104.07240710039666,113.81751261024502,122.25731138765025,121.66470181094667,120.4494582104777,123.2101521127202,128.93055500122776,132.45059318091248,126.94651221604853,134.54160191482438,127.24783943906512,137.987267753398,147.80892597780408
7,1988-05-03 14:35:49+00:00,98.36069146257584,106.61669135692054,106.51508572612889,89.99546645445685,90.33703621656858,111.46395602209887,121.34285595225008,119.52161835121068,114.59188837327892,122.60368980837627,125.81810479358992,119.27070654777785,114.62956795943276,134.451499781801,130.13271547443355,120.94428377426149,145.35317711705855
8,1988-05-19 14:35:59+00:00,100.01154616939571,108.65928429929077,112.71848041016116,102.2653366357324,101.96494117486252,112.00259629434349,129.6552060391483,121.7521124439873,117.99049144023104,126.76515208947302,140.41281760623318,131.25569423574214,121.89633648971515,129.13515253793136,142.31551280983297,132.5782168103117,129.60768641073597
9,1988-06-04 14:36:05+00:00,,,103.00516849809935,92.85592071384312,92.10748772511178,111.29900077020173,113.88797751165467,107.73822012029262,115.52104769183316,122.04567910224839,137.8735585220915,120.1110506427779,105.0087955899632,121.17552462889708,140.3407112176012,128.10769994009104,129.98100875107534
