,dates,nzd0380-0000,nzd0380-0001,nzd0380-0002,nzd0380-0003,nzd0380-0004,nzd0380-0005,nzd0380-0006,nzd0380-0007,nzd0380-0008,nzd0380-0009,nzd0380-0010
0,1999-08-17 22:12:26+00:00,202.8994659940649,201.6958900718733,205.18714701692397,208.08822505631713,209.07974456278976,203.39655385517275,,,,,185.30663450602628
1,1999-08-26 22:06:20+00:00,195.63128717504185,196.2951494899049,196.58763523665777,199.5866813466037,203.4798982672905,193.46384243098916,,,176.0403129848082,176.7680462932597,187.2154076870843
2,1999-09-18 22:12:27+00:00,219.88119449058976,221.65128966612116,213.24855647643784,210.87859070457716,205.36989646357875,213.18082136053843,211.13248685774784,205.77621067668224,187.00567101358598,174.69535923974456,169.44746135212398
3,1999-10-13 22:06:24+00:00,203.03361453067714,209.84275967292805,209.60445668352722,205.36910909278927,200.53473209924124,194.79863911685078,198.94297542767322,194.29041472982985,195.08157405032964,181.88845542314897,177.55744002109023
4,1999-11-21 22:12:24+00:00,218.45011369806826,212.53676524250136,207.3364576329513,208.49194320099906,193.5492515765646,199.0398284419962,192.32642138220845,184.10271042280493,166.09072157472633,183.27298497434032,167.93526903069085
5,1999-12-07 22:12:29+00:00,213.1838415935013,212.19881365339893,213.7888068014793,214.4332381397469,211.74146419161514,204.4854988182044,181.93265145857262,177.67264635017028,184.9608236401635,184.25437980913458,187.61110441095704
6,2000-01-17 22:06:11+00:00,199.37338313573343,198.34155848372723,191.37940912234302,190.04830093408657,188.83861576535594,188.3520650811069,184.63173241764213,179.69305323457888,177.17971717629518,179.3508900212,184.5244230740291
7,2000-02-18 22:06:05+00:00,,,193.09682651236093,196.6997853417681,183.95579375642433,176.86416532473496,,,167.53985087821943,159.95828486914178,
8,2000-03-12 22:12:09+00:00,209.4614483068255,203.81429774985273,186.84363314588478,,,,,,,,
9,2000-03-21 22:06:01+00:00,194.58260787694576,188.33880913478615,184.34846751781149,185.02954689852163,182.83640086969908,185.69938003098224,184.72241236254646,185.0109413885846,178.61427680539498,181.88062217129004,178.76314487855538
10,2000-04-13 22:11:54+00:00,208.29556684768434,204.43739895995895,190.44949145031455,193.73756691419192,188.82000204797018,194.03444333575192,203.57124884974422,198.03322375878312,199.82542496065756,204.83580198439364,203.87275848125944
11,2000-05-24 22:05:22+00:00,195.85741423136386,198.54485513946608,199.72790520177426,196.01781664254986,198.9472544134562,198.60713164835627,196.3963450377114,200.21505737834732,188.28934153949785,184.81150350070936,187.10813553268542
12,2000-05-31 22:11:30+00:00,193.20999888925948,181.03275924669393,,,175.27207369652868,,,,171.21976036464378,,
13,2000-06-25 22:05:07+00:00,194.3759983554316,186.07337870541107,206.40718206322728,201.2987342947603,186.45249487871038,193.68350464559396,195.68393077892742,180.330205162471,178.33147082284478,177.9108205502993,185.0031229126521
14,2000-08-03 22:10:43+00:00,207.61638157615403,199.21738294331868,198.13997686353716,204.90290990257066,206.6742263796833,199.30299362344863,193.8072714348342,202.32323423070346,190.2094832520269,189.56441608829277,185.24782050989253
15,2000-09-04 22:10:22+00:00,198.16310281248053,195.7913010644137,198.2126032805874,201.65645919820994,190.64239132845262,189.51789055335948,190.1254389799984,184.94534820045465,179.49585635316177,183.2337066214209,173.4666685441362
16,2000-09-13 22:04:02+00:00,188.2676444680604,199.27909188525257,186.112972159915,182.364620160654,183.46545857460208,175.0222042924577,162.01754351911623,,171.4998238490907,,150.1456586362434
17,2000-09-20 22:10:03+00:00,,201.94562856144063,203.02031180003664,189.0220343421215,189.07266216593408,180.17081321242176,160.99872280259947,166.1158629806088,172.5822156088914,165.7026883842602,156.94773570949727
18,2000-10-15 22:03:32+00:00,,,195.03462855034525,192.25518968106388,181.89174087236972,187.86145651262117,170.69081596867665,,,,173.16907450198042
19,2000-11-07 22:09:53+00:00,209.89322632586783,206.7289986565257,211.59879201687156,201.09898350611718,198.02971557357483,186.2383713991795,172.63473292136206,164.56709180890567,174.99026233850083,174.35154401719095,148.29642879572756
20,2000-12-18 22:03:49+00:00,,,,,194.97134133102549,187.76765343673097,,,,174.26870542267469,167.78770702446982
21,2001-01-10 22:10:03+00:00,208.48683537670573,198.47553655143747,194.44213066296388,202.20181757465667,201.86454961152003,193.9051748198157,188.60538777145769,181.019299530124,185.21766328602132,181.8406096750802,185.87768771570666
22,2001-03-08 22:03:44+00:00,183.48817640138407,188.07273328141778,195.0202674460738,189.3639458764942,187.57290426677216,186.85741943579094,181.89471153360304,186.64403361225476,187.0116571114201,187.52839371355108,185.18922695451184
23,2001-03-15 22:09:51+00:00,197.1620264058408,195.21828141661345,200.4763336636422,200.83140023470403,196.1841380747333,190.41102453841626,192.27183205558057,189.08129020661872,190.73391575699478,189.6821691423692,189.82885503135867
24,2001-07-05 22:08:57+00:00,189.80373921416214,193.9815772934291,201.3213731486802,196.52216394447797,186.8971902000877,195.27606640598353,190.17382951554674,188.824277278192,187.08487265774775,185.99281417829172,179.98234314482656
25,2001-07-14 22:02:45+00:00,184.071411176438,181.0503199325568,176.94949560335712,180.15119437813053,183.4805168205369,177.49079953775194,176.6954168697744,180.95822706245582,171.7048870170603,167.16442259069777,166.95858866964912
26,2001-08-15 22:02:14+00:00,201.2186135337378,184.63808307321668,185.21777814727116,190.37966291461754,189.08977102356482,186.97898080239486,176.92575125434746,172.23166863872638,177.05458676556594,186.17257627587267,183.74185176650454
27,2001-08-31 22:02:05+00:00,180.0497550057332,179.9967907927943,179.4809475078734,174.8543993403531,175.8147341110436,173.6192632014338,161.3902126005907,167.70608585549843,166.20723141352303,169.66802859222375,181.39146095054258
28,2001-09-07 22:08:10+00:00,,,,,,,,146.0522516963186,136.37578350651998,166.28940650200926,155.49188065839098
29,2001-09-23 22:08:02+00:00,185.9662097666759,187.98468406976917,198.7216705887502,198.8029973105135,195.9953286760667,192.69926666983446,190.38684314092032,185.54519255248755,193.35187365504183,192.77528621085017,
30,2001-11-03 22:01:46+00:00,205.76428147638683,192.53957271582155,200.92588171633733,196.89460462424694,190.98632664079156,188.31844734997986,182.10688586916933,175.40726878637764,174.27007338976532,166.14957133819485,162.0977065914334
31,2001-12-21 22:02:05+00:00,209.92072960698246,208.62460014271866,206.104356454852,201.5147497755704,201.86070474790264,204.42080693721758,196.49940149471416,188.06839236271261,174.19557771586022,169.11100854083398,173.77691763210805
