,dates,chi0301-0000,chi0301-0001,chi0301-0002,chi0301-0003,chi0301-0004,chi0301-0005,chi0301-0006,chi0301-0007,chi0301-0008,chi0301-0009,chi0301-0010,chi0301-0011,chi0301-0012,chi0301-0013
0,1986-02-04 14:06:23+00:00,225.17717102026924,209.28092816611513,193.5726725465488,193.07158139341382,191.7663588192425,195.65949676577162,192.55650360921751,191.50188634751038,192.34427257975437,190.85617388141566,193.2787036587614,185.38448851497714,173.47049166623955,178.68924848347746
1,1986-05-04 13:58:38+00:00,224.58186089353057,204.44098722502576,196.84160263014684,192.19726735021928,188.8181901859142,184.25406855387183,186.32497849552766,187.82034708136482,185.94816820699242,189.83114794337808,194.23626034860217,190.37680008843768,172.08604831633934,174.15934075869052
2,1986-05-20 13:57:48+00:00,203.3291525513529,183.09530288265174,181.62940236560212,176.97796697366755,181.96852087366221,179.64330735342497,183.28438895190402,183.3374222747924,179.7184839790184,187.2370854192039,193.0403656212938,,,
3,1986-06-05 13:57:43+00:00,221.1982954440065,188.64895793609884,189.70804186765795,182.7315293409918,183.73770926875275,187.45052427314977,185.0549567127892,183.3518861134069,182.49637693408965,184.12649302631237,188.12333018238945,,155.3080818743445,164.28715047353103
4,1986-07-30 14:01:40+00:00,216.50811235426272,194.19058181315873,200.25992936056682,190.78272889998797,187.9039065981572,184.6046916298059,191.03628444174018,189.23250219578716,183.45669307493262,189.5709194738873,,,168.39978506812963,172.98004051400693
5,1986-08-31 14:00:29+00:00,221.9399952194991,200.0317727123728,203.48010973177543,199.1054915188368,195.30358343726473,199.13922556860987,195.70497606385672,191.30975047660036,190.32008269193113,190.63172158581574,194.9242183616272,187.7528921853389,161.60560498441163,159.80354190956183
6,1986-09-16 13:59:58+00:00,192.48646634832673,178.39108446753085,177.6823012920625,177.7386721022718,177.0175149587571,182.70835413263654,177.156437686532,181.04581759976736,170.67102298439352,173.4989664117124,178.53774350260989,169.54940481789464,157.51015089009528,159.51452640598825
7,1986-11-03 13:58:22+00:00,209.73245552556295,187.56535133233857,190.0509096497394,186.42097771693918,192.04475701223467,194.19449108406943,185.6783423833136,188.25353336719542,182.11123935009311,184.58508551711043,188.79035140529174,175.53989392321625,166.0847465380448,168.41737281019334
8,1986-12-30 13:52:31+00:00,202.97554646641697,201.73267983487676,187.91925415051952,187.8210393100671,179.84698796596308,194.3929548718796,183.08816624576156,184.3443424679461,178.2705998880594,187.1558722885486,188.10946483899613,181.52827375716572,174.88321137838707,177.48001540365394
9,1987-02-07 13:59:57+00:00,269.2088045445823,207.9872119138649,203.57224435594563,193.85978736537638,187.3570027541463,193.01221159317288,185.98285313369587,186.85032735545988,186.54171865514817,188.38917442880523,189.18406333308445,179.563640731555,172.30041937619103,174.02542426754246
10,1987-03-27 14:01:45+00:00,285.7095201753995,223.60379577630866,221.9894749738359,214.14918932654479,206.23805041231742,208.99349205014377,206.90334201696956,206.71680824218015,206.65667651943656,202.15980052073854,211.60835037852536,201.17285124679103,186.85365457186035,192.2155301729482
11,1987-11-06 14:07:20+00:00,249.78351159879566,226.610722151187,229.3828215831744,219.95337604162916,212.42571299935867,205.02309304521063,187.59970698684856,190.55922145279618,181.68755389003724,182.47063137836034,184.44252374763573,177.31733168827247,168.5607300785917,168.39240836140894
12,1987-12-08 14:07:53+00:00,269.05032091307675,214.95541767868377,223.88114387493624,216.4181465162843,208.69457416081062,204.26138720815777,196.77398012449422,186.05040338148262,185.77877868294493,188.36238314513975,188.5548624411485,183.86423455202652,175.7490232910038,176.0933371877268
