dates,satname,nzd0165-0000,nzd0165-0001,nzd0165-0002,nzd0165-0003,nzd0165-0004,nzd0165-0005
1999-07-18 21:58:49+00:00,L7,501.72,,,,,
1999-11-07 21:58:32+00:00,L7,426.70,397.34,396.35,395.63,395.27,403.26
2000-03-30 21:58:09+00:00,L7,441.71,412.41,416.68,415.51,417.52,422.15
2000-07-20 21:56:59+00:00,L7,366.59,,,,432.55,
2000-08-05 21:56:44+00:00,L7,426.68,394.90,393.32,393.78,393.33,398.13
2000-08-21 21:57:02+00:00,L7,396.54,379.58,384.96,383.80,383.34,392.50
2001-03-01 21:56:21+00:00,L7,411.60,411.31,412.91,415.05,409.03,415.85
2001-03-17 21:55:52+00:00,L7,,,,422.22,417.59,425.10
2001-09-09 21:54:36+00:00,L7,411.65,409.08,409.09,405.94,403.44,406.05
2001-09-25 21:54:28+00:00,L7,426.58,423.82,415.99,422.84,432.82,438.78
2001-10-11 21:53:46+00:00,L7,426.59,430.32,423.33,416.16,418.83,433.13
2001-12-30 21:54:37+00:00,L7,426.69,395.24,395.62,395.28,392.98,400.41
2002-01-15 21:54:23+00:00,L7,412.87,378.68,380.69,382.55,384.46,385.79
2002-02-16 21:54:54+00:00,L7,402.80,404.14,408.75,408.70,412.09,422.44
2002-06-24 21:54:04+00:00,L7,441.73,410.56,411.58,406.91,399.29,410.10
2002-07-10 21:54:25+00:00,L7,651.62,,,,,
2002-08-27 21:53:36+00:00,L7,426.70,393.65,392.40,395.96,393.99,397.50
2002-10-14 21:53:43+00:00,L7,411.83,414.83,414.19,409.25,410.54,427.37
2003-01-02 21:54:22+00:00,L7,426.68,401.15,406.40,400.13,400.49,412.42
2003-01-18 21:54:06+00:00,L7,430.96,405.40,409.00,408.56,408.26,
2003-03-23 21:54:16+00:00,L7,411.62,406.01,412.18,410.27,408.31,415.04
2003-04-08 21:54:23+00:00,L7,411.59,401.21,397.65,398.05,397.13,403.43
2003-05-10 21:54:22+00:00,L7,411.71,,,414.95,417.51,424.14
2003-07-21 21:42:09+00:00,L5,435.60,428.23,427.27,415.57,415.55,426.74
2003-08-06 21:42:51+00:00,L5,433.14,429.51,423.73,419.82,416.73,439.29
2003-08-30 21:54:22+00:00,L7,426.71,395.05,388.67,387.86,392.22,395.46
2003-09-07 21:43:00+00:00,L5,426.74,422.72,419.05,413.72,416.10,433.37
2003-10-25 21:44:04+00:00,L5,423.64,393.50,403.76,402.60,399.75,400.52
2003-12-04 21:54:19+00:00,L7,426.58,424.71,418.40,417.28,419.98,440.81
2004-01-21 21:55:02+00:00,L7,426.70,398.20,402.98,402.05,399.91,
2004-03-01 21:44:38+00:00,L5,435.14,404.95,408.58,411.24,409.41,421.50
2004-03-09 21:54:51+00:00,L7,426.72,382.15,384.29,386.62,384.01,392.90
2004-03-25 21:55:18+00:00,L7,460.80,395.06,412.71,402.91,384.72,
