dates,nzd0165-0000,nzd0165-0001,nzd0165-0002,nzd0165-0003,nzd0165-0004,nzd0165-0005,satname
1999-11-07 21:58:32+00:00,426.95,398.17,397.06,396.30,395.86,404.03,L7
2000-03-30 21:58:09+00:00,432.70,399.88,402.23,401.57,402.87,408.09,L7
2000-07-20 21:56:59+00:00,438.46,401.58,407.39,406.84,426.09,412.15,L7
2000-08-05 21:56:44+00:00,434.07,403.24,404.64,404.31,417.52,409.75,L7
2000-08-21 21:57:02+00:00,422.44,398.30,400.60,399.83,410.54,406.72,L7
2001-03-01 21:56:21+00:00,414.75,421.81,421.91,423.45,416.44,425.54,L7
2001-03-17 21:55:52+00:00,414.75,421.81,421.91,420.84,415.25,423.01,L7
2001-09-09 21:54:36+00:00,413.75,416.08,415.09,414.88,411.22,416.50,L7
2001-09-25 21:54:28+00:00,418.91,415.78,411.97,413.86,417.66,421.80,L7
2001-10-11 21:53:46+00:00,420.36,416.91,412.57,411.65,415.42,422.14,L7
2001-12-30 21:54:37+00:00,422.60,413.70,410.22,409.32,411.37,418.75,L7
2002-01-15 21:54:23+00:00,421.78,410.43,407.52,406.95,408.63,415.60,L7
2002-02-16 21:54:54+00:00,419.46,412.21,410.15,409.51,411.20,419.36,L7
2002-06-24 21:54:04+00:00,424.35,408.24,408.66,407.23,405.03,414.91,L7
2002-08-27 21:53:36+00:00,436.29,409.02,407.92,406.97,401.52,410.19,L7
2002-10-14 21:53:43+00:00,427.20,407.85,407.34,405.24,402.33,413.04,L7
2003-01-02 21:54:22+00:00,422.80,406.77,407.38,404.62,404.18,415.71,L7
2003-01-18 21:54:06+00:00,425.58,408.88,409.89,407.57,406.94,415.71,L7
2003-03-23 21:54:16+00:00,421.62,411.35,414.30,410.65,410.08,420.79,L7
2003-04-08 21:54:23+00:00,419.92,410.32,411.83,408.93,408.19,417.61,L7
2003-05-10 21:54:22+00:00,419.84,411.52,413.24,409.94,409.47,416.61,L7
2003-07-21 21:42:09+00:00,417.61,415.09,415.18,409.65,409.56,417.26,L5
2003-08-06 21:42:51+00:00,419.92,415.40,414.50,409.57,409.14,419.24,L5
2003-08-30 21:54:22+00:00,422.07,415.40,412.82,408.67,408.71,418.40,L7
2003-09-07 21:43:00+00:00,422.09,414.09,411.69,407.66,408.24,418.54,L5
2003-10-25 21:44:04+00:00,425.32,412.10,411.04,406.60,407.44,417.05,L5
2003-12-04 21:54:19+00:00,427.70,412.17,410.53,406.72,407.62,419.52,L7
2004-01-21 21:55:02+00:00,426.78,409.03,408.08,405.96,406.33,419.31,L7
2004-03-01 21:44:38+00:00,426.22,403.68,406.16,405.27,405.41,417.09,L5
2004-03-09 21:54:51+00:00,428.43,402.94,405.52,405.74,404.19,415.47,L7
2004-03-25 21:55:18+00:00,434.60,404.21,408.93,407.34,402.77,415.47,L7
2004-04-02 21:45:18+00:00,434.60,404.21,408.93,407.34,403.67,415.70,L5
2004-04-18 21:45:25+00:00,434.96,404.12,408.50,406.97,404.48,415.68,L5
2004-05-04 21:45:52+00:00,436.30,404.41,407.71,406.45,404.91,417.20,L5
2004-05-20 21:46:20+00:00,437.37,404.42,407.22,406.31,405.11,417.58,L5
2004-05-28 21:54:47+00:00,434.15,404.49,407.19,405.69,404.75,416.12,L7
2004-06-05 21:46:48+00:00,436.92,402.87,405.51,403.55,402.51,412.64,L5
