dates,satname,nzd0566-0000,nzd0566-0001,nzd0566-0002,nzd0566-0003,nzd0566-0004,nzd0566-0005,nzd0566-0006,nzd0566-0007,nzd0566-0008,nzd0566-0009,nzd0566-0010,nzd0566-0011
1999-07-02 21:59:57+00:00,L7,,,,,,,,164.49,,,,
1999-07-25 22:06:15+00:00,L7,218.94,219.46,213.72,215.76,214.18,220.64,216.74,214.40,212.98,214.96,218.70,227.49
1999-08-26 22:06:20+00:00,L7,210.33,202.79,201.22,197.27,202.56,202.08,206.02,197.77,197.66,197.19,199.55,205.50
1999-09-20 22:00:08+00:00,L7,220.82,227.14,217.27,225.24,216.41,216.87,212.78,211.52,210.87,213.56,216.11,224.17
1999-09-27 22:06:00+00:00,L7,211.56,205.73,201.64,200.32,204.41,204.78,205.55,201.59,200.13,203.28,203.12,210.13
1999-10-22 22:00:04+00:00,L7,198.10,194.76,192.40,186.36,194.57,192.14,199.47,194.82,192.04,188.18,194.38,199.72
1999-11-07 22:00:08+00:00,L7,,,,278.04,245.22,,,,,,,
1999-11-14 22:05:54+00:00,L7,214.76,214.59,209.63,211.04,213.59,218.78,211.60,212.30,210.08,211.78,220.43,219.29
1999-11-30 22:06:11+00:00,L7,225.76,224.00,213.67,217.77,218.29,224.24,219.02,216.89,216.78,217.93,225.73,228.57
1999-12-25 22:00:04+00:00,L7,214.83,206.54,204.36,198.91,208.85,209.18,203.78,204.19,204.52,207.83,207.52,209.58
2000-01-10 22:00:04+00:00,L7,217.09,210.91,208.41,205.94,211.80,215.76,209.65,210.83,205.19,209.85,207.47,218.85
2000-01-17 22:05:47+00:00,L7,212.21,210.83,211.01,210.81,209.48,216.78,210.11,209.83,208.78,211.48,212.24,216.46
2000-01-26 22:00:02+00:00,L7,227.47,227.12,222.74,223.12,222.22,225.52,220.73,217.42,213.89,214.15,223.31,228.09
2000-02-27 21:59:52+00:00,L7,233.54,227.68,229.11,227.12,234.45,237.94,235.73,231.57,229.24,230.63,229.47,236.82
2000-03-21 22:05:37+00:00,L7,214.24,204.67,203.31,198.52,204.98,202.96,204.73,196.99,198.23,196.04,199.41,204.81
2000-03-30 21:59:45+00:00,L7,217.59,216.21,212.52,215.17,218.11,221.34,220.21,217.91,217.64,215.70,219.80,223.21
2000-04-15 21:59:31+00:00,L7,217.07,215.99,208.98,205.41,209.70,217.09,210.92,210.44,203.72,209.09,208.26,211.62
2000-05-01 21:59:30+00:00,L7,215.75,210.26,207.04,205.08,209.58,212.04,209.76,211.01,204.38,210.05,209.54,212.63
2000-05-17 21:59:19+00:00,L7,214.82,209.76,205.85,201.97,203.22,206.70,207.95,200.19,200.34,203.58,201.98,207.83
2000-05-24 22:04:58+00:00,L7,241.04,237.33,236.77,236.31,239.98,244.69,238.16,246.24,239.51,240.98,242.52,245.84
2000-06-18 21:59:03+00:00,L7,222.16,222.10,213.66,217.12,214.42,217.99,216.20,212.79,209.94,,,
2000-07-11 22:04:53+00:00,L7,,,,,,,,217.80,223.72,219.13,225.13,230.31
2000-08-05 21:58:20+00:00,L7,234.85,230.65,230.77,225.93,231.77,231.20,229.79,223.76,228.93,233.99,231.14,240.32
2000-08-12 22:04:29+00:00,L7,215.17,212.53,208.42,212.94,212.97,217.40,210.24,213.49,207.44,213.29,210.95,215.92
2000-10-15 22:03:32+00:00,L7,194.16,194.13,177.91,181.74,180.35,184.88,187.88,183.23,180.06,182.02,192.31,188.42
2000-10-24 21:57:29+00:00,L7,213.65,203.95,202.01,202.88,206.05,210.29,208.81,203.72,203.85,207.62,203.18,210.20
2000-10-31 22:03:46+00:00,L7,213.54,206.93,205.40,201.83,207.65,206.61,206.89,203.12,200.04,205.10,204.30,210.90
2000-11-09 21:57:33+00:00,L7,211.52,204.81,202.05,202.72,207.08,206.15,207.25,201.61,201.82,204.71,204.05,210.40
2000-11-16 22:03:44+00:00,L7,212.05,210.05,207.14,211.14,212.28,214.94,211.04,212.07,,,,
2000-11-25 21:57:34+00:00,L7,201.73,196.94,190.55,190.88,196.45,197.07,200.18,194.21,197.81,191.13,196.90,196.96
2001-01-03 22:03:24+00:00,L7,230.27,222.02,221.20,219.40,216.51,221.91,221.14,219.14,220.18,220.98,225.69,233.60
2001-01-12 21:57:42+00:00,L7,212.06,203.59,203.39,202.54,208.06,209.72,207.23,207.35,204.65,209.18,212.15,213.07
2001-01-19 22:03:55+00:00,L7,220.10,210.61,207.95,207.51,210.07,216.27,212.19,212.18,210.07,213.44,217.34,220.31
2001-02-04 22:03:50+00:00,L7,210.26,205.99,203.84,206.57,208.38,210.59,208.15,205.00,204.01,210.54,210.93,212.51
2001-02-13 21:57:39+00:00,L7,228.58,223.07,221.75,223.21,224.49,225.17,221.08,219.12,219.06,220.97,226.45,229.33
2001-02-20 22:03:48+00:00,L7,212.34,211.65,203.62,204.81,206.49,208.54,206.82,208.21,203.19,207.92,205.05,210.61
2001-03-08 22:03:20+00:00,L7,207.40,201.09,198.39,192.12,196.72,200.19,202.96,195.60,194.57,195.41,196.89,198.65
2001-04-02 21:57:18+00:00,L7,219.58,217.74,218.73,216.08,221.96,225.09,226.91,222.66,220.71,224.84,223.31,230.79
2001-04-09 22:03:30+00:00,L7,177.56,178.37,171.86,179.00,183.53,188.43,185.97,183.21,178.76,178.51,183.83,183.85
2001-05-20 21:57:04+00:00,L7,215.24,206.28,206.04,199.88,208.73,209.47,210.23,205.96,201.53,204.82,203.54,209.70
