dates,nzd0566-0000,nzd0566-0001,nzd0566-0002,nzd0566-0003,nzd0566-0004,nzd0566-0005,nzd0566-0006,nzd0566-0007,nzd0566-0008,nzd0566-0009,nzd0566-0010,nzd0566-0011,satname
1999-07-25 22:06:15+00:00,222.56,223.73,218.20,220.71,219.40,225.34,221.01,219.10,217.46,219.44,223.65,231.97,L7
1999-08-26 22:06:20+00:00,222.18,220.03,216.81,216.83,219.26,221.16,220.29,215.88,214.66,215.41,219.44,225.83,L7
1999-09-20 22:00:08+00:00,220.72,221.22,215.72,218.26,216.87,218.43,216.60,213.13,212.16,213.56,216.96,224.04,L7
1999-09-27 22:06:00+00:00,221.43,220.89,215.92,217.88,218.09,218.92,217.38,214.14,212.87,214.70,217.60,224.28,L7
1999-10-22 22:00:04+00:00,218.03,217.16,212.78,213.30,215.20,215.20,215.29,211.92,210.26,210.96,214.69,220.93,L7
1999-11-14 22:05:54+00:00,217.06,216.23,211.73,212.35,214.32,215.25,214.18,211.43,209.71,210.57,215.06,220.13,L7
1999-11-30 22:06:11+00:00,217.15,215.97,210.58,211.54,213.22,215.03,213.50,210.71,209.29,210.20,215.01,219.91,L7
1999-12-25 22:00:04+00:00,217.67,215.75,210.80,211.07,213.84,215.35,213.24,210.95,209.69,210.90,215.18,219.62,L7
2000-01-10 22:00:04+00:00,218.03,215.72,211.06,211.08,214.23,215.95,213.35,211.49,209.72,211.31,214.91,220.06,L7
2000-01-17 22:05:47+00:00,217.30,215.06,210.88,210.86,213.55,215.84,212.85,211.13,209.45,211.15,214.44,219.52,L7
2000-01-26 22:00:02+00:00,217.32,214.83,210.74,210.44,213.14,215.24,212.26,210.35,208.50,210.03,213.75,218.54,L7
2000-02-27 21:59:52+00:00,217.94,215.31,211.43,211.10,213.87,216.62,213.22,211.52,209.55,211.27,214.42,219.57,L7
2000-03-21 22:05:37+00:00,218.87,214.94,212.00,210.61,215.03,217.30,214.30,212.13,210.26,211.49,214.93,219.60,L7
2000-03-30 21:59:45+00:00,218.15,214.43,211.45,210.29,214.49,217.23,214.20,212.05,210.37,211.09,214.79,219.27,L7
