,dates,aus0295-0000,aus0295-0001,aus0295-0002,aus0295-0003,aus0295-0004,aus0295-0005,aus0295-0006,aus0295-0007,aus0295-0008,aus0295-0009,aus0295-0010,aus0295-0011,aus0295-0012,aus0295-0013,aus0295-0014,aus0295-0015,aus0295-0016,aus0295-0017,aus0295-0018,aus0295-0019,aus0295-0020,aus0295-0021,aus0295-0022,aus0295-0023,aus0295-0024,aus0295-0025,aus0295-0026,aus0295-0027,aus0295-0028,aus0295-0029,aus0295-0030,aus0295-0031,aus0295-0032,aus0295-0033,aus0295-0034,aus0295-0035,aus0295-0036,aus0295-0037,aus0295-0038,aus0295-0039,aus0295-0040,aus0295-0041,aus0295-0042,aus0295-0043,aus0295-0044,aus0295-0045,aus0295-0046
0,1987-05-22 23:08:32+00:00,171.6326900498824,161.7881428870184,183.4316203946678,222.03188428089837,199.54964047263604,178.70207041422967,211.42674700255736,230.14591062944987,225.16314096620192,213.8091724415279,218.25362761024064,212.73389431851191,210.29306575122985,204.79638193385495,199.289873466988,201.09630159711105,199.9117967137354,203.48469725414222,211.627891846741,212.74019362397755,217.55731495973436,218.85943702547968,224.41776445904173,225.31375088051215,226.67154620817513,230.83756311022375,228.6704615705022,229.7914302925462,229.55843878028537,234.34642758847883,236.10638541396926,232.89633393518517,228.8241768337376,234.28645405890347,229.75108579016592,227.9335643458611,227.21615603891485,234.28414242076528,234.34613265900686,229.67483155649305,235.53035585158682,231.92249875103263,225.42452773471453,217.8125505822891,223.55382572929844,195.2835229081296,194.10767478499108
1,1987-05-29 23:14:53+00:00,157.77466695045246,156.30019223349615,172.4879898192398,212.62959047371726,193.31467732608422,174.16771176195147,200.4741832816988,216.99896016673722,217.80404669672822,209.39170415370435,208.87468919188365,204.8052071395914,203.30427110837496,203.8983283458931,201.25187422583525,200.79881324875254,200.95117549147554,199.06272304313921,207.2731248751026,209.48153987346632,211.83560008339967,211.42290726764918,219.83610263169587,218.70651166059696,225.9800637732812,226.2514696313969,224.6207869593774,221.25216164850195,221.14867805774043,230.79467103551002,223.98238370895263,218.78003156790598,224.7918410460889,225.08673508224905,221.96526965944616,219.38191816688894,225.51860771917612,223.9059345653131,225.0344654157009,223.16611560339481,224.56449470283587,220.4580328102524,222.36793188902237,214.77690356384878,210.2805923449264,196.04766153904254,187.1043269977028
2,1987-09-02 23:17:14+00:00,166.06110012280672,163.6074850157924,182.91554154201566,211.03990723457514,194.8689706851681,187.31608356346013,212.7911788448592,226.29755491428097,239.16489662492646,230.95655876366862,229.05155397816236,220.08288832567035,213.95010775027427,208.28919693888238,204.61567271278932,203.2669398110891,211.71011103070202,210.80647562179865,212.51098458338987,218.03874590191145,222.90286572154872,228.98921587768587,225.75564610086394,225.13276419732176,230.73741926208208,237.8166063067764,232.19786292683392,231.13719945262974,227.60827643713964,229.18365330052316,227.00711227073728,227.23915002257112,224.66162517996355,223.05574730729728,226.55215398657492,227.66467969463065,222.61205902564132,224.83100527029146,223.90445293104682,219.22869280802263,215.34748093588212,223.8506025599312,224.19769560645705,212.3107170535115,208.35182426644562,189.59503019861944,182.97097519893077
3,1987-09-18 23:17:38+00:00,176.18374812366275,192.36812723567246,191.84281630062776,221.1504266988738,210.10289125962032,204.33290078363456,220.72112469595334,246.96307228659907,258.67977446219356,249.6617146950539,242.58617199133704,238.1717620743902,230.84661473320492,223.29335935362434,213.19917967253724,214.6618774372979,214.5370839215025,219.31219161240986,215.28563883851484,225.06865969897075,231.35399589759277,228.9580863171826,235.3411232867262,240.07495740567936,235.17948541107884,241.44006547099224,240.9219221749878,237.67729965622846,230.2109515275808,232.61440848655423,233.1136758888693,231.6215979857741,232.6620828664545,233.00116163567054,225.641574222678,233.64228437800443,229.3711396507239,233.42250646725518,225.20792346682236,230.16025933621427,223.70317508271168,219.50703259597924,218.52913055838275,207.5394552605193,204.41746273429482,189.60515812017428,184.31173677211498
4,1987-09-27 23:11:39+00:00,186.10155976327133,192.06321838705108,192.6473464469965,226.56696499447867,214.83816541964242,210.13873955960173,233.1703438671808,256.5509484309233,262.8382228697053,253.15260557708388,244.02503147820897,237.38686742058766,226.52293736122994,225.1040463708906,216.23240904077946,211.07845619535902,214.9701833699854,217.82565090488998,217.44054333422767,223.3164489429102,229.69037904197933,227.62194001134418,235.90598582133978,236.68569958489465,239.26919169200187,240.1740216646882,239.50051843719802,235.82135000264037,234.54603951156201,231.06004619273284,236.04271181385246,233.35426898863187,234.13222639861098,236.07784031296808,234.83740303321957,230.9529168787723,235.0943719834059,232.20996498862672,227.47228867877038,221.8735175344989,229.14921060557276,221.83870660821486,214.17258070452408,214.71655497638164,204.85246623745377,190.90898026756716,180.59580943565862
5,1987-10-04 23:17:58+00:00,176.25617061354995,181.53787271948542,192.15247703274432,211.04049963369226,197.68934310938414,193.34208877383287,213.9078839018698,236.61571937714456,255.14522038573568,250.36469343561842,238.1309137983112,230.9765007270912,225.05168946454407,215.8657752326302,208.22927464391856,203.56017186453673,205.0609335195613,208.5503190005386,210.96118280217237,219.85783738117624,223.81951515728784,227.3707219752706,230.16176683287128,232.41670069646875,234.34678008573695,226.42834939623012,232.9223564453682,228.5147187980092,227.71850133875336,226.5933495320343,229.0509467870017,229.96070165244555,225.57252607218018,228.25966231725488,229.36749376931147,228.48660020179577,225.18784157468227,228.93188220225468,225.4446489768062,227.23387165329376,222.64668447879473,220.60646660149388,215.71390264821832,210.35397112685806,203.4861846553584,187.45807469529632,178.81073912166363
6,1987-10-13 23:11:57+00:00,185.5449243460555,189.8488185511378,198.34289252404682,219.19772850246827,213.148897183881,206.20059975715066,222.10672314910119,253.4822718184398,266.56550899533977,256.35279758285697,250.6673536041966,234.34440977108198,226.90280467428687,220.66844192441653,215.6707835290997,207.2530304787766,207.39640564829574,214.65901687229012,210.77173654131926,219.87637799662375,227.54009204835006,221.51526114956755,231.37405796491407,231.5935353919396,230.74209550178193,230.91710351542434,233.60542830969035,227.462683182972,227.4110829404826,227.9462171767593,234.70251440165814,223.95057062845603,229.2170612703612,225.25074291634277,227.37122995664157,229.28574347194655,227.6936364165201,224.6082694827209,226.94642900486008,228.10224157341486,227.03947748329156,216.06181642619043,220.86890460677677,217.3399187996693,204.40656501820177,184.2578854998908,181.57785105630978
7,1987-10-20 23:18:15+00:00,171.79209981512085,171.86241277643757,187.92029006239284,206.57677591911118,198.9231032004884,183.8767565443713,213.6071781005822,236.6220290091573,241.60086908265623,234.11917618931977,232.04754672327118,222.16826315960392,213.78639247204535,205.51384780365277,199.66063750235332,202.40506331489303,,,208.47298893167857,215.84670309324886,211.13228605900565,222.91595056885345,219.11391902526748,218.06446030719871,230.81336641578517,246.1966716456452,221.33230777805858,224.92756439354287,221.2401099311954,223.71263777077218,220.61889427957414,218.94471169350882,224.350710627524,222.63014930307776,218.94495621604506,221.08787318404336,226.47751449395483,228.2414209529809,214.38782250968228,217.93365372354418,213.2947467027431,208.2832705898831,207.5514011482477,201.49426423818602,197.18233651917458,180.8395488709733,175.04768541948118
8,1987-10-29 23:12:13+00:00,191.2386212109151,192.59318795613774,200.70610717754073,232.54730942965438,219.20528753464708,211.89456788405948,221.74569545865057,252.05497731691872,259.33338396103994,250.13485406498654,249.21500401782058,243.51283818971234,231.49801326016143,221.7580049993841,220.70864843584826,227.9771169809831,221.4930484968994,219.7231806578023,225.64116111513724,229.76993335928523,236.3079886022869,249.32515393598908,244.54868044296742,241.935446114996,237.81852477708378,244.4969166379965,244.5770680956466,245.24592141601428,243.70920341594473,238.25137100346933,231.56536463935223,236.70343755779425,241.73499071261247,236.44287822553332,227.34692037414572,236.35478416260088,238.26162868617754,241.08321535521128,229.84976503814883,228.09416348708444,223.64373776293195,225.97257434781014,223.71688794219733,218.06093984651275,204.47601731200882,198.6016156461906,188.5635405526617
9,1987-11-14 23:12:35+00:00,192.49838588347325,190.59474633205727,203.8348835272942,232.8113225519365,221.32143293222333,209.4894894375123,223.2288989114501,249.40006481015146,253.97844066690942,243.87236441699025,243.02823655834868,246.76948142811023,232.05811956420857,218.18695057727672,212.3000114792108,216.47634246167362,218.99336367728063,215.17980211720095,224.7729244861938,224.05989868198827,230.43672346500108,238.31149198029058,235.91929850994026,238.42845092718014,232.90669392517,235.94715399900562,233.2154698162176,235.87019935389597,238.12941052705054,232.1846021692076,226.28510714401258,231.80123876902104,235.9315757959322,237.18924959368172,227.1223157246564,231.7675657172529,238.8957589878438,238.12343409870726,227.46859733952073,222.71824144565997,224.14807692189743,223.01812141643364,223.03029118740128,218.44431709556352,205.1586016808932,201.2111391705854,190.36633080377578
