,dates,usa_CA_0064-0000,usa_CA_0064-0001,usa_CA_0064-0002,usa_CA_0064-0003,usa_CA_0064-0004,usa_CA_0064-0005,usa_CA_0064-0006,usa_CA_0064-0007,usa_CA_0064-0008,usa_CA_0064-0009,usa_CA_0064-0010,usa_CA_0064-0011,usa_CA_0064-0012,usa_CA_0064-0013,usa_CA_0064-0014,usa_CA_0064-0015,usa_CA_0064-0016,usa_CA_0064-0017,usa_CA_0064-0018,usa_CA_0064-0019,usa_CA_0064-0020,usa_CA_0064-0021,usa_CA_0064-0022,usa_CA_0064-0023,usa_CA_0064-0024,usa_CA_0064-0025,usa_CA_0064-0026,usa_CA_0064-0027
0,1984-04-27 17:55:28+00:00,211.58118081862122,208.14143178545586,205.59432341105173,205.3827845722356,209.43277127298595,216.9035394625712,200.85339221793313,192.09663056856104,203.49950951295065,203.3315405536616,194.79628294390676,192.78308386079743,200.17286194013744,210.77203882376526,203.2482000922326,208.64440225750488,214.5619110812234,213.60647432761448,199.4719480841655,199.54395501821492,213.75852991884113,213.17298346461445,228.3853325700552,231.7481035296339,229.4357877584225,218.96891100929776,219.83788450570665,215.08764067562944
1,1984-06-14 17:57:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-02-25 17:58:46+00:00,227.1402888898996,228.0646619124386,229.08336921143163,229.38389970464817,229.257813553623,234.89293895881937,217.75871023844596,214.2997028984598,214.5690203874183,215.54914449136228,214.69190784105305,209.6909111535047,218.4393079871402,225.1153711835526,221.455758154833,227.67578182606692,223.3751618229006,231.22357664489178,218.31966077982997,213.4807653000697,225.86391292840284,231.41138188108667,235.65093139813254,240.42879252975277,240.92686890228617,229.26214455013178,227.03227887074453,220.7369975562757
3,1985-03-29 17:58:42+00:00,223.5347116205093,226.3176116531658,220.27174935030035,221.58071392521535,227.42923008540552,226.74115778120668,214.37251255023227,201.3063538493156,209.395432487919,211.02135602937932,207.1441388570634,204.01992290627174,213.54977388838898,219.3917488387136,216.21764723291577,222.35570029921513,222.2131272349857,228.8024892854224,211.18475009251318,216.51077499155525,229.45605166905355,227.68610551593358,232.56205780847387,242.36618298116196,244.5869961704721,231.16938374469674,231.89680185275807,227.1547172491762
4,1985-09-21 17:57:31+00:00,197.854505532918,206.46915267973188,215.01923632905724,222.1610095558571,229.55260751603788,242.73374016717858,227.946558972865,217.81015072019443,214.62748156521187,201.33297119585333,202.08307412197385,203.86614497527378,217.12811286390223,226.353175275598,220.75268514735717,222.06650921841708,218.60106887804167,217.10981039016943,216.2988335097176,217.63381020962683,217.06616188110232,224.36083745207105,238.88187143812522,255.46595502255545,248.42302361959747,220.12136720338924,221.72051010328673,213.9160160235547
5,1985-12-10 17:56:22+00:00,203.68168304618794,214.86692422559688,211.7667009570537,219.18911761679058,223.95464226815906,237.08327416545853,230.60936676397046,209.88476976831814,206.05646909217066,214.3785613031509,215.65652921372347,221.03058809212217,222.4532858362285,234.27213195465043,227.54069916640367,224.82911831426657,230.5861125962364,226.58389621276214,223.92471460511115,218.16243563098163,219.71024260084593,223.35462392452467,233.3836012621625,238.61865178963572,234.1988485395249,220.114444985906,223.86274816161176,214.09732696577893
6,1986-01-27 17:55:26+00:00,227.15584658006088,225.77932863334402,225.92273746702207,239.6893794802742,227.64177923808592,238.12817166922804,227.11937345866747,215.9511493606243,218.1459069840418,210.20514787585125,212.2477960248166,218.88592594500844,215.17396793121017,229.63848018412565,220.32704405694105,224.87642831783862,221.14371094651293,222.64670267035024,217.5003133268501,204.2927148882475,219.12431359777523,232.4899242919626,230.38498113651528,229.66518567586988,230.9646105490261,229.20916792062093,229.50978999140816,215.13634379956383
7,1986-04-17 17:53:42+00:00,208.67495065964525,212.95201364524874,212.24283035657675,215.7210393358559,215.00552809828497,218.57824763809253,207.31425971415214,193.63933917498684,203.64301726574087,207.87073080042956,200.28310191343454,203.63999731413037,206.89163250440615,219.74573274273783,215.94009271290327,210.22450882500715,217.332467251665,212.05302839033362,199.29227133656434,206.3961671610306,217.4450239103156,209.09890166403522,218.96258183520067,220.44241443469906,231.77702109506106,221.90517594123202,223.7382554040516,214.4058334527655
8,1986-06-20 17:52:18+00:00,210.81891543129956,209.63214620811462,212.39230037643694,213.06596220005554,214.9562046630375,216.3244256176531,204.63342247019196,188.3190605329541,188.46958097991018,195.38547854952617,198.82274248345925,198.4729202661047,215.5437217898405,222.17389755878085,212.44546634252876,211.16408218740443,211.005766961466,207.93854653358378,199.22515831952043,199.2367471313059,213.13431266596606,214.9504807677736,225.5786058770329,236.23732499345422,230.34387631283113,219.12938659022998,213.202236656283,201.2469311250672
9,1986-07-22 17:51:13+00:00,192.85941131657742,207.70558616642356,212.2599251019071,211.36186743831237,215.51187567868845,220.73819290497207,211.14075670718404,195.00829824325956,189.64241580180996,195.1764891363579,191.88051623286012,191.48470323291315,202.88532236990366,214.23979627878353,206.18956542208397,202.51444216967295,206.01289536389868,205.49259256898748,197.50088581358,202.170507095843,212.1726148890039,211.32549963608975,229.67298607488425,237.31036908122417,226.12596513285044,212.42964739696225,208.04023436429134,197.77669816344462
10,1986-08-23 17:49:39+00:00,212.46194978251583,224.03008306674803,223.28044217966718,232.44450400110705,238.4004720598591,238.92217215541828,233.97549375593886,210.4906660603675,209.54157280646496,213.44571611970665,208.80092928362663,216.77512949853403,221.5625648261532,233.74978051628335,226.39436423171065,218.69713111063163,223.83465824611693,223.16710995044374,221.57023431382652,223.31078490051289,219.74736282756942,228.2042729005533,244.6245280797696,252.23592961846555,245.30895904214862,220.48772042136386,221.57072217985623,217.11723073829486
11,1986-11-11 17:47:19+00:00,205.8933032978374,212.98058459348488,221.0079662400694,222.39983763323784,224.21949744556505,227.07533415736415,215.36389415616958,214.2640417417184,210.41002399415305,199.49368917422706,191.2098480094452,200.14258289363624,212.71785335447586,221.88683319505822,218.42369874468773,218.35936857486215,219.23803591478,220.41014040316747,217.21065917045465,214.6821523964251,218.57853877792598,219.62653181082453,225.24082818417148,232.73492527046199,225.78924582445637,223.05920720178094,224.65172057380292,211.33836305856872
12,1986-11-27 17:47:00+00:00,209.56220502672983,220.0549472713197,223.1727323780678,228.8279009090037,237.01281241594535,237.2697822009197,228.92606463239989,212.4368556741624,208.5992067091672,212.47473514889415,,,,,,,227.88624922116037,225.33552921522693,216.78262837713768,217.64636479665026,219.7046030716314,227.8644241685735,236.44432521922965,239.79373239077816,234.78665864063117,225.36227362073342,224.26596747176626,213.53844089140938
