dates,satname,nzd0088-0000,nzd0088-0001,nzd0088-0002,nzd0088-0003
2009-02-02 21:57:22+00:00,L5,346.49,346.74,346.66,350.37
2009-02-10 22:01:40+00:00,L7,332.88,329.57,,
2009-03-30 22:02:04+00:00,L7,337.85,334.26,330.83,331.55
2009-06-02 22:02:15+00:00,L7,360.50,363.02,367.29,369.49
2009-06-18 22:02:13+00:00,L7,368.32,367.01,364.92,371.19
2009-07-04 22:02:11+00:00,L7,362.69,376.73,358.83,361.96
2009-07-20 22:02:06+00:00,L7,,354.79,357.44,369.29
2009-08-05 22:02:01+00:00,L7,360.05,338.33,346.82,347.59
2009-08-21 22:01:59+00:00,L7,,316.57,,
2009-09-06 22:01:59+00:00,L7,321.28,312.16,321.88,324.41
2009-11-25 22:02:33+00:00,L7,350.33,347.72,358.67,360.61
2010-01-12 22:03:17+00:00,L7,348.00,350.70,359.32,368.62
2010-01-20 22:02:37+00:00,L5,342.38,335.24,334.70,338.20
2010-03-17 22:03:57+00:00,L7,330.43,323.33,329.27,
2010-05-04 22:03:59+00:00,L7,,,,349.09
2010-06-21 22:03:58+00:00,L7,369.26,359.71,369.62,371.64
2010-07-07 22:04:01+00:00,L7,367.23,365.83,373.18,372.58
2010-07-23 22:04:02+00:00,L7,352.72,,,367.48
2010-09-25 22:04:05+00:00,L7,351.59,357.03,,
2010-10-11 22:04:09+00:00,L7,,,,330.45
2010-11-12 22:04:30+00:00,L7,346.15,344.93,345.15,342.98
2011-01-07 22:01:44+00:00,L5,341.78,337.89,333.05,345.67
2011-02-16 22:05:15+00:00,L7,346.24,347.31,351.05,350.20
2011-03-12 22:01:43+00:00,L5,350.30,348.31,349.24,350.90
2011-07-10 22:05:20+00:00,L7,354.95,361.77,360.29,
2011-07-26 22:05:18+00:00,L7,362.83,359.17,354.83,369.40
2011-08-27 22:05:11+00:00,L7,355.11,360.59,358.01,368.09
2011-09-04 22:00:27+00:00,L5,354.21,355.21,351.82,356.45
2011-09-12 22:05:05+00:00,L7,342.39,339.38,341.81,345.97
2011-11-15 22:05:23+00:00,L7,332.86,331.31,330.98,334.97
2012-01-18 22:05:49+00:00,L7,355.24,353.45,353.06,353.39
2012-04-07 22:05:52+00:00,L7,,,316.91,320.87
2012-07-12 22:06:34+00:00,L7,354.92,355.27,359.40,368.67
2012-11-17 22:07:47+00:00,L7,338.97,334.28,,
2013-01-04 22:07:58+00:00,L7,,,345.89,351.96
2013-02-05 22:08:01+00:00,L7,,349.10,353.79,349.47
2013-04-26 22:07:43+00:00,L7,,354.10,355.23,353.65
2013-05-12 22:07:41+00:00,L7,349.25,349.55,347.00,347.79
2013-05-20 22:13:50+00:00,L8,353.13,363.22,362.37,372.76
2013-05-28 22:07:35+00:00,L7,346.62,350.38,353.75,356.59
2013-06-05 22:13:51+00:00,L8,350.63,346.65,349.86,349.20
2013-06-21 22:13:43+00:00,L8,366.13,361.22,370.19,379.37
2013-07-07 22:13:48+00:00,L8,356.97,360.76,358.92,355.77
2013-07-15 22:07:11+00:00,L7,357.03,356.51,356.96,362.24
2013-08-16 22:07:07+00:00,L7,356.58,354.39,358.91,362.48
2013-09-09 22:13:49+00:00,L8,,332.07,,
2013-09-17 22:07:29+00:00,L7,,343.88,346.05,343.59
2013-09-25 22:13:41+00:00,L8,340.75,341.12,333.75,338.33
2013-10-11 22:13:41+00:00,L8,346.52,351.84,354.21,349.09
2013-10-19 22:07:51+00:00,L7,345.06,352.29,352.77,358.77
2013-10-27 22:13:31+00:00,L8,348.29,360.08,361.94,369.95
2013-12-14 22:13:21+00:00,L8,346.56,350.23,352.88,360.67
2013-12-30 22:13:13+00:00,L8,347.20,351.46,357.64,364.54
2014-01-15 22:12:57+00:00,L8,346.74,353.22,353.79,361.15
2014-01-23 22:08:33+00:00,L7,346.86,352.60,351.67,354.38
2014-01-31 22:12:52+00:00,L8,330.12,330.82,334.38,338.44
2014-03-04 22:12:23+00:00,L8,344.14,339.00,333.65,332.61
2014-03-12 22:08:38+00:00,L7,349.93,354.10,355.46,354.27
2014-03-28 22:08:46+00:00,L7,353.73,356.23,358.31,352.87
2014-04-05 22:11:58+00:00,L8,335.55,332.34,333.07,333.46
2014-04-29 22:09:01+00:00,L7,350.90,347.01,349.82,350.44
2014-05-15 22:09:08+00:00,L7,362.15,357.35,356.83,365.20
2014-05-23 22:11:18+00:00,L8,365.01,361.33,361.02,370.07
2014-05-31 22:09:12+00:00,L7,334.94,332.00,,
2014-06-16 22:09:12+00:00,L7,,348.64,340.41,340.83
2014-07-02 22:09:19+00:00,L7,348.99,353.30,358.08,361.38
2014-08-11 22:11:51+00:00,L8,339.90,339.85,339.38,
2014-09-20 22:09:32+00:00,L7,409.77,,,
2014-10-06 22:09:44+00:00,L7,357.80,,357.05,371.73
2014-10-14 22:12:02+00:00,L8,345.43,340.88,334.42,340.83
2014-10-30 22:11:58+00:00,L8,351.59,358.79,354.31,356.86
2014-12-01 22:12:00+00:00,L8,354.13,359.23,357.27,369.22
2015-03-07 22:11:30+00:00,L8,342.94,336.31,341.03,348.33
2015-04-24 22:11:08+00:00,L8,330.62,328.69,338.83,346.85
2015-05-02 22:11:08+00:00,L7,344.51,347.31,355.39,366.15
2015-05-10 22:10:52+00:00,L8,338.21,333.10,346.00,351.01
2015-05-18 22:11:16+00:00,L7,,350.71,353.91,359.14
2015-06-03 22:11:21+00:00,L7,,,347.60,362.29
2015-06-11 22:11:04+00:00,L8,557.59,576.34,,
2015-06-27 22:11:10+00:00,L8,355.27,364.23,371.47,381.68
2015-07-21 22:11:34+00:00,L7,343.71,342.92,349.84,
2015-07-29 22:11:25+00:00,L8,357.39,360.64,366.68,373.77
2015-08-06 22:11:37+00:00,L7,344.76,339.49,347.86,353.45
2015-08-14 22:11:31+00:00,L8,341.13,345.64,350.44,356.91
2015-08-22 22:11:39+00:00,L7,356.84,353.00,355.84,362.25
2015-11-10 22:12:26+00:00,L7,351.73,352.80,359.77,
2015-12-20 22:11:57+00:00,L8,374.27,372.68,362.54,372.65
2016-02-22 22:11:42+00:00,L8,346.10,338.04,344.09,342.80
2016-03-25 22:11:32+00:00,L8,,,,321.06
2016-04-02 22:13:58+00:00,L7,356.30,361.36,360.55,361.70
2016-04-26 22:11:21+00:00,L8,348.07,351.11,352.39,
2016-05-12 22:11:20+00:00,L8,350.18,356.73,357.78,364.20
2016-05-20 22:14:14+00:00,L7,353.62,357.22,360.57,369.04
2016-05-28 22:11:27+00:00,L8,347.29,347.60,351.92,369.28
2016-06-13 22:11:30+00:00,L8,369.37,360.90,362.88,366.99
2016-07-15 22:11:46+00:00,L8,358.14,354.63,360.80,367.11
2016-08-16 22:11:53+00:00,L8,349.81,345.95,351.22,359.24
2016-09-01 22:12:00+00:00,L8,344.95,342.26,345.09,354.65
2016-11-04 22:12:09+00:00,L8,356.90,352.33,346.58,382.17
2016-11-12 22:14:22+00:00,L7,357.13,349.82,355.52,371.07
2016-11-20 22:12:09+00:00,L8,351.23,357.46,353.38,367.36
2016-12-14 22:14:15+00:00,L7,336.34,334.40,,
2016-12-30 22:14:08+00:00,L7,338.48,335.28,333.70,348.41
2017-01-31 22:13:49+00:00,L7,,,342.10,351.53
2017-02-16 22:13:47+00:00,L7,,423.98,,323.63
2017-05-07 22:14:16+00:00,L7,364.39,361.14,,
2017-06-08 22:14:24+00:00,L7,348.84,355.40,,
2017-07-10 22:14:28+00:00,L7,355.96,357.60,355.26,359.18
2017-07-26 22:14:27+00:00,L7,347.32,340.96,340.82,347.96
2017-08-11 22:14:25+00:00,L7,345.91,344.41,340.09,342.65
2017-08-19 22:11:53+00:00,L8,355.10,360.15,361.05,364.50
2017-09-20 22:11:58+00:00,L8,347.03,347.20,350.50,356.14
2017-11-15 22:14:24+00:00,L7,351.63,353.10,355.95,355.90
2018-01-10 22:11:54+00:00,L8,368.60,356.51,354.93,357.22
2018-02-03 22:13:27+00:00,L7,320.37,314.32,312.55,319.15
2018-03-23 22:12:54+00:00,L7,338.01,338.83,338.37,329.29
2018-04-08 22:12:39+00:00,L7,346.84,353.81,356.76,352.71
2018-04-24 22:12:23+00:00,L7,359.53,365.21,367.94,373.93
2018-05-18 22:10:46+00:00,L8,344.47,342.17,350.63,350.32
2018-05-26 22:11:51+00:00,L7,360.04,365.52,372.60,381.93
2018-06-27 22:11:16+00:00,L7,,369.32,363.82,371.14
2018-07-05 22:10:54+00:00,L8,348.24,352.73,354.15,357.96
2018-07-29 22:10:41+00:00,L7,360.35,358.56,351.40,365.55
2018-08-06 22:11:10+00:00,L8,352.16,356.47,358.71,366.67
2018-08-14 22:10:23+00:00,L7,,,348.61,
2018-08-30 22:10:04+00:00,L7,328.47,,327.98,333.91
2018-09-07 22:11:24+00:00,L8,362.94,354.06,359.42,369.95
2018-09-15 22:09:43+00:00,L7,352.22,354.18,353.39,358.89
2018-09-23 22:11:29+00:00,L8,352.49,355.49,354.62,359.06
2019-01-05 22:06:53+00:00,L7,349.30,354.19,356.34,357.13
2019-04-03 22:11:20+00:00,L8,346.26,348.31,340.84,350.97
2019-04-11 22:03:48+00:00,L7,364.60,357.93,357.57,361.63
2019-05-21 22:11:27+00:00,L8,348.84,357.25,356.34,361.33
2019-05-29 22:02:00+00:00,L7,370.53,359.78,360.94,368.76
2019-06-06 22:11:35+00:00,L8,339.50,338.08,344.56,345.81
2019-06-14 22:01:26+00:00,L7,356.31,350.79,354.33,367.17
2019-06-22 22:11:40+00:00,L8,350.04,351.57,353.26,356.71
2019-07-08 22:11:44+00:00,L8,348.57,352.74,349.21,347.50
2019-07-16 22:00:13+00:00,L7,366.43,359.75,358.20,364.16
2019-07-24 22:11:48+00:00,L8,339.72,337.63,339.70,346.59
2019-08-09 22:11:55+00:00,L8,365.80,357.42,359.82,367.88
2019-10-04 21:56:51+00:00,L7,351.82,345.45,346.68,351.14
2019-10-20 21:56:10+00:00,L7,,,347.68,345.24
2019-11-21 21:54:43+00:00,L7,347.98,355.53,360.01,368.48
2019-11-29 22:12:08+00:00,L8,335.78,335.22,339.12,346.04
2019-12-23 21:53:08+00:00,L7,349.79,350.47,353.50,359.04
2019-12-31 22:12:02+00:00,L8,346.26,343.35,341.98,343.02
2020-02-01 22:11:53+00:00,L8,349.34,356.18,355.90,361.92
2020-02-09 21:50:42+00:00,L7,344.75,342.96,342.09,343.67
2020-02-25 21:49:52+00:00,L7,341.03,336.99,328.10,330.21
2020-04-21 22:11:21+00:00,L8,365.83,358.47,359.81,363.79
2020-05-07 22:11:12+00:00,L8,358.06,359.17,360.22,363.78
2020-05-15 21:45:16+00:00,L7,,,,
2020-05-31 21:44:18+00:00,L7,,342.82,337.69,332.64
2020-06-24 22:11:32+00:00,L8,319.22,327.81,330.77,
2020-07-02 21:42:25+00:00,L7,355.37,363.86,371.83,372.92
2020-07-10 22:11:39+00:00,L8,351.30,358.80,362.64,369.71
2020-07-26 22:11:44+00:00,L8,345.99,358.52,355.05,348.54
2020-08-27 22:11:56+00:00,L8,353.08,364.77,370.02,377.39
2020-09-28 22:12:07+00:00,L8,353.63,362.40,363.45,372.35
2020-10-06 21:36:19+00:00,L7,339.17,341.01,340.86,350.82
2020-11-07 21:34:12+00:00,L7,344.73,348.68,,
2020-11-15 22:12:06+00:00,L8,345.22,341.72,349.15,352.26
2020-12-17 22:12:09+00:00,L8,335.14,335.86,338.09,340.55
2021-01-18 22:11:57+00:00,L8,336.35,340.06,341.83,337.84
2021-02-03 22:11:56+00:00,L8,343.29,345.78,344.15,345.20
2021-02-19 22:11:51+00:00,L8,355.52,355.77,355.59,355.84
2021-04-16 21:22:11+00:00,L7,356.93,359.29,362.64,352.34
2021-05-02 21:20:50+00:00,L7,366.20,362.18,364.43,366.54
2021-05-18 21:19:29+00:00,L7,368.32,364.65,369.23,373.76
2021-05-26 22:11:31+00:00,L8,321.02,306.19,325.73,325.75
2021-06-03 21:18:07+00:00,L7,374.54,356.51,,368.05
2021-06-11 22:11:38+00:00,L8,335.17,320.26,336.62,336.02
2021-06-19 21:16:49+00:00,L7,,,353.24,
2021-07-13 22:11:43+00:00,L8,326.64,318.88,335.87,337.77
2021-07-21 21:14:07+00:00,L7,354.09,351.47,351.35,352.84
2021-08-22 21:11:18+00:00,L7,326.72,328.88,331.13,339.29
2021-11-06 22:12:48+00:00,L9,333.44,328.21,334.58,339.91
2021-11-10 21:04:07+00:00,L7,345.68,339.87,340.73,367.90
2021-11-18 22:12:08+00:00,L8,346.61,345.81,352.59,366.98
2021-11-26 21:02:34+00:00,L7,346.59,345.70,353.23,362.17
2022-01-13 20:57:57+00:00,L7,345.39,341.61,350.38,356.17
2022-01-13 22:12:02+00:00,L9,340.89,338.59,350.03,359.83
2022-01-21 22:11:59+00:00,L8,336.04,318.63,328.31,333.71
2022-01-29 22:12:05+00:00,L9,347.23,341.94,353.46,354.64
2022-03-26 22:11:35+00:00,L8,349.47,351.42,353.22,350.19
2022-05-06 20:44:37+00:00,L7,351.73,358.87,357.03,357.25
2022-05-21 22:11:19+00:00,L9,352.94,357.03,358.15,367.88
2022-06-09 20:43:06+00:00,L7,,,,
2022-06-14 22:11:59+00:00,L8,352.75,358.70,360.14,370.53
2022-06-26 20:42:04+00:00,L7,,359.77,362.85,369.38
2022-07-08 22:11:39+00:00,L9,356.41,352.57,358.90,366.15
2022-07-16 22:12:03+00:00,L8,344.35,337.83,341.05,345.67
2022-07-30 20:39:33+00:00,L7,,355.41,359.73,371.79
2022-08-09 22:11:58+00:00,L9,352.56,351.69,364.94,369.20
2022-10-20 22:12:23+00:00,L8,357.66,363.28,362.38,365.17
2023-01-21 20:22:24+00:00,L7,335.13,325.13,,
2023-02-07 20:18:55+00:00,L7,351.72,352.11,349.97,346.88
2023-03-01 20:19:31+00:00,L7,,,,355.64
2023-03-05 22:12:01+00:00,L9,337.23,333.55,338.60,343.71
2023-03-13 22:11:47+00:00,L8,346.33,349.38,348.24,354.39
2023-03-18 20:14:51+00:00,L7,359.81,359.50,359.59,371.74
2023-03-21 22:11:55+00:00,L9,347.89,344.25,350.49,363.97
2023-04-09 20:13:47+00:00,L7,346.04,336.06,,
2023-04-26 20:07:56+00:00,L7,,,363.36,370.66
2023-05-16 22:11:04+00:00,L8,347.67,356.95,358.33,366.85
2023-05-18 20:05:32+00:00,L7,,,,
2023-05-23 20:09:24+00:00,L7,,,353.96,
2023-05-24 22:11:17+00:00,L9,335.15,338.67,357.04,368.07
2023-06-09 20:02:35+00:00,L7,,,,
2023-06-09 22:11:12+00:00,L9,329.12,330.71,336.38,333.83
2023-06-17 22:11:17+00:00,L8,348.59,350.71,350.54,358.82
2023-07-03 22:11:27+00:00,L8,335.04,333.89,343.96,351.06
2023-07-11 22:11:24+00:00,L9,349.53,353.87,361.17,370.93
2023-07-27 22:11:26+00:00,L9,351.73,352.96,360.17,363.93
2023-07-28 19:58:33+00:00,L7,,,,229.09
2023-08-24 19:57:10+00:00,L7,,,,322.23
2023-08-28 22:11:44+00:00,L9,348.70,352.46,364.55,369.19
2023-09-15 19:51:48+00:00,L7,,,,
2023-10-12 19:48:46+00:00,L7,362.24,352.01,356.20,355.06
2023-11-16 22:12:00+00:00,L9,325.77,321.36,327.53,330.59
2023-11-24 22:12:03+00:00,L8,346.77,349.82,351.43,362.30
2024-01-11 19:37:01+00:00,L7,348.18,347.18,,
2024-02-04 22:12:07+00:00,L9,357.59,358.67,355.77,367.06
2024-02-12 22:11:54+00:00,L8,332.44,329.32,327.52,334.12
2024-04-16 22:11:19+00:00,L8,361.31,358.26,356.07,362.63
2024-05-02 22:11:08+00:00,L8,362.85,353.11,355.02,356.43
2024-05-10 22:11:24+00:00,L9,344.92,336.36,339.71,339.59
2024-05-18 22:10:55+00:00,L8,367.97,359.72,359.70,363.83
2024-05-26 22:11:12+00:00,L9,346.88,348.61,343.13,340.28
2024-06-11 22:11:06+00:00,L9,345.02,345.95,343.97,343.72
2024-08-06 22:11:21+00:00,L8,345.22,340.53,338.77,342.90
2024-08-22 22:11:34+00:00,L8,338.70,,,
2024-09-07 22:11:43+00:00,L8,347.59,,,
2024-10-09 22:11:45+00:00,L8,,,356.87,364.91
2024-11-02 22:11:53+00:00,L9,348.51,338.84,338.39,339.88
2024-12-28 22:11:50+00:00,L8,350.05,355.90,355.74,359.75
2025-01-29 22:11:52+00:00,L8,348.02,,,
2025-02-06 22:11:55+00:00,L9,355.82,355.05,356.92,363.84
2025-03-10 22:11:52+00:00,L9,357.15,359.49,362.14,374.53
2025-03-18 22:11:30+00:00,L8,337.76,337.77,339.12,336.21
2025-05-05 22:11:12+00:00,L8,372.45,356.70,361.18,364.46
2025-05-13 22:11:22+00:00,L9,346.53,336.60,339.75,343.36
2025-05-21 22:11:16+00:00,L8,368.38,365.13,369.33,374.04
2025-05-29 22:11:15+00:00,L9,345.51,333.34,329.86,328.28
2025-06-06 22:11:18+00:00,L8,361.47,358.92,363.94,371.06
2025-06-22 22:11:31+00:00,L8,379.31,364.28,,
2025-07-16 22:11:36+00:00,L9,346.40,345.34,344.66,343.24
2025-08-01 22:11:42+00:00,L9,350.95,346.29,346.82,343.74
2025-08-09 22:11:49+00:00,L8,347.11,345.39,341.04,335.32
2025-09-18 22:12:01+00:00,L9,362.12,361.79,358.99,369.23
2025-11-05 22:12:10+00:00,L9,344.09,343.35,346.67,351.86
2025-11-13 22:12:04+00:00,L8,347.46,344.81,353.62,364.57
2025-12-07 22:12:09+00:00,L9,342.81,342.85,343.22,347.42
