dates,nzd0088-0000,nzd0088-0001,nzd0088-0002,nzd0088-0003,satname
1999-09-27 22:04:48+00:00,361.83,359.18,362.47,365.90,L7
1999-11-14 22:04:42+00:00,356.08,355.55,357.76,361.76,L7
2000-01-17 22:04:35+00:00,354.92,348.57,347.57,360.22,L7
2000-05-24 22:03:46+00:00,351.84,355.27,,,L7
2000-08-12 22:02:54+00:00,346.52,341.68,350.88,340.97,L7
2000-10-15 22:01:56+00:00,356.82,350.55,353.08,350.72,L7
2001-01-03 22:02:12+00:00,354.05,351.41,,,L7
2001-03-24 22:01:59+00:00,335.01,328.25,337.53,338.31,L7
2001-06-12 22:01:24+00:00,336.25,338.24,346.61,356.43,L7
2001-06-28 22:01:09+00:00,348.76,348.93,352.04,363.71,L7
2001-08-15 22:00:38+00:00,337.66,347.88,343.05,352.47,L7
2001-10-02 22:00:04+00:00,332.43,333.24,339.34,342.53,L7
2002-01-22 22:00:40+00:00,351.78,350.25,351.13,364.65,L7
2002-03-27 22:00:37+00:00,344.09,333.68,334.71,343.96,L7
2002-04-28 22:00:38+00:00,346.63,341.23,340.43,340.80,L7
2002-07-01 22:00:15+00:00,356.93,355.58,356.90,367.43,L7
2002-07-17 22:00:08+00:00,348.86,353.75,357.38,358.95,L7
2002-08-02 22:00:01+00:00,332.78,333.10,343.04,337.76,L7
2002-08-18 21:59:57+00:00,354.97,341.78,345.07,357.73,L7
2003-02-10 22:00:29+00:00,,,336.18,341.80,L7
2003-02-26 22:00:28+00:00,324.32,318.59,,,L7
2003-07-28 21:48:28+00:00,340.26,323.08,336.79,343.23,L5
2003-08-05 22:00:11+00:00,346.80,343.74,346.80,344.01,L7
2003-09-14 21:49:18+00:00,357.09,356.22,354.12,357.43,L5
2003-12-19 21:50:27+00:00,331.02,329.20,335.09,354.95,L5
2004-04-01 22:01:04+00:00,364.80,352.21,352.43,361.71,L7
2004-04-25 21:51:47+00:00,356.83,343.76,,,L5
2004-05-03 22:00:59+00:00,,,348.52,350.29,L7
2004-06-12 21:53:11+00:00,365.69,344.76,352.49,358.25,L5
2004-06-20 22:00:50+00:00,352.89,337.62,339.31,344.07,L7
2004-07-06 22:00:48+00:00,,351.27,349.07,354.68,L7
2004-07-22 22:00:44+00:00,353.24,344.93,350.94,354.61,L7
2004-07-30 21:54:28+00:00,365.60,352.84,349.27,354.08,L5
2004-11-03 21:56:42+00:00,342.64,336.01,336.67,346.39,L5
2004-11-11 22:00:45+00:00,,,340.67,342.05,L7
2004-12-13 22:01:00+00:00,357.82,352.93,354.39,353.49,L7
2005-01-14 22:01:13+00:00,356.81,352.01,344.94,357.80,L7
2005-02-23 21:58:31+00:00,349.67,341.09,342.99,344.42,L5
2005-03-03 22:01:30+00:00,354.71,357.12,,,L7
2005-03-11 21:58:44+00:00,351.73,345.12,352.41,359.06,L5
2005-04-12 21:58:55+00:00,,327.05,327.80,331.71,L5
2005-04-20 22:01:20+00:00,347.54,348.54,346.62,349.65,L7
2005-04-28 21:58:59+00:00,,359.33,358.92,360.22,L5
2005-05-06 22:01:25+00:00,335.27,,,340.64,L7
2005-06-07 22:01:19+00:00,347.96,348.08,,,L7
2005-07-09 22:01:14+00:00,353.92,345.98,357.69,355.95,L7
2005-07-17 21:59:35+00:00,350.62,346.80,350.66,353.47,L5
2005-07-25 22:01:13+00:00,357.09,349.83,359.72,357.32,L7
2005-08-10 22:01:10+00:00,349.31,342.80,345.94,347.79,L7
2005-08-26 22:01:03+00:00,332.06,330.84,,,L7
2005-11-30 22:01:24+00:00,341.30,337.76,344.64,346.74,L7
2006-01-17 22:01:43+00:00,357.30,355.98,361.37,359.80,L7
2006-02-18 22:01:53+00:00,338.20,331.37,333.43,333.32,L7
2006-04-07 22:01:51+00:00,352.39,349.38,356.07,359.98,L7
2006-04-15 22:03:30+00:00,358.87,352.65,359.24,357.98,L5
2006-05-17 22:03:57+00:00,349.76,350.98,360.48,357.01,L5
2006-06-10 22:01:49+00:00,360.78,360.91,360.03,361.82,L7
2006-06-26 22:01:44+00:00,343.47,342.50,345.49,347.98,L7
2006-07-28 22:01:30+00:00,356.86,353.78,355.82,353.99,L7
2006-08-13 22:01:29+00:00,358.88,353.08,354.62,360.01,L7
2006-09-14 22:01:21+00:00,345.93,,,,L7
2006-11-25 22:06:19+00:00,,,315.80,334.82,L5
2006-12-11 22:06:28+00:00,,,,310.76,L5
2007-05-28 22:02:04+00:00,353.01,356.52,363.32,372.01,L7
2007-11-20 22:01:58+00:00,341.39,341.32,341.18,350.90,L7
2008-04-28 22:01:53+00:00,346.35,348.61,353.13,355.33,L7
2008-05-30 22:01:41+00:00,359.78,353.74,350.80,356.69,L7
2008-08-18 22:00:56+00:00,358.27,360.93,,,L7
2009-01-25 22:01:34+00:00,347.43,,,346.20,L7
2009-02-02 21:57:22+00:00,349.49,349.74,349.66,353.37,L5
2009-02-10 22:01:40+00:00,344.74,341.43,,,L7
2009-03-30 22:02:04+00:00,350.28,346.69,343.26,343.98,L7
2009-06-02 22:02:15+00:00,349.07,351.59,355.86,358.06,L7
2009-06-18 22:02:13+00:00,357.03,355.72,353.63,359.90,L7
2009-07-04 22:02:11+00:00,354.12,368.16,350.26,353.39,L7
2009-07-20 22:02:06+00:00,,345.36,348.01,359.86,L7
2009-08-05 22:02:01+00:00,360.34,338.62,347.11,347.88,L7
2009-08-21 22:01:59+00:00,,325.28,,,L7
2009-09-06 22:01:59+00:00,330.28,321.16,330.88,333.41,L7
2009-11-25 22:02:33+00:00,347.90,345.29,356.24,358.18,L7
2010-01-12 22:03:17+00:00,344.57,347.27,355.89,365.19,L7
2010-01-20 22:02:37+00:00,352.24,345.10,344.56,348.06,L5
2010-03-17 22:03:57+00:00,340.43,333.33,339.27,,L7
2010-05-04 22:03:59+00:00,,,,352.38,L7
2010-06-21 22:03:58+00:00,357.12,347.57,357.48,359.50,L7
2010-07-07 22:04:01+00:00,356.37,354.97,362.32,361.72,L7
2010-07-23 22:04:02+00:00,344.29,,,359.05,L7
2010-09-25 22:04:05+00:00,361.45,366.89,,,L7
2010-10-11 22:04:09+00:00,,,,345.16,L7
2010-11-12 22:04:30+00:00,350.72,349.50,349.72,347.55,L7
2011-01-07 22:01:44+00:00,355.64,351.75,346.91,359.53,L5
2011-02-16 22:05:15+00:00,341.10,342.17,345.91,345.06,L7
2011-03-12 22:01:43+00:00,351.73,349.74,350.67,352.33,L5
2011-07-10 22:05:20+00:00,342.95,349.77,348.29,,L7
2011-07-26 22:05:18+00:00,352.69,349.03,344.69,359.26,L7
2011-08-27 22:05:11+00:00,346.68,352.16,349.58,359.66,L7
