dates,satname,nzd0278-0000,nzd0278-0001,nzd0278-0002,nzd0278-0003,nzd0278-0004,nzd0278-0005,nzd0278-0006,nzd0278-0007,nzd0278-0008,nzd0278-0009,nzd0278-0010,nzd0278-0011,nzd0278-0012,nzd0278-0013,nzd0278-0014,nzd0278-0015,nzd0278-0016,nzd0278-0017,nzd0278-0018,nzd0278-0019,nzd0278-0020,nzd0278-0021,nzd0278-0022,nzd0278-0023,nzd0278-0024,nzd0278-0025,nzd0278-0026,nzd0278-0027,nzd0278-0028,nzd0278-0029,nzd0278-0030,nzd0278-0031,nzd0278-0032,nzd0278-0033,nzd0278-0034,nzd0278-0035,nzd0278-0036,nzd0278-0037,nzd0278-0038,nzd0278-0039,nzd0278-0040,nzd0278-0041,nzd0278-0042,nzd0278-0043,nzd0278-0044,nzd0278-0045,nzd0278-0046,nzd0278-0047,nzd0278-0048,nzd0278-0049,nzd0278-0050,nzd0278-0051,nzd0278-0052,nzd0278-0053,nzd0278-0054,nzd0278-0055,nzd0278-0056,nzd0278-0057,nzd0278-0058,nzd0278-0059,nzd0278-0060,nzd0278-0061,nzd0278-0062,nzd0278-0063,nzd0278-0064,nzd0278-0065,nzd0278-0066,nzd0278-0067
2000-03-21 22:05:13+00:00,L7,270.77,255.10,250.96,244.12,227.60,221.34,210.90,208.35,202.04,203.20,204.82,213.99,219.81,227.98,240.48,248.97,264.28,265.80,267.66,258.78,258.49,283.89,301.80,263.64,189.11,87.65,144.34,131.41,111.28,101.75,113.35,126.06,,200.24,201.37,211.46,222.74,252.41,266.16,271.90,267.52,277.26,293.03,316.98,318.64,325.01,320.67,334.20,347.83,339.96,320.78,319.57,321.29,325.15,321.19,318.09,,,,,,,,,,,,
2000-03-30 21:58:57+00:00,L7,292.94,274.47,277.60,277.41,260.09,251.15,241.41,238.13,228.18,229.76,236.59,247.97,258.10,269.03,284.97,291.53,301.13,304.16,303.11,295.81,294.66,306.16,320.92,310.65,196.50,177.25,227.56,193.46,168.96,173.89,204.71,259.20,249.50,,248.15,233.38,244.31,288.13,288.43,289.61,287.33,294.66,311.36,336.30,337.18,341.06,347.56,355.99,365.73,359.75,341.30,345.37,345.83,344.66,344.56,339.64,344.76,346.17,338.83,328.00,323.84,329.51,344.14,343.44,310.77,275.19,289.87,300.04
2000-05-08 22:04:45+00:00,L7,308.63,,,,,,,225.77,218.98,224.37,226.36,235.72,255.76,280.20,280.96,278.76,281.94,286.08,285.93,282.00,284.18,296.32,309.17,308.30,197.45,105.35,160.57,149.68,134.65,119.67,157.24,168.78,,209.05,218.56,229.97,249.83,267.42,281.83,286.20,278.40,281.73,297.75,319.70,323.93,330.75,340.51,347.82,356.80,348.51,341.47,324.49,326.60,325.38,351.59,332.43,,363.77,,,,,,,,,,
2000-05-24 22:04:34+00:00,L7,,282.22,282.59,276.24,269.65,247.97,244.14,238.00,229.22,231.84,238.73,254.54,275.52,288.78,285.46,284.48,292.92,304.34,303.21,,,,,,,,,,,,,,,,,,,,,,305.41,307.66,317.68,336.70,341.07,349.28,353.67,362.77,373.54,372.53,345.52,331.83,335.31,340.82,348.29,341.91,341.02,346.30,333.27,325.44,324.84,339.18,376.62,368.12,357.03,295.95,353.99,330.94
2000-07-04 21:58:02+00:00,L7,299.81,274.54,271.19,261.38,246.89,235.06,231.71,222.30,213.06,215.89,217.41,223.63,230.53,245.80,250.39,266.66,279.41,281.01,285.20,275.83,278.97,282.42,299.17,288.55,,,,,,,,,,,,,,,286.52,283.27,286.42,295.17,311.87,327.92,333.69,337.31,349.19,355.65,365.77,357.60,337.12,328.46,325.95,326.29,326.99,324.80,318.80,321.21,317.95,312.96,312.24,319.82,332.84,330.32,286.17,271.20,287.96,295.69
2000-07-11 22:04:05+00:00,L7,308.93,286.94,285.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.97,291.13,298.44,317.17,343.72,337.55,348.20,355.58,364.24,375.44,360.81,353.10,346.69,344.54,348.36,346.35,329.39,323.11,329.13,322.44,315.49,316.54,335.29,349.86,350.41,292.52,280.28,300.13,309.91
2000-08-05 21:57:32+00:00,L7,,275.97,271.31,264.72,257.82,247.85,232.69,223.76,212.00,222.09,223.56,228.56,239.43,282.77,260.85,,311.07,306.50,299.48,,,,,,,,,,,,,,,,,339.93,,,,,308.04,305.63,312.21,331.77,336.32,344.39,354.55,366.03,369.75,363.27,336.94,341.94,346.34,339.00,332.00,321.20,319.28,326.50,319.44,315.49,318.69,334.82,364.86,378.86,341.05,283.76,380.00,344.02
2000-09-13 22:03:14+00:00,L7,270.60,252.44,245.91,232.66,216.89,211.77,203.47,196.44,188.79,194.13,195.73,203.44,204.04,212.15,228.21,239.99,246.51,254.12,247.26,247.10,248.50,254.98,267.23,242.77,184.53,84.61,125.98,119.25,98.98,90.49,105.33,125.94,156.75,194.75,198.41,206.51,214.23,249.84,261.41,263.69,261.31,270.22,285.58,308.59,313.69,320.64,334.29,337.46,341.64,333.13,316.80,309.89,305.99,306.82,308.17,300.50,300.57,298.29,297.46,296.12,295.92,300.87,315.00,311.37,259.65,257.54,276.29,278.02
2000-09-22 21:56:53+00:00,L7,299.87,279.05,274.33,263.86,264.06,240.92,233.45,223.65,220.67,225.54,234.25,229.30,244.54,261.71,285.66,282.77,292.65,297.00,296.86,288.37,291.88,302.65,314.34,345.79,306.54,265.09,314.94,307.80,,241.02,337.72,326.34,,299.35,,301.09,262.96,,294.51,298.13,303.79,302.45,313.00,329.12,340.57,348.40,358.39,367.75,377.42,362.94,345.95,338.03,332.40,338.04,338.73,328.15,326.06,329.12,320.18,318.98,325.94,339.45,365.99,379.79,340.79,292.01,,335.15
2000-10-15 22:02:44+00:00,L7,261.28,245.02,240.34,230.90,214.51,205.28,198.16,191.24,185.90,191.54,193.33,199.76,200.90,214.68,226.32,235.72,246.74,250.14,246.36,243.18,254.64,264.34,277.92,266.06,180.68,87.81,121.38,117.33,99.11,90.38,104.09,107.22,155.65,194.32,199.29,205.56,217.81,246.49,258.95,261.18,261.33,267.31,286.14,304.81,309.83,316.03,327.03,333.73,336.17,328.42,313.39,305.76,304.84,303.25,303.17,299.42,295.51,295.06,285.96,285.74,292.00,303.99,311.40,307.10,260.01,257.45,275.92,284.76
2000-10-31 22:02:58+00:00,L7,275.89,265.65,257.62,246.89,231.50,219.93,213.68,209.88,207.87,206.60,209.08,215.97,219.28,231.22,243.24,255.74,267.11,272.63,272.28,270.01,272.54,284.10,290.72,265.96,192.21,87.50,206.25,159.33,137.50,132.80,177.40,226.00,216.77,227.63,222.09,214.60,226.98,261.79,271.61,272.82,274.15,279.87,296.52,318.24,324.29,328.29,340.45,346.48,352.52,343.98,325.66,315.87,315.72,315.08,314.09,311.85,307.58,305.95,302.58,302.92,306.99,316.51,326.53,324.19,271.05,265.42,283.38,288.89
2000-11-09 21:56:45+00:00,L7,283.45,267.08,257.73,250.26,239.23,228.38,220.98,215.36,210.19,207.59,203.77,218.64,221.29,231.82,243.15,251.60,265.27,274.63,,303.60,282.17,287.87,295.06,272.78,197.10,102.87,159.88,139.64,114.84,103.77,116.50,154.09,180.47,206.21,212.48,218.85,225.94,252.19,261.02,268.47,273.71,282.24,300.69,320.99,328.47,332.34,340.82,353.61,355.03,352.15,336.58,326.62,325.65,319.91,322.24,321.28,315.14,318.79,311.24,312.53,313.93,323.75,331.45,322.79,277.34,271.41,284.83,292.85
2000-11-25 21:56:47+00:00,L7,272.86,254.45,251.66,244.27,228.00,217.87,206.43,205.88,196.69,203.13,198.15,205.23,211.04,220.24,234.27,239.01,250.82,260.39,262.09,258.91,261.88,275.74,282.33,268.91,184.01,95.47,140.08,126.35,101.97,94.08,108.37,116.64,,198.47,205.35,213.89,227.27,251.56,263.42,268.24,268.87,273.01,290.74,316.91,318.59,321.61,332.46,341.41,348.54,338.03,319.20,317.25,315.46,316.20,313.95,309.18,305.82,306.97,305.16,303.13,301.96,312.80,321.36,311.36,265.56,256.66,278.01,281.11
2001-01-03 22:03:00+00:00,L7,365.09,,287.53,321.04,292.55,,273.49,261.23,,229.00,246.49,259.67,291.35,318.70,312.59,327.17,337.44,309.20,326.04,309.40,303.72,322.60,348.77,349.54,333.35,309.27,333.89,322.84,,311.48,360.11,364.69,,338.72,353.75,345.86,,378.06,366.00,335.41,325.94,309.54,324.16,345.74,355.63,356.34,375.91,374.39,405.96,385.88,364.71,367.04,343.04,354.20,350.98,352.74,336.50,378.56,,322.48,321.17,356.66,378.57,388.84,369.10,368.01,384.68,351.27
2001-02-20 22:03:00+00:00,L7,275.33,261.33,255.46,251.40,240.18,237.74,228.51,220.17,210.79,214.02,215.58,218.91,224.75,243.72,252.62,258.98,272.62,277.21,276.77,277.61,277.75,287.07,298.87,267.66,191.12,85.97,161.93,134.36,114.75,104.19,116.71,174.14,185.98,204.85,209.72,212.60,225.60,257.84,268.71,273.18,277.62,277.11,299.90,319.16,328.47,325.36,333.84,341.08,356.16,345.19,333.19,334.01,337.52,333.58,333.89,328.98,324.00,322.05,316.38,312.95,313.55,319.01,330.16,317.12,275.58,268.61,280.66,289.53
2001-05-27 22:02:24+00:00,L7,315.66,280.98,269.67,262.64,268.67,259.86,234.95,225.77,214.94,219.99,220.98,263.97,281.90,291.87,301.96,273.47,279.66,294.19,292.19,,,,,,,,,,,,,,,,,,,,,,,300.37,314.17,338.25,338.96,342.47,350.29,363.32,373.83,362.04,342.66,334.75,327.28,328.17,328.44,325.84,323.32,334.73,330.67,322.87,325.42,342.50,360.80,366.73,351.10,288.86,336.60,322.16
2001-08-15 22:01:26+00:00,L7,298.30,279.15,269.78,267.53,251.78,239.83,229.51,225.34,218.58,226.89,234.64,247.62,250.19,255.20,275.12,283.64,302.09,302.62,292.52,,,,,,,,,,,,,,,,,244.55,250.19,,288.58,287.25,288.65,295.12,309.96,328.48,334.70,337.46,348.01,359.85,364.51,355.86,335.57,329.12,332.28,327.85,328.10,324.81,320.49,325.67,316.75,311.22,312.32,324.66,338.97,342.62,289.55,275.05,299.85,308.14
2001-09-09 21:55:00+00:00,L7,363.78,,289.00,,301.11,291.43,239.81,265.97,264.94,239.94,241.29,281.28,306.07,314.41,332.51,340.22,354.21,360.23,354.58,339.32,322.12,336.73,332.82,353.92,338.16,326.30,325.88,317.26,,326.47,335.49,358.03,347.02,369.02,368.84,338.38,,380.87,369.88,339.34,326.11,320.06,331.92,373.33,377.91,388.27,394.02,387.41,381.39,386.73,370.06,367.35,365.70,358.76,357.14,335.63,332.35,353.33,338.55,336.95,334.78,357.22,387.92,388.40,363.18,,384.38,344.13
2001-09-25 21:54:52+00:00,L7,363.87,297.04,288.33,286.47,296.09,275.85,253.78,244.09,233.86,238.08,248.06,262.48,283.06,310.28,296.65,,341.44,347.31,341.86,329.12,306.57,338.85,353.56,355.95,325.96,312.14,320.57,293.75,291.11,289.33,331.23,353.14,,340.05,349.04,313.05,,371.26,,321.88,309.03,309.03,335.87,362.07,362.05,366.23,376.71,377.12,399.51,376.31,364.14,363.89,357.80,357.79,362.93,348.52,331.84,352.59,330.26,327.42,321.58,325.79,,,343.04,262.03,317.81,
2001-10-11 21:54:33+00:00,L7,362.49,,301.18,322.43,289.64,270.46,253.60,235.65,227.85,237.23,253.32,246.09,,323.62,338.39,344.44,348.44,344.95,340.48,328.43,320.49,327.20,332.04,349.88,310.79,304.45,309.66,290.66,282.22,287.80,326.27,350.00,340.21,340.58,350.86,331.85,,367.72,,316.14,314.63,307.15,320.48,347.92,347.11,356.41,361.81,375.66,389.44,372.70,358.59,346.96,338.05,342.83,343.14,336.34,335.85,341.05,329.11,324.08,326.30,356.47,379.61,382.01,345.71,335.57,360.70,334.64
2002-01-15 21:55:11+00:00,L7,273.77,257.40,249.64,234.29,218.99,214.82,207.58,208.09,198.93,203.68,203.05,206.66,213.46,223.35,237.75,243.91,254.67,262.46,262.80,257.64,258.52,265.67,280.75,270.75,166.27,103.21,136.17,126.17,106.77,98.05,110.63,124.66,168.58,198.60,202.76,206.94,220.10,247.96,258.89,264.41,261.70,269.54,289.87,311.04,314.45,319.43,332.13,339.98,343.87,335.15,316.02,309.75,308.34,308.70,310.92,306.55,300.35,301.16,295.87,296.98,301.22,307.23,317.88,311.40,264.15,255.92,277.88,281.78
2002-01-22 22:01:28+00:00,L7,367.24,,325.80,307.50,292.82,266.49,243.15,260.55,,,,291.06,311.56,312.99,324.22,336.91,338.99,348.29,342.94,324.88,321.35,326.32,340.63,344.87,314.47,290.70,306.82,290.75,,249.25,343.92,357.91,,318.24,336.03,315.72,,371.92,,306.88,310.89,318.67,322.07,369.49,354.10,356.92,375.91,394.42,414.51,385.76,371.38,363.65,360.30,360.54,339.31,330.61,326.17,346.15,334.01,322.05,330.17,361.57,374.33,376.03,312.54,320.38,360.74,332.31
2002-02-07 22:01:30+00:00,L7,296.37,,,,,,,,,,,,,,,,,,,302.86,291.19,303.96,308.57,287.39,196.28,85.69,191.64,166.06,155.35,145.20,195.81,240.15,226.22,249.40,230.78,228.19,238.72,272.10,280.42,278.69,281.69,287.66,301.89,324.47,330.98,342.39,347.05,358.70,365.93,364.14,345.87,350.15,335.84,325.98,322.61,,,,,,,,,,,,,
2002-02-16 21:55:18+00:00,L7,295.14,282.14,272.66,267.28,258.24,240.97,234.57,232.03,225.22,225.72,228.21,239.09,244.36,255.38,268.27,277.16,288.78,310.46,309.39,299.46,296.62,297.80,311.46,314.59,202.15,185.97,242.93,225.80,161.95,196.20,259.33,268.25,250.28,,248.40,226.43,243.83,280.73,280.98,283.08,283.49,291.23,310.26,334.10,336.12,341.15,352.61,360.38,368.86,357.53,342.41,337.94,334.84,326.41,326.38,322.61,316.79,321.24,316.52,313.10,316.37,326.95,339.89,341.09,280.15,276.49,291.57,300.22
2002-04-12 22:01:25+00:00,L7,276.51,261.02,256.58,251.85,230.07,227.19,223.81,219.25,203.52,207.08,211.21,217.10,223.00,232.19,248.02,254.61,268.82,274.01,271.57,269.34,275.57,287.20,303.41,284.78,181.28,117.54,142.83,129.50,112.64,103.61,116.10,132.88,,205.37,204.08,213.69,226.27,257.19,266.78,274.78,275.38,279.28,297.00,316.39,323.38,323.71,337.84,348.26,353.13,346.34,326.45,321.78,322.98,319.51,319.48,318.20,312.51,311.57,309.55,311.86,311.01,321.16,326.18,314.30,271.52,260.68,282.42,286.06
2002-05-07 21:55:15+00:00,L7,295.84,279.05,271.92,265.24,257.25,243.49,236.75,232.28,220.79,224.21,227.90,239.05,249.26,260.21,269.94,273.81,282.52,293.20,291.43,287.21,285.28,291.94,312.72,272.68,190.12,125.51,211.64,171.55,151.53,138.57,188.95,226.63,224.07,240.34,220.89,227.32,238.54,274.20,287.29,287.22,287.82,294.05,308.07,328.08,333.48,337.67,347.88,354.08,365.70,361.06,334.18,334.47,329.54,328.38,326.57,325.69,320.42,324.94,318.08,310.64,315.06,322.97,333.53,334.14,282.87,270.77,288.36,299.63
2002-05-30 22:01:13+00:00,L7,310.56,287.41,272.27,267.59,261.11,244.56,238.03,230.55,219.31,230.65,232.39,234.55,243.21,244.86,254.00,273.27,276.66,291.02,285.44,291.52,293.68,303.15,315.56,315.31,206.51,254.81,237.92,245.66,192.78,182.76,232.05,292.23,244.34,,292.62,237.32,252.21,270.15,289.11,278.00,286.28,287.67,297.99,321.30,328.53,330.33,341.62,346.14,348.64,348.57,334.05,313.48,312.71,314.52,315.13,307.01,,304.94,287.26,,292.30,295.24,318.68,311.84,264.67,254.13,279.33,289.61
2002-07-01 22:01:03+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.89,,,,,,222.96,,,
2002-07-17 22:00:56+00:00,L7,395.80,,274.64,271.07,,274.10,242.13,227.45,226.64,227.21,233.36,239.57,239.70,,,,,,,,,,,,,,,,,,,,,,,,,,,396.77,363.59,359.04,352.18,356.84,368.06,,362.14,367.90,428.03,407.57,365.09,376.27,357.61,334.51,340.17,,324.60,327.34,317.66,,,,408.89,419.84,384.32,430.78,,373.75
2002-08-27 21:54:24+00:00,L7,290.35,272.84,265.37,254.23,240.74,,,,,,,,,,,,,,286.77,281.16,282.00,293.72,309.05,313.90,253.95,249.26,257.27,263.67,182.49,182.96,275.75,295.83,260.43,292.70,295.93,269.69,254.77,,289.30,288.42,288.05,291.22,305.97,325.61,332.06,336.64,347.98,354.27,360.99,354.11,332.31,325.79,321.86,324.73,323.34,323.01,,,,,,,344.20,343.26,283.69,273.07,300.49,302.74
2002-10-14 21:54:07+00:00,L7,354.94,,283.41,311.62,263.62,250.69,251.18,245.38,227.55,230.99,247.95,247.99,276.30,,268.74,,316.41,312.32,347.66,332.58,309.06,325.30,349.59,350.52,329.35,328.85,317.32,310.19,256.46,289.48,313.25,350.46,337.78,333.57,350.57,322.74,,364.57,347.43,309.38,309.36,309.33,314.95,,366.42,360.99,363.70,365.76,383.11,368.96,353.76,339.56,348.11,346.33,332.89,329.73,323.39,337.55,367.21,321.88,324.67,362.98,381.19,384.24,340.49,328.99,363.82,340.88
2002-11-22 22:00:45+00:00,L7,277.06,258.64,258.40,245.24,234.28,229.20,223.84,215.74,210.48,209.42,211.70,222.20,222.76,236.63,244.03,259.57,263.94,265.20,270.88,266.87,270.80,279.85,290.97,267.31,193.70,87.25,165.83,136.83,118.15,106.28,117.82,199.55,198.86,206.17,206.20,210.31,223.27,255.63,269.71,273.04,280.95,282.97,304.91,322.79,325.95,323.35,338.53,348.06,352.65,342.37,324.39,320.59,320.32,320.43,321.99,316.43,312.90,313.76,307.09,307.72,304.21,318.43,325.89,319.47,271.10,263.91,283.58,289.85
2002-12-01 21:54:40+00:00,L7,284.74,270.20,260.90,249.33,236.49,233.53,224.77,216.77,211.64,215.76,216.16,223.45,235.27,245.99,256.55,265.44,274.72,281.42,283.34,279.67,281.74,288.90,300.52,273.22,200.95,106.76,187.20,144.85,128.02,115.89,135.78,197.17,205.89,221.59,215.94,220.24,231.65,269.55,270.50,276.11,277.40,284.51,306.38,329.85,336.72,338.80,347.95,350.77,357.01,348.00,334.06,330.86,329.00,327.41,326.68,322.56,318.31,319.43,316.40,312.86,318.59,333.35,335.45,334.21,281.04,275.53,294.67,297.00
2003-02-19 21:55:06+00:00,L7,277.21,255.19,252.53,247.86,233.80,229.32,221.05,213.12,205.40,205.86,208.53,218.69,227.90,240.30,248.40,257.56,264.21,275.95,275.41,269.65,269.27,278.79,290.10,264.71,175.09,103.79,160.16,137.13,112.03,104.46,119.91,158.45,196.41,205.82,210.98,217.62,226.01,259.62,273.39,272.71,273.75,277.96,294.23,314.67,322.17,323.25,334.04,340.09,346.65,344.23,323.57,317.40,320.24,317.30,321.34,319.74,317.49,315.47,305.37,305.17,306.85,316.80,325.49,318.37,270.04,263.59,284.05,286.93
2003-03-07 21:55:10+00:00,L7,291.05,271.88,265.73,260.12,251.12,245.57,234.78,226.43,219.93,224.41,227.21,235.58,256.71,271.22,274.25,280.75,293.04,304.83,298.27,291.04,293.23,305.18,314.00,312.21,246.53,269.04,269.95,201.23,171.37,167.89,274.76,277.23,238.06,271.48,262.68,235.13,245.12,287.92,288.25,283.29,286.06,290.50,306.56,329.70,329.91,333.08,347.52,356.78,364.42,358.51,339.17,332.50,335.10,336.33,337.24,335.42,337.03,338.31,330.76,325.35,325.56,330.72,344.44,341.44,293.21,276.16,290.70,303.57
2003-04-08 21:55:11+00:00,L7,324.26,294.69,284.91,285.38,291.50,268.50,264.67,256.21,247.71,250.18,252.57,266.45,279.43,302.29,310.74,,,173.47,193.02,,,,200.41,205.90,204.91,284.80,301.10,283.34,275.43,,,,,,,,,,,,,,,,,,,371.13,393.09,369.78,353.57,347.15,342.30,346.68,351.56,348.67,355.96,359.45,350.55,352.88,357.01,376.30,377.13,369.88,348.27,294.89,,327.71
2003-04-15 22:01:22+00:00,L7,278.04,261.66,258.50,252.21,244.13,236.62,227.27,220.72,211.25,211.02,217.48,225.51,234.61,245.44,254.09,260.35,270.87,274.58,283.25,293.79,287.32,295.21,306.85,306.05,196.17,117.68,138.74,129.16,108.88,98.08,105.92,121.16,185.71,202.88,211.86,214.24,229.73,262.13,274.50,277.20,283.14,288.76,307.26,325.66,326.95,328.64,340.75,353.99,357.86,347.32,332.88,324.80,324.10,322.00,325.35,321.13,320.99,319.99,310.91,316.27,315.65,326.19,329.36,321.56,274.64,272.31,291.96,290.89
2003-04-24 21:55:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.22,308.17,305.85,313.46,335.70,343.38,350.85,354.16,365.78,373.41,363.29,346.16,347.85,349.91,349.63,347.42,345.92,349.48,353.08,339.23,338.69,338.06,358.93,377.31,373.13,361.45,,,332.94
