dates,nzd0278-0000,nzd0278-0001,nzd0278-0002,nzd0278-0003,nzd0278-0004,nzd0278-0005,nzd0278-0006,nzd0278-0007,nzd0278-0008,nzd0278-0009,nzd0278-0010,nzd0278-0011,nzd0278-0012,nzd0278-0013,nzd0278-0014,nzd0278-0015,nzd0278-0016,nzd0278-0017,nzd0278-0018,nzd0278-0019,nzd0278-0020,nzd0278-0021,nzd0278-0022,nzd0278-0023,nzd0278-0024,nzd0278-0025,nzd0278-0026,nzd0278-0027,nzd0278-0028,nzd0278-0029,nzd0278-0030,nzd0278-0031,nzd0278-0032,nzd0278-0033,nzd0278-0034,nzd0278-0035,nzd0278-0036,nzd0278-0037,nzd0278-0038,nzd0278-0039,nzd0278-0040,nzd0278-0041,nzd0278-0042,nzd0278-0043,nzd0278-0044,nzd0278-0045,nzd0278-0046,nzd0278-0047,nzd0278-0048,nzd0278-0049,nzd0278-0050,nzd0278-0051,nzd0278-0052,nzd0278-0053,nzd0278-0054,nzd0278-0055,nzd0278-0056,nzd0278-0057,nzd0278-0058,nzd0278-0059,nzd0278-0060,nzd0278-0061,nzd0278-0062,nzd0278-0063,nzd0278-0064,nzd0278-0065,nzd0278-0066,nzd0278-0067,satname
2000-03-21 22:05:13+00:00,295.91,271.54,272.57,266.13,252.12,240.74,231.77,227.19,215.04,218.17,222.41,240.11,250.96,261.09,267.14,273.11,284.81,292.40,291.69,284.66,285.32,293.85,309.02,300.38,191.42,170.55,242.81,226.48,151.42,177.71,201.62,238.50,251.12,246.93,245.09,249.88,244.56,279.32,281.21,285.72,285.44,289.03,307.51,329.77,334.42,338.83,345.13,355.89,365.13,354.75,336.06,330.62,331.32,332.27,331.14,325.62,317.83,324.57,314.49,312.24,316.80,329.44,344.18,346.24,288.04,279.68,310.89,306.37,L7
2000-03-30 21:58:57+00:00,295.45,271.78,273.05,267.30,252.92,241.81,232.76,228.32,216.59,219.53,224.07,240.88,251.73,261.86,269.01,275.07,286.53,293.62,292.88,285.82,286.29,295.15,310.27,301.41,191.91,170.92,240.49,221.29,153.69,176.52,201.59,241.39,250.09,246.93,245.26,247.24,244.40,280.34,282.01,286.06,285.56,289.59,307.88,330.44,334.66,339.01,345.34,355.84,365.12,355.23,336.59,332.19,332.87,333.58,332.57,327.13,321.13,327.19,317.88,314.14,317.61,329.35,344.04,345.64,291.05,278.98,310.89,305.30,L7
2000-05-08 22:04:45+00:00,296.28,271.31,273.45,268.27,254.31,242.50,233.17,228.21,216.48,219.56,223.84,240.77,253.48,264.81,270.13,275.42,286.32,292.33,291.56,284.66,285.62,294.83,310.15,302.02,190.41,174.02,242.98,221.29,149.84,176.52,205.72,240.07,250.09,250.51,247.45,244.66,245.21,277.02,281.96,285.86,284.19,288.20,306.43,329.21,333.23,338.11,344.50,354.68,364.26,354.46,337.19,331.43,332.27,332.91,334.74,327.79,320.96,331.75,318.06,314.34,317.96,329.82,344.87,347.53,292.10,279.37,313.70,306.41,L7
2000-05-24 22:04:34+00:00,296.28,271.70,273.70,268.34,255.12,242.22,233.63,228.46,217.13,220.17,224.52,241.27,254.86,266.25,270.70,275.58,286.24,292.80,292.08,284.66,285.62,294.83,310.15,302.02,190.41,174.02,242.98,221.29,149.84,176.52,205.72,240.07,250.09,250.51,247.45,244.66,245.21,277.02,281.96,285.86,285.58,289.58,307.05,329.43,333.48,338.66,344.85,354.96,364.58,355.66,337.54,330.94,332.07,333.17,335.59,328.74,322.84,332.66,319.48,315.06,318.19,330.07,347.50,348.51,299.09,280.11,318.55,308.39,L7
2000-07-04 21:58:02+00:00,302.94,276.02,279.76,275.89,261.39,247.89,239.60,233.49,221.16,223.35,228.64,245.98,256.60,270.00,275.78,280.97,290.98,297.01,295.82,286.47,287.49,297.88,312.16,308.03,189.33,199.32,250.57,227.99,149.35,180.02,209.94,243.12,250.57,253.69,248.93,242.66,248.73,281.67,286.08,289.57,288.92,292.98,310.83,332.11,335.62,340.37,346.81,356.18,367.87,359.62,340.76,334.28,334.75,337.58,341.03,333.38,327.68,337.86,325.15,318.24,320.47,331.37,351.41,349.75,299.63,284.20,321.99,310.09,L7
2000-07-11 22:04:05+00:00,303.40,276.76,280.36,276.40,261.39,247.05,240.42,233.63,221.34,223.40,228.42,247.23,257.71,271.77,276.35,281.27,291.46,296.25,295.20,285.66,286.68,298.24,313.23,306.19,185.41,202.37,253.25,236.94,146.00,183.46,207.87,239.96,245.67,259.04,253.16,244.23,250.43,280.76,285.92,289.61,289.39,293.47,311.71,333.39,335.41,341.01,347.29,356.76,368.52,359.67,342.35,335.75,336.11,339.14,342.48,333.59,327.68,338.44,325.50,317.80,319.41,332.11,351.69,349.78,298.89,283.17,319.83,310.40,L7
2000-08-05 21:57:32+00:00,300.03,275.09,273.97,266.51,254.91,243.20,233.64,227.17,218.39,221.60,225.67,237.60,250.13,267.97,269.33,276.67,288.24,292.93,292.22,284.78,286.15,297.67,313.12,303.80,185.41,189.81,244.40,228.56,146.00,183.46,207.87,239.96,245.67,259.04,253.16,244.23,250.43,280.76,285.92,288.67,289.52,294.62,308.58,329.82,332.53,338.81,345.53,354.91,365.04,357.16,339.51,334.40,335.37,336.39,338.94,329.70,325.45,333.64,323.03,315.89,316.52,328.58,348.56,348.73,303.99,275.82,322.94,311.68,L7
2000-09-13 22:03:14+00:00,302.24,275.85,273.19,264.83,252.35,241.72,232.41,225.60,216.69,220.84,224.92,234.16,245.37,263.02,266.53,274.84,286.25,289.78,287.83,279.88,280.44,292.23,307.63,294.74,189.64,178.95,228.41,210.49,148.63,184.49,203.58,232.85,236.62,254.69,253.44,244.53,244.88,284.62,286.07,287.74,288.60,293.57,307.82,329.81,332.36,339.30,346.72,355.12,364.42,356.80,338.52,333.13,333.47,334.16,336.88,327.79,325.34,333.13,322.36,316.38,316.10,327.69,348.81,349.13,310.25,278.91,322.87,311.36,L7
2000-09-22 21:56:53+00:00,298.50,274.17,271.80,262.17,251.98,238.54,230.65,222.69,214.62,219.29,223.10,230.32,242.27,261.21,266.36,274.52,285.20,289.14,287.58,279.61,281.32,290.18,303.95,301.89,189.64,186.54,233.72,217.73,144.75,179.36,199.69,237.24,236.62,257.85,250.08,243.74,243.33,279.02,284.60,286.16,288.67,293.30,307.26,328.10,331.88,338.81,348.03,356.09,364.50,356.05,338.76,332.21,331.80,332.55,336.02,326.29,324.17,331.21,320.70,315.40,316.23,327.50,348.57,350.04,310.57,278.08,322.87,312.06,L7
2000-10-15 22:02:44+00:00,297.81,272.69,269.00,257.60,247.83,234.34,226.39,218.72,211.11,216.36,220.14,226.66,237.65,256.98,261.52,268.40,280.16,284.15,281.83,272.39,276.41,284.92,298.66,297.93,202.40,192.85,225.88,219.90,135.25,179.07,190.71,202.58,220.70,252.54,250.45,249.18,242.91,278.92,282.52,284.60,287.81,291.71,305.74,325.89,330.18,337.51,347.28,355.03,362.74,354.07,336.82,328.98,328.31,329.09,332.48,322.74,319.00,326.89,315.12,311.33,313.54,326.58,347.83,349.91,309.22,279.49,321.66,313.81,L7
2000-10-31 22:02:58+00:00,295.25,272.15,267.90,256.47,245.93,232.71,224.94,217.96,211.03,215.46,219.17,225.73,235.80,254.21,259.69,266.98,278.87,283.06,280.94,272.39,276.14,285.15,297.74,293.20,201.00,192.85,223.97,207.76,137.31,170.50,190.27,214.39,222.39,248.11,243.40,243.71,240.44,276.13,281.16,283.31,286.60,290.63,304.93,325.26,329.75,336.72,346.76,354.30,361.85,353.20,335.78,327.75,327.12,327.76,330.64,321.72,317.81,324.83,313.80,310.53,312.96,325.67,345.66,347.34,305.20,278.23,317.05,311.20,L7
2000-11-09 21:56:45+00:00,295.53,273.01,268.09,257.29,246.82,233.89,225.93,219.00,212.10,215.54,219.12,226.37,234.54,251.22,258.01,265.79,279.13,283.97,280.97,278.70,278.35,286.29,298.10,291.35,214.44,192.85,222.22,205.20,142.53,168.22,185.66,213.15,222.28,246.37,243.97,251.24,240.54,282.50,280.82,283.46,288.16,292.28,306.68,326.91,331.76,338.49,348.39,356.45,363.35,355.30,336.60,329.49,328.44,328.66,328.81,321.77,318.48,321.64,314.54,311.78,314.04,326.87,346.13,347.25,305.18,279.52,316.48,311.21,L7
2000-11-25 21:56:47+00:00,296.70,273.20,267.70,256.98,245.61,234.13,224.64,218.68,211.47,215.38,218.41,224.57,231.28,247.45,256.41,263.51,277.56,282.17,278.75,278.62,278.57,287.35,298.59,292.26,218.84,192.39,224.53,208.06,144.01,171.87,189.40,213.04,222.28,247.99,247.76,254.62,243.13,285.91,281.50,284.33,287.38,290.94,305.93,327.08,331.63,337.93,348.54,356.45,363.24,354.13,335.80,330.24,328.48,328.29,327.24,320.16,316.82,320.11,313.79,311.67,313.74,327.22,344.73,347.04,302.13,279.89,314.98,310.41,L7
2001-01-03 22:03:00+00:00,294.44,271.94,267.25,255.10,248.34,232.64,227.31,220.79,210.08,214.47,218.79,225.82,235.31,252.99,260.61,269.01,282.07,282.94,281.86,280.69,279.55,290.54,302.95,296.89,218.84,192.39,224.53,208.06,144.01,171.87,189.40,213.04,222.28,247.99,247.76,262.74,243.13,285.91,279.20,288.09,289.33,290.67,305.63,327.30,332.30,338.17,349.64,356.76,365.72,355.29,337.28,332.76,328.71,329.63,328.23,321.75,317.11,324.37,312.47,310.96,313.06,328.87,346.28,349.00,306.05,279.40,321.11,313.06,L7
2001-02-20 22:03:00+00:00,293.42,272.06,266.50,257.09,249.82,235.41,229.95,223.75,213.52,216.62,221.82,228.64,237.90,252.53,264.01,269.64,280.66,282.68,281.99,281.94,280.85,291.64,304.07,296.89,219.83,192.39,224.92,206.86,144.58,171.53,188.18,217.45,224.82,247.43,247.96,262.74,243.43,286.68,279.86,288.41,289.11,289.04,305.25,326.42,333.41,337.45,349.22,355.46,365.90,355.43,337.31,332.78,328.24,329.36,328.81,324.13,319.56,326.52,313.76,312.83,314.59,329.90,347.00,348.18,307.80,283.39,319.35,312.14,L7
2001-05-27 22:02:24+00:00,302.27,275.85,269.69,261.72,265.74,253.88,244.46,234.44,217.22,219.81,226.17,246.00,264.33,283.10,287.39,285.26,295.29,292.25,297.22,294.31,291.48,305.58,324.62,332.34,223.79,,227.26,199.69,147.42,169.52,182.04,239.47,234.98,244.05,248.92,311.46,245.20,290.51,283.79,305.22,302.70,294.69,311.87,333.46,340.09,340.41,352.37,358.67,377.61,363.33,346.02,344.34,335.07,337.72,336.90,335.06,327.07,344.00,326.91,318.51,319.17,338.11,354.66,355.18,329.15,285.51,331.20,319.14,L7
2001-08-15 22:01:26+00:00,300.14,276.39,267.35,263.09,256.32,248.59,233.37,226.33,217.15,222.68,226.76,246.53,255.61,266.93,279.90,274.60,287.36,293.91,289.38,290.68,290.00,299.32,311.94,,223.79,,227.26,199.69,147.42,169.52,182.04,239.47,234.98,244.05,248.92,,246.59,290.51,285.34,286.91,289.83,292.83,309.77,330.48,335.90,337.06,346.01,356.60,366.91,356.45,338.81,334.48,334.12,331.72,331.90,328.13,324.36,329.71,323.12,317.53,318.85,331.29,347.02,346.92,323.51,281.21,311.26,310.32,L7
2001-09-09 21:55:00+00:00,317.55,276.38,270.77,261.39,267.58,257.43,229.37,233.23,227.44,223.56,225.45,257.44,271.85,279.63,295.66,274.87,306.19,313.22,308.07,330.65,314.00,328.61,324.15,340.92,,,282.55,273.93,,,,,,,,312.38,247.99,,286.89,307.45,301.53,300.75,314.72,342.50,346.34,351.64,359.68,366.01,368.53,363.51,345.66,339.56,337.79,334.08,333.93,325.17,321.42,332.89,324.47,319.50,320.21,335.67,354.20,355.16,340.14,276.62,310.23,316.44,L7
2001-09-25 21:54:52+00:00,325.24,279.67,272.66,266.16,271.79,259.12,232.97,233.25,226.54,224.69,227.92,255.52,271.15,283.79,292.41,274.87,312.31,319.05,314.19,325.22,305.91,329.36,334.19,341.44,,,278.23,260.50,,,,,,,,298.72,247.99,,286.89,308.67,300.44,300.76,318.16,345.45,348.32,353.23,361.88,366.84,374.09,364.52,348.53,343.69,340.95,338.06,339.34,329.34,322.19,335.48,323.98,319.53,318.71,330.50,354.20,355.16,333.33,266.57,304.98,316.44,L7
2001-10-11 21:54:33+00:00,329.13,279.67,276.08,277.15,272.69,258.72,234.81,231.27,224.52,224.91,230.09,250.72,271.15,288.56,298.41,274.87,317.08,321.77,317.31,322.73,307.44,325.30,329.92,338.92,,,270.93,252.78,,,,,,,,299.09,247.99,,286.89,307.46,300.91,300.16,316.94,344.17,346.30,351.98,359.98,366.83,375.16,364.16,348.94,342.57,338.69,337.24,338.41,329.22,323.23,334.46,323.22,318.66,318.54,333.24,356.10,356.15,329.76,266.57,312.24,316.55,L7
2002-01-15 21:55:11+00:00,334.55,278.68,275.90,283.89,275.24,254.18,233.17,231.86,225.15,225.48,231.38,244.13,260.75,289.58,299.37,270.39,327.85,330.09,324.82,322.73,298.24,313.43,320.86,338.92,198.60,167.88,270.93,252.78,139.10,162.72,175.30,,217.08,237.40,241.56,299.09,243.75,280.29,280.35,301.83,296.05,297.14,314.90,341.70,344.38,350.52,359.50,365.14,372.52,362.13,346.30,340.55,337.72,336.32,337.73,327.91,321.46,331.32,319.24,316.46,316.52,330.30,352.82,351.89,319.19,265.52,308.73,313.90,L7
2002-01-22 22:01:28+00:00,337.98,278.68,275.90,287.10,276.42,254.29,233.17,234.84,225.15,225.48,231.38,249.83,260.75,291.46,301.54,270.39,327.93,331.57,326.58,320.94,301.11,314.26,322.95,336.90,198.60,167.88,268.23,250.61,139.10,182.65,175.30,,217.08,263.82,241.56,296.25,243.75,280.29,280.35,300.88,296.73,299.36,314.87,345.04,344.70,350.22,360.86,368.72,378.06,364.61,349.31,343.10,340.25,339.06,336.77,327.25,321.02,332.23,320.41,316.10,317.57,333.72,354.01,352.72,313.19,275.35,314.46,314.47,L7
2002-02-07 22:01:30+00:00,331.27,278.68,275.90,287.10,276.42,254.29,233.17,234.84,225.15,225.48,231.38,249.83,260.75,291.46,301.54,270.39,327.93,331.57,326.58,317.48,299.58,312.67,320.68,327.24,198.44,167.88,268.23,250.61,148.22,182.65,187.56,244.15,223.15,259.81,237.37,283.12,242.47,277.20,280.68,297.84,294.71,297.79,313.11,342.19,342.84,349.20,358.99,367.39,376.43,364.65,348.90,344.20,339.71,337.29,334.83,327.25,321.02,332.23,320.41,316.10,317.57,333.72,354.01,352.72,313.19,275.35,314.46,314.47,L7
2002-02-16 21:55:18+00:00,331.89,281.27,277.36,288.23,278.75,255.34,234.75,236.76,227.36,226.13,231.22,249.35,260.84,292.74,301.41,269.53,326.22,334.09,330.78,314.92,299.52,310.90,319.75,325.80,201.90,183.59,265.84,248.31,155.02,191.61,187.56,262.87,235.53,259.81,243.71,275.00,242.42,280.60,279.74,297.93,294.66,297.75,313.62,343.49,343.53,350.25,360.17,367.95,377.61,365.44,350.32,345.96,340.55,337.57,335.05,327.38,320.94,332.19,320.94,316.99,318.79,334.90,355.57,354.18,308.80,277.43,314.87,314.26,L7
2002-04-12 22:01:25+00:00,314.31,280.19,272.01,280.31,265.54,245.28,234.06,237.29,221.61,224.54,229.92,247.11,244.27,273.05,286.37,271.89,303.63,315.69,312.10,302.44,293.55,301.09,314.19,312.86,208.66,193.35,251.52,236.01,156.34,193.44,195.51,262.87,235.53,260.50,248.10,255.91,245.53,286.66,282.00,287.60,288.66,293.89,308.34,335.45,336.16,341.33,353.72,364.70,374.16,362.68,344.35,341.01,336.59,332.58,327.87,324.01,318.95,326.37,319.26,316.27,319.69,336.53,350.12,349.28,297.93,288.92,318.99,310.65,L7
2002-05-07 21:55:15+00:00,311.28,280.48,272.52,277.12,264.09,245.42,235.03,236.75,221.94,225.00,230.09,246.05,246.27,270.59,283.01,272.95,298.93,310.64,307.44,299.79,292.48,299.88,314.28,305.42,205.95,193.35,244.05,236.01,156.38,184.47,196.37,262.87,234.54,257.67,243.86,251.39,244.73,285.17,283.52,287.92,288.90,294.21,308.56,334.50,335.99,341.01,353.04,363.21,373.06,362.72,342.90,340.20,335.68,332.16,327.91,324.64,319.56,326.48,319.36,315.48,319.08,334.28,347.47,347.11,295.91,285.96,313.86,309.11,L7
2002-05-30 22:01:13+00:00,311.13,281.84,272.44,275.19,263.46,245.25,235.51,235.69,221.38,226.10,230.52,244.10,245.62,265.41,277.17,272.98,294.45,306.69,303.01,298.39,292.64,300.33,314.44,307.04,205.99,208.55,242.69,238.26,162.39,184.07,203.37,272.43,236.40,257.67,243.86,248.98,245.95,282.61,284.43,286.48,288.51,293.26,307.04,332.60,334.91,339.47,351.39,360.76,369.55,360.68,341.62,336.37,332.38,329.63,326.07,321.68,319.56,322.87,313.99,315.48,314.60,327.75,342.64,341.18,290.65,280.62,308.05,305.82,L7
2002-07-01 22:01:03+00:00,311.13,281.84,272.44,275.19,263.46,245.25,235.51,235.69,221.38,226.10,230.52,244.10,245.62,265.41,277.17,272.98,294.45,306.69,303.01,298.39,292.64,300.33,314.44,307.04,205.99,208.55,242.69,238.26,162.39,184.07,203.37,272.43,236.40,257.67,243.86,248.98,245.95,282.61,284.43,286.48,288.51,293.26,307.04,332.60,334.91,339.47,351.39,360.76,369.55,360.68,341.62,336.37,332.38,329.63,326.07,321.68,319.56,322.87,304.79,315.48,314.60,327.75,342.64,341.18,290.65,280.62,308.05,305.82,L7
2002-07-17 22:00:56+00:00,311.13,284.21,271.36,271.53,263.46,249.22,236.19,233.46,220.84,224.72,228.83,243.13,242.35,265.41,277.17,276.52,294.45,306.69,303.01,298.39,296.30,304.08,317.91,307.04,207.47,222.10,242.69,238.26,167.05,188.34,210.39,272.43,241.23,262.74,244.44,248.98,247.23,283.08,286.55,287.67,290.49,295.31,312.73,335.76,339.19,340.91,352.10,361.36,371.81,367.23,345.59,342.49,336.21,329.93,327.05,322.86,319.93,322.50,304.48,317.41,315.23,328.87,349.91,341.59,289.49,281.24,307.62,306.32,L7
2002-08-27 21:54:24+00:00,301.93,281.04,269.27,263.20,253.75,249.04,236.64,228.96,219.03,223.75,228.08,234.43,240.84,256.22,267.79,275.28,284.05,294.13,288.97,287.48,288.98,298.84,315.35,304.42,210.08,238.31,238.25,244.05,172.78,177.81,213.92,293.03,244.95,254.45,244.08,252.50,250.70,284.63,289.08,288.07,290.35,292.61,313.06,330.51,337.97,336.64,348.41,355.00,361.95,364.50,339.20,335.23,329.76,325.20,325.76,322.17,320.65,318.56,295.48,320.03,311.63,321.18,348.03,336.96,288.61,273.27,300.57,303.12,L7
2002-10-14 21:54:07+00:00,299.81,280.38,268.64,260.53,253.39,246.17,235.99,227.42,217.54,222.23,227.72,232.61,243.67,253.93,260.69,274.62,289.15,296.13,288.41,287.16,290.79,301.81,319.90,310.35,200.65,262.08,246.87,257.62,176.93,170.76,232.97,297.28,244.95,246.34,226.89,258.77,249.31,274.51,289.18,288.64,290.76,293.95,312.23,330.07,341.91,339.79,348.64,353.83,362.89,363.78,340.46,334.12,330.37,325.90,324.02,320.05,316.91,318.06,285.49,313.38,308.82,324.35,349.70,339.44,288.35,278.69,303.42,305.16,L7
2002-11-22 22:00:45+00:00,298.96,277.32,268.02,258.34,250.69,245.64,235.37,226.09,217.57,221.14,226.99,231.71,240.69,249.44,256.92,273.12,286.70,290.54,284.81,283.63,289.45,301.07,316.89,312.66,214.61,262.08,247.59,242.09,173.92,176.22,249.98,287.52,248.71,241.37,241.40,261.81,249.08,277.39,287.07,287.90,291.85,293.33,313.14,330.77,342.03,338.35,348.49,354.25,361.91,361.86,339.96,332.96,330.06,325.93,324.64,319.47,316.96,317.70,284.53,315.97,307.76,326.58,351.42,340.99,291.49,281.03,308.31,306.77,L7
2002-12-01 21:54:40+00:00,295.24,274.97,267.63,256.31,247.28,245.63,234.41,225.18,218.01,219.77,225.93,231.94,242.01,256.61,262.17,274.27,289.43,290.72,287.04,282.61,288.53,299.57,315.33,305.44,222.82,266.06,245.91,227.88,159.66,168.60,268.58,274.75,246.89,244.48,241.67,264.14,246.63,288.09,284.25,289.97,292.17,294.48,316.20,334.75,345.13,342.41,351.31,356.64,366.06,363.40,341.28,337.90,334.71,329.97,328.34,324.93,319.01,323.52,296.68,317.34,318.84,342.66,357.70,351.30,301.08,290.04,317.64,312.29,L7
2003-02-19 21:55:06+00:00,295.34,273.22,268.89,258.16,247.35,242.72,236.25,229.25,219.81,221.55,228.77,235.76,249.01,256.71,262.88,272.96,286.32,290.22,286.90,282.14,286.75,297.49,312.50,300.61,216.14,266.06,239.82,220.80,154.67,166.40,268.58,262.56,244.65,242.66,242.51,261.48,245.62,287.82,284.73,289.07,291.04,293.13,308.80,329.73,340.38,340.53,350.37,355.50,364.26,355.71,336.96,330.55,331.42,330.95,328.76,325.47,322.47,327.19,318.36,316.60,318.03,339.39,349.87,349.45,300.41,288.44,316.46,310.90,L7
