,dates,chi0486-0000,chi0486-0001,chi0486-0002,chi0486-0003,chi0486-0004,chi0486-0005,chi0486-0006,chi0486-0007,chi0486-0008,chi0486-0009,chi0486-0010,chi0486-0011,chi0486-0012,chi0486-0013,chi0486-0014,chi0486-0015,chi0486-0016,chi0486-0017,chi0486-0018,chi0486-0019,chi0486-0020
0,1984-07-08 14:10:01+00:00,,,,,123.67405525349663,,,,,,,,,,,,,,,,
1,1985-01-25 14:05:39+00:00,169.1172783294849,164.7532217881341,152.91929262105407,149.94852928363213,151.24971290449625,143.40480737354684,,,141.02905881836656,138.64816489853575,,,,133.1750762880844,123.64688997272003,145.3772124378413,155.02743956822582,143.74332853025035,,155.39738548407763,
2,1986-02-04 14:08:23+00:00,154.20486909868862,157.18618469820882,146.4754934915118,144.8187060201446,146.58182240129855,119.65448828793856,85.2880278332521,89.51402252141149,126.16687025832063,115.02503160799195,96.10417103677828,96.17454756445676,114.203377507051,135.46104289098108,140.46618849356372,146.53368113955955,135.34225298036833,108.78125192119845,,139.80227941660328,
3,1986-08-15 14:03:05+00:00,153.97870034471708,149.4852094729639,147.37015591248513,144.58618801316004,121.0443844995915,94.89449352567947,83.3108674504995,110.50011553824146,144.37710922218656,158.76349171799168,109.37432838891134,92.11850798490065,118.23851519902814,147.47588082875438,128.01563725050954,101.31342964468536,,74.46531413301045,,,
4,1986-08-24 13:56:34+00:00,163.04433356706613,,,,117.96904878351862,,71.8195322243939,,,,,76.31326391958817,84.94145137007548,122.40840165547262,,60.02454854377931,,,,,
5,1986-09-16 14:01:57+00:00,163.09813603183676,159.9609402948553,157.03025497732884,149.2589605531954,121.68092227655744,96.52424000811574,100.34452246986339,112.70955116937812,120.61426204653738,137.82296036046333,110.73557464696233,63.17647585200039,112.06890567349481,118.98264984445376,112.66062681197666,83.54062613379315,,96.63483845751718,,,
6,1986-09-25 13:55:30+00:00,,,,,,,,,,,,,,,,,123.77462065583804,,,,
7,1986-10-02 14:01:27+00:00,154.91839166534447,151.75577958529476,157.93716728877246,146.38832647805614,127.9397922728606,101.99988868294135,110.49038958923924,109.903379877364,129.74870180975296,136.74878548736356,106.44547086349843,102.58092505699383,105.3582897979219,110.92116123764738,107.53614403716898,81.02826622147859,76.84735369735951,92.62377397384452,104.45801652066667,,
8,1986-10-18 14:00:56+00:00,146.68341821768308,142.58879401368964,158.2640195537393,164.41846923889307,125.72335631585412,106.60039636470728,103.38596408673111,114.89345636593829,131.57668334387438,146.9702145687595,112.10992247289745,97.2235032096635,106.53852884137919,118.1008260414137,105.47905989811123,82.06831649470183,81.94021622796309,109.08122838290689,107.46924089310467,,108.47460516969082
9,1986-12-21 14:00:25+00:00,142.50412738880217,135.53520631135828,148.13462839209555,172.48442809338033,157.4888849998899,122.30240628231253,106.09030246182932,132.2630715619531,152.200610449796,147.32756399333527,129.31573962040005,104.88125308978567,97.31799796733992,127.8961470704992,141.15784996286985,96.4303637712744,86.10738723219417,103.96482804597561,136.2406785161282,133.27399981989313,125.90509356988002
